GeneID	LUAD_23N
A1BG	81902076
A2M	223652336
AARS	2722381
ABCC1	4975367
ABCD3	12141789
ABCF1	2182470
ABHD10	20601367
ABHD11	11776917
ABHD14B	4346978
ABHD16A	15450028
ABI1	10998238
ACAA1	48594845
ACAA2	163857746
ACAD8	7342618
ACAD9	20849177
ACADM	30605805
ACADS	26603756
ACADSB	33545074
ACADVL	161108084
ACAT1	246393358
ACAT2	1428873
ACE	143047775
ACIN1	13797275
ACLY	24763131
ACO1	1964403
ACO2	96258448
ACOT1	18902801
ACOT13	11314495
ACOT9	68144748
ACOX1	9310811
ACP1	18089049
ACSF2	26496145
ACSL1	48442848
ACSL3	42470810
ACSL4	12883531
ACSL5	21908441
ACSS1	10547970
ACTB	NA
ACTC1	NA
ACTG1	177207086
ACTL6A	16847327
ACTN1	430415549
ACTN4	1356335506
ACTR1A	58378462
ACTR1B	25271226
ACTR2	186556007
ACTR3	140992367
ADAM10	66409112
ADAR	8934204
ADCK3	6083896
ADD1	87625379
ADD3	88153964
ADH5	56834881
ADPGK	36902298
AEBP1	63924115
AFG3L2	22763271
AGFG1	8715938
AGK	12207913
AGL	3920488
AGO2	3868103
AGPS	11116837
AGR2	507024070
AGRN	230852779
AGT	4149660
AHCY	14857843
AIF1	20724098
AIFM1	63333882
AIMP1	37228677
AIMP2	19016765
AIP	10912863
AK1	46575053
AK2	156753181
AK3	82571864
AKAP12	30428703
AKAP2	201180856
AKAP9	78076
AKR1A1	8187359
AKR7A2	14627587
ALB	NA
ALCAM	73650611
ALDH16A1	7858490
ALDH18A1	5082011
ALDH1A1	129943785
ALDH1B1	43967930
ALDH2	354045569
ALDH3A2	123696887
ALDH4A1	26668315
ALDH5A1	13100650
ALDH6A1	77285398
ALDH7A1	36745976
ALDH9A1	61733385
ALDOA	94005506
ALDOC	15880968
ALG2	18554543
ALG5	13543617
ALOX5	41710975
AMBP	412286813
AMPD3	7891796
ANK1	100816373
ANKFY1	4093301
ANKRD44	1799152
ANO10	10052333
ANO6	47533717
ANP32A	13845520
ANPEP	30563998
ANXA1	1636620871
ANXA11	386330013
ANXA2	NA
ANXA3	314660060
ANXA4	619768591
ANXA5	875737682
ANXA6	887254668
ANXA7	100144654
AOC3	1830461150
AP1B1	16687934
AP1G1	16557663
AP1M1	21046185
AP2A1	65395713
AP2A2	34583203
AP2B1	134932984
AP2M1	65746178
AP2S1	53068343
AP3B1	5915955
AP3D1	6731707
AP3M1	8247132
APCS	1088528187
APEH	3508443
APEX1	26286535
API5	6698056
APMAP	222302651
APOA1	435375128
APOA2	494439739
APOA4	76338789
APOB	44104195
APOC1	378939705
APOC3	41835497
APOD	20326831
APOE	205307049
APOH	398007937
APOOL	45345252
APP	9143492
APPL1	6209365
APRT	7615907
AQR	2739137
ARAP1	1310121
ARCN1	20998169
ARF1	247093547
ARF4	40663048
ARF6	58088704
ARHGAP1	11497145
ARHGAP18	4516002
ARHGDIA	169843043
ARHGDIB	82750324
ARHGEF1	3849073
ARHGEF17	2598262
ARL6IP5	721538964
ARL8A	273424772
ARL8B	51184847
ARMC10	18411556
ARPC1A	11408790
ARPC1B	42346647
ARPC2	102723798
ARPC3	157511178
ARPC4	132743255
ARPC5	37119643
ARPC5L	4450335
ARRB1	21169972
ASAH1	267635500
ASPH	63102867
ASPN	244636007
ATAD3A	15793643
ATIC	3864251
ATL2	10975547
ATL3	141988935
ATP13A1	8753273
ATP1A1	333958946
ATP1B1	179723612
ATP1B3	107067457
ATP2A2	134312542
ATP2A3	13221294
ATP2B1	5548339
ATP2B4	102061423
ATP2C1	5016789
ATP5A1	941314992
ATP5B	1382162369
ATP5C1	205962483
ATP5D	534661716
ATP5F1	45697067
ATP5H	173847630
ATP5J	329658063
ATP5J2	390429452
ATP5L	142335944
ATP5O	252115056
ATP6V0A1	18223606
ATP6V0D1	66770598
ATP6V1A	10458049
ATP6V1B2	16521480
ATP6V1C1	8867681
ATP6V1E1	15358589
ATP6V1F	18670629
ATP6V1H	6606842
B2M	1603898108
BAG3	28441147
BAG5	3822332
BAG6	4204508
BANF1	399933534
BASP1	200585762
BAX	21458020
BAZ1B	1999361
BCAM	586423386
BCAP31	287846957
BCAT2	83643674
BCKDHA	16446724
BCKDHB	27395609
BCKDK	4027385
BCL2L13	12927495
BCLAF1	12022027
BCS1L	13483465
BGN	NA
BLVRA	5378716
BLVRB	153196430
BRK1	58484542
BSG	40784160
BST1	120178348
BUB3	16127846
C14orf159	42411067
C14orf166	41775011
C16orf58	14890926
C1QB	58807988
C1QBP	112203185
C1QC	53413679
C1S	6053305
C3	140608896
C4A	449526
C4B	39590345
C4BPA	119614835
C5	4555439
C7	13199438
C8A	9790112
C9	79654123
CA1	221007733
CA2	58186559
CACYBP	6420853
CAD	1071273
CALD1	225022787
CALM3	NA
CALR	476444292
CALU	138270470
CAMK2D	28176565
CAMK2G	34634986
CAND1	13131898
CANX	257822252
CAP1	115236602
CAPG	120709744
CAPN1	50783416
CAPN2	30346935
CAPNS1	104063629
CAPRIN1	2760282
CAPZA1	110917847
CAPZA2	178250287
CAPZB	300156073
CARKD	4610423
CASK	13146725
CAST	17641480
CAT	298908938
CAV1	NA
CBR1	36444814
CBX1	61044816
CBX3	42727517
CBX5	13938452
CCAR1	8492838
CCAR2	10901626
CCDC22	4467086
CCDC47	46440259
CCDC6	1933288
CCT2	171192997
CCT3	140267217
CCT4	131827578
CCT5	165253796
CCT6A	146648689
CCT7	102507975
CCT8	139917961
CD14	189302496
CD151	149281568
CD163	16182379
CD2AP	8800863
CD44	185552156
CD47	152755532
CD55	128970675
CD59	1248074040
CD74	72597640
CD81	785410936
CD9	497415181
CD97	21850623
CDC37	36240351
CDC42	252950957
CDC42BPA	1129951
CDC42BPB	8725485
CDC5L	13036070
CDH1	37006444
CDH13	90884201
CES1	365978693
CFH	47607225
CFL1	382676276
CHCHD2	12630265
CHCHD3	74530084
CHD4	9694980
CHERP	7714194
CHID1	3298213
CHMP4B	15005339
CHMP6	37385372
CHP1	66299116
CIB1	11032776
CISD1	106842610
CISD2	92976976
CKAP4	211557127
CKAP5	2390166
CKB	48521309
CLCC1	4632106
CLEC3B	23580477
CLIC1	97264909
CLIC4	53578341
CLINT1	62989310
CLIP1	3021324
CLPB	7319611
CLTB	64487056
CLTC	401917312
CLU	569211098
