GeneID	LUAD_24N
A1BG	180254908
A2M	217927914
AARS	6139271
ABCC1	1751700
ABCD3	14837038
ABCF1	5315259
ABHD10	41401313
ABHD11	3020319
ABHD14B	21180767
ABHD16A	11553315
ABI1	17803214
ACAA1	90113833
ACAA2	140058411
ACAD8	1153146
ACAD9	15492948
ACADM	18704024
ACADS	35246755
ACADSB	12521515
ACADVL	110522393
ACAT1	259983040
ACAT2	14907468
ACE	24732797
ACIN1	7263934
ACLY	11415560
ACO1	10795888
ACO2	102036715
ACOT1	16423024
ACOT13	39283629
ACOT9	30912477
ACOX1	20066977
ACP1	63592992
ACSF2	12675897
ACSL1	49341246
ACSL3	20835723
ACSL4	8488797
ACSL5	14110713
ACSS1	5361286
ACTB	NA
ACTC1	NA
ACTG1	102273183
ACTL6A	7907483
ACTN1	843028295
ACTN4	1054992073
ACTR1A	60895681
ACTR1B	4298583
ACTR2	181875085
ACTR3	242234838
ADAM10	13344033
ADAR	2271255
ADCK3	3376562
ADD1	52218621
ADD3	49942652
ADH5	108938236
ADPGK	31094690
AEBP1	24799477
AFG3L2	10148981
AGFG1	4351433
AGK	14175633
AGL	2704107
AGO2	3948476
AGPS	21127941
AGR2	135389180
AGRN	130707282
AGT	5366643
AHCY	21918604
AIF1	128333561
AIFM1	57739763
AIMP1	17059531
AIMP2	26222042
AIP	14590409
AK1	185422739
AK2	113180878
AK3	54055192
AKAP12	21655269
AKAP2	51039214
AKAP9	1101028
AKR1A1	78329225
AKR7A2	41592356
ALB	NA
ALCAM	30040944
ALDH16A1	25819459
ALDH18A1	6030348
ALDH1A1	203068643
ALDH1B1	82540248
ALDH2	240568803
ALDH3A2	88386423
ALDH4A1	14960899
ALDH5A1	4193438
ALDH6A1	26444610
ALDH7A1	32941852
ALDH9A1	55934186
ALDOA	204135193
ALDOC	79433861
ALG2	20380255
ALG5	13819341
ALOX5	72645610
AMBP	454798951
AMPD3	2239295
ANK1	38731849
ANKFY1	2077788
ANKRD44	1509494
ANO10	9617780
ANO6	21463078
ANP32A	61006511
ANPEP	14349600
ANXA1	1589425754
ANXA11	295386623
ANXA2	NA
ANXA3	141911886
ANXA4	563244839
ANXA5	1023914953
ANXA6	853831982
ANXA7	170631514
AOC3	1124100807
AP1B1	35885865
AP1G1	15033507
AP1M1	10733749
AP2A1	59533929
AP2A2	40465768
AP2B1	127106853
AP2M1	55250887
AP2S1	76185546
AP3B1	12319828
AP3D1	17422710
AP3M1	17293431
APCS	1178930902
APEH	7389772
APEX1	120446606
API5	12766266
APMAP	75026990
APOA1	498246613
APOA2	495054837
APOA4	62632993
APOB	20624159
APOC1	167689011
APOC3	51209732
APOD	7054614
APOE	62094570
APOH	813238751
APOOL	22683305
APP	211071
APPL1	5884319
APRT	57415267
AQR	1098323
ARAP1	2236782
ARCN1	21489558
ARF1	382607732
ARF4	109454234
ARF6	93388406
ARHGAP1	39642741
ARHGAP18	4481014
ARHGDIA	262719004
ARHGDIB	175520692
ARHGEF1	6020882
ARHGEF17	673234
ARL6IP5	1144132589
ARL8A	206187145
ARL8B	30380618
ARMC10	20247064
ARPC1A	41527331
ARPC1B	36598646
ARPC2	146171377
ARPC3	65201770
ARPC4	215102437
ARPC5	139325705
ARPC5L	35998021
ARRB1	42984185
ASAH1	267635500
ASPH	44885681
ASPN	778921111
ATAD3A	11182146
ATIC	11352108
ATL2	5816917
ATL3	124251241
ATP13A1	9422002
ATP1A1	229179221
ATP1B1	74252519
ATP1B3	55746153
ATP2A2	130394782
ATP2A3	16041712
ATP2B1	4042816
ATP2B4	60788870
ATP2C1	1768474
ATP5A1	909107899
ATP5B	1329943045
ATP5C1	208813922
ATP5D	304212578
ATP5F1	69378444
ATP5H	168716598
ATP5J	332219679
ATP5J2	223767579
ATP5L	82362172
ATP5O	338311682
ATP6V0A1	13547069
ATP6V0D1	41139885
ATP6V1A	46040830
ATP6V1B2	49507840
ATP6V1C1	48190675
ATP6V1E1	22449934
ATP6V1F	40092799
ATP6V1H	10126074
B2M	112159051
BAG3	8660791
BAG5	9370174
BAG6	5265836
BANF1	696509990
BASP1	108158140
BAX	18358659
BAZ1B	2887600
BCAM	268721622
BCAP31	58251639
BCAT2	36385585
BCKDHA	5417487
BCKDHB	26328714
BCKDK	4135790
BCL2L13	10821466
BCLAF1	3081829
BCS1L	4183804
BGN	1383535569
BLVRA	17877582
BLVRB	261820565
BRK1	10770964
BSG	30291902
BST1	31808544
BUB3	27625589
C14orf159	8498224
C14orf166	71318576
C16orf58	11339674
C1QB	47228774
C1QBP	158637150
C1QC	47865014
C1S	8525999
C3	192232534
C4A	6217222
C4B	85214187
C4BPA	103187697
C5	7813730
C7	8090187
C8A	7199948
C9	17161525
CA1	576680706
CA2	190024810
CACYBP	8728994
CAD	2840784
CALD1	214371515
CALM3	1877727605
CALR	559039528
CALU	187034282
CAMK2D	30699903
CAMK2G	22006681
CAND1	28212400
CANX	210858156
CAP1	147311149
CAPG	277002792
CAPN1	64459173
CAPN2	71467485
CAPNS1	236796789
CAPRIN1	7305852
CAPZA1	128667647
CAPZA2	112431386
CAPZB	172975926
CARKD	9798152
CASK	8272782
CAST	28339480
CAT	279105824
CAV1	1261858982
CBR1	109963258
CBX1	88585750
CBX3	74719324
CBX5	24969296
CCAR1	6843972
CCAR2	5708588
CCDC22	6762770
CCDC47	20996401
CCDC6	2831861
CCT2	201033896
CCT3	123629013
CCT4	132037919
CCT5	96907836
CCT6A	120720771
CCT7	129326766
CCT8	79279659
CD14	116273850
CD151	58043532
CD163	20407034
CD2AP	2257092
CD44	138622540
CD47	73352581
CD55	30165166
CD59	748449053
CD74	178641599
CD81	553954287
CD9	481947368
CD97	17946051
CDC37	37662209
CDC42	182462338
CDC42BPA	453530
CDC42BPB	5434967
CDC5L	4211936
CDH1	10482617
CDH13	29783885
CES1	306695288
CFH	73628854
CFL1	920946762
CHCHD2	52013460
CHCHD3	137885292
CHD4	3348963
CHERP	4490203
CHID1	21155320
CHMP4B	2571297
CHMP6	17489627
CHP1	27296209
CIB1	6981965
CISD1	73223413
CISD2	91128159
CKAP4	156145090
CKAP5	2756006
CKB	188825851
CLCC1	2393803
CLEC3B	53873828
CLIC1	72185689
CLIC4	61803732
CLINT1	17444808
CLIP1	1386705
CLPB	5749767
CLTB	34090888
CLTC	335338921
CLU	622059560
CNDP2	119242056
CNN2	49003972
CNN3	29917684
CNOT1	1305078
CNP	38799791
CNPY2	42127226
CNPY3	9094737
COL12A1	80821593
