GeneID	LUAD_102T
A1BG	87226679
A2M	66161253
AARS	21734141
ABCC1	2172406
ABCD3	97546261
ABCF1	44468097
ABHD10	12257713
ABHD11	36587722
ABHD14B	28613281
ABHD16A	30739059
ABI1	13731974
ACAA1	47675940
ACAA2	161014079
ACAD8	27260978
ACAD9	25834688
ACADM	46264140
ACADS	14938596
ACADSB	9972251
ACADVL	73728237
ACAT1	368240385
ACAT2	76496671
ACE	2867192
ACIN1	23697953
ACLY	65914525
ACO1	29273973
ACO2	116237874
ACOT1	76756256
ACOT13	71663299
ACOT9	59662214
ACOX1	31820626
ACP1	47095190
ACSF2	109246102
ACSL1	43519672
ACSL3	29507580
ACSL4	4023106
ACSL5	55432677
ACSS1	11601666
ACTB	NA
ACTC1	579395751
ACTG1	42461745
ACTL6A	45439371
ACTN1	451885011
ACTN4	1216127112
ACTR1A	46819062
ACTR1B	18237066
ACTR2	340349292
ACTR3	278269595
ADAM10	12722651
ADAR	47621950
ADCK3	1722622
ADD1	12146495
ADD3	18413127
ADH5	118378155
ADPGK	15811941
AEBP1	34192215
AFG3L2	46155959
AGFG1	4428205
AGK	35575243
AGL	11204003
AGO2	7750772
AGPS	29776827
AGR2	NA
AGRN	24780629
AGT	12975523
AHCY	467982220
AIF1	46448093
AIFM1	163424896
AIMP1	50118841
AIMP2	88158751
AIP	32729722
AK1	83413834
AK2	155891433
AK3	92543376
AKAP12	3797408
AKAP2	10347418
AKAP9	1613053
AKR1A1	244982050
AKR7A2	79845705
ALB	NA
ALCAM	114247910
ALDH16A1	34855826
ALDH18A1	104528318
ALDH1A1	270079387
ALDH1B1	19640256
ALDH2	206266775
ALDH3A2	137276576
ALDH4A1	82582838
ALDH5A1	8710409
ALDH6A1	372202691
ALDH7A1	66416348
ALDH9A1	254567995
ALDOA	NA
ALDOC	133039726
ALG2	10609309
ALG5	24547508
ALOX5	5112675
AMBP	45708893
AMPD3	3568383
ANK1	1512061
ANKFY1	9449574
ANKRD44	3161415
ANO10	9621258
ANO6	2184705
ANP32A	239166239
ANPEP	54141563
ANXA1	327406223
ANXA11	189173984
ANXA2	1758540871
ANXA3	83794763
ANXA4	531643310
ANXA5	719618263
ANXA6	338205069
ANXA7	328443388
AOC3	48437778
AP1B1	31983705
AP1G1	22509840
AP1M1	23592500
AP2A1	46327221
AP2A2	28977321
AP2B1	92995512
AP2M1	67307800
AP2S1	90500318
AP3B1	17143355
AP3D1	14964053
AP3M1	18099849
APCS	49994580
APEH	51081063
APEX1	332785022
API5	59770701
APMAP	168321635
APOA1	1308382085
APOA2	1161562576
APOA4	54355115
APOB	7794563
APOC1	138576274
APOC3	21812042
APOD	49498544
APOE	217134295
APOH	433983092
APOOL	19698284
APP	18328251
APPL1	9162846
APRT	52451952
AQR	10121118
ARAP1	4815076
ARCN1	216653633
ARF1	916391859
ARF4	288039890
ARF6	57547048
ARHGAP1	88306777
ARHGAP18	3377114
ARHGDIA	411138424
ARHGDIB	109612387
ARHGEF1	10425019
ARHGEF17	1159671
ARL6IP5	264400177
ARL8A	34897042
ARL8B	26410660
ARMC10	8062742
ARPC1A	28502613
ARPC1B	259627872
ARPC2	349053675
ARPC3	444913983
ARPC4	421276504
ARPC5	166153910
ARPC5L	23889564
ARRB1	34477300
ASAH1	121912328
ASPH	163123761
ASPN	7317827
ATAD3A	83674848
ATIC	37893412
ATL2	18629238
ATL3	111933030
ATP13A1	28418408
ATP1A1	380956846
ATP1B1	186268928
ATP1B3	49748671
ATP2A2	159420538
ATP2A3	8505266
ATP2B1	3010693
ATP2B4	20505659
ATP2C1	7899185
ATP5A1	735099178
ATP5B	679831498
ATP5C1	243724828
ATP5D	222288578
ATP5F1	198962816
ATP5H	217588491
ATP5J	207641393
ATP5J2	69775953
ATP5L	244349320
ATP5O	182085299
ATP6V0A1	13948093
ATP6V0D1	14925682
ATP6V1A	64204525
ATP6V1B2	49815217
ATP6V1C1	8553005
ATP6V1E1	60324097
ATP6V1F	46388961
ATP6V1H	11224248
B2M	1858629596
BAG3	13657288
BAG5	21209995
BAG6	29566195
BANF1	430118479
BASP1	77219637
BAX	85501712
BAZ1B	12379478
BCAM	70645049
BCAP31	899259476
BCAT2	66245727
BCKDHA	27137507
BCKDHB	7775051
BCKDK	38474677
BCL2L13	3486982
BCLAF1	35381547
BCS1L	3248834
BGN	192839325
BLVRA	164404835
BLVRB	175857393
BRK1	21793153
BSG	46922923
BST1	6132274
BUB3	151207660
C14orf159	16152055
C14orf166	50712152
C16orf58	19089789
C1QB	61102608
C1QBP	100059866
C1QC	127647464
C1S	14204982
C3	251978809
C4A	9959781
C4B	520971956
C4BPA	33427076
C5	20389684
C7	4534367
C8A	17925546
C9	54559793
CA1	68673550
CA2	32594602
CACYBP	82328570
CAD	29006652
CALD1	167616884
CALM3	1673031226
CALR	NA
CALU	461560776
CAMK2D	57472796
CAMK2G	45220317
CAND1	88738449
CANX	409476120
CAP1	535636167
CAPG	361457038
CAPN1	171420425
CAPN2	102528731
CAPNS1	240761531
CAPRIN1	37816001
CAPZA1	169068009
CAPZA2	106551563
CAPZB	320893523
CARKD	9935617
CASK	28672650
CAST	24593020
CAT	132132026
CAV1	128092068
CBR1	235288489
CBX1	85366300
CBX3	615034064
CBX5	89844908
CCAR1	28644552
CCAR2	29201198
CCDC22	8532222
CCDC47	89563565
CCDC6	32422382
CCT2	233663715
CCT3	238626084
CCT4	280662888
CCT5	222844686
CCT6A	271458689
CCT7	188278851
CCT8	277517995
CD14	13909590
CD151	108132475
CD163	28785429
CD2AP	19144384
CD44	16713709
CD47	49378243
CD55	4585472
CD59	560478024
CD74	60716177
CD81	49871667
CD9	279835942
CD97	4547231
CDC37	43373396
CDC42	490991076
CDC42BPA	2557066
CDC42BPB	18020734
CDC5L	24473072
CDH1	50057621
CDH13	1096959
CES1	2440934
CFH	145528578
CFL1	NA
CHCHD2	110950221
CHCHD3	228208395
