GeneID	LUAD_02T
A1BG	327608842
A2M	265796590
AARS	38508490
ABCC1	4437790
ABCD3	55939122
ABCF1	35246857
ABHD10	54464003
ABHD11	25977090
ABHD14B	105322407
ABHD16A	35619037
ABI1	31947390
ACAA1	104795126
ACAA2	187065737
ACAD8	10269261
ACAD9	19199802
ACADM	69704349
ACADS	46862566
ACADSB	15839598
ACADVL	125804732
ACAT1	241415995
ACAT2	39126220
ACE	22281266
ACIN1	23681582
ACLY	43372102
ACO1	37169116
ACO2	287992344
ACOT1	57840502
ACOT13	83928032
ACOT9	73685649
ACOX1	54532285
ACP1	10692766
ACSF2	51477836
ACSL1	87569471
ACSL3	33996229
ACSL4	21953554
ACSL5	26362625
ACSS1	37856463
ACTG1	145622526
ACTL6A	55523429
ACTN1	858463660
ACTR1A	71355820
ACTR1B	24859076
ACTR2	529128356
ACTR3	768829036
ADAM10	51350422
ADAR	24260646
ADCK3	5108123
ADD1	112667917
ADD3	52521920
ADH5	166200527
ADPGK	72383549
AEBP1	162884358
AFG3L2	44301836
AGFG1	4633866
AGK	54756893
AGL	5210492
AGO2	9492903
AGPS	58202372
AGRN	61989950
AGT	11865522
AHCY	126687044
AIF1	102819817
AIFM1	169369536
AIMP1	78888192
AIMP2	41016402
AIP	19061246
AK1	85869855
AK2	132664335
AK3	62491701
AKAP12	21788977
AKAP2	29139660
AKAP9	2171265
AKR1A1	308739807
AKR7A2	113385358
ALCAM	131240456
ALDH16A1	14866286
ALDH18A1	60573379
ALDH1A1	319130763
ALDH1B1	47078867
ALDH2	1088491847
ALDH3A2	152736511
ALDH4A1	22099376
ALDH5A1	9232637
ALDH6A1	163495613
ALDH7A1	145333134
ALDH9A1	138013499
ALDOC	84422233
ALG2	40498879
ALG5	35506323
ALOX5	120526049
AMBP	52047858
AMPD3	5506350
ANK1	64450451
ANKFY1	14777205
ANKRD44	13669688
ANO10	9106685
ANO6	8045308
ANP32A	424745284
ANPEP	99764701
ANXA11	431703964
ANXA3	56694258
ANXA4	989355022
ANXA5	828985677
ANXA6	1666433206
ANXA7	227372142
AOC3	439898678
AP1B1	48627196
AP1G1	31689727
AP1M1	38546545
AP2A1	131965461
AP2A2	73203636
AP2B1	183542762
AP2M1	78460284
AP2S1	242019853
AP3B1	16004736
AP3D1	23028551
AP3M1	24582184
