GeneID	LUAD_10N
A1BG	171882723
A2M	321877288
AARS	14663736
ABCC1	1190865
ABCD3	16221438
ABCF1	5549114
ABHD10	9023849
ABHD11	11626457
ABHD14B	63989257
ABHD16A	4881755
ABI1	21387293
ACAA1	28778907
ACAA2	167344988
ACAD8	3049006
ACAD9	17780749
ACADM	19570883
ACADS	29538489
ACADSB	13636922
ACADVL	118424838
ACAT1	377525625
ACAT2	16088138
ACE	75639828
ACIN1	11755650
ACLY	40234414
ACO1	5079240
ACO2	62492559
ACOT1	11509278
ACOT13	43842725
ACOT9	51105842
ACOX1	4320374
ACP1	34525194
ACSF2	27831375
ACSL1	32814918
ACSL3	18997163
ACSL4	11159308
ACSL5	33515328
ACSS1	9481842
ACTB	NA
ACTC1	NA
ACTG1	120396069
ACTL6A	15823080
ACTN1	394876129
ACTN4	1102866909
ACTR1A	33096134
ACTR1B	16107271
ACTR2	262550731
ACTR3	248068900
ADAM10	24603920
ADAR	10674534
ADCK3	4277027
ADD1	69227627
ADD3	74138729
ADH5	114296215
ADPGK	23496010
AEBP1	76425477
AFG3L2	16797089
AGFG1	11456617
AGK	12140774
AGL	4223697
AGO2	9682536
AGPS	9141182
AGR2	243821919
AGRN	184561464
AGT	27547263
AHCY	70410935
AIF1	55664272
AIFM1	44449597
AIMP1	19217943
AIMP2	38257435
AIP	13557187
AK1	120117312
AK2	75803182
AK3	77524798
AKAP12	17055267
AKAP2	147185348
AKAP9	841821
AKR1A1	70785962
AKR7A2	45452417
ALB	NA
ALCAM	34940901
ALDH16A1	21990888
ALDH18A1	5088758
ALDH1A1	200428880
ALDH1B1	4867563
ALDH2	213631541
ALDH3A2	77230206
ALDH4A1	10437863
ALDH5A1	17441450
ALDH6A1	73816383
ALDH7A1	52321538
ALDH9A1	63632335
ALDOA	514887076
ALDOC	22018238
ALG2	11382130
ALG5	10564703
ALOX5	75318560
AMBP	84853554
AMPD3	2318997
ANK1	25178010
ANKFY1	6998785
ANKRD44	4975182
ANO10	6766764
ANO6	19311110
ANP32A	84043499
ANPEP	14124466
ANXA1	1189083219
ANXA11	326249312
ANXA2	NA
ANXA3	787793097
ANXA4	546883886
ANXA5	1289520818
ANXA6	861727118
ANXA7	190533654
AOC3	1684762729
AP1B1	18438879
AP1G1	16276180
AP1M1	29651863
AP2A1	67938784
AP2A2	45583763
AP2B1	129090104
AP2M1	488744152
AP2S1	60333606
AP3B1	12712147
AP3D1	11576223
AP3M1	13894267
APCS	652581442
APEH	12912763
APEX1	98912231
API5	21129598
APMAP	88541226
APOA1	1386118832
APOA2	1850161894
APOA4	138926347
APOB	30981068
APOC1	214343563
APOC3	131035663
APOD	72879243
APOE	118991409
APOH	198120567
APOOL	14237676
APP	4414913
APPL1	21081657
APRT	51599621
AQR	2075104
ARAP1	5403473
ARCN1	61055250
ARF1	525295811
ARF4	80989537
ARF6	62831833
ARHGAP1	46634335
