GeneID	LUAD_103T
A1BG	43771379
A2M	95503078
AARS	70479963
ABCC1	3866691
ABCD3	45390323
ABCF1	23265992
ABHD10	13540456
ABHD11	38535850
ABHD14B	43665041
ABHD16A	36955962
ABI1	34151302
ACAA1	52084879
ACAA2	205168246
ACAD8	4457915
ACAD9	19949058
ACADM	39893590
ACADS	14899780
ACADSB	44986154
ACADVL	159112910
ACAT1	393151061
ACAT2	3730657
ACE	28394363
ACIN1	40081542
ACLY	47700801
ACO1	14808007
ACO2	131326280
ACOT1	13179838
ACOT13	80888404
ACOT9	48855349
ACOX1	16063530
ACP1	14268676
ACSF2	18959513
ACSL1	73341469
ACSL3	47242053
ACSL4	14474321
ACSL5	26080521
ACSS1	8124472
ACTB	NA
ACTC1	1261713966
ACTG1	45332867
ACTL6A	23339758
ACTN1	354111610
ACTN4	1171322733
ACTR1A	57815378
ACTR1B	11377868
ACTR2	107961074
ACTR3	234004823
ADAM10	23170619
ADAR	55101285
ADCK3	8250613
ADD1	37646831
ADD3	50586414
ADH5	52163564
ADPGK	9593048
AEBP1	20218093
AFG3L2	40217031
AGFG1	7296628
AGK	27100536
AGL	4758035
AGO2	19906551
AGPS	14334113
AGR2	NA
AGRN	85416817
AGT	2705770
AHCY	70376638
AIF1	69554347
AIFM1	183495105
AIMP1	65972260
AIMP2	82278351
AIP	51875102
AK1	58768851
AK2	137929962
AK3	50964636
AKAP12	22878855
AKAP2	79473113
AKAP9	2363037
AKR1A1	38115474
AKR7A2	17054438
ALB	NA
ALCAM	81522697
ALDH16A1	20885879
ALDH18A1	99192997
ALDH1A1	97719877
ALDH1B1	16179144
ALDH2	351703174
ALDH3A2	169362587
ALDH4A1	30760753
ALDH5A1	35938067
ALDH6A1	110670438
ALDH7A1	23314642
ALDH9A1	83789151
ALDOA	924757534
ALDOC	22581146
ALG2	26604406
ALG5	20552217
ALOX5	27923170
AMBP	159410364
AMPD3	5096340
ANK1	16344892
ANKFY1	12457000
ANKRD44	12088550
ANO10	12139085
ANO6	4966653
ANP32A	239649374
ANPEP	7583532
ANXA1	890781214
ANXA11	275052840
ANXA2	NA
ANXA3	157276774
ANXA4	367771673
ANXA5	508255931
ANXA6	420957192
ANXA7	186807505
AOC3	620298222
AP1B1	29885332
AP1G1	76888864
AP1M1	31249370
AP2A1	54271051
AP2A2	30051229
AP2B1	85561375
AP2M1	87884481
AP2S1	100338988
AP3B1	17986801
AP3D1	12701159
AP3M1	12232495
APCS	1014913860
APEH	6827815
APEX1	100864444
API5	8031049
APMAP	141971995
APOA1	942261887
APOA2	282245049
APOA4	90299993
APOB	6221983
APOC1	217929621
APOC3	23573902
APOD	18406079
APOE	195348329
APOH	175470969
APOOL	37894245
APP	8756823
APPL1	11525649
APRT	50343420
AQR	4950996
ARAP1	2565003
ARCN1	263033899
ARF1	311007019
ARF4	203402846
ARF6	17936523
ARHGAP1	106342999
ARHGAP18	2556453
ARHGDIA	182594259
ARHGDIB	127461884
ARHGEF1	22318661
ARHGEF17	3386313
ARL6IP5	309132350
ARL8A	141718110
ARL8B	90169242
ARMC10	20511777
ARPC1A	33074564
ARPC1B	155768346
ARPC2	146792655
ARPC3	316968857
ARPC4	375093862
ARPC5	91528488
ARPC5L	19142998
ARRB1	35743825
ASAH1	223336395
ASPH	61335739
ASPN	86229763
ATAD3A	33402375
ATIC	16240833
ATL2	30955741
ATL3	142239307
ATP13A1	27179799
ATP1A1	313044788
ATP1B1	192336403
ATP1B3	93996403
ATP2A2	242591913
ATP2A3	9614092
ATP2B1	4345550
ATP2B4	103033413
ATP2C1	7998075
ATP5A1	827523844
ATP5B	659922283
ATP5C1	319112933
ATP5D	417441401
ATP5F1	259618217
ATP5H	301632795
ATP5J	197369416
ATP5J2	76369446
ATP5L	274262354
ATP5O	362172621
ATP6V0A1	21719204
ATP6V0D1	40173257
ATP6V1A	110262023
ATP6V1B2	58344830
ATP6V1C1	20106885
ATP6V1E1	128356392
ATP6V1F	53594381
ATP6V1H	12958961
B2M	1634644771
BAG3	32158696
BAG5	12936708
BAG6	14861126
BANF1	589697387
BASP1	109303665
BAX	33994134
BAZ1B	6383278
BCAM	352901189
BCAP31	1309627276
BCAT2	52976551
BCKDHA	15527124
BCKDHB	7547996
BCKDK	11912414
BCL2L13	3550764
BCLAF1	61760409
BCS1L	3932246
BGN	1158349452
BLVRA	27719883
BLVRB	119635193
BRK1	26159966
BSG	83395498
BST1	23926192
BUB3	58119589
C14orf159	7760420
C14orf166	123733598
C16orf58	28905281
C1QB	24949172
C1QBP	96743766
C1QC	67858317
C1S	4936166
C3	156077254
C4A	1301503
C4B	37215246
C4BPA	97228332
C5	8670018
C7	6539486
C8A	7169594
C9	32821731
CA1	113432582
CA2	38985968
CACYBP	13979509
CAD	8049991
CALD1	435896499
CALM3	1779802410
CALR	NA
CALU	281445189
CAMK2D	81283830
CAMK2G	66593665
CAND1	29031153
CANX	458578898
CAP1	261050692
CAPG	216948990
CAPN1	69669382
CAPN2	55753709
CAPNS1	132330357
CAPRIN1	62195040
CAPZA1	122845487
CAPZA2	154807973
CAPZB	170426971
CARKD	6312741
CASK	11454471
CAST	32679867
CAT	250507490
CAV1	NA
CBR1	157888654
CBX1	27831689
CBX3	212054261
CBX5	11275984
CCAR1	21976602
CCAR2	35823071
CCDC22	6587685
CCDC47	68923254
CCDC6	41573000
CCT2	175052098
CCT3	169693411
CCT4	214257570
CCT5	125601973
CCT6A	188520014
CCT7	120717342
CCT8	199626173
CD14	31180086
CD151	186416889
CD163	72824873
CD2AP	22407493
CD44	92551542
CD47	130850651
CD55	87479276
CD59	998469749
CD74	133020613
CD81	77597433
CD9	247769925
CD97	20235880
CDC37	31846871
CDC42	1041162298
CDC42BPA	1804518
CDC42BPB	9177331
CDC5L	27451899
CDH1	26053204
CDH13	53199641
CES1	64431316
CFH	67055495
CFL1	1184578398
CHCHD2	62891220
CHCHD3	291745906
CHD4	19230920
CHERP	17241416
CHID1	28568113
CHMP4B	140906169
CHMP6	16313616
CHP1	92093170
CIB1	12076852
CISD1	292582862
CISD2	57043273
CKAP4	315098582
CKAP5	5304211
CKB	31088825
CLCC1	10231669
CLEC3B	8600984
CLIC1	127923308
CLIC4	56685297
CLINT1	71944213
CLIP1	4348999
CLPB	11606125
CLTB	190675953
CLTC	334782492
CLU	559800292
CNDP2	53399086
CNN2	47643886
CNN3	44129375
CNOT1	4954701
CNP	117699086
CNPY2	204633929
CNPY3	22128964
COL12A1	43010666
COL14A1	235955363
COL15A1	15468522
COL18A1	66138904
COL1A1	781401318
COL1A2	960379321
COL3A1	39653962
COL4A1	203775865
COL4A2	224937963
COL6A1	1245867680
COL6A2	1467979319
COL6A3	820396764
COLGALT1	26575657
COMT	143093597
COPA	149185967
COPB1	130137580
COPB2	113845289
COPE	74573892
COPG1	120085783
COPS2	20373591
COPS3	24170752
COPS4	17848999
COQ5	4054274
COQ9	19428023
CORO1A	232396185
CORO1B	78649603
CORO1C	158540738
COTL1	132081409
COX4I1	866168367
COX5A	434069238
COX5B	350495771
COX6B1	165995810
COX7A2	254388611
CP	31606678
CPM	14638924
CPNE1	24847340
CPNE2	14038202
CPNE3	73439681
CPOX	5433585
CPSF1	6048153
CPSF3	9697313
CPT1A	21954504
CPT2	33921771
CRAT	10628270
CRELD1	12901303
CRIP2	210179370
CRKL	15100791
CROCC	15983548
CRYAB	200086812
CRYZ	76120766
CS	333630459
CSDE1	27774755
CSE1L	29580247
CSK	12054586
CSNK1A1	26930559
CSNK2A1	82676484
CSNK2A2	18741779
CSNK2B	19339210
CSPG4	4151849
CSRP1	1512307720
CSRP2	58930487
CSTB	413779740
CTBP1	43178175
CTNNB1	151235975
CTNND1	156670924
CTSA	21424869
CTSB	140328773
CTSC	38233158
CTSD	532940520
CTSH	64524726
CTSS	24433273
CTSZ	52237649
CTTN	119403573
CUL3	2924776
CUX1	2036410
CYB5A	1661777295
CYB5B	151529414
CYB5R1	135811429
CYB5R3	355425767
CYBB	65163405
CYC1	96117783
CYFIP1	19542262
CYP20A1	16944393
CYP27A1	16135736
DAD1	228383101
DAG1	12878455
DARS	101531514
DARS2	11890271
DAZAP1	109867718
DBI	188076837
DBN1	30021307
DBNL	78312024
DBT	21696364
DCN	1608831446
DCTN1	34301846
DCTN2	73132627
DCTN4	11655652
DCXR	24049994
DDAH1	48550533
DDAH2	52574829
DDB1	37984032
DDOST	110479184
DDRGK1	50840901
DDX1	96578686
DDX17	133244853
DDX18	6832983
DDX23	19986027
DDX39B	183050798
DDX3X	110056098
DDX5	166841728
DDX6	34107575
DECR1	117481553
DEK	42575848
DERA	33185831
DHRS7	105770562
DHRS7B	66783210
DHX15	66056926
DHX30	4194688
DHX9	265315319
DIABLO	17159582
DIAPH1	10796271
DKC1	103575678
DLAT	52381220
DLD	121559878
DLST	180534822
DNM1L	14166638
DNM2	44771289
DNPEP	45161738
DOCK1	4302475
DOCK11	1416743
DOCK2	7741633
DOCK4	2207156
DOCK6	3671968
DOCK9	2438666
DPM1	31151049
DPT	415665631
DPYSL2	519144166
DPYSL3	147964739
DST	776156
DSTN	218991284
DTX3L	29368789
DTYMK	19696870
DUT	18667116
DYNC1H1	69975799
DYNC1I2	55030054
DYNC1LI1	18149977
DYNC1LI2	31711049
DYNLL1	324513242
DYNLRB1	89903084
DYSF	9888273
ECE1	9689577
ECH1	36666930
ECHDC1	8407295
ECHS1	242006354
ECI1	94996966
ECI2	14448605
ECM1	9593048
EDC4	16730487
EEA1	22171607
EEF1A1	2048340047
EEF1B2	51480975
EEF1D	142798554
EEF1E1	26024616
EEF1G	198699098
EEF2	321300079
EEFSEC	4100129
EFEMP1	89772674
EFEMP2	43917367
EFHD2	32647035
EFR3A	2552184
EFTUD2	59531128
EGFR	6736558
EHD1	66315266
EHD2	285633677
EHD3	15862225
EHD4	26793962
EHHADH	5102316
EIF1	64708741
EIF2AK2	50225483
EIF2S1	89623513
EIF2S2	65422172
EIF2S3	115526738
EIF3A	82536446
EIF3B	39803404
EIF3C	72491625
EIF3D	38940734
EIF3E	25225101
EIF3F	105057210
EIF3G	12585536
