GeneID	LUAD_22T
A1BG	84518532
A2M	98796223
AARS	20455451
ABCC1	4876655
ABCD3	76074094
ABCF1	42809581
ABHD10	69509326
ABHD11	72783721
ABHD14B	46042032
ABHD16A	48637225
ABI1	11069187
ACAA1	59202798
ACAA2	163167218
ACAD8	936918
ACAD9	37572903
ACADM	145294678
ACADS	54310736
ACADSB	11686268
ACADVL	165245028
ACAT1	148186683
ACAT2	30679104
ACE	4778410
ACIN1	61721204
ACLY	52739874
ACO1	18209376
ACO2	179248126
ACOT1	90256072
ACOT13	152426021
ACOT9	92806925
ACOX1	59125045
ACP1	23345459
ACSF2	180449377
ACSL1	28019272
ACSL3	38914223
ACSL4	13730414
ACSL5	87146163
ACSS1	12621745
ACTB	NA
ACTC1	NA
ACTG1	117423172
ACTL6A	75720607
ACTN1	1245494303
ACTN4	1276879281
ACTR1A	64481622
ACTR1B	24879644
ACTR2	254947319
ACTR3	231735755
ADAM10	24078543
ADAR	56509293
ADCK3	6926135
ADD1	10155052
ADD3	17100480
ADH5	53298780
ADPGK	55789956
AEBP1	185541030
AFG3L2	11453749
AGFG1	13743827
AGK	109245905
AGL	5729593
AGO2	4121747
AGPS	54033983
AGR2	NA
AGRN	32243306
AGT	16079199
AHCY	156325570
AIF1	48044507
AIFM1	303457118
AIMP1	69415137
AIMP2	18445249
AIP	10196628
AK1	67722160
AK2	437562502
AK3	94425823
AKAP12	2910277
AKAP2	9018910
AKAP9	1337458
AKR1A1	130554936
AKR7A2	53899479
ALB	NA
ALCAM	371679406
ALDH16A1	11776986
ALDH18A1	149983677
ALDH1A1	161568850
ALDH1B1	262596196
ALDH2	764491782
ALDH3A2	200420908
ALDH4A1	25579824
ALDH5A1	11386171
ALDH6A1	218371551
ALDH7A1	106826194
ALDH9A1	82485924
ALDOA	1608370276
ALDOC	104388226
ALG2	16299658
ALG5	22240268
ALOX5	10517745
AMBP	19145695
AMPD3	1096017
ANK1	2690025
ANKFY1	5661496
ANKRD44	1942631
ANO10	11039151
ANO6	6159752
ANP32A	66551338
ANPEP	45518435
ANXA1	941955396
ANXA11	228894488
ANXA2	NA
ANXA3	38512161
ANXA4	349179432
ANXA5	827242230
ANXA6	703507040
ANXA7	73306921
AOC3	241284744
AP1B1	31038943
AP1G1	26355609
