GeneID	LUAD_21N
A1BG	235250423
A2M	488873359
AARS	3238831
ABCC1	1525287
ABCD3	10064452
ABCF1	4431236
ABHD10	49114774
ABHD11	6621637
ABHD14B	9427711
ABHD16A	12000721
ABI1	31138847
ACAA1	137871697
ACAA2	269045439
ACAD8	12637252
ACAD9	15830221
ACADM	36000616
ACADS	47658876
ACADSB	33187947
ACADVL	90985276
ACAT1	223848470
ACAT2	8637126
ACE	71260396
ACIN1	11794912
ACLY	16071965
ACO1	5076037
ACO2	164346528
ACOT1	23069961
ACOT13	25465805
ACOT9	64157629
ACOX1	15220420
ACP1	16090738
ACSF2	35348016
ACSL1	49907741
ACSL3	24636054
ACSL4	6260208
ACSL5	26075938
ACSS1	2230139
ACTB	NA
ACTC1	NA
ACTG1	303180740
ACTL6A	23125029
ACTN1	351858969
ACTN4	928571880
ACTR1A	74146400
ACTR1B	17257537
ACTR2	126029289
ACTR3	240990725
ADAM10	46490126
ADAR	12405398
ADCK3	9926036
ADD1	88808432
ADD3	93086095
ADH5	41196726
ADPGK	18030661
AEBP1	22032361
AFG3L2	12134767
AGFG1	20687114
AGK	34649938
AGL	3951095
AGO2	3445455
AGPS	16649989
AGR2	284070294
AGRN	160722693
AGT	20984990
AHCY	12906145
AIF1	38772303
AIFM1	73987152
AIMP1	38267490
AIMP2	38383595
AIP	9093049
AK1	125716345
AK2	140243247
AK3	33275528
AKAP12	41557905
AKAP2	160313448
AKAP9	534089
AKR1A1	33741705
AKR7A2	31340651
ALB	NA
ALCAM	57984539
ALDH16A1	8454167
ALDH18A1	10669546
ALDH1A1	210511246
ALDH1B1	9487290
ALDH2	238878276
ALDH3A2	139889592
ALDH4A1	10267202
ALDH5A1	18653039
ALDH6A1	66096041
ALDH7A1	39506204
ALDH9A1	69574308
ALDOA	292740603
ALDOC	23422613
ALG2	20883803
ALG5	28029646
ALOX5	51008159
AMBP	267081082
AMPD3	1414189
ANK1	50070671
ANKFY1	8826264
ANKRD44	2426735
ANO10	5210703
ANO6	24786356
ANP32A	20834518
ANPEP	13617628
ANXA1	1225875644
ANXA11	249155398
ANXA2	NA
ANXA3	441708383
ANXA4	446353136
ANXA5	537109921
ANXA6	1054929639
ANXA7	150356584
AOC3	1039148095
AP1B1	28476606
AP1G1	10379028
AP1M1	8723576
AP2A1	76391481
AP2A2	58588293
AP2B1	68302877
AP2M1	77475200
AP2S1	60845426
AP3B1	7687470
AP3D1	8998856
AP3M1	7635203
APCS	951302166
APEH	7495187
APEX1	37685038
API5	14432830
APMAP	90060649
APOA1	917940580
APOA2	106317066
APOA4	176760349
APOB	44890893
APOC1	31175978
APOC3	43755099
APOD	20067546
APOE	58485121
APOH	726692761
APOOL	22446343
APP	9547097
APPL1	19387736
APRT	48503707
AQR	5744359
ARAP1	2187395
ARCN1	31425405
ARF1	348816850
ARF4	24143740
ARF6	27955176
ARHGAP1	19675835
ARHGAP18	1235807
ARHGDIA	221822372
ARHGDIB	65877453
ARHGEF1	5830250
ARHGEF17	3455630
ARL6IP5	835441747
ARL8A	134277324
ARL8B	48577215
ARMC10	21281778
