GeneID	LUAD_21T
A1BG	188320928
A2M	66380660
AARS	9716399
ABCC1	14900030
ABCD3	21837020
ABCF1	15968336
ABHD10	99787302
ABHD11	59008494
ABHD14B	18618539
ABHD16A	39085476
ABI1	57698879
ACAA1	121833379
ACAA2	260756562
ACAD8	14384925
ACAD9	35401726
ACADM	98023345
ACADS	80438565
ACADSB	22293270
ACADVL	290876752
ACAT1	415550917
ACAT2	5361841
ACE	27836026
ACIN1	30149642
ACLY	74999307
ACO1	12694989
ACO2	277978197
ACOT1	42466555
ACOT13	224216979
ACOT9	94142786
ACOX1	32254764
ACP1	35514218
ACSF2	38719483
ACSL1	60786440
ACSL3	89017620
ACSL4	22881842
ACSL5	22266101
ACSS1	7979820
ACTB	NA
ACTC1	1925615702
ACTG1	37802148
ACTL6A	52486660
ACTN1	760319516
ACTN4	1042412728
ACTR1A	59880078
ACTR1B	22466529
ACTR2	339448610
ACTR3	297085846
ADAM10	27711094
ADAR	29955509
ADCK3	19004654
ADD1	40784849
ADD3	33691180
ADH5	36768862
ADPGK	131208601
AEBP1	117993081
AFG3L2	21188861
AGFG1	23922213
AGK	50812359
AGL	3612543
AGO2	7415261
AGPS	53815787
AGR2	847688741
AGRN	58641060
AGT	8197089
AHCY	33141167
AIF1	164198542
AIFM1	94286642
AIMP1	34300462
AIMP2	30038455
AIP	19422960
AK1	41049845
AK2	284707901
AK3	79844402
AKAP12	8823014
AKAP2	38329016
AKAP9	4475673
AKR1A1	54110614
AKR7A2	36609125
ALB	NA
ALCAM	41749739
ALDH16A1	16080725
ALDH18A1	96175620
ALDH1A1	47628203
ALDH1B1	75882068
ALDH2	332503201
ALDH3A2	95333232
ALDH4A1	18112731
ALDH5A1	6518510
ALDH6A1	45816726
ALDH7A1	58717841
ALDH9A1	77313224
ALDOA	370858959
ALDOC	56396378
ALG2	52662218
ALG5	35166396
ALOX5	76310568
AMBP	68420142
AMPD3	10925668
ANK1	1516305
ANKFY1	10487053
ANKRD44	7199146
ANO10	17878042
ANO6	6144738
ANP32A	31176693
ANPEP	32969693
ANXA1	1741225266
ANXA11	235799040
ANXA2	NA
ANXA3	20629131
ANXA4	281675147
ANXA5	1182321704
ANXA6	814503140
ANXA7	155280854
AOC3	163326813
AP1B1	55760883
AP1G1	39045393
AP1M1	55181378
AP2A1	100542692
AP2A2	72346367
AP2B1	186448487
AP2M1	111133826
AP2S1	68182494
AP3B1	19910121
AP3D1	40065466
AP3M1	19160386
APCS	968217251
APEH	6387240
APEX1	56976028
API5	27943654
APMAP	409403952
APOA1	349584262
APOA2	91376362
APOA4	158820970
APOB	7941362
APOC1	102665439
APOC3	91096914
APOD	81127248
APOE	110046747
APOH	353874034
APOOL	41793537
APP	16107345
APPL1	11504112
APRT	47317265
AQR	15457673
ARAP1	4585744
ARCN1	78472477
ARF1	960875678
ARF4	103924072
ARF6	129887938
ARHGAP1	141437720
ARHGAP18	5996225
ARHGDIA	392635303
ARHGDIB	34394187
ARHGEF1	20980245
ARHGEF17	2238823
ARL6IP5	NA
ARL8A	325476391
ARL8B	63151063
ARMC10	34128987
ARPC1A	9932371
ARPC1B	170409357
ARPC2	236872699
ARPC3	177642447
ARPC4	164865766
ARPC5	165774742
ARPC5L	83959923
ARRB1	19688435
ASAH1	127117763
ASPH	232849659
ASPN	112576249
ATAD3A	69638631
ATIC	46584092
ATL2	12182612
ATL3	239383696
ATP13A1	50532610
ATP1A1	270979649
ATP1B1	98167436
ATP1B3	106870413
ATP2A2	280161667
ATP2A3	39776251
ATP2B1	5809133
ATP2B4	67439361
