GeneID	LUAD_10T
A1BG	54006871
A2M	135984963
AARS	71380959
ABCC1	4040400
ABCD3	31096517
ABCF1	15008738
ABHD10	25752028
ABHD11	61939408
ABHD14B	39724322
ABHD16A	15538541
ABI1	12352897
ACAA1	72198899
ACAA2	83519734
ACAD8	91232893
ACAD9	18079274
ACADM	40489390
ACADS	4537824
ACADSB	21550929
ACADVL	219567359
ACAT1	269252868
ACAT2	16505103
ACE	2457419
ACIN1	10245526
ACLY	29248077
ACO1	46374204
ACO2	208136799
ACOT1	17055767
ACOT13	133431916
ACOT9	58296702
ACOX1	18457150
ACP1	57958317
ACSF2	39928970
ACSL1	44799403
ACSL3	22221395
ACSL4	8197856
ACSL5	20572770
ACSS1	7988198
ACTB	NA
ACTC1	1841374258
ACTG1	194200386
ACTL6A	23984026
ACTN1	600058855
ACTN4	1028926424
ACTR1A	55608812
ACTR1B	8582118
ACTR2	452370715
ACTR3	425697804
ADAM10	6430693
ADAR	22653077
ADCK3	1708064
ADD1	19791396
ADD3	20984098
ADH5	117571102
ADPGK	17690994
AEBP1	55695032
AFG3L2	29311710
AGFG1	11448462
AGK	38784247
AGL	4946948
AGO2	12803938
AGPS	16464870
AGR2	1110348401
AGRN	22601721
AGT	17917708
AHCY	217256881
AIF1	101585011
AIFM1	99633238
AIMP1	37222234
AIMP2	44331330
AIP	23127481
AK1	67226369
AK2	246077843
AK3	67128733
AKAP12	7727447
AKAP2	8190986
AKAP9	1584356
AKR1A1	202428834
AKR7A2	93394788
ALB	NA
ALCAM	43215881
ALDH16A1	21605573
ALDH18A1	107598389
ALDH1A1	116334619
ALDH1B1	35047241
ALDH2	84089824
ALDH3A2	28680103
ALDH4A1	17579516
ALDH5A1	31894135
ALDH6A1	90078964
ALDH7A1	157373655
ALDH9A1	61327853
ALDOA	1184496158
ALDOC	69453090
ALG2	14372595
ALG5	20440995
ALOX5	38929628
AMBP	24703239
AMPD3	4575580
ANK1	2232311
ANKFY1	9638790
ANKRD44	3782723
ANO10	4800433
ANO6	2629548
ANP32A	94463686
ANPEP	18328624
ANXA1	971777346
ANXA11	226205462
ANXA2	NA
ANXA3	116079239
ANXA4	262736808
ANXA5	1345561133
ANXA6	584096990
ANXA7	177173283
AOC3	221958081
AP1B1	33904877
AP1G1	30444134
AP1M1	43479395
AP2A1	79100285
AP2A2	34562300
AP2B1	124500020
AP2M1	77161099
AP2S1	76901717
AP3B1	26254304
AP3D1	19545908
AP3M1	16608664
APCS	468437794
APEH	20166588
APEX1	173832391
API5	49807112
APMAP	58661632
APOA1	738919071
APOA2	523344443
APOA4	54387549
APOB	5209146
APOC1	136278577
APOC3	25781240
