GeneID	LUAD_25T
A1BG	103456194
A2M	135884829
AARS	31674539
ABCC1	3869645
ABCD3	21286567
ABCF1	15361222
ABHD10	45678010
ABHD11	12143032
ABHD14B	153025973
ABHD16A	12132920
ABI1	28913815
ACAA1	154655143
ACAA2	113935888
ACAD8	29659593
ACAD9	21265141
ACADM	35460245
ACADS	53707665
ACADSB	70337049
ACADVL	97817128
ACAT1	197701375
ACAT2	28236435
ACE	3926742
ACIN1	17242010
ACLY	31272331
ACO1	68375620
ACO2	215051100
ACOT1	35504327
ACOT13	132328945
ACOT9	80665972
ACOX1	9665761
ACP1	65382413
ACSF2	37689423
ACSL1	60572116
ACSL3	19927771
ACSL4	6699345
ACSL5	247483622
ACSS1	8459019
ACTB	NA
ACTC1	1258596493
ACTG1	48620123
ACTL6A	27512510
ACTN1	356791694
ACTN4	813228838
ACTR1A	75075050
ACTR1B	25138633
ACTR2	372158652
ACTR3	439630478
ADAM10	9546687
ADAR	25761748
ADCK3	2792857
ADD1	47885802
ADD3	43383344
ADH5	161962065
ADPGK	17370747
AEBP1	37291134
AFG3L2	9116292
AGFG1	14216801
AGK	35345730
AGL	20626476
AGO2	13207489
AGPS	17863830
AGR2	746253376
AGRN	21481840
AGT	24193562
AHCY	201409500
AIF1	103079539
AIFM1	91206947
AIMP1	46266301
AIMP2	50706769
AIP	27879375
AK1	183328485
AK2	250890877
AK3	29794804
AKAP12	18432650
AKAP2	10116588
AKAP9	1376720
AKR1A1	395297420
AKR7A2	125714099
ALB	NA
ALCAM	85974265
ALDH16A1	20606044
ALDH18A1	37900247
ALDH1A1	198180901
ALDH1B1	25348848
ALDH2	214500344
ALDH3A2	110272411
ALDH4A1	8831328
ALDH5A1	21999661
ALDH6A1	91648596
ALDH7A1	76325372
ALDH9A1	145062273
ALDOA	NA
ALDOC	263826924
ALG2	33106288
ALG5	12588128
ALOX5	25087400
AMBP	242281443
AMPD3	6666274
ANK1	2645290
ANKFY1	9228507
ANKRD44	5120760
ANO10	6507476
ANO6	9148125
ANP32A	187780454
ANPEP	4161541
ANXA1	718115482
ANXA11	231880881
ANXA2	NA
ANXA3	38426271
ANXA4	355355982
ANXA5	927071547
ANXA6	597610358
ANXA7	160022876
AOC3	331927504
AP1B1	25709694
AP1G1	30082890
AP1M1	30741794
AP2A1	64855152
AP2A2	60405971
AP2B1	113708242
AP2M1	118962707
AP2S1	93531135
AP3B1	21224897
AP3D1	18661163
AP3M1	16834001
APCS	1638889927
APEH	28090105
APEX1	182146088
API5	37946454
APMAP	107749405
APOA1	963334642
APOA2	236408791
APOA4	84288360
APOB	7832748
APOC1	94693557
APOC3	24624594
APOD	63446595
APOE	253573302
APOH	281883372
APOOL	35789832
APP	1249430
APPL1	12575927
APRT	173800916
AQR	1667510
ARAP1	2224970
ARCN1	131557279
ARF1	647862013
ARF4	143027337
ARF6	103637442
ARHGAP1	211278192
ARHGAP18	6455157
ARHGDIA	723372838
ARHGDIB	518153863
ARHGEF1	11120547
ARHGEF17	1838762
ARL6IP5	605529143
ARL8A	194366574
ARL8B	44060363
ARMC10	30938757
ARPC1A	77340546
ARPC1B	223750074
ARPC2	272134727
ARPC3	424331800
ARPC4	613161750
ARPC5	138872160
ARPC5L	71162785
ARRB1	74370704
ASAH1	151336957
ASPH	62458941
ASPN	74615375
ATAD3A	29201399
ATIC	58937679
ATL2	10898637
ATL3	82225444
ATP13A1	18001411
ATP1A1	345509812
ATP1B1	184424244
ATP1B3	55035758
ATP2A2	109095832
ATP2A3	7044058
ATP2B1	4435912
ATP2B4	27677747
ATP2C1	9843950
ATP5A1	408173396
ATP5B	691029255
ATP5C1	94204262
ATP5D	199562974
ATP5F1	99818620
ATP5H	114992584
ATP5J	111924266
ATP5J2	147417456
ATP5L	86669814
ATP5O	179091443
ATP6V0A1	20067436
ATP6V0D1	48560437
ATP6V1A	68960302
ATP6V1B2	75327821
ATP6V1C1	42851273
ATP6V1E1	81819427
ATP6V1F	23268920
ATP6V1H	25014109
B2M	1059991738
BAG3	35187523
BAG5	8289786
BAG6	20241779
BANF1	740495386
BASP1	203210656
BAX	65571405
BAZ1B	5105308
BCAM	35847803
BCAP31	635455280
BCAT2	30371071
BCKDHA	15450072
BCKDHB	12647306
BCKDK	10065992
BCL2L13	24334604
BCLAF1	18997257
BCS1L	3588611
BGN	529410175
BLVRA	98139964
BLVRB	559605507
BRK1	65851503
BSG	31744521
BST1	9639886
BUB3	57399107
C14orf159	15464152
C14orf166	100508244
C16orf58	44225489
C1QB	34950683
C1QBP	72830475
C1QC	65760852
C1S	15164115
C3	237607684
C4A	4164779
C4B	69298509
C4BPA	58027824
C5	6995444
C7	8667849
C8A	18025280
C9	99493951
CA1	42217193
CA2	84157674
CACYBP	67233169
CAD	13513798
CALD1	301605734
CALM3	1386748536
CALR	792617780
CALU	494444105
CAMK2D	79612272
CAMK2G	37470967
CAND1	70030818
CANX	318363021
CAP1	526426194
CAPG	712814888
CAPN1	78538895
CAPN2	171297180
CAPNS1	298630209
CAPRIN1	59662616
CAPZA1	184013784
CAPZA2	244823636
CAPZB	341174525
CARKD	23415861
CASK	30791975
CAST	117867112
CAT	156718737
CAV1	431829282
CBR1	248226813
CBX1	37776648
CBX3	85178294
CBX5	41364705
CCAR1	10355243
CCAR2	20565774
CCDC22	16658129
CCDC47	25193538
CCDC6	23105967
CCT2	161635655
CCT3	171968093
CCT4	125002288
CCT5	106639292
CCT6A	169166413
CCT7	110886796
CCT8	146806697
CD14	55185784
CD151	95399315
CD163	14541567
CD2AP	19650758
CD44	118732547
CD47	78652815
CD55	29233933
CD59	1180571991
CD74	326302191
CD81	269136975
CD9	272975974
CD97	8852257
CDC37	59776862
CDC42	639774685
CDC42BPA	5430997
CDC42BPB	7014077
CDC5L	13627272
CDH1	77707789
CDH13	8197613
CES1	167649137
CFH	63825894
CFL1	1862380519
CHCHD2	163724900
CHCHD3	65478479
CHD4	10253931
CHERP	8970798
CHID1	37647357
CHMP4B	145347486
CHMP6	18699611
CHP1	43538899
CIB1	26088616
CISD1	305395636
CISD2	116258083
CKAP4	165379535
CKAP5	9077938
CKB	145660440
CLCC1	18347838
CLEC3B	16939632
CLIC1	422357844
CLIC4	123806525
CLINT1	81945925
CLIP1	4098289
CLPB	4215448
CLTB	143931782
CLTC	344350365
CLU	652840788
CNDP2	154324916
CNN2	103829745
CNN3	95723287
CNOT1	3637221
CNP	24962196
CNPY2	178144554
CNPY3	10437308
COL12A1	53502873
COL14A1	230126270
COL15A1	9834880
COL18A1	53304761
COL1A1	308335348
COL1A2	116507154
COL3A1	24783319
COL4A1	50833064
COL4A2	67497641
COL6A1	617229405
COL6A2	460980895
COL6A3	463263428
COLGALT1	28045313
COMT	450888791
COPA	128776717
COPB1	93198382
COPB2	78308328
COPE	129006643
COPG1	111725520
COPS2	21798211
COPS3	25486408
COPS4	21499876
COQ5	6379895
COQ9	13489843
CORO1A	343310225
CORO1B	136685883
CORO1C	203210656
COTL1	320578734
COX4I1	333127652
COX5A	119849018
COX5B	307362463
COX6B1	152669691
COX7A2	100687975
CP	140791078
CPM	22828054
CPNE1	45888979
CPNE2	10464225
CPNE3	126901387
CPOX	6236121
CPSF1	4157761
CPSF3	5097616
CPT1A	5951136
CPT2	57474584
CRAT	21669240
CRELD1	7538224
CRIP2	206796091
CRKL	66676304
