GeneID	LUAD_12N
A1BG	251701114
A2M	381186557
AARS	2241793
ABCC1	3419121
ABCD3	11386984
ABCF1	1457407
ABHD10	33349324
ABHD11	7084517
ABHD14B	11186792
ABHD16A	16168737
ABI1	32371297
ACAA1	113384043
ACAA2	326920518
ACAD8	7061589
ACAD9	21691010
ACADM	58908136
ACADS	40708806
ACADSB	60288534
ACADVL	172969417
ACAT1	457967253
ACAT2	31825270
ACE	46783529
ACIN1	16093530
ACLY	11173694
ACO1	1403283
ACO2	151590078
ACOT1	27414075
ACOT13	148087069
ACOT9	62825613
ACOX1	33881960
ACP1	19443172
ACSF2	31600811
ACSL1	69464320
ACSL3	31555294
ACSL4	9062716
ACSL5	17795396
ACSS1	10667657
ACTB	NA
ACTC1	NA
ACTG1	379300053
ACTL6A	20895658
ACTN1	455303520
ACTN4	879646593
ACTR1A	61570439
ACTR1B	26196300
ACTR2	145846646
ACTR3	175418375
ADAM10	33785296
ADAR	9910333
ADCK3	8085031
ADD1	62925813
ADD3	48270486
ADH5	41924839
ADPGK	38043533
AEBP1	86648453
AFG3L2	8572094
AGFG1	5132539
AGK	28386555
AGL	1437322
AGO2	10874429
AGPS	28810270
AGR2	287721438
AGRN	240764759
AGT	8905457
AHCY	22057671
AIF1	136478242
AIFM1	88690692
AIMP1	17218187
AIMP2	10975004
AIP	8653667
AK1	65779824
AK2	149289591
AK3	96301910
AKAP12	19044991
AKAP2	74323720
AKAP9	437551
AKR1A1	32965887
AKR7A2	14818002
ALB	NA
ALCAM	42391401
ALDH16A1	19696338
ALDH18A1	6901073
ALDH1A1	192069469
ALDH1B1	17282679
ALDH2	936459567
ALDH3A2	134472987
ALDH4A1	28897691
ALDH5A1	14347445
ALDH6A1	97971255
ALDH7A1	63764850
ALDH9A1	80160517
ALDOA	236339517
ALDOC	23770986
ALG2	35140190
ALG5	14297586
ALOX5	81974959
AMBP	156272077
AMPD3	2403726
ANK1	139956094
ANKFY1	7209893
ANKRD44	1774154
ANO10	10987105
ANO6	21309873
ANP32A	25979557
ANPEP	27340001
ANXA1	1502600399
ANXA11	367807965
ANXA2	NA
ANXA3	387005646
ANXA4	698125737
ANXA5	777762573
ANXA6	996749777
ANXA7	150805025
AOC3	1253441085
AP1B1	25181905
AP1G1	14034088
AP1M1	28982714
AP2A1	77484660
AP2A2	56018847
AP2B1	111608367
AP2M1	129777507
AP2S1	89816048
AP3B1	8797150
AP3D1	7566206
AP3M1	11313902
APCS	752145454
APEH	7462969
APEX1	12430109
API5	3181695
APMAP	140674596
APOA1	1038585752
APOA2	752145454
APOA4	230509181
APOB	49536721
APOC1	447904139
APOC3	373467121
APOD	36652774
APOE	268864920
APOH	913661617
APOOL	38840494
APP	4864332
APPL1	4146766
APRT	20999530
AQR	2145242
ARAP1	932224
ARCN1	15933919
ARF1	215456981
ARF4	51183933
ARF6	25599710
ARHGAP1	18104455
