GeneID	LUAD_12T
A1BG	90420597
A2M	205336620
AARS	29539658
ABCC1	5669448
ABCD3	21382165
ABCF1	20645249
ABHD10	27464646
ABHD11	316412219
ABHD14B	81109011
ABHD16A	16300588
ABI1	8563920
ACAA1	169007049
ACAA2	112883618
ACAD8	16669961
ACAD9	19862943
ACADM	66505094
ACADS	31137679
ACADSB	38910698
ACADVL	149430441
ACAT1	388806088
ACAT2	27674344
ACE	5470902
ACIN1	13157665
ACLY	59494591
ACO1	32006483
ACO2	284251157
ACOT1	21176794
ACOT13	79780441
ACOT9	31102276
ACOX1	16101191
ACP1	28129655
ACSF2	43941620
ACSL1	78032208
ACSL3	32203757
ACSL4	2794002
ACSL5	48406780
ACSS1	47526178
ACTB	NA
ACTC1	NA
ACTG1	282261242
ACTL6A	34427396
ACTN1	412109745
ACTN4	880995346
ACTR1A	34085837
ACTR1B	9098712
ACTR2	343921682
ACTR3	293980522
ADAM10	6527904
ADAR	15106835
ADCK3	6707863
ADD1	19129122
ADD3	20668458
ADH5	146731820
ADPGK	11779188
AEBP1	28914040
AFG3L2	12260118
AGFG1	6258359
AGK	32836956
AGL	1441918
AGO2	5373575
AGPS	13332276
AGR2	845622996
AGRN	16537589
AGT	17990602
AHCY	335252452
AIF1	79637537
AIFM1	215120666
AIMP1	66723584
AIMP2	24791360
AIP	30175472
AK1	553585581
AK2	218668744
AK3	43829960
AKAP12	4827655
AKAP2	5626253
AKAP9	712781
AKR1A1	151095165
AKR7A2	113329805
ALB	NA
ALCAM	62343837
ALDH16A1	17746072
ALDH18A1	23939132
ALDH1A1	186961719
ALDH1B1	7410834
ALDH2	1016507045
ALDH3A2	88840095
ALDH4A1	72257635
ALDH5A1	56701850
ALDH6A1	420079233
ALDH7A1	50095837
ALDH9A1	162506652
ALDOA	1334781848
ALDOC	128517256
ALG2	13582126
ALG5	17804292
ALOX5	13867661
AMBP	61079863
AMPD3	1651988
ANK1	8676279
ANKFY1	17824455
ANKRD44	2469221
ANO10	7846597
ANO6	1530733
ANP32A	141916828
ANPEP	14470275
ANXA1	662986221
ANXA11	137332426
ANXA2	1632822389
ANXA3	174533542
ANXA4	441279436
ANXA5	652677520
ANXA6	609103498
ANXA7	98492475
AOC3	436918577
AP1B1	29470428
AP1G1	21338245
AP1M1	40409490
AP2A1	43715096
AP2A2	55069989
AP2B1	101534408
AP2M1	68165931
AP2S1	82395049
AP3B1	11767461
AP3D1	14080687
AP3M1	14025562
APCS	359243467
APEH	45170720
APEX1	400075424
API5	50022986
APMAP	182139815
APOA1	991181540
APOA2	495143412
APOA4	64582244
APOB	6917257
APOC1	200566096
APOC3	54062324
APOD	31772835
APOE	82545986
APOH	184668863
APOOL	29901321
APP	4480521
APPL1	25101100
APRT	128789839
AQR	3620648
