GeneID	LUAD_17T
A1BG	84337259
A2M	69387211
AARS	57811673
ABCC1	1789593
ABCD3	41969260
ABCF1	30448901
ABHD10	73656154
ABHD11	20526653
ABHD14B	26875139
ABHD16A	31853274
ABI1	28405305
ACAA1	73971465
ACAA2	92027989
ACAD8	4532636
ACAD9	40731298
ACADM	66703330
ACADS	24841586
ACADSB	10869323
ACADVL	212186872
ACAT1	122542887
ACAT2	19218450
ACE	7315898
ACIN1	37479114
ACLY	78577863
ACO1	27840934
ACO2	142876621
ACOT1	11837677
ACOT13	189821951
ACOT9	39010342
ACOX1	22500094
ACP1	52233932
ACSF2	34064086
ACSL1	72617783
ACSL3	37593364
ACSL4	18027687
ACSL5	20636502
ACSS1	937432
ACTB	NA
ACTC1	NA
ACTG1	54195302
ACTL6A	41440855
ACTN1	1097078185
ACTN4	1669934733
ACTR1A	50121780
ACTR1B	6488969
ACTR2	472991162
ACTR3	387262326
ADAM10	48003827
ADAR	75903343
ADCK3	806454
ADD1	40372386
ADD3	21579183
ADH5	67118967
ADPGK	29700039
AEBP1	101470431
AFG3L2	37790279
AGFG1	21186354
AGK	27221796
AGL	7042504
AGO2	9731664
AGPS	44168325
AGR2	205996731
AGRN	72723201
AGT	7703540
AHCY	176451336
AIF1	117892353
AIFM1	51017751
AIMP1	110749822
AIMP2	94045546
AIP	55343261
AK1	14803701
AK2	277067538
AK3	56062255
AKAP12	5566999
AKAP2	21151710
AKAP9	4881211
AKR1A1	101009550
AKR7A2	128810017
ALB	NA
ALCAM	38282431
ALDH16A1	27516945
ALDH18A1	68729263
ALDH1A1	17527523
ALDH1B1	90152775
ALDH2	124823691
ALDH3A2	35259270
ALDH4A1	6387171
ALDH5A1	3580657
ALDH6A1	28643959
ALDH7A1	48433445
ALDH9A1	111116714
ALDOA	933975147
ALDOC	85340939
ALG2	17924034
ALG5	17347712
ALOX5	37045013
AMBP	23070484
AMPD3	9708813
ANK1	1528234
ANKFY1	13053873
ANKRD44	8934783
ANO10	8671495
ANO6	7664358
ANP32A	143948687
ANPEP	108814236
ANXA1	1573776949
ANXA11	89912044
ANXA2	NA
ANXA3	167601692
ANXA4	332045445
ANXA5	1265362715
ANXA6	405596819
ANXA7	184239387
AOC3	16756956
AP1B1	59242155
AP1G1	42569414
AP1M1	32705996
