GeneID	LUAD_08T
A1BG	139869176
A2M	228270267
AARS	37123053
ABCC1	4066548
ABCD3	15817665
ABCF1	47194628
ABHD10	31367573
ABHD11	32700183
ABHD14B	15276743
ABHD16A	10411264
ABI1	35178783
ACAA1	66349549
ACAA2	193010082
ACAD8	7052608
ACAD9	13833922
ACADM	80551361
ACADS	17589056
ACADSB	14281799
ACADVL	141366102
ACAT1	216320455
ACAT2	33689271
ACE	8865217
ACIN1	15223357
ACLY	119049011
ACO1	54017817
ACO2	227615017
ACOT1	26236209
ACOT13	117029153
ACOT9	58956337
ACOX1	28464544
ACP1	37213509
ACSF2	45439742
ACSL1	43113238
ACSL3	48129030
ACSL4	17912410
ACSL5	39447166
ACSS1	4209979
ACTB	NA
ACTC1	1607490862
ACTG1	164630407
ACTL6A	33885924
ACTN1	654974697
ACTN4	960773624
ACTR1A	68499045
ACTR1B	21672365
ACTR2	469659054
ACTR3	331280462
ADAM10	22056029
ADAR	22913312
ADCK3	1527999
ADD1	18356009
ADD3	11024371
ADH5	98040590
ADPGK	39354919
AEBP1	134390222
AFG3L2	20803200
AGFG1	14336559
AGK	24778010
AGL	2087195
AGO2	9838995
AGPS	33574231
AGR2	NA
AGRN	57454248
AGT	10986436
AHCY	164243181
AIF1	53730520
AIFM1	78120807
AIMP1	107547088
AIMP2	36942051
AIP	27325954
AK1	46344596
AK2	121283842
AK3	66934438
AKAP12	7667491
AKAP2	9345774
AKAP9	1474650
AKR1A1	175692199
AKR7A2	54610801
ALB	NA
ALCAM	30523059
ALDH16A1	15669800
ALDH18A1	57789704
ALDH1A1	127952001
ALDH1B1	154037789
ALDH2	94850147
ALDH3A2	48073008
ALDH4A1	20066505
ALDH5A1	7606282
ALDH6A1	44063526
ALDH7A1	53804401
ALDH9A1	104255386
ALDOA	602041999
ALDOC	40825862
ALG2	29854231
ALG5	38156321
ALOX5	17103508
AMBP	73405092
AMPD3	6983875
ANK1	50200550
ANKFY1	6743295
ANKRD44	2972938
ANO10	13992240
ANO6	4659462
ANP32A	146363168
ANPEP	14405428
ANXA1	1315433811
ANXA11	265740117
ANXA2	NA
ANXA3	81745289
ANXA4	396498250
ANXA5	1127194289
ANXA6	565105644
ANXA7	169617704
AOC3	132583556
AP1B1	48376782
AP1G1	30112015
AP1M1	50001830
AP2A1	87888401
AP2A2	33494210
AP2B1	170752820
AP2M1	257563342
AP2S1	46097569
AP3B1	17419840
AP3D1	17837781
AP3M1	23612486
APCS	800992358
APEH	13215137
APEX1	137615705
API5	34728030
APMAP	391886487
APOA1	989068214
APOA2	362436065
APOA4	145436988
APOB	14135161
APOC1	1085977145
APOC3	162219156
APOD	67219780
APOE	327823100
APOH	497211969
APOOL	17351145
APP	2918708
APPL1	7141590
APRT	47877460
AQR	4717466
ARAP1	8160772
ARCN1	157293087
ARF1	1023422999
ARF4	324143970
ARF6	41088028
ARHGAP1	161234184
ARHGAP18	4906624
ARHGDIA	315399945
ARHGDIB	132060831
ARHGEF1	10709933
ARHGEF17	526454
ARL6IP5	536563887
ARL8A	141624608
ARL8B	41854347
ARMC10	7820938
ARPC1A	15455600
ARPC1B	390216036
ARPC2	307673767
ARPC3	238369448
ARPC4	417184868
ARPC5	230716585
ARPC5L	76347348
ARRB1	40927715
ASAH1	206673809
ASPH	71946629
ASPN	121747082
ATAD3A	51045261
ATIC	102606556
ATL2	12055351
ATL3	127702042
ATP13A1	23758961
ATP1A1	181032787
ATP1B1	102231646
ATP1B3	43222537
ATP2A2	158910391
ATP2A3	9795948
ATP2B1	2332798
ATP2B4	20151356
ATP2C1	3815448
ATP5A1	757693191
ATP5B	1231100217
ATP5C1	424748981
ATP5D	448237586
ATP5F1	160241392
ATP5H	209792150
ATP5J	225876463
ATP5J2	180163720
ATP5L	32226246
ATP5O	211795085
ATP6V0A1	19598614
ATP6V0D1	39683501
ATP6V1A	111391840
ATP6V1B2	113227372
ATP6V1C1	53875500
ATP6V1E1	121515964
ATP6V1F	73307396
ATP6V1H	25784449
B2M	234172914
BAG3	16048694
BAG5	3935311
BAG6	23683152
BANF1	499681735
BASP1	82419267
BAX	33228292
BAZ1B	4821070
BCAM	43417393
BCAP31	393379311
BCAT2	37299539
BCKDHA	20970827
BCKDHB	13018459
BCKDK	60800871
BCL2L13	6257985
BCLAF1	37838927
BCS1L	11775717
BGN	1214567995
BLVRA	135701183
BLVRB	492235229
BRK1	35376608
BSG	90135744
BST1	9371139
BUB3	136804789
C14orf159	9829390
C14orf166	103507332
C16orf58	7083406
C1QB	83316384
C1QBP	62121188
C1QC	182257839
C1S	43739811
C3	294569234
C4A	4105059
C4B	95389267
C4BPA	248052726
C5	31609315
C7	8536754
C8A	31470040
C9	64374891
CA1	462687591
CA2	149440910
CACYBP	114971230
CAD	23056927
CALD1	305161705
CALM3	1726556291
CALR	636899984
CALU	366760349
CAMK2D	16988777
CAMK2G	25618828
CAND1	46815452
CANX	284600476
CAP1	316328326
CAPG	978504833
CAPN1	95797959
CAPN2	74939781
CAPNS1	276829450
CAPRIN1	46874520
CAPZA1	221866467
CAPZA2	240678851
CAPZB	254955262
CARKD	3956939
CASK	7907160
CAST	34395894
CAT	214592765
CAV1	132814911
CBR1	126520724
CBX1	26208988
CBX3	154352708
CBX5	19539098
CCAR1	20170826
CCAR2	25040613
CCDC22	11064536
CCDC47	96873364
CCDC6	23965748
CCT2	281915322
CCT3	157942563
CCT4	189940911
CCT5	259779671
CCT6A	241310881
CCT7	159532469
CCT8	185485511
CD14	46988614
CD151	12199001
CD163	20473180
CD2AP	30923752
CD44	115852640
CD47	35219464
CD55	16064450
CD59	348944122
CD74	75717310
CD81	120638662
CD9	793462535
CD97	23888681
CDC37	52240678
CDC42	505051561
CDC42BPA	1667710
CDC42BPB	6917555
CDC5L	15980550
CDH1	29395459
CDH13	7417003
CES1	199224181
CFH	194372145
CFL1	NA
CHCHD2	140441990
CHCHD3	118357503
CHD4	11134627
CHERP	9996904
CHID1	32737656
CHMP4B	84794997
CHMP6	8636497
CHP1	64959732
CIB1	19877226
CISD1	155717959
CISD2	88953041
CKAP4	484550383
CKAP5	11299540
CKB	138234960
CLCC1	20599564
CLEC3B	80152279
CLIC1	456192485
CLIC4	82707728
CLINT1	36725232
CLIP1	5835554
CLPB	10289456
CLTB	97720366
CLTC	428568800
CLU	679205245
CNDP2	113020143
CNN2	153017998
CNN3	128672332
CNOT1	4503158
CNP	25419039
CNPY2	219581380
CNPY3	55924964
COL12A1	317356928
COL14A1	353979790
COL15A1	96525821
COL18A1	45858428
COL1A1	158284671
COL1A2	130287827
COL3A1	11764896
COL4A1	8236535
COL4A2	35504736
COL6A1	365306761
COL6A2	303287240
COL6A3	446343235
COLGALT1	80829551
COMT	210304682
COPA	123806695
COPB1	118588639
COPB2	116776806
COPE	121965310
COPG1	98903160
COPS2	18600357
COPS3	8528920
COPS4	17659369
COQ5	4442168
COQ9	7396753
CORO1A	113648102
CORO1B	152272270
CORO1C	189504374
COTL1	26346307
COX4I1	368347762
COX5A	241969978
COX5B	153701519
COX6B1	192049838
COX7A2	108516472
CP	112450300
CPM	15027275
CPNE1	67491484
CPNE2	4448869
CPNE3	72867379
CPOX	32082258
CPSF1	4941713
CPSF3	12085296
CPT1A	9629478
CPT2	28527116
CRAT	10058174
CRELD1	18338555
CRIP2	233585397
CRKL	38377648
CROCC	3311934
CRYAB	58107400
CRYZ	187143758
CS	212806663
CSDE1	21498293
CSE1L	27784809
CSK	13373624
CSNK1A1	11700937
CSNK2A1	42623463
CSNK2A2	29298551
CSNK2B	70921742
CSPG4	1614908
CSRP1	355350089
CSRP2	19139205
CSTB	862445775
CTBP1	35715336
CTNNB1	53520843
CTNND1	74118570
CTSA	36558091
CTSB	775447798
CTSC	36517947
CTSD	664452786
CTSH	19984116
CTSS	64664136
CTSZ	219011783
CTTN	77879519
CUL3	6761551
CUX1	3111479
CYB5A	168917978
CYB5B	127219590
CYB5R1	93297931
CYB5R3	442535042
CYBB	17135101
CYC1	28001393
CYFIP1	26613743
CYP20A1	16797705
CYP27A1	30591683
DAD1	260550561
DAG1	4849197
DARS	79365780
DARS2	13609594
DAZAP1	100289815
DBI	326674312
