GeneID	LUAD_04T
A1BG	143022749
A2M	98489217
AARS	5546274
ABCC1	5244310
ABCD3	46530283
ABCF1	16114890
ABHD10	60753123
ABHD11	94239288
ABHD14B	11353249
ABHD16A	23313753
ABI1	46771401
ACAA1	164253227
ACAA2	499692258
ACAD8	31174432
ACAD9	28151188
ACADM	161422790
ACADS	63395204
ACADSB	95151853
ACADVL	262632715
ACAT1	419512494
ACAT2	10312032
ACE	48609856
ACIN1	30457025
ACLY	20920734
ACO1	2153237
ACO2	190371338
ACOT1	52552035
ACOT13	315149829
ACOT9	55181829
ACOX1	45560957
ACP1	38508091
ACSF2	58618339
ACSL1	92641086
ACSL3	63289916
ACSL4	16440571
ACSL5	109081051
ACSS1	21202331
ACTG1	180591748
ACTL6A	22884829
ACTN1	265105554
ACTR1A	37376243
ACTR1B	12814567
ACTR2	136771908
ACTR3	116018359
ADAM10	26599603
ADAR	15507540
ADCK3	6595899
ADD1	33113981
ADD3	23869299
ADH5	26991680
ADPGK	37618716
AEBP1	33550796
AFG3L2	39690074
AGFG1	13154680
AGK	61291050
AGL	670604
AGO2	5135880
AGPS	47488267
AGRN	224230117
AGT	3434639
AHCY	24466187
AIF1	124704021
AIFM1	168745497
AIMP1	50863064
AIMP2	23444339
AIP	14428875
AK1	57080617
AK2	621259831
AK3	116783948
AKAP12	3921210
AKAP2	83161223
AKAP9	2972351
AKR1A1	57761515
AKR7A2	37712217
ALCAM	95528402
ALDH16A1	6948295
ALDH18A1	97252270
ALDH1A1	61752268
ALDH1B1	34457629
ALDH2	867928101
ALDH3A2	210825037
ALDH4A1	55486793
ALDH5A1	68304552
ALDH6A1	153529874
ALDH7A1	70201878
ALDH9A1	98294721
ALDOC	26837835
ALG2	15806627
ALG5	15898049
ALOX5	33592807
AMBP	76981033
AMPD3	3507557
ANK1	35023536
ANKFY1	4870135
ANKRD44	4448392
ANO10	5068536
ANO6	7573210
ANP32A	81679418
ANPEP	15651508
ANXA11	324343844
ANXA3	251638756
ANXA4	491861335
ANXA5	981505468
ANXA6	763830024
ANXA7	172565277
AOC3	691334651
AP1B1	52411303
AP1G1	30383703
AP1M1	22493195
AP2A1	62036688
AP2A2	46337347
AP2B1	121520152
AP2M1	79440920
AP2S1	60400039
AP3B1	7361245
AP3D1	9099487
AP3M1	14837401
APEH	3532203
APEX1	33027523
API5	17333079
APMAP	274122960
APOA1	680895228
APOA2	224814016
APOA4	218291816
APOB	9494748
APOC1	218869882
APOC3	82379124
APOD	136484411
APOE	231763872
APOH	377749706
APOOL	56605808
APP	2705620
APPL1	5792069
APRT	66786792
AQR	3911593
ARAP1	2035586
ARCN1	57492739
ARF1	272401577
ARF4	42472119
ARF6	24280894
ARHGAP1	36422386
ARHGAP18	3668038
ARHGDIA	100505135
ARHGDIB	82996755
ARHGEF1	7181742
ARHGEF17	283026
ARL8A	234766879
