GeneID	LUAD_13T
A1BG	81498605
A2M	102863187
AARS	61554018
ABCC1	2312597
ABCD3	18473026
ABCF1	20161784
ABHD10	43736363
ABHD11	11383092
ABHD14B	67046425
ABHD16A	4496468
ABI1	21772326
ACAA1	27004183
ACAA2	68257250
ACAD8	5746939
ACAD9	6664754
ACADM	29559337
ACADS	32990137
ACADSB	6999389
ACADVL	200212892
ACAT1	67679696
ACAT2	11756106
ACE	2503686
ACIN1	9617010
ACLY	40026798
ACO1	26731729
ACO2	144316470
ACOT1	9219333
ACOT13	10399318
ACOT9	24758020
ACOX1	30985295
ACP1	64548319
ACSF2	13757556
ACSL1	30125997
ACSL3	35316402
ACSL4	6610383
ACSL5	5965712
ACSS1	506152
ACTB	NA
ACTC1	1134754492
ACTG1	84809155
ACTL6A	8546790
ACTN1	480249803
ACTN4	989254781
ACTR1A	59013196
ACTR1B	8752999
ACTR2	659473687
ACTR3	463564122
ADAM10	17734764
ADAR	13785481
ADCK3	311344
ADD1	26271673
ADD3	34288672
ADH5	90107771
ADPGK	16510503
AEBP1	37004303
AFG3L2	7303102
AGFG1	12739643
AGK	7713963
AGL	1971926
AGO2	5697031
AGPS	14840756
AGR2	196054854
AGRN	31331606
AGT	16224603
AHCY	172911557
AIF1	95755957
AIFM1	29448975
AIMP1	64109339
AIMP2	22683472
AIP	21090862
AK1	45356711
AK2	84978687
AK3	28563996
AKAP12	6272584
AKAP2	9134052
AKAP9	879346
AKR1A1	147387592
AKR7A2	49254150
ALB	NA
ALCAM	5677744
ALDH16A1	20767064
ALDH18A1	28973981
ALDH1A1	59552943
ALDH1B1	18829645
ALDH2	123051541
ALDH3A2	13528873
ALDH4A1	7964836
ALDH5A1	8674810
ALDH6A1	14484056
ALDH7A1	41526323
ALDH9A1	108808167
ALDOA	914541946
ALDOC	226698640
ALG2	20090512
ALG5	3218237
ALOX5	39194425
AMBP	21090862
AMPD3	15096937
ANK1	1233834
ANKFY1	13770737
ANKRD44	5834517
ANO10	4835446
ANO6	2023094
ANP32A	124999543
ANPEP	37682156
ANXA1	1360567857
ANXA11	217503562
ANXA2	NA
ANXA3	513135696
ANXA4	500348749
ANXA5	1385319699
ANXA6	565291257
ANXA7	137665255
AOC3	115795736
AP1B1	32651546
AP1G1	29740376
AP1M1	23378320
AP2A1	62813962
AP2A2	27426280
AP2B1	104335849
