GeneID	LUAD_19N
A1BG	169307391
A2M	73433001
AARS	2268022
ABCC1	1506007
ABCD3	18969245
ABCF1	3555607
ABHD10	42729030
ABHD11	16494694
ABHD14B	32561587
ABHD16A	20182773
ABI1	33842015
ACAA1	48432569
ACAA2	266573557
ACAD8	9251790
ACAD9	20560523
ACADM	40050568
ACADS	58927918
ACADSB	32947548
ACADVL	167115908
ACAT1	219022894
ACAT2	4127797
ACE	64288535
ACIN1	13454829
ACLY	28311179
ACO1	18476275
ACO2	177765896
ACOT1	14605696
ACOT13	75840655
ACOT9	70233177
ACOX1	10395867
ACP1	11497798
ACSF2	32860485
ACSL1	34167224
ACSL3	32517329
ACSL4	15428804
ACSL5	26914410
ACSS1	9868060
ACTB	NA
ACTC1	NA
ACTG1	134402409
ACTL6A	7234761
ACTN1	541626905
ACTN4	1076914004
ACTR1A	62386687
ACTR1B	16564874
ACTR2	192958882
ACTR3	157444199
ADAM10	42047909
ADAR	9807606
ADCK3	1236743
ADD1	73059084
ADD3	112035100
ADH5	59295299
ADPGK	40914214
AEBP1	63734206
AFG3L2	23354985
AGFG1	6870163
AGK	15638806
AGL	1540556
AGO2	7798227
AGPS	29527300
AGR2	576403843
AGRN	142118327
AGT	4148522
AHCY	40440211
AIF1	34387084
AIFM1	62386687
AIMP1	40681791
AIMP2	19614617
AIP	7572768
AK1	70711380
AK2	85437222
AK3	144233909
AKAP12	19866591
AKAP2	153293184
AKAP9	1065938
AKR1A1	58040891
AKR7A2	48074934
ALB	NA
ALCAM	75981690
ALDH16A1	12131051
ALDH18A1	4621683
ALDH1A1	173567191
ALDH1B1	47696423
ALDH2	372408763
ALDH3A2	263909822
ALDH4A1	24223026
ALDH5A1	17981253
ALDH6A1	66813705
ALDH7A1	52299414
ALDH9A1	79188960
ALDOA	210202092
ALDOC	15243218
ALG2	27860272
ALG5	18228153
ALOX5	66460337
AMBP	422586924
AMPD3	2105531
ANK1	55713180
ANKFY1	3730367
ANKRD44	2715811
ANO10	10595262
ANO6	41100999
ANP32A	23020350
ANPEP	46966014
ANXA1	NA
ANXA11	314794152
ANXA2	NA
ANXA3	336084975
ANXA4	828567720
ANXA5	938091036
ANXA6	906174001
ANXA7	191350388
AOC3	1877742787
AP1B1	25754580
AP1G1	27603571
AP1M1	30963904
AP2A1	75385352
AP2A2	45799375
AP2B1	120732130
AP2M1	73191503
AP2S1	97831597
AP3B1	9498188
AP3D1	7447392
AP3M1	7857994
APCS	2079293575
APEH	5914847
APEX1	16186501
API5	4642320
APMAP	125028628
APOA1	376247170
APOA2	223620208
APOA4	83608434
APOB	5571174
APOC1	333317110
APOC3	91481514
APOD	93512707
APOE	472986813
APOH	511485929
APOOL	39590758
APP	9918692
APPL1	5180874
APRT	36998536
AQR	4286743
ARAP1	1761925
ARCN1	15675154
ARF1	145580233
ARF4	74534874
ARF6	36506745
ARHGAP1	26615027
ARHGAP18	6744054
ARHGDIA	229155156
ARHGDIB	110568786
ARHGEF1	3526732
ARHGEF17	753441
ARL6IP5	1304125803
ARL8A	144547878
ARL8B	55187997
ARMC10	12334973
ARPC1A	13562342
ARPC1B	73820636
ARPC2	194535209
ARPC3	108452442
ARPC4	99820867
ARPC5	110802615
ARPC5L	8501656
ARRB1	17007492
ASAH1	464586741
ASPH	44054264
ASPN	346770866
ATAD3A	36260229
ATIC	6857310
ATL2	5988774
ATL3	138526841
ATP13A1	10788204
ATP1A1	330575155
ATP1B1	334727378
ATP1B3	146958638
ATP2A2	128960563
ATP2A3	14953561
ATP2B1	6494857
ATP2B4	109835253
ATP2C1	4156545
ATP5A1	874853910
ATP5B	1189931616
ATP5C1	367277801
ATP5D	274869120
ATP5F1	190393660
ATP5H	238060702
ATP5J	388858179
ATP5J2	196539359
ATP5L	128114231
ATP5O	379768917
ATP6V0A1	31239970
ATP6V0D1	52024027
ATP6V1A	56926244
ATP6V1B2	44371713
ATP6V1C1	26046376
ATP6V1E1	43987143
ATP6V1F	23124969
ATP6V1H	5236922
B2M	2142020768
BAG3	7248798
BAG5	5902713
BAG6	4250703
BANF1	411915640
BASP1	57283012
BAX	23045119
BAZ1B	2487323
BCAM	658905492
BCAP31	246195583
BCAT2	59747716
BCKDHA	23099182
BCKDHB	19124021
BCKDK	5346803
BCL2L13	9374885
BCLAF1	21832866
BCS1L	9055219
BGN	NA
BLVRA	17791081
BLVRB	163932154
BRK1	39051914
BSG	38293865
BST1	51615291
BUB3	24116999
C14orf159	36361184
C14orf166	49698477
C16orf58	8014325
C1QB	48355904
C1QBP	67357229
C1QC	84388378
C1S	4625778
C3	102062847
C4A	3312773
C4B	67032254
C4BPA	68733815
C5	3337442
C7	7508787
C8A	6791749
C9	55009117
CA1	168901168
CA2	26179449
CACYBP	12296847
CAD	4072217
CALD1	186728340
CALM3	1647077132
CALR	487269290
CALU	78190038
CAMK2D	47278448
CAMK2G	27987253
CAND1	20870225
CANX	199114627
CAP1	100218791
CAPG	271985418
CAPN1	59937059
CAPN2	57859445
CAPNS1	172237010
CAPRIN1	7905722
CAPZA1	54361238
CAPZA2	201949210
CAPZB	218377205
CARKD	15949129
CASK	19277040
CAST	40559222
CAT	284752537
CAV1	1973446727
CBR1	56317659
CBX1	50606844
CBX3	41397752
CBX5	31396613
CCAR1	14264531
CCAR2	6257509
CCDC22	6332334
CCDC47	25462312
CCDC6	6438977
CCT2	132146725
CCT3	145955533
CCT4	101060051
CCT5	93901509
CCT6A	195528632
