GeneID	LUAD_13N
A1BG	269608879
A2M	199642168
AARS	3356471
ABCC1	2665404
ABCD3	12253729
ABCF1	2554395
ABHD10	33535512
ABHD11	6483570
ABHD14B	21210079
ABHD16A	8764329
ABI1	19425631
ACAA1	48646049
ACAA2	144603235
ACAD8	5100603
ACAD9	14116014
ACADM	25105371
ACADS	61910284
ACADSB	14467991
ACADVL	102439703
ACAT1	312871655
ACAT2	5073771
ACE	93322611
ACIN1	14097971
ACLY	8051729
ACO1	1684916
ACO2	149867678
ACOT1	26178002
ACOT13	50972692
ACOT9	46971707
ACOX1	7979483
ACP1	27355496
ACSF2	22692456
ACSL1	43535902
ACSL3	34214542
ACSL4	8784792
ACSL5	19178991
ACSS1	11793716
ACTB	NA
ACTC1	NA
ACTG1	200889619
ACTL6A	10979255
ACTN1	508337601
ACTN4	1018477526
ACTR1A	72011784
ACTR1B	26904289
ACTR2	97814780
ACTR3	115972277
ADAM10	38750266
ADAR	7911085
ADCK3	2699204
ADD1	88613321
ADD3	49854435
ADH5	41548947
ADPGK	26289913
AEBP1	47481879
AFG3L2	15355190
AGFG1	4256350
AGK	24812397
AGL	3869292
AGO2	5850453
AGPS	15716267
AGR2	271583841
AGRN	267439493
AGT	8869354
AHCY	18543307
AIF1	33845921
AIFM1	51600089
AIMP1	15536325
AIMP2	14433229
AIP	9325083
AK1	84824106
AK2	170851246
AK3	46354301
AKAP12	28017425
AKAP2	157663462
AKAP9	421838
AKR1A1	33795252
AKR7A2	33330263
ALB	NA
ALCAM	96473729
ALDH16A1	19226449
ALDH18A1	6395943
ALDH1A1	333958946
ALDH1B1	18203812
ALDH2	262434003
ALDH3A2	96929892
ALDH4A1	19302308
ALDH5A1	22418246
ALDH6A1	85521324
ALDH7A1	58259985
ALDH9A1	30919041
ALDOA	134149364
ALDOC	19480203
ALG2	23782908
ALG5	9577474
ALOX5	31348228
AMBP	360154177
AMPD3	5291286
ANK1	95400582
ANKFY1	4327015
ANKRD44	300623
ANO10	13006332
ANO6	29693284
ANP32A	19250993
ANPEP	12847184
ANXA1	1410356625
ANXA11	327712672
ANXA2	NA
ANXA3	542623080
