GeneID	LUAD_11T
A1BG	113573054
A2M	359919246
AARS	24831804
ABCC1	3398928
ABCD3	11966942
ABCF1	17484839
ABHD10	20719313
ABHD11	21248462
ABHD14B	93703262
ABHD16A	16561826
ABI1	42195082
ACAA1	37719423
ACAA2	161509767
ACAD8	48010282
ACAD9	6751127
ACADM	37629113
ACADS	62521920
ACADSB	35445619
ACADVL	77128756
ACAT1	294553862
ACAT2	24461983
ACE	6936799
ACIN1	11307498
ACLY	24356397
ACO1	47089424
ACO2	165109159
ACOT1	24997174
ACOT13	145576354
ACOT9	46544780
ACOX1	5229712
ACP1	45798647
ACSF2	46103535
ACSL1	64619543
ACSL3	17716037
ACSL4	7025077
ACSL5	118658927
ACSS1	29086964
ACTB	NA
ACTC1	1600124628
ACTG1	266452923
ACTL6A	35919458
ACTN1	543455626
ACTN4	899667192
ACTR1A	41793829
ACTR1B	18554562
ACTR2	272957676
ACTR3	251030109
ADAM10	9147146
ADAR	18291110
ADCK3	12055024
ADD1	34690399
ADD3	33229587
ADH5	194054593
ADPGK	13798582
AEBP1	32007984
AFG3L2	13069181
AGFG1	6948984
AGK	30057528
AGL	3888956
AGO2	12283612
AGPS	12328899
AGR2	632635433
AGRN	23126978
AGT	21339393
AHCY	143739977
AIF1	198587104
AIFM1	107499907
AIMP1	53734789
AIMP2	15626745
AIP	22660920
AK1	194986522
AK2	461414369
AK3	42747397
AKAP12	13489185
AKAP2	6674279
AKAP9	948934
AKR1A1	195869792
AKR7A2	88577865
ALB	NA
ALCAM	52390266
ALDH16A1	13811700
ALDH18A1	24125485
ALDH1A1	362098435
ALDH1B1	65981622
ALDH2	737911323
ALDH3A2	69891741
ALDH4A1	28955607
ALDH5A1	35576732
ALDH6A1	175271804
ALDH7A1	109114281
ALDH9A1	133876469
ALDOA	1044094835
ALDOC	116540787
ALG2	15964031
ALG5	13428147
ALOX5	28886020
AMBP	169462031
AMPD3	1699469
ANK1	56968543
ANKFY1	10608959
ANKRD44	4690969
ANO10	6365320
ANO6	4550268
ANP32A	224721453
ANPEP	10520602
ANXA1	769049958
ANXA11	201043118
ANXA2	NA
ANXA3	64022979
ANXA4	454884408
ANXA5	2140718846
ANXA6	618031437
ANXA7	210465753
AOC3	531568706
AP1B1	33586861
AP1G1	17137810
AP1M1	18214745
AP2A1	58042412
AP2A2	51920144
AP2B1	136390834
AP2M1	117742988
AP2S1	134456915
AP3B1	11635428
AP3D1	15612153
AP3M1	13866802
APCS	NA
APEH	13403452
APEX1	165823117
API5	25213466
APMAP	173250993
APOA1	1628538413
APOA2	665963360
APOA4	129910025
APOB	62521920
APOC1	660741508
APOC3	107096872
APOD	163563084
APOE	1268837112
APOH	186659334
APOOL	56426891
APP	4117441
APPL1	10577846
APRT	126101865
AQR	2390608
ARAP1	2851757
ARCN1	74372610
ARF1	774860731
ARF4	137248793
ARF6	85997705
ARHGAP1	69548023
ARHGAP18	5984543
ARHGDIA	681266886
ARHGDIB	416800981
ARHGEF1	8080516
ARHGEF17	833980
ARL6IP5	436660390
ARL8A	124290636
ARL8B	62189938
ARMC10	29155649
ARPC1A	20419684
ARPC1B	204481010
ARPC2	267190316
ARPC3	239428877
ARPC4	288907811
ARPC5	68239314
ARPC5L	33744741
ARRB1	32724578
ASAH1	231556766
ASPH	55105152
ASPN	80383166
ATAD3A	23537295
ATIC	43294474
ATL2	7760178
ATL3	96872491
ATP13A1	7203984
ATP1A1	264091128
ATP1B1	142186479
ATP1B3	28302617
ATP2A2	135264973
ATP2A3	4972164
ATP2B1	5066940
ATP2B4	32684348
ATP2C1	2579134
ATP5A1	823162846
ATP5B	1009502504
ATP5C1	354796326
ATP5D	327751457
ATP5F1	142790941
ATP5H	172459441
ATP5J	380816705
ATP5J2	206726546
ATP5L	178222000
ATP5O	192141395
ATP6V0A1	27061006
ATP6V0D1	47735204
ATP6V1A	76741531
ATP6V1B2	62386642
ATP6V1C1	35363881
ATP6V1E1	63031103
ATP6V1F	28170518
ATP6V1H	12887611
B2M	560557359
BAG3	10076254
BAG5	10392050
BAG6	10831255
BANF1	762709046
BASP1	146227201
BAX	36148630
BAZ1B	9332287
BCAM	105923593
BCAP31	312734422
BCAT2	86446475
BCKDHA	20867911
BCKDHB	19303280
BCKDK	16386335
BCL2L13	10975378
BCLAF1	35032520
BCS1L	8487103
BGN	937447368
BLVRA	130222707
BLVRB	589313378
BRK1	33787855
BSG	57210475
BST1	15949409
BUB3	74010268
C14orf159	41001296
C14orf166	55959472
C16orf58	15120893
C1QB	86586700
C1QBP	167883283
C1QC	63931557
C1S	19643297
C3	227159988
C4A	7634620
C4B	83792054
C4BPA	199571843
C5	23056288
C7	24256661
C8A	31313857
C9	189952979
CA1	1057606341
CA2	287940967
CACYBP	52960386
CAD	4723219
CALD1	202083925
CALM3	2085047123
CALR	946899396
CALU	344481699
CAMK2D	70966318
CAMK2G	45241016
CAND1	54131980
CANX	245388687
CAP1	448751412
CAPG	645965510
CAPN1	88090343
CAPN2	90557004
CAPNS1	253171249
CAPRIN1	12719420
CAPZA1	150960892
CAPZA2	193116780
CAPZB	275476562
CARKD	13989071
CASK	18232954
CAST	48199923
CAT	190825249
CAV1	522524484
CBR1	243935071
CBX1	70853687
CBX3	179904006
CBX5	42001176
CCAR1	15330857
CCAR2	13690222
CCDC22	7678959
CCDC47	83512041
CCDC6	11246341
CCT2	151282639
CCT3	132831943
CCT4	120547605
CCT5	144371078
CCT6A	162520032
CCT7	95149841
CCT8	132322726
CD14	66552744
CD151	29910777
CD163	39223753
CD2AP	10681186
CD44	53734789
CD47	46842683
CD55	31174249
CD59	148067197
CD74	144951457
CD81	325242156
CD9	385596549
CD97	16321473
CDC37	35878124
CDC42	491792308
CDC42BPA	836786
CDC42BPB	4924912
CDC5L	16546224
CDH1	67248300
CDH13	8678277
CES1	92504482
CFH	145255955
CFL1	1900594022
CHCHD2	26311053
CHCHD3	69785976
CHD4	10156931
CHERP	6614375
CHID1	72253145
