GeneID	LUAD_23T
A1BG	31938924
A2M	152717803
AARS	20427562
ABCC1	6180146
ABCD3	24792174
ABCF1	44319663
ABHD10	42278651
ABHD11	85953955
ABHD14B	104519607
ABHD16A	45993158
ABI1	35376308
ACAA1	66139038
ACAA2	151470224
ACAD8	52110165
ACAD9	21288957
ACADM	74221229
ACADS	101469025
ACADSB	108017497
ACADVL	103548006
ACAT1	474217934
ACAT2	30792220
ACE	7324540
ACIN1	28499188
ACLY	41021869
ACO1	33930478
ACO2	185123855
ACOT1	61139164
ACOT13	215131508
ACOT9	113933041
ACOX1	15517026
ACP1	67087219
ACSF2	87385780
ACSL1	90581306
ACSL3	30449921
ACSL4	8281385
ACSL5	57834062
ACSS1	47740851
ACTB	NA
ACTC1	NA
ACTG1	158059680
ACTL6A	37661844
ACTN1	471986718
ACTN4	844551965
ACTR1A	65983077
ACTR1B	33169742
ACTR2	340543616
ACTR3	223180766
ADAM10	16354804
ADAR	24646882
ADCK3	27396293
ADD1	72898296
ADD3	34722016
ADH5	134239371
ADPGK	44070357
AEBP1	29830388
AFG3L2	24792174
AGFG1	26723568
AGK	45136152
AGL	5673857
AGO2	10052875
AGPS	30613472
AGR2	NA
AGRN	50061022
AGT	1911041
AHCY	189907509
AIF1	91321933
AIFM1	149272016
AIMP1	96071669
AIMP2	34494725
AIP	31339038
AK1	436174474
AK2	612196309
AK3	197744674
AKAP12	15395704
AKAP2	20326709
AKAP9	524619
AKR1A1	180725002
AKR7A2	173442150
ALB	NA
ALCAM	47800763
ALDH16A1	25476249
ALDH18A1	37818181
ALDH1A1	401328677
ALDH1B1	69036021
ALDH2	343584822
ALDH3A2	126920021
ALDH4A1	88591847
ALDH5A1	84870063
ALDH6A1	316548260
ALDH7A1	156349275
ALDH9A1	147575962
ALDOA	988926388
ALDOC	87898782
ALG2	17617478
ALG5	19894993
ALOX5	21514766
AMBP	62177011
AMPD3	2590282
ANK1	3119838
ANKFY1	9918859
ANKRD44	5122023
ANO10	5649559
ANO6	11101800
ANP32A	172410878
ANPEP	19588603
ANXA1	1062825284
ANXA11	167763008
ANXA2	NA
ANXA3	149675635
ANXA4	905362624
ANXA5	1304404983
ANXA6	615945188
ANXA7	101744003
AOC3	823525618
AP1B1	23751854
AP1G1	27546990
AP1M1	29892757
AP2A1	48040777
AP2A2	47982827
AP2B1	115707151
AP2M1	107340603
AP2S1	103897656
AP3B1	13764922
AP3D1	13975459
AP3M1	19797676
APCS	636798621
APEH	19607431
APEX1	233977623
API5	53653464
APMAP	117547373
APOA1	170139084
APOA2	92852665
APOA4	60758110
APOB	5587285
APOC1	16297156
APOC3	13798827
APOD	36092850
APOE	90056710
APOH	72385067
APOOL	54034684
APP	3292583
APPL1	9388941
APRT	84404550
AQR	4690263
ARAP1	6613584
ARCN1	119787084
ARF1	837435699
ARF4	195077140
ARF6	78397661
ARHGAP1	76466801
ARHGAP18	7635540
ARHGDIA	305614257
ARHGDIB	214118807
ARHGEF1	18110089
ARHGEF17	2224111
ARL6IP5	648111379
ARL8A	222668464
ARL8B	37134054
ARMC10	26673617
ARPC1A	24297933
ARPC1B	172763559
ARPC2	284643856
ARPC3	213014378
ARPC4	194680948
ARPC5	54710997
ARPC5L	42911079
ARRB1	41260499
ASAH1	246595932
ASPH	115097767
ASPN	69297394
ATAD3A	40204262
ATIC	47361648
ATL2	38251201
ATL3	114328713
ATP13A1	24668193
ATP1A1	236371451
ATP1B1	159188635
ATP1B3	46156167
ATP2A2	181501468
ATP2A3	11408927
ATP2B1	4475531
ATP2B4	46696241
ATP2C1	3766437
ATP5A1	1229772310
ATP5B	1969222834
ATP5C1	262103820
ATP5D	386839667
ATP5F1	136881940
ATP5H	266829286
ATP5J	322543612
ATP5J2	272491603
ATP5L	197003459
ATP5O	352374245
ATP6V0A1	32794301
ATP6V0D1	58488850
ATP6V1A	46747588
ATP6V1B2	46953018
ATP6V1C1	16228773
ATP6V1E1	35052397
ATP6V1F	38703259
ATP6V1H	16438023
B2M	999831906
BAG3	21849650
BAG5	9360361
BAG6	12972090
BANF1	687900111
BASP1	268266749
BAX	39168153
BAZ1B	7979660
BCAM	153363706
BCAP31	179593960
BCAT2	156046940
BCKDHA	45503716
BCKDHB	48830930
BCKDK	17436511
BCL2L13	22974603
BCLAF1	29251249
BCS1L	24712099
BGN	929994572
BLVRA	62508815
BLVRB	265547664
BRK1	39129869
BSG	34865162
BST1	18988679
BUB3	74859776
C14orf159	55688030
C14orf166	105579812
C16orf58	28989172
C1QB	34104832
C1QBP	127129330
C1QC	29642293
C1S	4243719
C3	59952952
C4A	1283579
C4B	35088847
C4BPA	7744302
C5	3506134
C7	10006066
C8A	3741726
C9	58566087
CA1	52878925
CA2	66469546
CACYBP	43781110
CAD	7312844
CALD1	211628979
CALM3	2142457513
CALR	368910822
CALU	147300080
CAMK2D	104365124
CAMK2G	48653466
CAND1	56826535
CANX	207016240
CAP1	292728414
CAPG	505971234
CAPN1	83426087
CAPN2	148669014
CAPNS1	242862236
CAPRIN1	41940457
CAPZA1	115508057
CAPZA2	169481073
CAPZB	259512004
CARKD	19625470
CASK	35235337
CAST	59174536
CAT	195445414
CAV1	717529132
CBR1	235810151
CBX1	79959877
CBX3	91020989
CBX5	31874475
CCAR1	20890681
CCAR2	17209240
CCDC22	11777744
CCDC47	123411869
CCDC6	12544012
CCT2	158358148
CCT3	154248595
CCT4	82367328
CCT5	145394101
CCT6A	163948815
CCT7	98163938
CCT8	145975818
CD14	61687307
CD151	47308511
CD163	20816062
CD2AP	33895084
CD44	83028301
CD47	91987105
CD55	18018225
CD59	1244776905
CD74	158650936
CD81	302637908
CD9	559620675
