GeneID	LUAD_14T
A1BG	59457279
A2M	134793061
AARS	39030949
ABCC1	2599754
ABCD3	32040805
ABCF1	27671842
ABHD10	28491664
ABHD11	59710237
ABHD14B	20914923
ABHD16A	6067888
ABI1	19579220
ACAA1	79624051
ACAA2	68374751
ACAD8	16590648
ACAD9	11118504
ACADM	66492935
ACADS	6453000
ACADSB	25414653
ACADVL	126390891
ACAT1	128678063
ACAT2	12332484
ACE	5583414
ACIN1	20081279
ACLY	93381168
ACO1	25149233
ACO2	161007964
ACOT1	3116002
ACOT13	34231760
ACOT9	28863876
ACOX1	9843445
ACP1	36306319
ACSF2	34317106
ACSL1	50410001
ACSL3	27994708
ACSL4	11933120
ACSL5	30118186
ACSS1	5536702
ACTB	NA
ACTC1	1323105074
ACTG1	205759389
ACTL6A	9609593
ACTN1	250443197
ACTN4	643159474
ACTR1A	47784753
ACTR1B	5516217
ACTR2	336886596
ACTR3	273096770
ADAM10	11421556
ADAR	48941818
ADCK3	1007390
ADD1	13668496
ADD3	16831948
ADH5	94659077
ADPGK	19831616
AEBP1	22223101
AFG3L2	15843915
AGFG1	15265486
AGK	22637883
AGL	9731171
AGO2	4488448
AGPS	25234889
AGR2	2028713825
AGRN	29282493
AGT	15425488
AHCY	268853475
AIF1	191297627
AIFM1	45695121
AIMP1	65493765
AIMP2	30521778
AIP	57517714
AK1	108530502
AK2	96474660
AK3	42240523
AKAP12	4276871
AKAP2	9088501
AKAP9	2534629
AKR1A1	125558738
AKR7A2	84621535
ALB	NA
ALCAM	17104796
ALDH16A1	18923706
ALDH18A1	38832112
ALDH1A1	54309777
ALDH1B1	49633268
ALDH2	278292103
ALDH3A2	34791816
ALDH4A1	21955244
ALDH5A1	21739631
ALDH6A1	33722186
ALDH7A1	39281770
ALDH9A1	82817667
ALDOA	1076923240
ALDOC	230898641
ALG2	26077191
ALG5	15069990
ALOX5	4635367
AMBP	40748019
AMPD3	3873298
ANK1	6917904
ANKFY1	6695458
ANKRD44	3741008
ANO10	4583302
ANO6	1797683
ANP32A	259998834
ANPEP	15190334
ANXA1	1937461214
ANXA11	267962803
ANXA2	NA
ANXA3	175634841
ANXA4	328001719
ANXA5	818920238
ANXA6	393880027
ANXA7	211296900
AOC3	21689624
AP1B1	20058534
AP1G1	22844485
AP1M1	25660014
AP2A1	36353171
AP2A2	13398751
AP2B1	67416472
AP2M1	45446561
AP2S1	44695076
AP3B1	17953912
AP3D1	21482640
AP3M1	24024707
APCS	293564260
APEH	20170419
APEX1	282007809
API5	69742995
APMAP	237190534
APOA1	1708731667
APOA2	365504987
APOA4	170355388
APOB	15108072
APOC1	404284073
APOC3	64280763
APOD	143550848
APOE	113365328
APOH	273948254
APOOL	50070695
APP	3929763
APPL1	10428669
APRT	106069554
AQR	3190710
ARAP1	2162217
ARCN1	209110670
ARF1	713740328
ARF4	167518898
ARF6	41022263
ARHGAP1	56842976
ARHGAP18	6047678
ARHGDIA	1000043851
ARHGDIB	339233773
ARHGEF1	12098303
ARHGEF17	205720
ARL6IP5	453044942
ARL8A	93564032
ARL8B	17776891
ARMC10	10326940
ARPC1A	11713191
ARPC1B	149414018
ARPC2	319250611
ARPC3	300687703
ARPC4	208483177
ARPC5	161322999
ARPC5L	52627755
ARRB1	12167196
ASAH1	177805155
ASPH	95616016
ASPN	5697707
ATAD3A	39528901
ATIC	94121728
ATL2	17702729
ATL3	98260953
ATP13A1	8383686
ATP1A1	212341583
ATP1B1	77654007
ATP1B3	14717628
ATP2A2	225707893
ATP2A3	10377525
ATP2B1	1455008
ATP2B4	21764652
ATP2C1	6040088
ATP5A1	446809331
ATP5B	744482728
ATP5C1	214259869
ATP5D	224440479
ATP5F1	47525568
ATP5H	154685744
ATP5J	183270823
ATP5J2	102016111
ATP5L	225062742
ATP5O	201508581
ATP6V0A1	16191794
ATP6V0D1	48397491
ATP6V1A	76854308
ATP6V1B2	43351041
ATP6V1C1	40906697
ATP6V1E1	42413996
ATP6V1F	44872042
ATP6V1H	9553448
B2M	569774095
BAG3	9937781
BAG5	3188134
BAG6	25806008
BANF1	605713293
BASP1	388672984
BAX	85903010
BAZ1B	3724724
BCAM	63459313
BCAP31	232168255
BCAT2	30183299
BCKDHA	3176866
BCKDHB	4230431
BCKDK	12037524
BCL2L13	9473463
BCLAF1	25092753
BCS1L	5956622
BGN	399007088
BLVRA	127641554
BLVRB	510631255
BRK1	36533899
BSG	101640695
BST1	7302579
BUB3	130112609
C14orf159	2076854
C14orf166	67320106
C16orf58	11559199
C1QB	57704462
C1QBP	96843516
C1QC	56284357
C1S	9591004
C3	169932602
C4A	1613345
C4B	138634333
C4BPA	61492110
C5	12201999
C7	1661430
C8A	7884616
C9	15700535
CA1	588859421
CA2	84333506
CACYBP	129798427
CAD	17300742
CALD1	193750767
CALM3	1774045380
CALR	1035351030
CALU	395541767
CAMK2D	14305822
CAMK2G	8262672
CAND1	58671061
CANX	326775443
CAP1	440572105
CAPG	658191693
CAPN1	98652668
CAPN2	97375286
CAPNS1	325431814
CAPRIN1	42301718
CAPZA1	385236602
CAPZA2	215499280
CAPZB	359389957
CARKD	4453543
CASK	5985861
CAST	202681986
CAT	248160473
CAV1	132586976
CBR1	295579873
CBX1	37034599
CBX3	333021832
CBX5	44809868
CCAR1	12000752
CCAR2	16476379
CCDC22	7848747
