GeneID	LUAD_24T
A1BG	72974263
A2M	97211673
AARS	66736320
ABCC1	13760386
ABCD3	35059080
ABCF1	22576247
ABHD10	62609884
ABHD11	80521798
ABHD14B	71223373
ABHD16A	13622820
ABI1	33852107
ACAA1	116141534
ACAA2	147297414
ACAD8	12542434
ACAD9	62530893
ACADM	87992149
ACADS	49970403
ACADSB	28656586
ACADVL	131215770
ACAT1	154207331
ACAT2	28149265
ACE	9936669
ACIN1	33551517
ACLY	50546496
ACO1	45909633
ACO2	252625192
ACOT1	16519445
ACOT13	187446882
ACOT9	86983409
ACOX1	49590775
ACP1	84176643
ACSF2	39059096
ACSL1	79005391
ACSL3	75275784
ACSL4	40497384
ACSL5	13241848
ACSS1	11068054
ACTB	NA
ACTC1	NA
ACTG1	28965451
ACTL6A	56148549
ACTN1	452041937
ACTN4	1106641023
ACTR1A	34121789
ACTR1B	21816466
ACTR2	350476472
ACTR3	417216909
ADAM10	24193667
ADAR	59533584
ADCK3	2945666
ADD1	28934808
ADD3	13273232
ADH5	81871538
ADPGK	78641760
AEBP1	41074464
AFG3L2	30740721
AGFG1	44498178
AGK	48284787
AGL	4968817
AGO2	16339319
AGPS	39536791
AGR2	NA
AGRN	77060791
AGT	19243204
AHCY	191289385
AIF1	215718003
AIFM1	55599204
AIMP1	50277018
AIMP2	27809263
AIP	23088541
AK1	62848006
AK2	229429205
AK3	35620011
AKAP12	3915500
AKAP2	37194258
AKAP9	534584
AKR1A1	195909677
AKR7A2	53426578
ALB	NA
ALCAM	19308962
ALDH16A1	27608040
ALDH18A1	48121152
ALDH1A1	49535633
ALDH1B1	104295094
ALDH2	296773980
ALDH3A2	235916852
ALDH4A1	23687170
ALDH5A1	25487823
ALDH6A1	39416173
ALDH7A1	38937020
ALDH9A1	74750987
ALDOA	1563366652
ALDOC	124172383
ALG2	19404464
ALG5	26308685
ALOX5	36997582
AMBP	71514123
AMPD3	7001064
ANK1	3789812
ANKFY1	11633030
ANKRD44	4192282
ANO10	10014891
ANO6	10506170
ANP32A	176775083
ANPEP	35582454
ANXA1	1885892711
ANXA11	208693806
ANXA2	NA
ANXA3	95211534
ANXA4	426912774
ANXA5	872166972
ANXA6	503286569
ANXA7	149698456
AOC3	268745542
AP1B1	69857242
AP1G1	49370602
AP1M1	70398107
AP2A1	65930971
AP2A2	36772667
AP2B1	127009837
AP2M1	71803757
AP2S1	132964237
AP3B1	20496477
AP3D1	28759555
AP3M1	30442683
APCS	579967895
APEH	10311259
APEX1	680871024
API5	85891353
APMAP	124373356
APOA1	628526748
APOA2	119902177
APOA4	34295053
APOB	6709430
APOC1	48331938
APOC3	28575344
APOD	115802643
APOE	69103276
APOH	233917619
APOOL	46833684
APP	14842489
APPL1	7417984
APRT	50889098
AQR	9924301
ARAP1	5008649
ARCN1	112837652
ARF1	713122121
ARF4	460990808
ARF6	114853729
ARHGAP1	126323268
ARHGAP18	5374795
ARHGDIA	442245858
ARHGDIB	207399661
ARHGEF1	16753159
ARHGEF17	1145440
ARL6IP5	173739626
ARL8A	374999004
ARL8B	32644908
ARMC10	28734868
ARPC1A	39498380
ARPC1B	244939485
ARPC2	326287705
ARPC3	278347706
ARPC4	717786887
ARPC5	197342872
ARPC5L	30687577
ARRB1	16499726
ASAH1	133836731
ASPH	162583896
ASPN	41123392
ATAD3A	83718650
ATIC	84411372
ATL2	11328399
ATL3	128551168
ATP13A1	43027083
ATP1A1	209671319
ATP1B1	49709789
ATP1B3	99841154
ATP2A2	220490113
ATP2A3	9137767
ATP2B1	7850840
ATP2B4	66475630
ATP2C1	8026091
ATP5A1	698362101
ATP5B	1071925117
ATP5C1	263406350
ATP5D	372077168
ATP5F1	138546634
ATP5H	123159887
ATP5J	210952420
ATP5J2	224284920
ATP5L	96484887
ATP5O	345163272
ATP6V0A1	14609215
ATP6V0D1	55737023
ATP6V1A	124596663
ATP6V1B2	64223632
ATP6V1C1	41683616
ATP6V1E1	56148549
ATP6V1F	89404490
ATP6V1H	27538086
B2M	389790871
BAG3	29823297
BAG5	12780025
BAG6	25089771
BANF1	273498575
BASP1	133376298
BAX	67783284
BAZ1B	21995687
BCAM	75840482
BCAP31	321247982
BCAT2	47964080
BCKDHA	10187069
BCKDHB	15081693
BCKDK	31440251
BCL2L13	13611712
BCLAF1	32206091
BCS1L	13912922
BGN	559504735
BLVRA	81342444
BLVRB	377691313
BRK1	14866592
BSG	83235505
BST1	32581164
BUB3	106799225
C14orf159	2727316
C14orf166	102873705
C16orf58	26779589
C1QB	28471370
C1QBP	247907247
C1QC	83478889
C1S	47422888
C3	126096174
C4A	1179762
C4B	35369273
C4BPA	60641685
C5	7922147
C7	4692446
C8A	12360568
C9	28047927
CA1	65124177
CA2	44076583
CACYBP	238030642
CAD	30157090
CALD1	306876915
CALM3	1823275184
CALR	727001206
CALU	304392360
CAMK2D	25869443
CAMK2G	16297850
CAND1	88906829
CANX	244357675
CAP1	359699158
CAPG	564895914
CAPN1	78541489
CAPN2	59597412
CAPNS1	192458436
CAPRIN1	78002310
CAPZA1	162327301
CAPZA2	210111035
CAPZB	302736778
CARKD	10179407
CASK	14483751
CAST	30628276
CAT	328264431
CAV1	483739012
CBR1	532752930
CBX1	76736612
CBX3	364603675
CBX5	72789878
CCAR1	24170356
CCAR2	27368414
CCDC22	6017877
CCDC47	136622349
CCDC6	40633690
CCT2	204260586
CCT3	243187986
CCT4	155095202
CCT5	155664952
CCT6A	215196557
CCT7	177132792
CCT8	169332928
CD14	114303108
CD151	71426005
CD163	62381258
CD2AP	40205973
CD44	139713025
CD47	22399821
CD55	25892997
CD59	307738182
CD74	95370647
CD81	299235362
CD9	213185468
CD97	19033323
CDC37	117769577
CDC42	510433386
CDC42BPA	942371
CDC42BPB	2513396
CDC5L	34920435
CDH1	52743842
CDH13	18689114
CES1	752725565
CFH	58326672
CFL1	NA
CHCHD2	266092867
CHCHD3	134332187
CHD4	26067455
CHERP	25754509
CHID1	17070544
CHMP4B	39703292
CHMP6	22169736
CHP1	36128733
CIB1	13781078
CISD1	277644615
CISD2	162047549
CKAP4	257831580
CKAP5	13656642
CKB	14232797
CLCC1	7064903
CLEC3B	21184618
CLIC1	370748323
CLIC4	110152129
CLINT1	88781859
CLIP1	6191092
CLPB	20469279
CLTB	32832906
CLTC	793492366
CLU	249766272
CNDP2	344163400
CNN2	84741788
CNN3	117380374
CNOT1	6544529
CNP	31189361
CNPY2	123976839
CNPY3	56443211
COL12A1	274885722
COL14A1	84064441
COL15A1	10376225
COL18A1	56701596
COL1A1	311081079
COL1A2	90287405
COL3A1	31039649
COL4A1	54704879
COL4A2	118327287
COL6A1	547693593
COL6A2	380275415
COL6A3	562281224
COLGALT1	107285017
COMT	200555017
COPA	157533803
COPB1	143448018
COPB2	171818186
COPE	177898473
COPG1	163882424
COPS2	21937978
COPS3	19678363
COPS4	19973265
COQ5	3974864
COQ9	3856437
CORO1A	265471640
CORO1B	103164736
CORO1C	163191327
COTL1	148323474
COX4I1	259064019
COX5A	334365458
COX5B	234411777
COX6B1	238523739
COX7A2	381556807
CP	131664866
CPM	19197165
CPNE1	95925420
CPNE2	14677606
CPNE3	104585442
CPOX	22677438
CPSF1	9663055
CPSF3	15745426
CPT1A	18903219
CPT2	32452753
CRAT	7771148
CRELD1	8032324
CRIP2	158126902
CRKL	35200014
CROCC	4930600
CRYAB	24103983
CRYZ	38497028
CS	420360485
CSDE1	29791980
CSE1L	44314814
CSK	19181511
CSNK1A1	12561528
CSNK2A1	112161904
CSNK2A2	26459334
CSNK2B	58624970
CSPG4	2719406
CSRP1	393849596
CSRP2	91776578
CSTB	830867196
CTBP1	105804038
CTNNB1	92579327
CTNND1	92719573
CTSA	58193798
CTSB	589292331
CTSC	108790254
CTSD	1038806026
CTSH	26355417
CTSS	63980222
CTSZ	221876460
CTTN	132339179
CUL3	10756507
CUX1	3839283
CYB5A	647240854
CYB5B	216653211
CYB5R1	91113636
CYB5R3	552933079
CYBB	81555626
CYC1	145765490
CYFIP1	33785858
CYP20A1	17543947
CYP27A1	31771593
DAD1	358493055
DAG1	6028346
DARS	131902048
DARS2	68401250
DAZAP1	101211449
DBI	768197629
DBN1	89151634
DBNL	60215318
DBT	25274624
DCN	368440696
DCTN1	32392091
DCTN2	51875593
DCTN4	8973985
DCXR	34260244
DDAH1	42222861
DDAH2	94450278
DDB1	42174333
DDOST	167069501
DDRGK1	72184554
DDX1	75944233
DDX17	178568006
DDX18	29644038
DDX23	24427275
DDX39B	475463741
DDX3X	73715749
DDX5	221421822
DDX6	54403167
DECR1	168343318
DEK	89812340
DERA	20795404
DHRS7	94314906
DHRS7B	38977721
DHX15	156481366
DHX30	5712196
DHX9	218945335
DIABLO	78111454
DIAPH1	25802184
DKC1	59666494
DLAT	43177883
DLD	283618918
DLST	82116096
DNM1L	23707018
DNM2	54812619
DNPEP	42874375
DOCK1	1442784
DOCK11	1797290
DOCK2	9834347
DOCK4	858497
DOCK6	5895254
DOCK9	2839355
DPM1	52923671
DPT	209206480
DPYSL2	214693753
DPYSL3	206557625
DST	3920514
DSTN	455576996
DTX3L	32273435
DTYMK	24256985
DUT	28787120
DYNC1H1	58551000
DYNC1I2	35436773
DYNC1LI1	19506242
DYNC1LI2	36885555
DYNLL1	255297795
DYNLRB1	81446524
DYSF	27032119
ECE1	8194453
ECH1	186030730
ECHDC1	12085060
ECHS1	250364650
ECI1	42319762
ECI2	21725216
ECM1	26879867
EDC4	12846998
EEA1	23973722
EEF1A1	1920159770
EEF1B2	308587711
EEF1D	397935955
EEF1E1	24538802
EEF1G	431920753
EEF2	609440760
EEFSEC	17239772
EFEMP1	118040028
EFEMP2	28367453
EFHD2	86747149
EFR3A	2965677
EFTUD2	81989885
EGFR	3804124
EHD1	80755309
EHD2	197717380
EHD3	6497959
EHD4	39793226
EHHADH	48605819
EIF1	262776901
EIF2AK2	42634712
EIF2S1	102417683
EIF2S2	58476317
EIF2S3	297569589
EIF3A	63905209
EIF3B	65436568
EIF3C	42587705
EIF3D	41862277
EIF3E	75392099
EIF3F	37960747
EIF3G	46684366
EIF3H	70039181
EIF3I	98344664
EIF3L	51750634
EIF3M	50999305
EIF4A1	342362013
EIF4A2	154783166
EIF4A3	400680313
EIF5	28906202
EIF5A	2072001478
EIF6	203549085
ELAVL1	154481363
ELMO1	10578174
ELMO2	2775127
ELMOD2	38898574
EMC1	35694944
EMC2	32801692
EMD	120490035
EMILIN1	219943682
EMILIN2	22720900
EML4	36665329
ENDOD1	13092640
ENG	18504660
ENO1	NA
ENPP4	14924529
ENTPD1	36234992
EPB41	12991558
EPB41L1	6433063
EPB41L2	38040313
EPB41L3	12857112
EPCAM	54598710
EPHX1	586243196
EPN1	16788070
EPPK1	9737339
EPRS	55531638
EPS15	10966660
EPS15L1	12959216
EPS8L2	27444196
ERAP1	54884362
ERBB2IP	3287112
ERGIC1	126702886
ERGIC2	28878374
ERH	520363161
ERLEC1	11520071
