GeneID	LUAD_101T
A1BG	54755308
A2M	120286334
AARS	19261643
ABCC1	5924702
ABCD3	32725661
ABCF1	24737909
ABHD10	21450571
ABHD11	109264104
ABHD14B	28999259
ABHD16A	18770786
ABI1	23112244
ACAA1	51505751
ACAA2	70481217
ACAD8	24989032
ACAD9	22884723
ACADM	45277498
ACADS	21613357
ACADSB	44292111
ACADVL	125359536
ACAT1	279779910
ACAT2	4420844
ACE	1592852
ACIN1	26839638
ACLY	56935288
ACO1	13874616
ACO2	121978261
ACOT1	31680961
ACOT13	117256128
ACOT9	56436357
ACOX1	11236915
ACP1	14598715
ACSF2	42836549
ACSL1	61278081
ACSL3	36609322
ACSL4	5876080
ACSL5	184173944
ACSS1	13408700
ACTB	NA
ACTC1	1658254745
ACTG1	233360557
ACTL6A	27388315
ACTN1	905039386
ACTN4	1719053040
ACTR1A	52866905
ACTR1B	11965440
ACTR2	407692468
ACTR3	347159384
ADAM10	12429282
ADAR	83577381
ADCK3	5871164
ADD1	36810656
ADD3	37628361
ADH5	40636960
ADPGK	28622825
AEBP1	93741641
AFG3L2	64693668
AGFG1	4378487
AGK	76266393
AGL	5470728
AGO2	8803833
AGPS	19556374
AGR2	504208936
AGRN	21004740
AGT	4699427
AHCY	91146655
AIF1	71518912
AIFM1	222134187
AIMP1	43462476
AIMP2	41814500
AIP	24253562
AK1	131865037
AK2	227094746
AK3	30506913
AKAP12	7533772
AKAP2	23261229
AKAP9	1677539
AKR1A1	87260695
AKR7A2	44393094
ALB	NA
ALCAM	47479649
ALDH16A1	13245369
ALDH18A1	144588223
ALDH1A1	63590328
ALDH1B1	61999101
ALDH2	484709164
ALDH3A2	162393421
ALDH4A1	41284735
ALDH5A1	77326027
ALDH6A1	93263629
ALDH7A1	58005950
ALDH9A1	132604291
ALDOA	1128223103
ALDOC	49735593
ALG2	13199118
ALG5	23985618
ALOX5	25697671
AMBP	36247309
AMPD3	1230994
ANK1	719468
ANKFY1	6193982
ANKRD44	6353364
ANO10	13186881
ANO6	12493383
ANP32A	68348184
ANPEP	8721647
ANXA1	718039146
ANXA11	264554236
ANXA2	NA
ANXA3	61396466
ANXA4	312159967
ANXA5	745710898
ANXA6	832720813
ANXA7	199937646
AOC3	357185709
AP1B1	29456504
AP1G1	54379106
AP1M1	23090142
AP2A1	85335110
AP2A2	33823126
AP2B1	123287294
AP2M1	135574816
AP2S1	100451455
AP3B1	16963859
AP3D1	14807072
AP3M1	20571395
APCS	234471666
APEH	9104575
APEX1	148953543
API5	41565816
APMAP	243117312
APOA1	648920925
APOA2	241938163
APOA4	42469571
APOB	1557256
APOC1	121768841
APOC3	22839613
APOD	44025341
APOE	236175283
APOH	198979290
APOOL	22462740
APP	74469422
APPL1	5703474
APRT	69872940
AQR	6186148
ARAP1	4695882
ARCN1	142298193
ARF1	414470704
ARF4	141520955
ARF6	29305703
ARHGAP1	71193555
ARHGAP18	3149694
ARHGDIA	290086207
ARHGDIB	107919791
ARHGEF1	5676933
ARHGEF17	3110127
ARL6IP5	487174307
ARL8A	126354514
ARL8B	66305216
ARMC10	88962379
ARPC1A	20611390
ARPC1B	419860742
ARPC2	270372475
ARPC3	255636226
ARPC4	627849001
ARPC5	212944510
ARPC5L	38522508
ARRB1	25085333
ASAH1	210985473
ASPH	90511632
ASPN	93589881
ATAD3A	69552791
ATIC	24370404
ATL2	18735904
ATL3	210529064
ATP13A1	41715214
ATP1A1	377069362
ATP1B1	77743983
ATP1B3	207048493
ATP2A2	350793718
ATP2A3	8036614
ATP2B1	3481178
ATP2B4	26868185
ATP2C1	10019758
ATP5A1	658291467
ATP5B	791180512
ATP5C1	346033023
ATP5D	235597747
ATP5F1	319296848
ATP5H	236787226
ATP5J	230015220
ATP5J2	88391479
ATP5L	189707272
ATP5O	252343729
ATP6V0A1	27359341
ATP6V0D1	32761405
ATP6V1A	46020151
ATP6V1B2	35092508
ATP6V1C1	13329347
ATP6V1E1	112050446
ATP6V1F	43364696
ATP6V1H	8400095
B2M	1687351592
BAG3	12626866
BAG5	3528693
BAG6	17088746
BANF1	864147528
BASP1	220593605
BAX	33858851
BAZ1B	8494161
BCAM	134064941
BCAP31	1421370630
BCAT2	15928196
BCKDHA	22195900
BCKDHB	13115434
BCKDK	23644191
BCL2L13	9007530
BCLAF1	47185118
BCS1L	4776530
BGN	1114109628
BLVRA	60666128
BLVRB	182848847
BRK1	22343240
BSG	53361486
BST1	17979501
BUB3	67227681
C14orf159	16569808
C14orf166	119388014
C16orf58	49479071
C1QB	46988639
C1QBP	191705002
C1QC	56548154
C1S	5681596
C3	66214285
C4A	2590982
C4B	58901967
C4BPA	49110211
C5	3852426
C7	3855406
C8A	4284598
C9	60120692
CA1	38697793
CA2	2334665
CACYBP	40878240
CAD	14886346
CALD1	686592321
CALM3	1441452388
CALR	1143166904
CALU	528800970
CAMK2D	112998509
CAMK2G	61063444
CAND1	40437921
CANX	260344082
CAP1	429024591
CAPG	681858551
CAPN1	65408981
CAPN2	56359435
CAPNS1	80530242
CAPRIN1	33084649
CAPZA1	176755559
CAPZA2	137679046
CAPZB	152263224
CARKD	8242714
CASK	24419334
CAST	82442859
CAT	38099676
CAV1	618599781
CBR1	181928530
CBX1	89831333
CBX3	115500381
CBX5	29699623
CCAR1	26923060
CCAR2	13963597
CCDC22	6824147
CCDC47	158645225
CCDC6	38563562
CCT2	175264734
CCT3	192150535
CCT4	189266902
CCT5	136122575
CCT6A	194363296
CCT7	119619939
CCT8	180336768
CD14	24444050
CD151	93103653
CD163	19424180
CD2AP	19117514
CD44	112817618
CD47	151619814
CD55	94563446
CD59	249798279
CD74	101136723
CD81	55139794
CD9	232842295
CD97	7410605
CDC37	53623510
CDC42	432886383
CDC42BPA	5210833
CDC42BPB	11983678
CDC5L	45669200
CDH1	70580325
CDH13	4890354
CES1	65315304
CFH	79391414
CFL1	1631550848
CHCHD2	64053114
CHCHD3	238494887
CHD4	10379827
CHERP	7653874
CHID1	34815765
CHMP4B	149553033
CHMP6	19945907
CHP1	67663092
CIB1	8304318
CISD1	190118180
CISD2	96358682
CKAP4	446065681
CKAP5	8735644
CKB	52407325
CLCC1	14385529
CLEC3B	16720406
CLIC1	174077443
CLIC4	69975500
CLINT1	58780496
CLIP1	2255732
CLPB	17678690
CLTB	278160716
CLTC	365298463
CLU	296152166
CNDP2	42060261
CNN2	125137235
CNN3	66047402
CNOT1	3994444
