GeneID	LUAD_103N
A1BG	138285260
A2M	104520989
AARS	1903276
ABCC1	2856907
ABCD3	28144149
ABCF1	4667762
ABHD10	20233816
ABHD11	12188645
ABHD14B	14589634
ABHD16A	25017896
ABI1	28378572
ACAA1	137643720
ACAA2	224875350
ACAD8	10747063
ACAD9	33133906
ACADM	26520508
ACADS	15133250
ACADSB	22101364
ACADVL	189828665
ACAT1	442317765
ACAT2	1872892
ACE	65896057
ACIN1	24098688
ACLY	27336211
ACO1	4043813
ACO2	117910338
ACOT1	40640822
ACOT13	59370953
ACOT9	83276029
ACOX1	59866435
ACP1	9204965
ACSF2	49415910
ACSL1	97281413
ACSL3	44336145
ACSL4	19208389
ACSL5	27789870
ACSS1	12164524
ACTB	NA
ACTC1	1299386955
ACTG1	98718258
ACTL6A	14848129
ACTN1	585132507
ACTN4	1547321299
ACTR1A	70563445
ACTR1B	13753849
ACTR2	137083238
ACTR3	162276923
ADAM10	32690860
ADAR	25828916
ADCK3	7387577
ADD1	70666080
ADD3	68846959
ADH5	34237752
ADPGK	39450834
AEBP1	111481211
AFG3L2	45307566
AGFG1	10047506
AGK	27729171
AGL	968739
AGO2	11844942
AGPS	32653149
AGR2	285298306
AGRN	157086097
AGT	2339777
AHCY	17325671
AIF1	146854781
AIFM1	144056784
AIMP1	28670006
AIMP2	36236161
AIP	16278554
AK1	71594711
AK2	114575725
AK3	83720594
AKAP12	48279522
AKAP2	235506715
AKAP9	1751646
AKR1A1	12739818
AKR7A2	8278522
ALB	NA
ALCAM	57128430
ALDH16A1	12549669
ALDH18A1	16543098
ALDH1A1	50256939
ALDH1B1	20953509
ALDH2	1602264476
ALDH3A2	125168859
ALDH4A1	18113225
ALDH5A1	19288525
ALDH6A1	31504568
ALDH7A1	17877264
ALDH9A1	33778607
ALDOA	241167272
ALDOC	5097875
ALG2	14395673
ALG5	15604362
ALOX5	88770769
AMBP	215783148
AMPD3	450300
ANK1	85376932
ANKFY1	3233676
ANKRD44	6563252
ANO10	19386379
ANO6	30208149
ANP32A	22409329
ANPEP	32846782
ANXA1	958923542
ANXA11	252612524
ANXA2	NA
ANXA3	233058453
ANXA4	486961242
ANXA5	489593737
ANXA6	628425903
ANXA7	103878233
AOC3	1135895581
AP1B1	15634391
AP1G1	19888949
AP1M1	30246464
AP2A1	81897254
AP2A2	38371745
AP2B1	114349301
AP2M1	133628348
AP2S1	27604748
AP3B1	13040053
AP3D1	9265671
AP3M1	11153819
APCS	846969233
APEH	5058242
APEX1	15054746
API5	4570425
APMAP	147185517
APOA1	699425462
APOA2	318008197
APOA4	140325330
APOB	19732016
APOC1	277923033
APOC3	54299315
APOD	67986700
APOE	142135253
APOH	249796797
APOOL	88457410
APP	16689425
APPL1	13351232
APRT	13247358
AQR	1677872
ARAP1	4646707
ARCN1	51289001
ARF1	135344353
ARF4	27985868
ARF6	26004340
ARHGAP1	24444500
ARHGAP18	7163101
ARHGDIA	108018014
ARHGDIB	39500593
ARHGEF1	11786688
ARHGEF17	3892896
ARL6IP5	711648887
ARL8A	58058705
ARL8B	90818891
ARMC10	20065484
ARPC1A	8711216
ARPC1B	126724487
ARPC2	153640831
ARPC3	231249942
ARPC4	355658328
ARPC5	102617314
ARPC5L	15491346
ARRB1	33247465
ASAH1	1179557979
ASPH	51010135
ASPN	103369084
ATAD3A	48543516
ATIC	1026559
ATL2	14350971
ATL3	218315676
ATP13A1	18581650
ATP1A1	279702989
ATP1B1	163664613
ATP1B3	138567216
ATP2A2	111028020
ATP2A3	11398075
ATP2B1	7240544
ATP2B4	107427073
ATP2C1	8374954
ATP5A1	1281572551
ATP5B	1001308031
ATP5C1	577474460
ATP5D	662150662
ATP5F1	269493270
ATP5H	440162813
ATP5J	293907864
ATP5J2	121457720
ATP5L	409921572
ATP5O	267752597
ATP6V0A1	31325780
ATP6V0D1	127993937
ATP6V1A	117666345
ATP6V1B2	94073896
ATP6V1C1	26095004
ATP6V1E1	190272233
ATP6V1F	77953164
ATP6V1H	37043604
B2M	NA
BAG3	28800542
BAG5	14181072
BAG6	9136093
BANF1	705653914
BASP1	53404988
BAX	15474705
BAZ1B	6100475
BCAM	838494316
BCAP31	1318499491
BCAT2	41245408
BCKDHA	28347336
BCKDHB	10057440
BCKDK	15759416
BCL2L13	15316399
BCLAF1	69540824
BCS1L	7890767
BGN	1473140950
BLVRA	7561335
BLVRB	67481226
BRK1	22577379
BSG	35093882
BST1	47147488
BUB3	35524257
C14orf159	20495245
C14orf166	44391890
C16orf58	5460703
C1QB	57726411
C1QBP	124130224
C1QC	53184536
C1S	7634845
C3	107012937
C4A	1082912
C4B	29016145
C4BPA	33821126
C5	16180453
C7	4952297
C8A	4872572
C9	29720380
CA1	79646289
CA2	35874784
CACYBP	3575352
CAD	5442108
CALD1	337773886
CALM3	1872407989
CALR	1165142654
CALU	223130940
CAMK2D	40268502
CAMK2G	42496555
CAND1	15999224
CANX	484218180
CAP1	175263499
CAPG	229963709
CAPN1	62215835
CAPN2	41134948
CAPNS1	84286126
CAPRIN1	14992427
CAPZA1	76982158
CAPZA2	152910690
CAPZB	221906099
CARKD	5009615
CASK	13570062
CAST	30075106
CAT	479098140
CAV1	NA
CBR1	42158260
CBX1	33983949
CBX3	99081883
CBX5	17359213
CCAR1	21600446
CCAR2	27493009
CCDC22	26460183
CCDC47	39057752
CCDC6	21556945
CCT2	250522992
CCT3	112977418
CCT4	184196546
CCT5	129007931
CCT6A	137368195
CCT7	108448549
CCT8	174779040
CD14	116164628
CD151	545371455
CD163	80373338
CD2AP	18023116
CD44	89728808
CD47	238080457
CD55	110365677
CD59	977521283
CD74	141850478
CD81	108232385
CD9	408037046
CD97	14279252
CDC37	16810382
CDC42	313599255
CDC42BPA	3008157
CDC42BPB	13053587
CDC5L	21623900
CDH1	26429531
CDH13	48608336
CES1	375929366
CFH	60644551
CFL1	566240121
CHCHD2	37327109
CHCHD3	298793568
CHD4	17097426
CHERP	11640921
CHID1	24767579
CHMP4B	151117639
CHMP6	50524639
CHP1	44159500
CIB1	5694688
CISD1	185593638
CISD2	35790619
CKAP4	204441523
CKAP5	4057157
CKB	20776162
CLCC1	23572968
CLEC3B	13724683
CLIC1	34321903
CLIC4	38318886
CLINT1	65491253
CLIP1	3743173
CLPB	15775711
CLTB	209754473
CLTC	329034231
CLU	588945633
CNDP2	17806336
CNN2	62115859
CNN3	66375697
CNOT1	3879300
CNP	54137181
CNPY2	74867185
CNPY3	31290666
COL12A1	82048207
COL14A1	297781336
COL15A1	21137336
COL18A1	85684043
COL1A1	1793697110
COL1A2	1631174621
COL3A1	28019353
COL4A1	243164240
COL4A2	280647509
COL6A1	1912950540
COL6A2	NA
COL6A3	1424236529
COLGALT1	87199119
COMT	141574190
COPA	42612476
COPB1	36194383
COPB2	31436431
COPE	25975166
COPG1	26730041
COPS2	16164683
COPS3	17255201
COPS4	14381887
COQ5	16329514
COQ9	38758565
CORO1A	39375605
CORO1B	42909152
CORO1C	431690754
COTL1	51873154
COX4I1	456799009
COX5A	295867162
COX5B	268647936
COX6B1	102421555
COX7A2	231864206
CP	47671744
CPM	24362984
CPNE1	12298161
CPNE2	20472917
CPNE3	70339241
CPOX	8469201
CPSF1	3479166
CPSF3	6287955
CPT1A	27103647
CPT2	38557427
CRAT	9351199
CRELD1	15038687
CRIP2	126977037
CRKL	6487603
CROCC	15570571
CRYAB	217724160
CRYZ	34522104
CS	304140887
CSDE1	4365044
CSE1L	5240282
CSK	1626817
CSNK1A1	21416364
CSNK2A1	63180120
CSNK2A2	36416796
CSNK2B	49774179
CSPG4	11346971
CSRP1	463746136
CSRP2	49283357
CSTB	237451532
CTBP1	28083545
CTNNB1	131091601
CTNND1	171265872
CTSA	12480735
CTSB	85835132
CTSC	25473522
CTSD	1573739108
CTSH	48142263
CTSS	59781412
CTSZ	42047554
CTTN	123615212
CUL3	3700385
CUX1	2569920
CYB5A	1727557032
CYB5B	171640116
CYB5R1	104172570
CYB5R3	520947076
CYBB	132853021
CYC1	120542590
CYFIP1	28279336
CYP20A1	20844786
CYP27A1	151780780
DAD1	186472840
DAG1	25311221
DARS	39008906
DARS2	14603538
DAZAP1	48405797
DBI	80647115
DBN1	37190688
DBNL	61274391
DBT	21191136
DCN	NA
DCTN1	38604942
DCTN2	91172249
DCTN4	11598084
DCXR	29286961
DDAH1	53105852
DDAH2	75680566
DDB1	35180843
DDOST	116697141
DDRGK1	32272637
DDX1	55053335
DDX17	79129133
DDX18	9984092
DDX23	17485977
DDX39B	54216519
DDX3X	57207057
DDX5	97817212
DDX6	21933825
DECR1	246814616
DEK	14804600
DERA	15883432
DHRS7	160920792
DHRS7B	27634989
DHX15	33004566
DHX30	4217214
DHX9	173973904
DIABLO	29222568
DIAPH1	7527685
DKC1	28442670
DLAT	71365676
DLD	192581917
DLST	222512317
DNM1L	10521242
DNM2	43983368
DNPEP	68542019
DOCK1	1766806
DOCK11	5654931
DOCK2	6902180
DOCK4	5809557
DOCK6	4563247
DOCK9	5418077
DPM1	26067867
DPT	296815711
DPYSL2	417605051
DPYSL3	158808101
DST	2980694
DSTN	87029578
DTX3L	20517071
DTYMK	13090185
DUT	39597271
DYNC1H1	78225091
DYNC1I2	64192277
DYNC1LI1	23857808
DYNC1LI2	29651322
DYNLL1	236811647
DYNLRB1	98332168
DYSF	21767860
ECE1	15668220
ECH1	56724496
ECHDC1	16896400
ECHS1	180000652
ECI1	87797938
ECI2	18746016
ECM1	7898153
EDC4	7742575
EEA1	20628462
EEF1A1	1024672065
EEF1B2	56799472
EEF1D	652112656
EEF1E1	10632417
EEF1G	78737057
EEF2	94599512
EEFSEC	7012009
EFEMP1	95365504
EFEMP2	53769938
EFHD2	45999968
EFR3A	5760596
EFTUD2	38224381
EGFR	8802453
EHD1	90648262
EHD2	476575670
EHD3	22311370
EHD4	60558163
EHHADH	7485557
EIF1	44807552
EIF2AK2	27219148
EIF2S1	60903288
EIF2S2	30041137
EIF2S3	92813508
EIF3A	56361546
EIF3B	24072170
EIF3C	34748244
EIF3D	20364985
EIF3E	19615329
EIF3F	46639329
EIF3G	9559384
EIF3H	52108365
EIF3I	53694493
EIF3L	29115403
EIF3M	17290769
EIF4A1	59208968
EIF4A2	25446039
EIF4A3	176915438
EIF5	6644322
EIF5A	72809166
