GeneID	LUAD_20T
A1BG	71175522
A2M	76326013
AARS	19624580
ABCC1	4251934
ABCD3	53565193
ABCF1	25159814
ABHD10	237872222
ABHD11	177984474
ABHD14B	44954713
ABHD16A	34567112
ABI1	40254898
ACAA1	146302093
ACAA2	243861352
ACAD8	41938480
ACAD9	24131847
ACADM	90884012
ACADS	91184749
ACADSB	190420193
ACADVL	171975819
ACAT1	310104355
ACAT2	11149303
ACE	7547843
ACIN1	27585635
ACLY	35200187
ACO1	15871102
ACO2	459957130
ACOT1	35750528
ACOT13	292121255
ACOT9	130248990
ACOX1	43528945
ACP1	21028336
ACSF2	43813669
ACSL1	48273245
ACSL3	44750861
ACSL4	11630145
ACSL5	47993631
ACSS1	22903664
ACTB	NA
ACTC1	NA
ACTG1	10830823
ACTL6A	32613459
ACTN1	565426329
ACTN4	1687452851
ACTR1A	42076462
ACTR1B	14752171
ACTR2	235679645
ACTR3	259166320
ADAM10	34328606
ADAR	48051910
ADCK3	10527276
ADD1	12192551
ADD3	11531596
ADH5	40613360
ADPGK	55105458
AEBP1	91989817
AFG3L2	35788649
AGFG1	13068916
AGK	67959016
AGL	3477768
AGO2	6460337
AGPS	42221002
AGR2	340394645
AGRN	20956149
AGT	883420
AHCY	84920382
AIF1	341519857
AIFM1	200818351
AIMP1	22469250
AIMP2	10258313
AIP	23288095
AK1	18769337
AK2	319547830
AK3	159173688
AKAP12	6935703
AKAP2	16497743
AKAP9	1310548
AKR1A1	120973610
AKR7A2	60605611
ALB	NA
ALCAM	161261895
ALDH16A1	13110784
ALDH18A1	178338009
ALDH1A1	49878953
ALDH1B1	202171438
ALDH2	1265836786
ALDH3A2	102668611
ALDH4A1	83482286
ALDH5A1	32156326
ALDH6A1	83905898
ALDH7A1	78576403
ALDH9A1	128344001
ALDOA	575120536
ALDOC	57777935
ALG2	26771533
ALG5	70415386
ALOX5	44102462
AMBP	90446386
AMPD3	7109403
ANK1	1888641
ANKFY1	6913979
ANKRD44	8558187
ANO10	27985513
ANO6	3590861
ANP32A	61213282
ANPEP	73197939
ANXA1	652343832
ANXA11	254326902
ANXA2	NA
ANXA3	5022000
ANXA4	380822350
ANXA5	1143835155
ANXA6	984631466
ANXA7	157731772
AOC3	119352907
AP1B1	68384423
AP1G1	41612929
AP1M1	46070872
AP2A1	72806397
AP2A2	39020663
AP2B1	127286244
AP2M1	90194025
AP2S1	138754831
AP3B1	18837701
AP3D1	19659939
AP3M1	19911702
APCS	1977533447
APEH	14409722
APEX1	86506145
API5	24108560
APMAP	225655837
APOA1	224586954
APOA2	231052153
APOA4	43856182
APOB	5100362
APOC1	242676492
APOC3	93901897
APOD	115317070
APOE	155201055
APOH	384975218
APOOL	58891945
APP	17583869
APPL1	5314671
APRT	52829504
AQR	10399391
ARAP1	3638061
ARCN1	107908050
ARF1	312896571
ARF4	233591460
ARF6	56985513
ARHGAP1	65472150
ARHGAP18	8376555
ARHGDIA	310996172
ARHGDIB	151793540
ARHGEF1	12339075
ARHGEF17	615983
ARL6IP5	1280416450
ARL8A	195184989
ARL8B	72178012
ARMC10	34795978
ARPC1A	9590443
ARPC1B	250671649
ARPC2	308403531
ARPC3	231567287
ARPC4	224101899
ARPC5	145200681
ARPC5L	80526477
ARRB1	14621383
ASAH1	136272252
ASPH	58133040
ASPN	119780723
ATAD3A	57476401
ATIC	33279441
ATL2	21655313
ATL3	160690971
ATP13A1	58575312
ATP1A1	375373904
ATP1B1	232608601
ATP1B3	130903010
ATP2A2	242142697
ATP2A3	31705898
ATP2B1	5759438
ATP2B4	45110734
ATP2C1	8108944
ATP5A1	1743855011
ATP5B	NA
ATP5C1	537124094
ATP5D	1499040356
ATP5F1	266462544
ATP5H	442307441
ATP5J	511385848
ATP5J2	348774113
ATP5L	263026790
ATP5O	542303110
ATP6V0A1	56520400
ATP6V0D1	61837431
ATP6V1A	140244719
ATP6V1B2	63483448
ATP6V1C1	31243348
ATP6V1E1	107662848
ATP6V1F	69457447
ATP6V1H	20626379
B2M	894803934
BAG3	43008394
BAG5	12183420
BAG6	8418255
BANF1	447386745
BASP1	126013376
BAX	56653389
BAZ1B	5412066
BCAM	27846314
BCAP31	421223394
BCAT2	111752897
BCKDHA	41524037
BCKDHB	25185787
BCKDK	33349834
BCL2L13	6924837
BCLAF1	36763314
BCS1L	14889181
BGN	547590836
BLVRA	40129259
BLVRB	158639658
BRK1	36467546
BSG	104926605
BST1	18973943
BUB3	41980839
C14orf159	31209691
C14orf166	70778311
C16orf58	39334585
C1QB	175441197
C1QBP	234116325
C1QC	126460260
C1S	12884976
C3	173328148
C4A	2481299
C4B	52233192
C4BPA	215679543
C5	5288889
C7	2718173
C8A	9533668
C9	31178929
CA1	22563930
CA2	8849924
CACYBP	55438490
CAD	13396291
CALD1	284838217
CALM3	1310851860
CALR	1716987878
CALU	562714292
CAMK2D	35526138
CAMK2G	14301066
CAND1	26876583
CANX	422907033
CAP1	336305922
CAPG	539681445
CAPN1	87417226
CAPN2	38399075
CAPNS1	115529439
CAPRIN1	55908421
CAPZA1	197094241
CAPZA2	158050568
CAPZB	187971766
CARKD	9904630
CASK	10822182
CAST	26410369
CAT	159758774
CAV1	72493553
CBR1	110987035
CBX1	163024500
CBX3	137254462
CBX5	30006828
CCAR1	37802405
CCAR2	21540898
CCDC22	7407620
CCDC47	127940494
CCDC6	23105469
CCT2	166699888
CCT3	138008932
CCT4	89135279
CCT5	135522017
CCT6A	164591518
CCT7	89003577
CCT8	126650493
CD14	180159776
CD151	60377750
CD163	69169898
CD2AP	20117553
CD44	162420464
CD47	368531928
CD55	54674484
CD59	382225856
CD74	349896423
CD81	316566604
CD9	322526886
CD97	80639956
CDC37	28616137
CDC42	296972185
CDC42BPA	1534283
CDC42BPB	7959118
CDC5L	18683925
CDH1	101407788
CDH13	16732914
CES1	20993098
CFH	49938060
CFL1	1167703803
CHCHD2	236793819
CHCHD3	211653809
CHD4	12014303
CHERP	13884981
CHID1	62415181
CHMP4B	174631228
CHMP6	12063550
CHP1	112125261
CIB1	27138195
CISD1	244457077
CISD2	102011574
CKAP4	691772630
CKAP5	6419783
CKB	2595686
CLCC1	24741779
CLEC3B	12133328
CLIC1	134938088
CLIC4	42273746
CLINT1	86122907
CLIP1	3322429
CLPB	16470545
CLTB	101838634
CLTC	474886567
CLU	466173043
CNDP2	124448560
CNN2	183294130
CNN3	54527453
CNOT1	3374843
CNP	28699792
CNPY2	209862546
CNPY3	24904470
COL12A1	280095177
COL14A1	194401536
COL15A1	32383652
COL18A1	50690085
COL1A1	188816876
COL1A2	173979331
COL3A1	27512861
COL4A1	58202833
COL4A2	79851423
COL6A1	802589495
COL6A2	711794089
COL6A3	871042883
COLGALT1	64503723
COMT	85751554
COPA	115906823
COPB1	93298244
COPB2	71384828
COPE	182878821
COPG1	70041862
COPS2	12613469
COPS3	9401459
COPS4	17951160
COQ5	13177295
