GeneID	LUAD_05T
A1BG	73436305
A2M	132576704
AARS	21636661
ABCC1	3746093
ABCD3	13042795
ABCF1	26663405
ABHD10	27278371
ABHD11	12412183
ABHD14B	131737450
ABHD16A	8923178
ABI1	12164572
ACAA1	62090034
ACAA2	135355833
ACAD8	10628570
ACAD9	12009672
ACADM	59988825
ACADS	54077644
ACADSB	82904402
ACADVL	67855175
ACAT1	646704659
ACAT2	13221292
ACE	3219294
ACIN1	20998827
ACLY	33867589
ACO1	33910356
ACO2	208100595
ACOT1	21824916
ACOT13	257234183
ACOT9	26380804
ACOX1	5237592
ACP1	44984029
ACSF2	21545207
ACSL1	20556177
ACSL3	14577387
ACSL4	2986104
ACSL5	41499097
ACSS1	7993105
ACTB	NA
ACTC1	925804396
ACTG1	167193790
ACTL6A	35421321
ACTN1	262597888
ACTN4	809942222
ACTR1A	24623525
ACTR1B	29048058
ACTR2	211471934
ACTR3	242585011
ADAM10	4001918
ADAR	34032083
ADCK3	1090645
ADD1	58878239
ADD3	49003197
ADH5	161362349
ADPGK	10110956
AEBP1	35469875
AFG3L2	14534695
AGFG1	11590018
AGK	14133263
AGL	3514867
AGO2	4758036
AGPS	8609011
AGR2	NA
AGRN	41776874
AGT	12512070
AHCY	298003801
AIF1	65418839
AIFM1	68413394
AIMP1	93136130
AIMP2	27554339
AIP	36010293
AK1	724276662
AK2	572812478
AK3	37548507
AKAP12	13221292
AKAP2	16064241
AKAP9	674588
AKR1A1	433562469
AKR7A2	145147043
ALB	NA
ALCAM	57021489
ALDH16A1	25353043
ALDH18A1	18017031
ALDH1A1	372922317
ALDH1B1	20163380
ALDH2	1212294893
ALDH3A2	127106502
ALDH4A1	40243505
ALDH5A1	17006737
ALDH6A1	168397758
ALDH7A1	95732019
ALDH9A1	250013029
ALDOA	NA
ALDOC	181002782
ALG2	9058490
ALG5	37743361
ALOX5	24568295
AMBP	43121085
AMPD3	995760
ANK1	31259495
ANKFY1	6526882
ANKRD44	6226523
ANO10	2113933
ANO6	3785249
ANP32A	238077027
ANPEP	1965417
ANXA1	550317420
ANXA11	175716480
ANXA2	1342783624
ANXA3	51257256
ANXA4	333769303
ANXA5	1503702567
ANXA6	492993936
ANXA7	118107979
AOC3	322316730
AP1B1	26261310
AP1G1	13795357
AP1M1	20397965
AP2A1	41659942
AP2A2	25222189
AP2B1	98040098
AP2M1	210932567
AP2S1	94791739
AP3B1	15992741
AP3D1	11895883
AP3M1	18034191
APCS	69665685
APEH	35300285
APEX1	256520703
API5	43281807
APMAP	265922609
APOA1	965618376
APOA2	1811231279
APOA4	23667785
APOB	29920428
APOC1	314152392
APOC3	65673554
APOD	27611826
APOE	94415764
APOH	183893125
APOOL	33166285
APP	2879027
APPL1	5871065
APRT	177891143
AQR	3591459
ARAP1	3480783
ARCN1	173161439
ARF1	516004843
ARF4	203351014
ARF6	83236652
ARHGAP1	78765164
ARHGAP18	1982885
ARHGDIA	479501018
ARHGDIB	172754932
ARHGEF1	20204579
ARHGEF17	871065
ARL6IP5	736670305
ARL8A	102929844
ARL8B	42454836
ARMC10	4539165
ARPC1A	21356738
ARPC1B	139214252
ARPC2	237437042
ARPC3	376411090
ARPC4	185771725
ARPC5	173952324
ARPC5L	51403392
ARRB1	92778978
ASAH1	37981810
ASPH	119570938
ASPN	7250822
ATAD3A	17633603
ATIC	44023618
ATL2	17093583
ATL3	72975395
ATP13A1	12939932
ATP1A1	232978803
ATP1B1	223448487
ATP1B3	22146452
ATP2A2	121745377
ATP2A3	2960695
ATP2B1	6828905
ATP2B4	33448599
ATP2C1	16922263
ATP5A1	558021344
ATP5B	802769479
ATP5C1	159385619
ATP5D	125811972
ATP5F1	69426510
ATP5H	245529627
ATP5J	244004059
ATP5J2	111347288
ATP5L	176515249
ATP5O	155482673
ATP6V0A1	43960647
ATP6V0D1	20773821
ATP6V1A	43675541
ATP6V1B2	30410988
ATP6V1C1	12439294
ATP6V1E1	30299866
ATP6V1F	32677992
ATP6V1H	13385146
B2M	1061113571
BAG3	26105325
BAG5	9504150
BAG6	18053392
BANF1	817589372
BASP1	85984476
BAX	61899308
BAZ1B	1669910
BCAM	62688500
BCAP31	412945536
BCAT2	71144385
BCKDHA	30128255
BCKDHB	13371461
BCKDK	104887299
BCL2L13	9522059
BCLAF1	19402283
BCS1L	5062315
BGN	591944465
BLVRA	153293184
BLVRB	1047419177
BRK1	88006249
BSG	17378473
BST1	15315735
BUB3	90098018
C14orf159	21759079
C14orf166	74960485
C16orf58	29153151
C1QB	21477625
C1QBP	61702205
C1QC	29643666
C1S	5956384
C3	236785946
C4A	1549977
C4B	60951745
C4BPA	141405848
C5	4778903
C7	5792299
C8A	7719282
C9	21087812
CA1	1672704248
CA2	525130103
CACYBP	77718736
CAD	10639020
CALD1	145821018
CALM3	1283220645
CALR	1529138450
CALU	139512109
CAMK2D	105909954
CAMK2G	44436491
CAND1	63999354
CANX	304474529
CAP1	302387567
CAPG	393313680
CAPN1	80287468
CAPN2	76624270
CAPNS1	190073950
CAPRIN1	28162087
CAPZA1	111806138
CAPZA2	187092497
CAPZB	258728835
CARKD	24898126
CASK	22335572
CAST	81157712
CAT	263379499
CAV1	265121978
CBR1	239902173
CBX1	20334260
CBX3	246300926
CBX5	56541845
CCAR1	13733462
CCAR2	15591780
CCDC22	6502428
CCDC47	67052283
CCDC6	26134056
CCT2	178322158
CCT3	146153152
CCT4	87543142
CCT5	126090187
CCT6A	147735706
CCT7	69536910
CCT8	100070415
CD14	12556167
CD151	19918207
CD163	8171576
CD2AP	22218437
CD44	81580108
CD47	140128519
CD55	11486056
CD59	487516648
CD74	225945561
CD81	133918166
CD9	132292607
CD97	6306140
CDC37	123199465
CDC42	439887324
CDC42BPA	514236
CDC42BPB	6293565
CDC5L	16906321
CDH1	72615285
CDH13	5993684
CES1	108916088
CFH	52334936
CFL1	NA
CHCHD2	125535636
CHCHD3	51187555
CHD4	16278010
CHERP	7004791
CHID1	30336966
CHMP4B	190515053
CHMP6	9865641
CHP1	36423867
CIB1	2255410
CISD1	128660851
CISD2	38364592
CKAP4	323501627
CKAP5	7564016
CKB	146448806
CLCC1	12205391
CLEC3B	20731554
CLIC1	519128020
CLIC4	119091230
CLINT1	58404787
CLIP1	4984505
CLPB	3865128
CLTB	166320552
CLTC	344864133
CLU	247667901
CNDP2	96074978
CNN2	142269595
CNN3	40505613
CNOT1	3775387
CNP	11768855
CNPY2	307622099
CNPY3	23912811
COL12A1	3065750
COL14A1	273498375
COL15A1	17290350
COL18A1	24482818
COL1A1	27339206
COL1A2	53775983
COL3A1	751937
COL4A1	18813152
COL4A2	29394207
COL6A1	350188121
COL6A2	396665716
COL6A3	363393094
COLGALT1	8812798
COMT	184835224
