GeneID	LUAD_101N
A1BG	135802315
A2M	227386853
AARS	2719086
ABCC1	6017200
ABCD3	11264467
ABCF1	8727329
ABHD10	18018898
ABHD11	2547611
ABHD14B	16939882
ABHD16A	11330454
ABI1	29423235
ACAA1	36915509
ACAA2	103250853
ACAD8	6316598
ACAD9	16767870
ACADM	24037784
ACADS	24094403
ACADSB	11576525
ACADVL	124054814
ACAT1	269537002
ACAT2	1648099
ACE	34697191
ACIN1	15188804
ACLY	34595774
ACO1	1058903
ACO2	80243809
ACOT1	11319444
ACOT13	30686940
ACOT9	47119498
ACOX1	5733145
ACP1	8692866
ACSF2	23560840
ACSL1	43876311
ACSL3	49867224
ACSL4	7295136
ACSL5	20746107
ACSS1	4472955
ACTB	NA
ACTC1	1421392506
ACTG1	64186860
ACTL6A	9109376
ACTN1	441527366
ACTN4	1164060569
ACTR1A	62806316
ACTR1B	24813016
ACTR2	154922795
ACTR3	183996652
ADAM10	40884291
ADAR	16767870
ADCK3	4620228
ADD1	64299222
ADD3	70206807
ADH5	24611513
ADPGK	33401391
AEBP1	82671868
AFG3L2	27314189
AGFG1	10678424
AGK	36292938
AGL	2733106
AGO2	9432597
AGPS	12006611
AGR2	168127435
AGRN	228106964
AGT	9369242
AHCY	17424542
AIF1	37367789
AIFM1	115825965
AIMP1	17775211
AIMP2	49712342
AIP	14209989
AK1	60780873
AK2	93884503
AK3	68156970
AKAP12	42167054
AKAP2	151085645
AKAP9	2024790
AKR1A1	15403977
AKR7A2	23892763
ALB	NA
ALCAM	51582962
ALDH16A1	21680271
ALDH18A1	12033124
ALDH1A1	97903138
ALDH1B1	23194176
ALDH2	475622743
ALDH3A2	136735194
ALDH4A1	18380874
ALDH5A1	19863064
ALDH6A1	56591511
ALDH7A1	28290917
ALDH9A1	87068282
ALDOA	212022562
ALDOC	9003212
ALG2	13540145
ALG5	10864120
ALOX5	46032563
AMBP	145889067
AMPD3	2908403
ANK1	124896145
ANKFY1	7935996
ANKRD44	9175453
ANO10	16174813
ANO6	44699125
ANP32A	35721549
ANPEP	16545732
ANXA1	905058850
ANXA11	248439133
ANXA2	NA
ANXA3	392469130
ANXA4	372683429
ANXA5	489570468
ANXA6	829406072
ANXA7	175381370
AOC3	1498975210
AP1B1	22900118
AP1G1	11229049
