GeneID	LUAD_102N
A1BG	138734296
A2M	203939611
AARS	3380810
ABCC1	3474384
ABCD3	22877631
ABCF1	7186072
ABHD10	16591419
ABHD11	1198151
ABHD14B	16317772
ABHD16A	19057999
ABI1	34477079
ACAA1	67311979
ACAA2	199306240
ACAD8	5205682
ACAD9	27484693
ACADM	9403256
ACADS	28312831
ACADSB	22184841
ACADVL	107044753
ACAT1	219324951
ACAT2	2675066
ACE	65004022
ACIN1	22827260
ACLY	31697003
ACO1	1543835
ACO2	101088363
ACOT1	15076138
ACOT13	24705572
ACOT9	43755410
ACOX1	9673575
ACP1	24786458
ACSF2	18679509
ACSL1	51737726
ACSL3	38750904
ACSL4	6909845
ACSL5	22063512
ACSS1	8100331
ACTB	NA
ACTC1	1859183709
ACTG1	251311856
ACTL6A	10453750
ACTN1	433756788
ACTN4	1510131566
ACTR1A	47646340
ACTR1B	19768112
ACTR2	198796063
ACTR3	170341453
ADAM10	33228131
ADAR	18843313
ADCK3	6817713
ADD1	91207851
ADD3	81007478
ADH5	50051771
ADPGK	27178736
AEBP1	88931283
AFG3L2	23918789
AGFG1	5229139
AGK	19438400
AGL	4596300
AGO2	13466953
AGPS	14717998
AGR2	167516948
AGRN	197322915
AGT	8971847
AHCY	39917627
AIF1	71194238
AIFM1	99406911
AIMP1	39451896
AIMP2	41858786
AIP	25887047
AK1	55111457
AK2	69009064
AK3	81303851
AKAP12	37262088
AKAP2	187858192
AKAP9	1617715
AKR1A1	30448741
AKR7A2	16647551
ALB	NA
ALCAM	69723106
ALDH16A1	14619750
ALDH18A1	15124769
ALDH1A1	108706778
ALDH1B1	24193424
ALDH2	314788328
ALDH3A2	115645844
ALDH4A1	15279093
ALDH5A1	12449184
ALDH6A1	54428527
ALDH7A1	17559565
ALDH9A1	46349258
ALDOA	257862803
ALDOC	13479724
ALG2	12594368
ALG5	16485728
ALOX5	73828105
AMBP	254319617
AMPD3	370725
ANK1	81435491
ANKFY1	7943092
ANKRD44	13000177
ANO10	17994785
ANO6	36832414
ANP32A	69375239
ANPEP	30963793
ANXA1	940119327
ANXA11	292765643
ANXA2	NA
ANXA3	347980946
ANXA4	759830739
ANXA5	676220743
ANXA6	930392589
ANXA7	247644081
AOC3	1306748265
AP1B1	11489977
AP1G1	25412710
AP1M1	21539904
AP2A1	79170269
AP2A2	42133249
AP2B1	99023009
AP2M1	103561816
AP2S1	120957875
AP3B1	13894459
AP3D1	7329091
AP3M1	6670730
APCS	1435030686
APEH	3728116
APEX1	20986402
API5	8332549
APMAP	117356396
APOA1	1003673597
APOA2	892175553
APOA4	69131435
APOB	37352327
APOC1	261755389
APOC3	108281047
APOD	52821335
APOE	215228120
APOH	461366025
APOOL	24513629
APP	13181687
