GeneID	LUAD_18T
A1BG	119875844
A2M	155756893
AARS	57496076
ABCC1	7290510
ABCD3	112390860
ABCF1	36055220
ABHD10	56829921
ABHD11	16047582
ABHD14B	56455187
ABHD16A	30966935
ABI1	22506318
ACAA1	74949246
ACAA2	357106217
ACAD8	18312847
ACAD9	28513989
ACADM	144198164
ACADS	29937821
ACADSB	25981105
ACADVL	105922285
ACAT1	115058652
ACAT2	64317254
ACE	5063742
ACIN1	32899220
ACLY	48203309
ACO1	35413340
ACO2	285522447
ACOT1	85192377
ACOT13	152890483
ACOT9	47994782
ACOX1	51062406
ACP1	71156838
ACSF2	60819059
ACSL1	30381917
ACSL3	35248641
ACSL4	12054850
ACSL5	32962632
ACSS1	59717346
ACTB	NA
ACTC1	774076859
ACTG1	127424641
ACTL6A	57097514
ACTN1	673821271
ACTN4	887907733
ACTR1A	43500836
ACTR1B	16456820
ACTR2	439209287
ACTR3	278816706
ADAM10	25088545
ADAR	35705556
ADCK3	22967249
ADD1	50834617
ADD3	43155114
ADH5	221259618
ADPGK	23524541
AEBP1	68222973
AFG3L2	45644733
AGFG1	13888055
AGK	10887527
AGL	10896087
AGO2	11314723
AGPS	77776188
AGR2	NA
AGRN	30538401
AGT	29491576
AHCY	257257423
AIF1	95420810
AIFM1	86005209
AIMP1	83138291
AIMP2	40545699
AIP	36632702
AK1	57286748
AK2	189233411
AK3	181650243
AKAP12	11322961
AKAP2	9276205
AKAP9	1340132
AKR1A1	201018029
AKR7A2	98961749
ALB	NA
ALCAM	77141264
ALDH16A1	33162049
ALDH18A1	55237570
ALDH1A1	198968503
ALDH1B1	154606861
ALDH2	818692971
ALDH3A2	361847800
ALDH4A1	50125067
ALDH5A1	31140475
ALDH6A1	91201672
ALDH7A1	134147957
ALDH9A1	159264578
ALDOA	1242367884
ALDOC	113214919
ALG2	27831108
ALG5	70528855
ALOX5	29140255
AMBP	32994362
AMPD3	5428650
ANK1	7560863
ANKFY1	13858332
ANKRD44	5921991
ANO10	7903279
ANO6	5227690
ANP32A	157615164
ANPEP	129292928
ANXA1	591268788
ANXA11	275381629
ANXA2	NA
ANXA3	94227873
ANXA4	1081284079
ANXA5	1643322857
ANXA6	972179978
ANXA7	208201009
AOC3	70347399
AP1B1	39762748
AP1G1	50667831
AP1M1	63993024
AP2A1	65518943
AP2A2	79015914
AP2B1	150888950
AP2M1	67284922
AP2S1	83966554
AP3B1	24101486
AP3D1	33712785
AP3M1	38211803
APCS	143404124
APEH	8685293
APEX1	175724859
API5	82031107
APMAP	393281635
APOA1	1009442500
APOA2	253251644
APOA4	89894517
APOB	14104876
APOC1	147985282
APOC3	74241667
APOD	37763558
APOE	128035908
APOH	204673892
APOOL	59253629
APP	22426130
APPL1	9138373
APRT	65764327
AQR	10532617
ARAP1	4502381
ARCN1	172717252
ARF1	895234884
ARF4	132622738
ARF6	130865225
ARHGAP1	102551996
ARHGAP18	7879330
ARHGDIA	594557116
ARHGDIB	214586365
ARHGEF1	14003217
ARHGEF17	813605
ARL6IP5	778783312
ARL8A	178134159
ARL8B	34186408
ARMC10	15207615
ARPC1A	45148467
ARPC1B	212572711
ARPC2	327393056
ARPC3	218793085
ARPC4	192580538
ARPC5	127624148
