GeneID	LUAD_16N
A1BG	240990928
A2M	361658499
AARS	18781805
ABCC1	4662586
ABCD3	24899082
ABCF1	7440086
ABHD10	68832701
ABHD11	24053423
ABHD14B	28369970
ABHD16A	17073154
ABI1	20295668
ACAA1	83291062
ACAA2	357625055
ACAD8	9036304
ACAD9	21150097
ACADM	41639739
ACADS	101426043
ACADSB	67856161
ACADVL	198533295
ACAT1	371367712
ACAT2	17773298
ACE	78524835
ACIN1	17149706
ACLY	52587259
ACO1	15271836
ACO2	226738266
ACOT1	29232430
ACOT13	87412884
ACOT9	132526443
ACOX1	16905041
ACP1	36682312
ACSF2	51552052
ACSL1	52458994
ACSL3	25073472
ACSL4	15430401
ACSL5	31213826
ACSS1	19204987
ACTB	NA
ACTC1	NA
ACTG1	319417933
ACTL6A	68355560
ACTN1	793081799
ACTN4	NA
ACTR1A	95334379
ACTR1B	42090949
ACTR2	241600559
ACTR3	253404861
ADAM10	45045975
ADAR	27553202
ADCK3	3324862
ADD1	117092934
ADD3	142272417
ADH5	69041679
ADPGK	27501819
AEBP1	85337099
AFG3L2	24989155
AGFG1	14353352
AGK	30497099
AGL	8648742
AGO2	16416967
AGPS	27318618
AGR2	234136204
AGRN	143427400
AGT	16237712
AHCY	45552335
AIF1	59084958
AIFM1	61790119
AIMP1	79838570
AIMP2	54303805
AIP	27417912
AK1	131774258
AK2	317228606
AK3	117736714
AKAP12	44987498
AKAP2	118371288
AKAP9	1968059
AKR1A1	101725619
AKR7A2	60226413
ALB	NA
ALCAM	71109662
ALDH16A1	21614507
ALDH18A1	15300841
ALDH1A1	151978840
ALDH1B1	34961104
ALDH2	379094581
ALDH3A2	142834265
ALDH4A1	33095778
ALDH5A1	18521034
ALDH6A1	54993959
ALDH7A1	71222263
ALDH9A1	79237037
ALDOA	327308007
ALDOC	21109569
ALG2	27390784
ALG5	31150921
ALOX5	62138559
AMBP	132267407
AMPD3	4207055
ANK1	115100450
ANKFY1	31027051
ANKRD44	9493112
ANO10	8506253
ANO6	13283173
ANP32A	35509004
ANPEP	16209024
ANXA1	NA
ANXA11	197602692
ANXA2	NA
ANXA3	225565890
ANXA4	672970939
ANXA5	1740479684
ANXA6	943955147
ANXA7	84086446
AOC3	1082480136
AP1B1	40019612
AP1G1	36320941
AP1M1	31476039
AP2A1	100562728
AP2A2	94158179
AP2B1	282168038
AP2M1	139522394
AP2S1	106634298
AP3B1	11476866
AP3D1	15258807
AP3M1	7830407
APCS	724395889
APEH	4988340
APEX1	81893398
API5	39609766
APMAP	224431733
APOA1	827924154
APOA2	577884731
APOA4	82299609
APOB	32591025
APOC1	1176190616
APOC3	252058557
APOD	111455994
APOE	180205002
APOH	970285301
APOOL	70298290
APP	4677862
APPL1	12929915
APRT	77814405
AQR	3949631
ARAP1	12478237
ARCN1	69791255
ARF1	584871869
ARF4	95811979
ARF6	48586163
ARHGAP1	89727256
ARHGAP18	10214200
ARHGDIA	406931565
ARHGDIB	152676015
ARHGEF1	11854789
ARHGEF17	4703246
ARL6IP5	1650635456
ARL8A	274910291
ARL8B	18819013
ARMC10	19709760
ARPC1A	16515147
ARPC1B	158723637
ARPC2	156258710
ARPC3	234688226
ARPC4	61201567
ARPC5	120985750
ARPC5L	23003525
ARRB1	34634269
ASAH1	364448841
ASPH	55569877
ASPN	770492753
ATAD3A	21584296
ATIC	23467786
ATL2	7487048
ATL3	271711440
ATP13A1	17059037
ATP1A1	242809942
ATP1B1	90714357
ATP1B3	55355374
ATP2A2	167848779
ATP2A3	3749173
ATP2B1	8819128
ATP2B4	83697802
ATP2C1	14274839
ATP5A1	917780460
ATP5B	1874573145
ATP5C1	178245231
ATP5D	277246294
ATP5F1	180620480
ATP5H	233570264
ATP5J	377678090
ATP5J2	368752575
ATP5L	30790321
ATP5O	412049364
ATP6V0A1	39028156
ATP6V0D1	99397242
ATP6V1A	50216657
ATP6V1B2	42820853
ATP6V1C1	42406174
ATP6V1E1	41107866
ATP6V1F	45224547
ATP6V1H	14493769
B2M	1069415157
BAG3	40708932
BAG5	23492206
BAG6	7992147
BANF1	618973294
BASP1	108490151
BAX	48466633
BAZ1B	3797199
BCAM	456894672
BCAP31	248801043
BCAT2	177851244
BCKDHA	16296039
BCKDHB	35868474
BCKDK	8185600
BCL2L13	22297064
BCLAF1	45105473
BCS1L	11668445
BGN	NA
BLVRA	35154933
BLVRB	439800716
BRK1	24502157
BSG	45673580
BST1	29624267
BUB3	37538047
C14orf159	44441903
C14orf166	193876054
C16orf58	12136556
C1QB	67665403
C1QBP	116852952
C1QC	112472089
C1S	44666326
C3	218444684
C4A	2908028
C4B	96278700
C4BPA	169001189
C5	40853432
C7	11812816
C8A	21072514
C9	15633587
CA1	866889098
CA2	280062891
CACYBP	20595431
CAD	8485362
CALD1	332920848
CALM3	1597698657
CALR	1163040403
CALU	204490807
CAMK2D	83148266
CAMK2G	52322101
CAND1	26334710
CANX	291750454
CAP1	264318901
CAPG	288194496
CAPN1	76332843
CAPN2	50646462
CAPNS1	202276776
CAPRIN1	19592757
CAPZA1	121193224
CAPZA2	380572559
CAPZB	301748720
CARKD	8434643
CASK	23604102
CAST	12274729
CAT	331734228
CAV1	1397055425
CBR1	174268478
CBX1	103291960
CBX3	131015243
CBX5	42554029
CCAR1	27212853
CCAR2	43707849
CCDC22	14951159
CCDC47	56010451
CCDC6	8925721
CCT2	226172727
CCT3	174631560
CCT4	140620400
CCT5	196402654
CCT6A	110019818
CCT7	135013271
CCT8	149575459
CD14	76592578
CD151	85615003
CD163	87124061
CD2AP	7001487
CD44	185334485
CD47	150439594
CD55	73185975
CD59	859149453
CD74	120141441
CD81	595670664
CD9	491598152
CD97	40457496
CDC37	64961368
CDC42	478373773
CDC42BPA	1335583
CDC42BPB	8238659
CDC5L	13102954
CDH1	59762001
CDH13	42763231
CES1	285583306
CFH	93409227
CFL1	874058407
CHCHD2	39783622
CHCHD3	94996609
CHD4	21836980
CHERP	16265783
CHID1	55795820
CHMP4B	3510239
CHMP6	24676471
CHP1	58509053
CIB1	28186600
CISD1	249488669
CISD2	72652651
CKAP4	269542449
CKAP5	5960974
CKB	190044373
CLCC1	9725676
CLEC3B	36805377
CLIC1	227252071
CLIC4	84990690
CLINT1	34442167
