GeneID	LUAD_25N
A1BG	128974116
A2M	148675384
AARS	3249687
ABCC1	1987655
ABCD3	6171682
ABCF1	4591108
ABHD10	30037419
ABHD11	1242707
ABHD14B	30169587
ABHD16A	8868648
ABI1	32531879
ACAA1	46137641
ACAA2	195453300
ACAD8	3804517
ACAD9	7034021
ACADM	18556828
ACADS	53533070
ACADSB	20770466
ACADVL	127304714
ACAT1	180755739
ACAT2	10615329
ACE	149144884
ACIN1	8387333
ACLY	16509192
ACO1	3663209
ACO2	82292285
ACOT1	14020111
ACOT13	52646489
ACOT9	47612892
ACOX1	4739599
ACP1	31977544
ACSF2	21114209
ACSL1	24522958
ACSL3	12857834
ACSL4	7752201
ACSL5	10470017
ACSS1	3813656
ACTB	NA
ACTC1	1662278087
ACTG1	74829365
ACTL6A	10200079
ACTN1	404114341
ACTN4	1157835727
ACTR1A	56333937
ACTR1B	31298283
ACTR2	137177500
ACTR3	133235358
ADAM10	35239600
ADAR	5891038
ADCK3	2056996
ADD1	54754194
ADD3	47189233
ADH5	52550432
ADPGK	16401112
AEBP1	38162655
AFG3L2	8162422
AGFG1	1879938
AGK	21171006
AGL	1559769
AGO2	6799885
AGPS	11063984
AGR2	234547223
AGRN	220908823
AGT	797446
AHCY	22682415
AIF1	25057393
AIFM1	51363713
AIMP1	14128201
AIMP2	13906945
AIP	12090408
AK1	104025748
AK2	70873171
AK3	76232168
AKAP12	13528529
AKAP2	126978973
AKAP9	67523
AKR1A1	26926876
AKR7A2	36101978
ALB	NA
ALCAM	53042302
ALDH16A1	10483232
ALDH18A1	6022790
ALDH1A1	192998856
ALDH1B1	5664639
ALDH2	214673526
ALDH3A2	95834180
ALDH4A1	8114629
ALDH5A1	13395691
ALDH6A1	43932662
ALDH7A1	44391967
ALDH9A1	59001331
ALDOA	176710788
ALDOC	34669759
ALG2	14348618
ALG5	7844127
ALOX5	26570740
AMBP	706019084
AMPD3	984689
ANK1	128639686
ANKFY1	1758428
ANKRD44	3342353
ANO10	7314599
ANO6	28648178
ANP32A	35921064
ANPEP	5595022
ANXA1	1099345206
ANXA11	267143019
ANXA2	NA
ANXA3	289289616
ANXA4	408880626
ANXA5	418899687
ANXA6	893676116
ANXA7	145316737
AOC3	1550363777
AP1B1	8521024
AP1G1	12745064
AP1M1	17933436
AP2A1	46916439
AP2A2	29947814
AP2B1	103493077
AP2M1	70020760
AP2S1	89570772
AP3B1	4216279
AP3D1	3651097
AP3M1	10444587
APCS	1311330649
APEH	6309840
APEX1	30646719
API5	4911399
APMAP	138919708
APOA1	411364482
APOA2	300839548
APOA4	31255041
APOB	19803748
APOC1	58643898
APOC3	40654744
APOD	23278822
APOE	185066844
APOH	399568942
APOOL	24381382
APP	8780458
APPL1	9503491
APRT	33048465
AQR	934518
ARAP1	1323879
ARCN1	19193156
ARF1	220079196
ARF4	37604831
ARF6	58066579
ARHGAP1	26053466
ARHGAP18	3835905
ARHGDIA	94635969
ARHGDIB	60309106
ARHGEF1	2788275
ARHGEF17	2517709
ARL6IP5	656729943
ARL8A	173965360
ARL8B	35298419
ARMC10	21286122
ARPC1A	18501195
ARPC1B	39698294
ARPC2	96987013
ARPC3	146190139
ARPC4	78836690
ARPC5	53151825
ARPC5L	11542847
ARRB1	32863969
ASAH1	157256094
ASPH	32637852
ASPN	192348318
ATAD3A	9548150
ATIC	6572344
ATL2	4680353
ATL3	106168316
ATP13A1	7024915
ATP1A1	367071641
ATP1B1	156402369
ATP1B3	51838529
ATP2A2	71658399
ATP2A3	3924367
ATP2B1	2427218
ATP2B4	74505821
ATP2C1	806166
ATP5A1	786402484
ATP5B	858460858
ATP5C1	178455216
ATP5D	223948098
ATP5F1	71816004
ATP5H	103218555
ATP5J	170431886
ATP5J2	221635010
ATP5L	166797165
ATP5O	323780614
ATP6V0A1	9537439
ATP6V0D1	34549402
ATP6V1A	16613937
ATP6V1B2	16422255
ATP6V1C1	6105999
ATP6V1E1	17167702
ATP6V1F	7340928
ATP6V1H	2858030
B2M	1585396311
BAG3	2236365
BAG5	5531069
BAG6	3939644
BANF1	437676755
BASP1	75161212
BAX	4922341
BAZ1B	487147
BCAM	486386220
BCAP31	231388037
BCAT2	47443515
BCKDHA	9790162
BCKDHB	18074870
BCKDK	1413988
BCL2L13	5292038
BCLAF1	9054477
BCS1L	3213009
BGN	1845339173
BLVRA	4464068
BLVRB	319129590
BRK1	43352418
BSG	24246390
BST1	21347634
BUB3	12940564
C14orf159	20008958
C14orf166	46521580
C16orf58	3610952
C1QB	58180324
C1QBP	56958696
C1QC	69726925
C1S	2415881
C3	136596094
C4A	2364184
C4B	39435014
C4BPA	114567928
C5	3615317
C7	6602679
C8A	5972785
C9	62868716
CA1	395123780
CA2	68544685
CACYBP	8501294
CAD	1287509
