GeneID	RNA.seq_LADC54
DDX11L1	4
WASH7P	564
MIR6859-1	27
LOC100996442	45
LOC729737	521
DDX11L17	4
WASH9P	772
MIR6859-2	21
LOC112268260	40
LOC100132287	315
LOC105378947	6
MIR12136	1091
OR4F16	4
100133331	298
107984841	58
107984847	75
107984849	23
LOC100288069	61
LINC01409	23
FAM87B	11
LINC00115	72
LINC01128	381
FAM41C	1
LOC284600	19
LINC02593	13
LOC107985728	14
SAMD11	339
NOC2L	3820
KLHL17	380
PLEKHN1	343
PERM1	49
HES4	117
ISG15	4213
AGRN	14259
LOC100288175	67
112267874	34
LOC105378948	151
RNF223	11
C1orf159	343
LINC01342	4
MIR200B	4
MIR200A	1
MIR429	26
TTLL10-AS1	1
TTLL10	7
TNFRSF18	190
TNFRSF4	219
SDF4	4593
B3GALT6	617
C1QTNF12	27
UBE2J2	1574
LINC01786	46
SCNN1D	105
ACAP3	1504
SNORD167	10
PUSL1	455
INTS11	2685
MIR6727	13
CPTP	1248
TAS1R3	130
DVL1	3231
MIR6808	9
MXRA8	5997
AURKAIP1	2628
CCNL2	7644
MRPL20-AS1	821
MRPL20	2091
107984868	68
ANKRD65	3358
LOC105378585	33
TMEM88B	17
LINC01770	106
LOC107985729	52
VWA1	6351
ATAD3C	513
ATAD3B	1295
ATAD3A	1178
TMEM240	27
SSU72	1521
FNDC10	473
LOC105378586	23
MIB2	1453
MMP23B	178
CDK11B	1790
SLC35E2B	1677
MMP23A	116
CDK11A	1107
SLC35E2A	537
LOC112268218	266
NADK	2724
GNB1	11871
LOC105378949	13
CALML6	20
TMEM52	79
CFAP74	92
LOC107984872	263
LOC105378589	3
GABRD	106
LOC105378590	0
LOC105378591	0
PRKCZ	676
PRKCZ-AS1	41
FAAP20	1307
LOC112268219	140
LOC105378593	15
SKI	3644
MORN1	174
LOC100129534	50
RER1	4364
PEX10	738
PLCH2	51
PANK4	701
HES5	3
TNFRSF14-AS1	362
TNFRSF14	1657
LOC100996583	3
PRXL2B	1284
MMEL1	391
MMEL1-AS1	2
TTC34	31
LOC105378598	4
LOC107984904	0
PRDM16-DT	97
PRDM16	866
LOC105378606	6
LOC107984909	3
LOC105378604	39
ARHGEF16	1022
MEGF6	2583
LOC105378608	12
105378607	0
TPRG1L	1496
WRAP73	941
TP73	317
TP73-AS3	2
TP73-AS1	1113
CCDC27	4
SMIM1	77
LRRC47	1898
CEP104	1249
DFFB	177
107984910	9
C1orf174	577
LINC01134	7
AJAP1	6
LOC107984911	0
NPHP4	658
KCNAB2	1042
CHD5	14
RPL22	10016
107985733	58
RNF207-AS1	11
RNF207	446
ICMT	3788
LINC00337	25
GPR153	295
ACOT7	948
HES2	41
ESPN	494
TNFRSF25	467
PLEKHG5	1109
NOL9	644
TAS1R1	43
LOC107984912	1
ZBTB48	873
KLHL21	852
LOC107984913	9
PHF13	827
THAP3	828
DNAJC11	1301
CAMTA1-DT	4
CAMTA1	806
LOC105376689	40
VAMP3	3013
PER3	873
UTS2	220
TNFRSF9	191
PARK7	4707
ERRFI1	12938
