GeneID	RNA.seq_LADC74
DDX11L1	7
WASH7P	1199
MIR6859-1	40
LOC100996442	99
LOC729737	1699
DDX11L17	2
WASH9P	1084
MIR6859-2	23
LOC112268260	27
LOC100132287	675
LOC105378947	1
MIR12136	1448
OR4F16	26
100133331	631
107984841	45
107984847	88
107984849	51
LOC100288069	83
LINC01409	23
FAM87B	10
LINC00115	96
LINC01128	205
FAM41C	1
LOC284600	2
LINC02593	10
LOC107985728	4
SAMD11	236
NOC2L	2767
KLHL17	492
PLEKHN1	46
PERM1	9
HES4	222
ISG15	1059
AGRN	6789
LOC100288175	10
112267874	3
LOC105378948	14
RNF223	1
C1orf159	512
LINC01342	3
MIR200B	14
MIR200A	10
MIR429	32
TTLL10-AS1	13
TTLL10	40
TNFRSF18	1103
TNFRSF4	195
SDF4	3378
B3GALT6	376
C1QTNF12	253
UBE2J2	1232
LINC01786	24
SCNN1D	80
ACAP3	1662
SNORD167	14
PUSL1	230
INTS11	1832
MIR6727	15
CPTP	463
TAS1R3	65
DVL1	1578
MIR6808	8
MXRA8	1860
AURKAIP1	1501
CCNL2	6646
MRPL20-AS1	324
MRPL20	1125
107984868	20
ANKRD65	75
LOC105378585	5
TMEM88B	0
LINC01770	11
LOC107985729	10
VWA1	566
ATAD3C	46
ATAD3B	1414
ATAD3A	1388
TMEM240	96
SSU72	2403
FNDC10	92
LOC105378586	10
MIB2	1702
MMP23B	149
CDK11B	2613
SLC35E2B	1753
MMP23A	74
CDK11A	1717
SLC35E2A	533
LOC112268218	310
NADK	2926
GNB1	9523
LOC105378949	4
CALML6	37
TMEM52	93
CFAP74	49
LOC107984872	63
LOC105378589	0
GABRD	14
LOC105378590	0
LOC105378591	0
PRKCZ	838
PRKCZ-AS1	113
FAAP20	1442
LOC112268219	120
LOC105378593	4
SKI	2332
MORN1	138
LOC100129534	84
RER1	3654
PEX10	927
PLCH2	541
PANK4	1187
HES5	0
TNFRSF14-AS1	246
TNFRSF14	1257
LOC100996583	9
PRXL2B	1235
MMEL1	217
MMEL1-AS1	0
TTC34	10
LOC105378598	0
LOC107984904	0
PRDM16-DT	34
PRDM16	83
LOC105378606	0
LOC107984909	0
LOC105378604	12
ARHGEF16	452
MEGF6	1491
LOC105378608	7
105378607	0
TPRG1L	919
WRAP73	1115
TP73	58
TP73-AS3	0
TP73-AS1	217
CCDC27	3
SMIM1	21
LRRC47	1915
CEP104	1542
DFFB	274
107984910	11
C1orf174	825
LINC01134	6
AJAP1	182
LOC107984911	0
NPHP4	738
KCNAB2	1470
CHD5	23
RPL22	21476
107985733	161
RNF207-AS1	4
RNF207	142
ICMT	2823
LINC00337	2
GPR153	364
ACOT7	1179
HES2	200
ESPN	1126
TNFRSF25	1147
PLEKHG5	1620
NOL9	922
TAS1R1	5
LOC107984912	0
ZBTB48	604
KLHL21	2545
LOC107984913	8
PHF13	743
THAP3	1120
DNAJC11	1982
CAMTA1-DT	21
CAMTA1	1004
LOC105376689	32
VAMP3	2594
PER3	283
UTS2	53
TNFRSF9	127
PARK7	3421
ERRFI1	803
LOC107984915	0
LINC01714	0
SLC45A1	9
RERE	2611
RERE-AS1	8
ENO1	43277
MIR6728	12
ENO1-AS1	5
CA6	2
SLC2A5	199
GPR157	124
MIR34AHG	213
MIR34A	0
LNCTAM34A	28
H6PD	935
SPSB1	1711
LINC02606	10
SLC25A33	442
TMEM201	911
107985734	52
PIK3CD	1213
PIK3CD-AS1	4
PIK3CD-AS2	36
CLSTN1	11784
CTNNBIP1	689
LOC105376717	73
LZIC	1236
NMNAT1	136
RBP7	26
UBE4B	1938
KIF1B	1775
105376725	9
PGD	16805
CENPS-CORT	198
CENPS	197
CORT	25
DFFA	1088
PEX14	639
CASZ1	425
LOC105376733	0
C1orf127	24
TARDBP	6690
MASP2	90
SRM	976
EXOSC10	1874
EXOSC10-AS1	79
MTOR	2256
MTOR-AS1	36
ANGPTL7	3
UBIAD1	551
LOC105376739	0
LOC105376740	0
DISP3	38
112268221	4
FBXO2	21
