GeneID	RNA.seq_LADC91
DDX11L1	1
WASH7P	623
MIR6859-1	30
LOC100996442	41
LOC729737	156
DDX11L17	1
WASH9P	670
MIR6859-2	24
LOC112268260	27
LOC100132287	217
LOC105378947	6
MIR12136	753
OR4F16	5
100133331	242
107984841	44
107984847	46
107984849	13
LOC100288069	83
LINC01409	37
FAM87B	11
LINC00115	32
LINC01128	411
FAM41C	3
LOC284600	15
LINC02593	25
LOC107985728	18
SAMD11	213
NOC2L	2973
KLHL17	325
PLEKHN1	467
PERM1	68
HES4	141
ISG15	14108
AGRN	24402
LOC100288175	41
112267874	25
LOC105378948	150
RNF223	72
C1orf159	398
LINC01342	6
MIR200B	6
MIR200A	9
MIR429	27
TTLL10-AS1	15
TTLL10	35
TNFRSF18	194
TNFRSF4	305
SDF4	4228
B3GALT6	479
C1QTNF12	9
UBE2J2	1313
LINC01786	53
SCNN1D	109
ACAP3	1156
SNORD167	16
PUSL1	473
INTS11	2044
MIR6727	12
CPTP	898
TAS1R3	85
DVL1	2609
MIR6808	7
MXRA8	3134
AURKAIP1	1736
CCNL2	7496
MRPL20-AS1	698
MRPL20	1600
107984868	8
ANKRD65	512
LOC105378585	35
TMEM88B	6
LINC01770	77
LOC107985729	58
VWA1	4140
ATAD3C	639
ATAD3B	952
ATAD3A	1022
TMEM240	16
SSU72	2645
FNDC10	146
LOC105378586	9
MIB2	1217
MMP23B	84
CDK11B	1824
SLC35E2B	2898
MMP23A	49
CDK11A	1524
SLC35E2A	1709
LOC112268218	355
NADK	4112
GNB1	8864
LOC105378949	8
CALML6	4
TMEM52	57
CFAP74	69
LOC107984872	3
LOC105378589	9
GABRD	48
LOC105378590	0
LOC105378591	0
PRKCZ	959
PRKCZ-AS1	85
FAAP20	1051
LOC112268219	176
LOC105378593	9
SKI	3232
MORN1	203
LOC100129534	76
RER1	3771
PEX10	757
PLCH2	238
PANK4	898
HES5	0
TNFRSF14-AS1	529
TNFRSF14	1705
LOC100996583	10
PRXL2B	1249
MMEL1	263
MMEL1-AS1	0
TTC34	27
LOC105378598	7
LOC107984904	1
PRDM16-DT	190
PRDM16	1924
LOC105378606	12
LOC107984909	24
LOC105378604	28
ARHGEF16	1199
MEGF6	1924
LOC105378608	7
105378607	1
TPRG1L	1950
WRAP73	723
TP73	329
TP73-AS3	12
TP73-AS1	967
CCDC27	4
SMIM1	80
LRRC47	1569
CEP104	1519
DFFB	257
107984910	12
C1orf174	732
