GeneID	RNA.seq_LADC52
DDX11L1	1
WASH7P	531
MIR6859-1	21
LOC100996442	89
LOC729737	1622
DDX11L17	4
WASH9P	643
MIR6859-2	12
LOC112268260	34
LOC100132287	559
LOC105378947	4
MIR12136	294
OR4F16	4
100133331	416
107984841	45
107984847	79
107984849	36
LOC100288069	99
LINC01409	43
FAM87B	9
LINC00115	37
LINC01128	486
FAM41C	2
LOC284600	14
LINC02593	56
LOC107985728	54
SAMD11	363
NOC2L	2013
KLHL17	334
PLEKHN1	309
PERM1	50
HES4	283
ISG15	912
AGRN	11380
LOC100288175	41
112267874	16
LOC105378948	74
RNF223	52
C1orf159	461
LINC01342	1
MIR200B	4
MIR200A	1
MIR429	9
TTLL10-AS1	79
TTLL10	175
TNFRSF18	214
TNFRSF4	269
SDF4	4914
B3GALT6	595
C1QTNF12	134
UBE2J2	1282
LINC01786	77
SCNN1D	136
ACAP3	1464
SNORD167	9
PUSL1	451
INTS11	1956
MIR6727	10
CPTP	863
TAS1R3	88
DVL1	1858
MIR6808	3
MXRA8	3913
AURKAIP1	1994
CCNL2	5966
MRPL20-AS1	745
MRPL20	1775
107984868	18
ANKRD65	467
LOC105378585	21
TMEM88B	0
LINC01770	127
LOC107985729	68
VWA1	3881
ATAD3C	524
ATAD3B	858
ATAD3A	876
TMEM240	37
SSU72	2347
FNDC10	528
LOC105378586	47
MIB2	1908
MMP23B	270
CDK11B	1820
SLC35E2B	2409
MMP23A	182
CDK11A	1192
SLC35E2A	837
LOC112268218	220
NADK	2288
GNB1	9180
LOC105378949	8
CALML6	21
TMEM52	45
CFAP74	205
LOC107984872	12
LOC105378589	6
GABRD	129
LOC105378590	2
LOC105378591	4
PRKCZ	822
PRKCZ-AS1	49
FAAP20	1190
LOC112268219	176
LOC105378593	11
SKI	3894
MORN1	245
LOC100129534	55
RER1	3297
PEX10	930
PLCH2	384
PANK4	778
HES5	2
TNFRSF14-AS1	429
TNFRSF14	2074
LOC100996583	12
PRXL2B	1226
MMEL1	292
MMEL1-AS1	9
TTC34	104
LOC105378598	4
LOC107984904	0
PRDM16-DT	84
PRDM16	244
LOC105378606	1
LOC107984909	3
LOC105378604	16
ARHGEF16	874
MEGF6	2514
LOC105378608	11
105378607	0
TPRG1L	1539
WRAP73	682
TP73	295
TP73-AS3	7
TP73-AS1	1055
CCDC27	8
SMIM1	274
LRRC47	1719
CEP104	1298
DFFB	273
107984910	8
C1orf174	498
LINC01134	11
AJAP1	48
LOC107984911	0
NPHP4	391
KCNAB2	1085
CHD5	35
RPL22	10344
107985733	99
RNF207-AS1	34
RNF207	513
ICMT	3610
LINC00337	15
GPR153	601
ACOT7	919
HES2	59
ESPN	145
TNFRSF25	246
PLEKHG5	699
NOL9	623
TAS1R1	9
LOC107984912	0
ZBTB48	592
KLHL21	1126
LOC107984913	13
PHF13	690
THAP3	758
DNAJC11	1065
CAMTA1-DT	8
CAMTA1	884
LOC105376689	86
VAMP3	2901
PER3	1128
UTS2	39
TNFRSF9	119
PARK7	5300
ERRFI1	6595
LOC107984915	2
LINC01714	1
SLC45A1	111
RERE	5569
RERE-AS1	9
ENO1	30545
MIR6728	10
ENO1-AS1	34
CA6	4
SLC2A5	142
GPR157	372
MIR34AHG	309
MIR34A	2
LNCTAM34A	30
H6PD	3212
SPSB1	2970
LINC02606	58
