GeneID	RNA.seq_LADC56
DDX11L1	2
WASH7P	541
MIR6859-1	30
LOC100996442	50
LOC729737	528
DDX11L17	1
WASH9P	701
MIR6859-2	20
LOC112268260	9
LOC100132287	308
LOC105378947	0
MIR12136	474
OR4F16	4
100133331	329
107984841	87
107984847	132
107984849	15
LOC100288069	58
LINC01409	43
FAM87B	11
LINC00115	69
LINC01128	327
FAM41C	0
LOC284600	7
LINC02593	39
LOC107985728	28
SAMD11	267
NOC2L	1590
KLHL17	311
PLEKHN1	124
PERM1	28
HES4	63
ISG15	1591
AGRN	8872
LOC100288175	25
112267874	13
LOC105378948	106
RNF223	39
C1orf159	255
LINC01342	3
MIR200B	6
MIR200A	5
MIR429	11
TTLL10-AS1	2
TTLL10	19
TNFRSF18	75
TNFRSF4	134
SDF4	3201
B3GALT6	435
C1QTNF12	10
UBE2J2	943
LINC01786	64
SCNN1D	156
ACAP3	831
SNORD167	6
PUSL1	290
INTS11	1707
MIR6727	15
CPTP	577
TAS1R3	48
DVL1	2325
MIR6808	7
MXRA8	2763
AURKAIP1	1448
CCNL2	3953
MRPL20-AS1	599
MRPL20	1280
107984868	11
ANKRD65	1358
LOC105378585	17
TMEM88B	8
LINC01770	84
LOC107985729	52
VWA1	2895
ATAD3C	935
ATAD3B	904
ATAD3A	728
TMEM240	28
SSU72	2216
FNDC10	649
LOC105378586	48
MIB2	1378
MMP23B	164
CDK11B	1314
SLC35E2B	2213
MMP23A	138
CDK11A	1090
SLC35E2A	1542
LOC112268218	204
NADK	2716
GNB1	7694
LOC105378949	6
CALML6	9
TMEM52	26
CFAP74	15
LOC107984872	2
LOC105378589	1
GABRD	37
LOC105378590	0
LOC105378591	1
PRKCZ	1321
PRKCZ-AS1	63
FAAP20	1244
LOC112268219	114
LOC105378593	7
SKI	3474
MORN1	132
LOC100129534	62
RER1	3540
PEX10	601
PLCH2	364
PANK4	667
HES5	0
TNFRSF14-AS1	636
TNFRSF14	2060
LOC100996583	17
PRXL2B	903
MMEL1	168
MMEL1-AS1	1
TTC34	16
LOC105378598	4
LOC107984904	0
PRDM16-DT	121
PRDM16	705
LOC105378606	2
LOC107984909	5
LOC105378604	7
ARHGEF16	869
MEGF6	4280
LOC105378608	17
105378607	4
TPRG1L	1779
WRAP73	678
TP73	349
TP73-AS3	4
TP73-AS1	809
CCDC27	4
SMIM1	128
LRRC47	1179
