GeneID,Intensity.LUAD_phos_08T
RBM47,0
E2F8,0
UBA6,0
ESYT2,663062376
ESYT3,0
MED19,130002155
UHRF1BP1L,126589955
KIAA1598,127751255
LNP1,0
ARHGAP10,0
CCDC64B,385427165
MEX3A,0
C1orf226,0
PLEKHG3,251569860
SH3PXD2B,0
FRMD3,0
CXorf23,260820010
NBAS,280147310
TESPA1,0
KIAA1467,0
DENND3,0
SBNO1,0
KLRG2,0
RAB19;RAB43,0
SH3D21,0
XIRP2,377254485
POTEF;POTEI;POTEJ;ACTB;ACTG1;POTEE;POTEKP,126581155
POTEF;POTEI;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;POTEE,125525465
POTEF;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;ACTBL2;POTEE;POTEKP,134089955
CCDC151,0
CNOT1,0
ARHGEF35,0
ARHGEF35;ARHGEF5,0
BDP1,134063655
CCDC88B,126606355
FAM83G,0
PALM3,519143720
SOWAHB,0
ZNF316,279963910
TLCD2,128469455
CCDC69,0
WTIP,0
PCNXL2,423565365
CCDC85C,0
PCP4L1,0
TRIM64C,0
BTBD11,0
ZSWIM8,0
ARHGAP32,126498755
DISP2,0
TBKBP1,0
POM121C,252523910
POM121C;POM121B;POM121,0
POM121C;POM121,0
EFCAB7,0
NEURL1B,0
NCF1C;NCF1;NCF1B,126044855
FAM171A2,125438945
WASH4P;WASH1;WASH3P;WASH2P,0
WASH4P;WASH1;WASH3P;WASH2P;WASH6P,0
COL6A5,0
MYO1G,0
MYO9A,126197255
SMIM1,554611920
TMEM229A,0
PPP1R3G,0
TMEM238,0
FAM195B,0
NACA,170470455
CNKSR3,0
CNKSR3;IPCEF1,0
AGPS,127274255
KIF2A,0
DDX39A;DDX39B,0
PDLIM1,126458855
MYO1C,127630955
SNAP23,384090755
FXYD1,0
GTPBP1,0
STXBP3,0
ARVCF,385513965
SMAP,159538455
RAB27B;RAB27A,0
AP3B1,178462455
SULT2B1,0
NFKBIE,0
PSMD11,0
MEN1,133712555
CBX4,0
SUPT5H,257985710
DFFA,0
RFXAP,0
HIP1,0
CLIC1,0
EIF3F,0
WWP2,0
ARNTL,0
PIK3CD,0
PDHX,0
QSOX1,0
FOXN3,126345255
IPO5,0
EEF2K,0
EML1,0
DNM1L,130597855
PIK3C2A,260566910
LST1,0
GOLIM4,272000810
MEIS1,136367455
ELL2,0
BTN3A1,0
BIN1,384899165
CLDN5,0
KPNA3,272181110
STK25;STK26;STK24,0
BCL9,125298415
LAD1,259215310
EBAG9,215037455
SDCBP,127090255
PITPNM1,252134010
MPHOSPH10,395777365
NOP56,744869176
PEX12,0
KPNA4,0
NFIB,252603110
ACACB,0
SCD,0
PPAP2A,0
PPAP2B,127159155
ARID1A,383153515
BHLHE40,0
C2CD2L,0
FCHO1,0
TRAFD1,136230455
HSPB6,0
CIT,0
COPE,261278410
CDC42EP2,125637295
AP3D1,257502310
ENPP3,0
ABLIM1,1192028397
DVL1,0
DVL1;DVL1P1,0
CHD1,0
CHD2,522677920
STX16,126603455
EI24,127395455
TP53I11,548310455
KMT2D,1023481822
RGPD8;RGPD5,0
RGPD8;RGPD5;RGPD1;RGPD2,132305155
RGPD8;RGPD5;RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,127601755
RGPD8;RGPD5;RANBP2;RGPD4;RGPD3,383961515
PDCD5,0
SLC9A3R1,277734110
NRP1,0
TNPO2,0
APOL1,268974010
UNC13B,378029345
RASGRF2,0
SCAMP3,439860910
BACH1,0
BCKDK,191699455
IRF6,0
GIPC1,0
IKBKB,0
RGS12,0
CASK,0
PPP1R12A,646294576
GAK,127490655
ZNF263,0
HNRNPDL,131532255
XPO1,125994655
ARHGEF10,125782725
ZNF609,126690655
ZNF646,0
PDZD2,0
SPTBN2,0
MAST4,0
SEC16A,673743476
PLXNB2,0
AREL1,127790955
KHNYN,0
U2SURP,512422220
SETD1A,776180831
SYNJ2,0
SYNM,654691476
KIAA0355,0
MCF2L,378865265
DCLK1,0
ARHGEF11,893249416
FYB,0
TBX3,0
SCAMP2,335080455
ARPC1B,0
BET1,0
TRIM24,514795920
PGRMC2,927529376
CTDSPL,0
SMAD9;SMAD1,0
RGL2,0
NKRF,0
ZNF185,401383365
CASC3,129010555
RER1,307071910
ATXN7,0
MID1,0
MID1;MID2,0
INPPL1,132588655
SLC16A4,0
HDAC3,0
SIGLEC5,125614495
STX7,125918815
TOX3,0
FOXP2,0
TNRC18,381611365
SLC16A3,133197555
SLC31A2,0
ABCC3,253287310
ABCC4,261915710
ABCC5,0
CD3EAP,0
MSH4,0
PER1,126674555
RNF113A,125921415
KDM6A,0
CLDN3,429121165
FFAR2,125381235
ZZEF1,0
ASAP2,0
RRP8,0
PJA2,0
SIPA1L1,268051610
ARHGAP6,0
PHF1,0
GPR39,0
SEPTIN4,132958755
DYNC1LI2,259584400
PSMD3,0
SART1,260570455
SPINT2,126477555
HSPA12A,0
CCP110,129293255
ADCY6,125607885
CTIF,130108755
PPIP5K2,127757655
MAP3K7,254352210
RIPK2,0
RASA4;RASA4B,125932125
WDR62,0
PRPF3,169056455
TXNL1,0
TPD52L2,389604865
SYNJ1,268980610
EIF4G3,255472110
CBFA2T2,252671380
AKR7A2,0
EPB41L2,397728665
TGOLN2,410299965
WIPF1,0
ATP8B1,0
FOXO3,0
SMAD6,0
SGCE,0
LAT,0
RGS14,127021355
RNF13,0
AKAP10,0
SYT7,0
DENR,129273855
SPRY2,0
DNPH1,0
CHMP2A,135909455
RGS10,0
BUB3,0
AKAP7,0
ACTN4,0
ACTN4;ACTN1,0
ACTN4;ACTN1;ACTN3;ACTN2,128532355
PRKAB2,264782960
STX6,0
SYNGR2,131352655
SGTA,128629755
ENSA,126632955
ENSA;ARPP19,0
STRN,128486355
RRP9,399297365
C21orf2,125583965
AKAP8,393168165
ZBTB14,0
NRD1,126441555
CALU,125689745
AHCYL1,0
KIF1C,252194710
TYROBP,126525155
FIGF,0
PEX1,387102265
RAD21,0
TIMM8A,0
KALRN,0
DHX16,394152165
SSSCA1,0
PPP1R12B,125869655
BNIP3L,540025820
SH3BP5,0
PLIN1,0
BAI3,0
MED14,127821855
PCDH7,0
PRPSAP2,128161255
SMARCA5,0
GPRIN2,0
SPAG9,599525550
SUSD5,0
MGRN1,0
SIPA1L3,129426955
ZFC3H1,0
TRAK2,0
LZTS3,0
KIAA0556,0
AQR,0
MAST3,125424275
ATP10A,0
ZEB2,127067955
MCM3AP,0
KIF1B,126851255
KDM1A,129759555
TBC1D4,0
FZD6,0
HBP1,0
PPL,660319220
EVI5,127866855
LY75,0
PLXNC1,150588455
MPZL2,0
ACSL4,0
SNX3,126927355
DOK2,0
STX10,252065190
MGEA5,0
ADCY9,0
SORBS3,163635455
EIF4EBP3,0
NEMF,378734555
GMDS,0
NMT2,127099855
GREM1,140053455
EIF4E2,127170855
CCNT2,254245110
SELENOF,0
PDE8A,0
PDE8A;PDE8B,0
PLIN3,0
SLC16A7,0
MAFK,0
PRMT3,261741510
KPNA6,0
UGDH,125557915
LPXN,0
SNX2,386509365
DPM1,142373455
USO1,271150110
TOM1,125534495
PFKFB2,125475845
EIF5B,1251430017
GAS7,0
BRD4,270875610
OPHN1,0
PPP1R11,542617820
RNASEH1,0
NBN,0
NOL3,0
DTNB,0
LILRB3,130228455
LILRB5,125757085
MITF,0
SRGAP2,0
SRGAP2;SRGAP2B;SRGAP2C,126330855
NOS1AP,0
IGSF3,0
DENND4B,0
TMCC2,128466755
CBFA2T3,0
LRP4,0
LDB3,375853485
N4BP1,0
ROCK2,0
CLASP2,0
COBL,0
CPNE3,0
ZBED4,0
DEPDC5,125889745
ATG13,0
OBSL1,0
PHF2,908061786
PHF2;PHF8,0
ZC3H11A,0
RAB11FIP3,0
SOCS5,0
NPHP4,126245955
PHACTR2,0
PPP6R2,0
CNOT3,0
ANKRD17,126972555
SIN3B,0
DNAJB6,128604755
SNN,0
VPS4B,0
VPS4B;VPS4A,0
ENTPD3,0
ZNF217,0
H2AFY,513716540
FLNB,758947471
NCOR1,899722526
VAMP4,138866455
PEX14,253988210
TRIM3,256339510
ULK1,125522895
SLC43A1,126023655
SEC22B,594751420
DEAF1,0
PRPF40A,532393220
TACC1,0
GIGYF1,0
LRCH4,0
SAP30,0
MED24,128532055
KATNA1,127635055
ERN1,0
PSIP1,883076001
SRSF10,712051765
CLDN11,0
TNFRSF21,0
TADA3,0
SF3B1,384208365
WBP4,0
SKAP2,255620540
PRKRA,236670455
RPS6KA5,0
MYCBP2,643270076
NPM3,0
PRDM1,0
REM1,0
SNRNP200,384580455
OFD1,125885105
TOM1L1,0
RPS6KA4,0
SURF6,129230655
UTP20,148070455
NUP155,152526455
TCEA3,126480755
PALM,0
GRAP2,128088555
CAPN15,0
BCAR3,0
EIF3G,0
EIF3J,394177385
PPP1R37,0
DGAT1,0
CCNK,136996455
DYSF,0
PIAS1,127978455
FLOT1,0
TRIO,126026055
MPDZ,252397970
CPD,282937910
SASH3,0
GLRX3,0
RSL1D1,160743455
WFS1,0
NEBL,0
RNF8,0
PDE5A,0
ZFAND5,0
SRP72,138617455
RECQL5,131394855
URI1,0
STK17B,0
ECM2,126704355
MTA2,128160455
USP1,0
STK10,257346910
PRKD3,0
PRKD3;PRKD1,253929610
GFPT2,0
TPPP,0
KBTBD11,126316255
ATP10B,0
TOMM70A,171354455
MYO1D,0
TOX4,0
MICAL2,127445355
KIAA0754,0
SUPT7L,129637755
FCHSD2,0
UFL1,143436455
SORBS2,1134264692
TMCC1,257018110
PHF14,649495476
SASH1,254523810
TMEM63A,257707610
FARP2,0
UBXN7,0
SUN1,128518055
PROSC,126190855
PRPF6,0
PCF11,0
FRYL,0
CDK14,125348875
GLCE,0
ABLIM3,385423865
KDM4B,0
KDM4B;KDM4E;KDM4C,0
SLCO2B1,133728355
WDR47,0
TRIM37,0
SEC31A,846301676
CEP152,0
FAM13A,0
ARHGEF15,0
TJP3,394198165
YIF1A,0
UBR5,436164165
FSBP,0
SCAF4,0
UBE4B,125939835
SCEL,954656996
VAMP5,0
RTN3,0
ZNF205,258965910
EPN2,127030955
STBD1,129902755
ZRANB2,298864710
LUC7L3,0
KIF20A,0
MBD4,0
SBF1,0
KAT7,515088420
ABCC6,0
PDE8B,0
KCNK5,0
VAPB,651669356
SNAPIN,0
MPZL1,263496010
PGLS,0
TACC2,657932676
TRIM16,0
ZBTB7A,266400810
MAP3K6,0
SLU7,274470710
PGM3,0
RAPGEF3,0
CD2BP2,549867365
MED26,130618955
ZFYVE9,0
SVIL,1361189352
BAG4,0
SLC34A2,0
PARN,141567455
FMNL1,329989610
CLDN7,0
ABCA1,0
SEC24B,0
LPHN2,126158455
CBX6,0
NADK,0
SFT2D2,0
ACSL3,0
POLR1A,0
PCNT,262142210
CNOT4,0
NFATC1,0
ASMTL,0
CDS2,402541910
FGFR1OP,258513610
PPP1R3D,0
BRD1,125378305
POP4,0
HERC2,0
HERC2;HERC2P3,253958660
OXSR1,129274955
PTBP3,0
STARD3NL,405545865
WIZ,252383770
DDX58,0
STAU1,0
TMEM50A,125253415
BAG2,0
BAG3,151491455
MAP4K4,126164155
AIFM1,394768665
LATS1,125829375
TSPAN13,0
ABHD16A,0
C6orf47,126964455
EOMES,0
S1PR4,0
BCL10,0
MOCS2,0
PEX11B,0
PAK4,0
CHEK2,0
APBA3,0
LDHA,125891455
ALDH1A1,0
CYB5R3,0
PNP,125976605
ABL1,0
EGFR,386919155
PGK1,0
AK1,0
F9,0
PLG,0
CA1,0
CA2,0
SERPINC1,136972455
SERPINA1,0
KNG1,565997990
FOS,0
MYC;MYCN,0
PIGR,276669410
HLA-B,0
HLA-DRB1;HLA-DRB3,0
HBD,0
HBD;HBB,0
COL1A1,0
SPTA1,126912355
APOE,0
APOA2,125339335
FGB,0
MBP,125837925
GYPA,444491665
SLC4A1,755205920
FN1,155508455
AHSG,125894735
TFRC,0
FTH1,325766710
VTN,127821555
HMGCR,0
CAT,0
RAF1,0
RAF1;ARAF,154691455
ALDOA,261017210
ANXA1,128337255
APOB,0
NR3C1,133514655
TK1,0
CD74,0
SEMG1;SEMG2,0
GAPDH,0
ERBB2,515923260
TP53,0
SLC4A2,0
GYPC,0
ATP1A1,0
ATP1A1;ATP1A3,0
ATP1A1;ATP1A3;ATP4A;ATP1A2,126512455
APP,125991755
HMGN1,428675365
PRKCG;PRKCB,137504455
SLC25A5;SLC25A4;SLC25A6,126708355
ALPL,126404455
ALPP;ALPPL2,0
EIF2S1,125855765
ICAM1,148151455
RPLP2,260180110
RPLP0;RPLP0P6,0
JUN,130096855
JUN;JUND,133553555
SSB,0
PRKCB,0
KRT18,450961833
UROD,0
FYN,132365655
GSN,125267735
RB1,0
PTMA,133566755
CDK1;CDK3;CDK2,0
ATP5B,0
S100A9,0
S100A6,0
APOA4,0
ENO1,128414655
ENO1;ENO3;ENO2,0
NPM1,367115010
TPM3,254479010
TPM3;TPM1,125506295
EPHX1,0
NEFM,0
CENPB,0
P4HB,0
FES,0
CSF1R,0
CTSD,0
ANXA2,0
ANXA2;ANXA2P2,833365621
GP1BA,0
CAPN1,0
ADRB2,0
BPGM,127230155
APRT,0
EPRS,383518565
HNRNPC,980573001
UQCRH,0
YES1,0
LYN,278434510
SFTPB,0
GJB1,0
SP1,0
ZFY;ZFX,0
ANXA6,125674615
NGFR,0
ABCB1,0
SLC3A2,0
NR3C2,0
HSP90AB1;HSP90AB3P,358080455
SRPR,630325520
MME,127720155
PDHA1,138217455
PDHA1;PDHA2,280255910
PTPRC,156842455
MET,0
ADRB1,0
SNRNP70,144865455
HCK,0
ITGA5,0
NFIC,256159410
RPS17,0
ANXA5,0
RPSA,0
IL6R,0
ADRA2A,0
SNRPA,0
HOXD4,0
GSTA2;GSTA1;GSTA3,0
SNRPC,0
LGALS1,0
TPM1,257962610
CLTA,131071055
ANXA4,128093655
CNP,126531055
CD7,0
HMOX1,0
CSF1,125847345
PDGFRB,125437935
HNRNPA1,1411250366
HNRNPA1;HNRNPA1L2,0
PARP1,0
ALDOC,0
TFPT,257722910
ATXN1L,0
POLR2M;GCOM2,125496425
SMIM13,269521610
RGPD1;RGPD2,126139355
RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,0
HSPA1B;HSPA1A,0
HSPA1B;HSPA1A;HSPA6;HSPA7,0
PGBD3,0
GLI3,126237755
ZBTB48,125947565
GLI4,0
TROVE2,0
RRAS,125827965
ARAF,0
HIST1H1E,281434900
HIST1H1E;HIST1H1B;HIST1H1D;HIST1H1C;HIST1H1A,0
HIST1H1E;HIST1H1D,175410455
SPP1,258429110
PTPRF,0
NR2F6,0
NR2F1,0
MAPT,0
PRKAR1A,189503455
KIT,0
HSPD1,126567255
CLU,0
IRF1,0
HSPA5,0
MAP2,133978555
SLC2A1,323177910
SLC2A3,127159155
EPB41,1038322802
PYGB,0
RALA,0
BCR,389596465
ERG,0
TOP1,0
TOP2A,927591386
G6PD,0
ESRRA,0
DMD,252555090
SFTPC,125632345
IGF2R,438369565
SRF,256748810
MS4A1,126349455
COL6A1,0
COL6A3,0
TPR,254032800
ANXA3,0
BCKDHA,496907910
SKI,0
ACTN1,0
ACE,0
CDH1,0
SRC,179169455
XRCC6,125928075
UNG,0
NR2C1,0
GP1BB,271650455
RNH1,128145955
CYBA,126261155
SCG2,0
CFTR,0
VCAN,575864780
ITGA4,0
CEACAM1,0
HLA-A,355006988
HLA-E,0
HLA-DRB4,0
LCP1,286369010
PLS3,0
APEH,0
GYS1,126393955
PRKAR2A,911877365
CCDC130,127336455
CD99,0
PRKCSH,0
HCLS1,126010955
PKM,127941955
HSP90B1,255042010
SLC2A4,0
HNRNPL,128227955
DARS,0
ETS1,0
JUP,254435210
BRAF,132361755
PVR,0
PGAM2;PGAM1;PGAM4,0
IFNGR1,127474655
B4GALT1,128797855
EZR,125941895
ATF2,253574510
UCHL3,0
FOSL2,258576810
NME1;NME2;NME2P1,126279855
HIVEP1,0
RPS2,125921955
TCF4,0
TCF3,126699255
DSP,437097065
MUC1,255534710
CD44,132739255
ITGB4,125983855
SPN,127267955
CBR1,0
CREB1,262374310
PECAM1,125429515
PPP3CB,126493055
NCK1,130977855
GCFC2,389914765
HIST1H1B,465654865
HIST1H1D,279623310
HIST1H1C,602320910
POR,0
EPB42,0
MGMT,0
ATP2A2,149517455
STMN1,391634945
STMN1;STMN2,126251455
YBX3,0
YBX3;YBX1;YBX2,126114055
ZNF22,150008455
ZKSCAN1,125956135
ZSCAN20,0
HMGA1,731948206
TMEM11,0
IFNAR1,0
