GeneID,Intensity.LUAD_phos_06T
RBM47,0
E2F8,0
UBA6,0
ESYT2,1309299144
ESYT3,0
MED19,120685449
UHRF1BP1L,555829446
KIAA1598,110030549
LNP1,0
ARHGAP10,0
CCDC64B,221669998
MEX3A,0
C1orf226,223038798
PLEKHG3,434811897
SH3PXD2B,108296549
FRMD3,0
CXorf23,219751098
NBAS,111309749
TESPA1,212714998
KIAA1467,118370449
DENND3,0
SBNO1,0
KLRG2,0
RAB19;RAB43,0
SH3D21,0
XIRP2,0
POTEF;POTEI;POTEJ;ACTB;ACTG1;POTEE;POTEKP,0
POTEF;POTEI;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;POTEE,107320249
POTEF;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;ACTBL2;POTEE;POTEKP,135570449
CCDC151,0
CNOT1,107909749
ARHGEF35,105882049
ARHGEF35;ARHGEF5,0
BDP1,119351449
CCDC88B,129899449
FAM83G,106472049
PALM3,469579297
SOWAHB,108024149
ZNF316,264067998
TLCD2,107767249
CCDC69,0
WTIP,0
PCNXL2,0
CCDC85C,106929149
PCP4L1,0
TRIM64C,0
BTBD11,0
ZSWIM8,213155898
ARHGAP32,0
DISP2,0
TBKBP1,0
POM121C,223355498
POM121C;POM121B;POM121,0
POM121C;POM121,107001749
EFCAB7,107267849
NEURL1B,0
NCF1C;NCF1;NCF1B,109830149
FAM171A2,0
WASH4P;WASH1;WASH3P;WASH2P,0
WASH4P;WASH1;WASH3P;WASH2P;WASH6P,105396609
COL6A5,0
MYO1G,106776149
MYO9A,0
SMIM1,215800598
TMEM229A,0
PPP1R3G,0
TMEM238,107694849
FAM195B,0
NACA,442629747
CNKSR3,0
CNKSR3;IPCEF1,114285349
AGPS,110770849
KIF2A,0
DDX39A;DDX39B,0
PDLIM1,106531749
MYO1C,113389349
SNAP23,330292947
FXYD1,0
GTPBP1,288516898
STXBP3,0
ARVCF,339562047
SMAP,470231449
RAB27B;RAB27A,0
AP3B1,246011449
SULT2B1,0
NFKBIE,0
PSMD11,108370449
MEN1,0
CBX4,117180449
SUPT5H,246387898
DFFA,108774549
RFXAP,0
HIP1,0
CLIC1,151524449
EIF3F,0
WWP2,0
ARNTL,0
PIK3CD,0
PDHX,0
QSOX1,0
FOXN3,328576647
IPO5,108935249
EEF2K,111728549
EML1,106109449
DNM1L,130430449
PIK3C2A,216165798
LST1,119424449
GOLIM4,245919898
MEIS1,111750949
ELL2,110816549
BTN3A1,0
BIN1,389926547
CLDN5,0
KPNA3,175550449
STK25;STK26;STK24,0
BCL9,576013756
LAD1,667379395
EBAG9,551291449
SDCBP,113278749
PITPNM1,329280947
MPHOSPH10,429050347
NOP56,1006673247
PEX12,0
KPNA4,120736449
NFIB,107838849
ACACB,0
SCD,0
PPAP2A,0
PPAP2B,105172429
ARID1A,113928249
BHLHE40,0
C2CD2L,0
FCHO1,0
TRAFD1,307398898
HSPB6,105106629
CIT,0
COPE,231187298
CDC42EP2,0
AP3D1,259417898
ENPP3,0
ABLIM1,560215846
DVL1,0
DVL1;DVL1P1,0
CHD1,108240649
CHD2,551903646
STX16,111058849
EI24,105935949
TP53I11,418311449
KMT2D,1235654542
RGPD8;RGPD5,0
RGPD8;RGPD5;RGPD1;RGPD2,121601449
RGPD8;RGPD5;RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,125010449
RGPD8;RGPD5;RANBP2;RGPD4;RGPD3,460878597
PDCD5,0
SLC9A3R1,532772097
NRP1,0
TNPO2,0
APOL1,213330598
UNC13B,225962498
RASGRF2,107064849
SCAMP3,329298898
BACH1,340342947
BCKDK,331371449
IRF6,219852298
GIPC1,108388049
IKBKB,0
RGS12,107330449
CASK,105556719
PPP1R12A,486340997
GAK,211757898
ZNF263,0
HNRNPDL,115360449
XPO1,0
ARHGEF10,110263849
ZNF609,457801197
ZNF646,109756749
PDZD2,106608249
SPTBN2,0
MAST4,106800449
SEC16A,1066926794
PLXNB2,0
AREL1,0
KHNYN,0
U2SURP,331026727
SETD1A,886247845
SYNJ2,220133398
SYNM,213002898
KIAA0355,0
MCF2L,106974349
DCLK1,220155098
ARHGEF11,1347735792
FYB,108610049
TBX3,0
SCAMP2,563261449
ARPC1B,107344049
BET1,113637549
TRIM24,368667347
PGRMC2,1334610147
CTDSPL,0
SMAD9;SMAD1,0
RGL2,0
NKRF,0
ZNF185,569706797
CASC3,457171197
RER1,438538898
ATXN7,108429149
MID1,0
MID1;MID2,105474839
INPPL1,133854449
SLC16A4,0
HDAC3,146475449
SIGLEC5,0
STX7,107761749
TOX3,0
FOXP2,0
TNRC18,450435497
SLC16A3,161308449
SLC31A2,0
ABCC3,360226847
ABCC4,0
ABCC5,0
CD3EAP,111006549
MSH4,0
PER1,106972349
RNF113A,242236798
KDM6A,109143349
CLDN3,393831347
FFAR2,0
ZZEF1,0
ASAP2,0
RRP8,232252898
PJA2,118704449
SIPA1L1,962132694
ARHGAP6,0
PHF1,0
GPR39,0
SEPTIN4,136048449
DYNC1LI2,238772298
PSMD3,0
SART1,274981449
SPINT2,112599249
HSPA12A,0
CCP110,129044449
ADCY6,106084149
CTIF,227728798
PPIP5K2,220002298
MAP3K7,254849698
RIPK2,105847649
RASA4;RASA4B,0
WDR62,0
PRPF3,168005449
TXNL1,0
TPD52L2,740841365
SYNJ1,116202449
EIF4G3,232894698
CBFA2T2,215582438
AKR7A2,0
EPB41L2,461723897
TGOLN2,658640697
WIPF1,0
ATP8B1,0
FOXO3,110947549
SMAD6,0
SGCE,0
LAT,111174549
RGS14,106392849
RNF13,0
AKAP10,0
SYT7,0
DENR,129532449
SPRY2,0
DNPH1,0
CHMP2A,120183449
RGS10,106197649
BUB3,0
AKAP7,0
ACTN4,0
ACTN4;ACTN1,0
ACTN4;ACTN1;ACTN3;ACTN2,126050449
PRKAB2,302956698
STX6,106202049
SYNGR2,111522849
SGTA,110843449
ENSA,109535749
ENSA;ARPP19,0
STRN,106115649
RRP9,365337347
C21orf2,107366849
AKAP8,346170347
ZBTB14,0
NRD1,109109149
CALU,237911998
AHCYL1,108371649
KIF1C,236610898
TYROBP,110436149
FIGF,0
PEX1,363578647
RAD21,0
TIMM8A,0
KALRN,0
DHX16,380813447
SSSCA1,0
PPP1R12B,0
BNIP3L,455151897
SH3BP5,0
PLIN1,0
BAI3,0
MED14,233532998
PCDH7,0
PRPSAP2,114693549
SMARCA5,356323477
GPRIN2,0
SPAG9,743557147
SUSD5,0
MGRN1,108242749
SIPA1L3,330577847
ZFC3H1,234118898
TRAK2,0
LZTS3,106266149
KIAA0556,213469408
AQR,0
MAST3,109305849
ATP10A,0
ZEB2,221906598
MCM3AP,121637449
KIF1B,351546247
KDM1A,456121697
TBC1D4,321705947
FZD6,0
HBP1,0
PPL,617876997
EVI5,118130449
LY75,107871449
PLXNC1,188200449
MPZL2,0
ACSL4,0
SNX3,0
DOK2,105848449
STX10,217413598
MGEA5,264550298
ADCY9,0
SORBS3,237922098
EIF4EBP3,0
NEMF,462765627
GMDS,0
NMT2,113280649
GREM1,111758449
EIF4E2,114326149
CCNT2,110218649
SELENOF,105658889
PDE8A,0
PDE8A;PDE8B,0
PLIN3,108437849
SLC16A7,0
MAFK,0
PRMT3,240596898
KPNA6,0
UGDH,117440449
LPXN,0
SNX2,140732449
DPM1,131701449
USO1,437571298
TOM1,334971047
PFKFB2,106250449
EIF5B,1507765993
GAS7,0
BRD4,350499147
OPHN1,108829349
PPP1R11,564365797
RNASEH1,106073349
NBN,0
NOL3,107883449
DTNB,0
LILRB3,124237449
LILRB5,215067798
MITF,0
SRGAP2,0
SRGAP2;SRGAP2B;SRGAP2C,109201249
NOS1AP,212923698
IGSF3,0
DENND4B,105921649
TMCC2,114734449
CBFA2T3,0
LRP4,0
LDB3,0
N4BP1,215271898
ROCK2,0
CLASP2,219292498
COBL,332353747
CPNE3,0
ZBED4,0
DEPDC5,221099098
ATG13,0
OBSL1,0
PHF2,804892945
PHF2;PHF8,0
ZC3H11A,112443949
RAB11FIP3,0
SOCS5,0
NPHP4,107191149
PHACTR2,113459849
PPP6R2,108432349
CNOT3,0
ANKRD17,234120698
SIN3B,0
DNAJB6,115148449
SNN,111199249
VPS4B,0
VPS4B;VPS4A,0
ENTPD3,0
ZNF217,123240449
H2AFY,480756007
FLNB,548678286
NCOR1,933224694
VAMP4,150771449
PEX14,115047449
TRIM3,0
ULK1,212765898
SLC43A1,106441849
SEC22B,669610547
DEAF1,107807649
PRPF40A,618646246
TACC1,0
GIGYF1,107279549
LRCH4,267211298
SAP30,0
MED24,120147449
KATNA1,109368149
ERN1,0
PSIP1,710922146
SRSF10,1262116348
CLDN11,0
TNFRSF21,0
TADA3,0
SF3B1,1383573192
WBP4,0
SKAP2,301626898
PRKRA,612961507
RPS6KA5,0
MYCBP2,889960194
NPM3,0
PRDM1,0
REM1,0
SNRNP200,838092927
OFD1,0
TOM1L1,0
RPS6KA4,108247849
SURF6,0
UTP20,138627449
NUP155,129326449
TCEA3,121826449
PALM,0
GRAP2,111370149
CAPN15,0
BCAR3,109033349
EIF3G,339095598
EIF3J,484170898
PPP1R37,0
DGAT1,0
CCNK,357580747
DYSF,0
PIAS1,111626249
FLOT1,0
TRIO,107407049
MPDZ,0
CPD,410842898
SASH3,249360898
GLRX3,0
RSL1D1,412226898
WFS1,0
NEBL,0
RNF8,105819149
PDE5A,0
ZFAND5,108060249
SRP72,162579449
RECQL5,150654449
URI1,106951849
STK17B,0
ECM2,109886049
MTA2,125056449
USP1,107095949
STK10,338441567
PRKD3,215174798
PRKD3;PRKD1,229871198
GFPT2,0
TPPP,0
KBTBD11,0
ATP10B,0
TOMM70A,484362398
MYO1D,0
TOX4,241833898
MICAL2,0
KIAA0754,111028649
SUPT7L,143289449
FCHSD2,0
UFL1,120880449
SORBS2,490660407
TMCC1,254885898
PHF14,367854447
SASH1,773539845
TMEM63A,222381898
FARP2,0
UBXN7,0
SUN1,106955549
PROSC,109106049
PRPF6,0
PCF11,108416249
FRYL,109188149
CDK14,214916998
GLCE,118247449
ABLIM3,0
KDM4B,0
KDM4B;KDM4E;KDM4C,0
SLCO2B1,123133449
WDR47,106114949
TRIM37,0
SEC31A,1213864247
CEP152,105695919
FAM13A,0
ARHGEF15,0
TJP3,830871045
YIF1A,106411749
UBR5,566619397
FSBP,0
SCAF4,140293449
UBE4B,346920317
SCEL,1345713993
VAMP5,0
RTN3,0
ZNF205,437642898
EPN2,231142598
STBD1,119355449
ZRANB2,539172898
LUC7L3,0
KIF20A,0
MBD4,0
SBF1,0
KAT7,480901097
ABCC6,0
PDE8B,0
KCNK5,0
VAPB,228182798
SNAPIN,108269649
MPZL1,346064147
PGLS,0
TACC2,374534347
TRIM16,0
ZBTB7A,343702898
MAP3K6,111922049
SLU7,297462898
PGM3,109583449
RAPGEF3,0
CD2BP2,677892898
MED26,0
ZFYVE9,0
SVIL,1553048862
BAG4,0
SLC34A2,0
PARN,260315398
FMNL1,633182157
CLDN7,110174549
ABCA1,0
SEC24B,107336249
LPHN2,0
CBX6,0
NADK,111044849
SFT2D2,0
ACSL3,0
POLR1A,109916749
PCNT,454800097
CNOT4,113490549
NFATC1,106021649
ASMTL,356614347
CDS2,485422347
FGFR1OP,377951547
PPP1R3D,0
BRD1,0
POP4,0
HERC2,0
HERC2;HERC2P3,221268498
OXSR1,116102449
PTBP3,129901449
STARD3NL,918773845
WIZ,0
DDX58,0
STAU1,0
TMEM50A,106114949
BAG2,0
BAG3,506657647
MAP4K4,110098449
AIFM1,229792698
LATS1,108171549
TSPAN13,0
ABHD16A,0
C6orf47,108633749
EOMES,107887049
S1PR4,0
BCL10,108502049
MOCS2,0
PEX11B,0
PAK4,256349898
CHEK2,0
APBA3,212355998
LDHA,107503449
ALDH1A1,0
CYB5R3,0
PNP,108863749
ABL1,108489749
EGFR,270298898
PGK1,112861649
AK1,0
F9,0
PLG,0
CA1,0
CA2,0
SERPINC1,116556449
SERPINA1,0
KNG1,123667449
FOS,0
MYC;MYCN,0
PIGR,407125898
HLA-B,0
HLA-DRB1;HLA-DRB3,0
HBD,0
HBD;HBB,0
COL1A1,0
SPTA1,0
APOE,0
APOA2,0
FGB,0
MBP,105474909
GYPA,107870549
SLC4A1,113993149
FN1,207021449
AHSG,0
TFRC,0
FTH1,272160898
VTN,106726349
HMGCR,107233349
CAT,0
RAF1,0
RAF1;ARAF,192541449
ALDOA,411918047
ANXA1,110109749
APOB,0
NR3C1,113048449
TK1,0
CD74,111444949
SEMG1;SEMG2,0
GAPDH,0
ERBB2,223363098
TP53,0
SLC4A2,0
GYPC,0
ATP1A1,0
ATP1A1;ATP1A3,0
ATP1A1;ATP1A3;ATP4A;ATP1A2,0
APP,110293849
HMGN1,340209898
PRKCG;PRKCB,236881449
SLC25A5;SLC25A4;SLC25A6,109086549
ALPL,152416449
ALPP;ALPPL2,106176749
EIF2S1,106976749
ICAM1,135183449
RPLP2,237454298
RPLP0;RPLP0P6,323718898
JUN,126242449
JUN;JUND,109845949
SSB,216377698
PRKCB,0
KRT18,611376646
UROD,0
FYN,0
GSN,0
RB1,129367449
PTMA,129981449
CDK1;CDK3;CDK2,0
ATP5B,0
S100A9,0
S100A6,0
APOA4,0
ENO1,223076098
ENO1;ENO3;ENO2,212705128
NPM1,756007197
TPM3,106308549
TPM3;TPM1,0
EPHX1,0
NEFM,0
CENPB,119130449
P4HB,0
FES,0
CSF1R,105475909
CTSD,0
ANXA2,0
ANXA2;ANXA2P2,929818515
GP1BA,0
CAPN1,0
ADRB2,0
BPGM,108631449
APRT,0
EPRS,427753347
HNRNPC,1366126247
UQCRH,107300249
YES1,0
LYN,294867898
SFTPB,0
GJB1,0
SP1,0
ZFY;ZFX,0
ANXA6,0
NGFR,0
ABCB1,0
SLC3A2,0
NR3C2,0
HSP90AB1;HSP90AB3P,557671449
SRPR,644224347
MME,0
PDHA1,209331449
PDHA1;PDHA2,627482067
PTPRC,434361449
MET,0
ADRB1,0
SNRNP70,389560147
HCK,0
ITGA5,157600449
NFIC,450621997
RPS17,0
ANXA5,0
RPSA,104889959
IL6R,0
ADRA2A,0
SNRPA,0
HOXD4,0
GSTA2;GSTA1;GSTA3,116971449
SNRPC,0
LGALS1,107274249
TPM1,109529549
CLTA,0
ANXA4,110596149
CNP,118342449
CD7,0
HMOX1,0
CSF1,111425149
PDGFRB,106087049
HNRNPA1,1298440348
HNRNPA1;HNRNPA1L2,0
PARP1,114669749
ALDOC,0
TFPT,232857798
ATXN1L,338581847
POLR2M;GCOM2,0
SMIM13,0
RGPD1;RGPD2,109383149
RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,107031149
HSPA1B;HSPA1A,268563898
HSPA1B;HSPA1A;HSPA6;HSPA7,0
PGBD3,109896749
GLI3,0
ZBTB48,0
GLI4,0
TROVE2,107621349
RRAS,0
ARAF,0
HIST1H1E,313447698
HIST1H1E;HIST1H1B;HIST1H1D;HIST1H1C;HIST1H1A,0
HIST1H1E;HIST1H1D,227871449
SPP1,1989096692
PTPRF,0
NR2F6,0
NR2F1,111039249
MAPT,0
PRKAR1A,271801449
KIT,0
HSPD1,112900549
CLU,108099249
IRF1,0
HSPA5,0
MAP2,238751449
SLC2A1,108911649
SLC2A3,0
EPB41,432843197
PYGB,0
RALA,0
BCR,419825347
ERG,0
TOP1,0
TOP2A,710864695
G6PD,0
ESRRA,0
DMD,224602398
SFTPC,0
IGF2R,472803447
SRF,250506098
MS4A1,212667098
COL6A1,0
COL6A3,0
TPR,223223598
ANXA3,0
BCKDHA,1066612899
SKI,0
ACTN1,108050049
ACE,0
CDH1,0
SRC,557653547
XRCC6,211656188
UNG,216192898
NR2C1,0
GP1BB,113846549
RNH1,215453928
CYBA,355623898
SCG2,0
CFTR,0
VCAN,852270797
ITGA4,270668898
CEACAM1,0
HLA-A,625220347
HLA-E,0
HLA-DRB4,0
LCP1,755889546
PLS3,107112049
APEH,0
GYS1,135184449
PRKAR2A,1985354348
CCDC130,110622749
CD99,0
PRKCSH,0
HCLS1,114483449
PKM,231822298
HSP90B1,107070849
SLC2A4,0
HNRNPL,326993767
DARS,0
ETS1,108579649
JUP,212693198
BRAF,471399347
PVR,0
PGAM2;PGAM1;PGAM4,105281099
IFNGR1,0
B4GALT1,118550449
EZR,0
ATF2,153297449
UCHL3,0
FOSL2,250239498
NME1;NME2;NME2P1,0
HIVEP1,213501698
RPS2,0
TCF4,0
TCF3,109039349
DSP,606210097
MUC1,235290898
CD44,226596298
ITGB4,105715449
SPN,368922347
CBR1,0
CREB1,108846349
PECAM1,217906798
