GeneID,Intensity.LUAD_phos_08N
RBM47,0
E2F8,0
UBA6,0
ESYT2,673251338
ESYT3,129005657
MED19,138479607
UHRF1BP1L,135598207
KIAA1598,0
LNP1,0
ARHGAP10,0
CCDC64B,129534607
MEX3A,0
C1orf226,0
PLEKHG3,387496592
SH3PXD2B,0
FRMD3,0
CXorf23,0
NBAS,274092415
TESPA1,128692627
KIAA1467,0
DENND3,0
SBNO1,0
KLRG2,0
RAB19;RAB43,0
SH3D21,0
XIRP2,0
POTEF;POTEI;POTEJ;ACTB;ACTG1;POTEE;POTEKP,0
POTEF;POTEI;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;POTEE,0
POTEF;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;ACTBL2;POTEE;POTEKP,138470607
CCDC151,0
CNOT1,0
ARHGEF35,0
ARHGEF35;ARHGEF5,0
BDP1,135657707
CCDC88B,0
FAM83G,0
PALM3,523747630
SOWAHB,0
ZNF316,276235115
TLCD2,129162757
CCDC69,128976427
WTIP,0
PCNXL2,278975215
CCDC85C,0
PCP4L1,0
TRIM64C,0
BTBD11,0
ZSWIM8,0
ARHGAP32,0
DISP2,0
TBKBP1,0
POM121C,129742707
POM121C;POM121B;POM121,0
POM121C;POM121,0
EFCAB7,0
NEURL1B,0
NCF1C;NCF1;NCF1B,0
FAM171A2,0
WASH4P;WASH1;WASH3P;WASH2P,0
WASH4P;WASH1;WASH3P;WASH2P;WASH6P,0
COL6A5,0
MYO1G,0
MYO9A,0
SMIM1,535937930
TMEM229A,0
PPP1R3G,0
TMEM238,130249607
FAM195B,134741307
NACA,317297215
CNKSR3,0
CNKSR3;IPCEF1,0
AGPS,262479215
KIF2A,0
DDX39A;DDX39B,0
PDLIM1,130426707
MYO1C,284201275
SNAP23,274770175
FXYD1,0
GTPBP1,0
STXBP3,0
ARVCF,402405822
SMAP,146950607
RAB27B;RAB27A,0
AP3B1,135612207
SULT2B1,0
NFKBIE,0
PSMD11,0
MEN1,130122407
CBX4,129075357
SUPT5H,0
DFFA,0
RFXAP,0
HIP1,129066947
CLIC1,0
EIF3F,0
WWP2,0
ARNTL,0
PIK3CD,0
PDHX,0
QSOX1,0
FOXN3,0
IPO5,0
EEF2K,0
EML1,0
DNM1L,130877507
PIK3C2A,278670515
LST1,0
GOLIM4,0
MEIS1,0
ELL2,0
BTN3A1,0
BIN1,269208515
CLDN5,0
KPNA3,131389407
STK25;STK26;STK24,0
BCL9,0
LAD1,390032442
EBAG9,0
SDCBP,130466607
PITPNM1,0
MPHOSPH10,404773522
NOP56,676686138
PEX12,0
KPNA4,0
NFIB,142929607
ACACB,0
SCD,0
PPAP2A,0
PPAP2B,133581207
ARID1A,525499770
BHLHE40,0
C2CD2L,0
FCHO1,0
TRAFD1,148584607
HSPB6,0
CIT,0
COPE,261919515
CDC42EP2,0
AP3D1,0
ENPP3,0
ABLIM1,1013365353
DVL1,0
DVL1;DVL1P1,0
CHD1,0
CHD2,265798715
STX16,0
EI24,129383207
TP53I11,182830607
KMT2D,391595922
RGPD8;RGPD5,0
RGPD8;RGPD5;RGPD1;RGPD2,0
RGPD8;RGPD5;RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,129547507
RGPD8;RGPD5;RANBP2;RGPD4;RGPD3,551955530
PDCD5,0
SLC9A3R1,395607022
NRP1,0
TNPO2,0
APOL1,272204615
UNC13B,260041865
RASGRF2,0
SCAMP3,159953607
BACH1,128833667
BCKDK,0
IRF6,131256407
GIPC1,0
IKBKB,0
RGS12,0
CASK,0
PPP1R12A,528866830
GAK,264449015
ZNF263,0
HNRNPDL,135426407
XPO1,0
ARHGEF10,0
ZNF609,389256692
ZNF646,0
PDZD2,0
SPTBN2,0
MAST4,0
SEC16A,685841438
PLXNB2,130064607
AREL1,0
KHNYN,0
U2SURP,390090392
SETD1A,663019538
SYNJ2,128906657
SYNM,1069668361
KIAA0355,0
MCF2L,129200007
DCLK1,0
ARHGEF11,525070030
FYB,0
TBX3,259782215
SCAMP2,348272607
ARPC1B,132482707
BET1,132839307
TRIM24,0
PGRMC2,863221430
CTDSPL,0
SMAD9;SMAD1,0
RGL2,0
NKRF,0
ZNF185,0
CASC3,0
RER1,312905215
ATXN7,0
MID1,0
MID1;MID2,0
INPPL1,131846407
SLC16A4,0
HDAC3,135641807
SIGLEC5,0
STX7,266335215
TOX3,0
FOXP2,0
TNRC18,262715315
SLC16A3,136674207
SLC31A2,0
ABCC3,131414307
ABCC4,137492407
ABCC5,0
CD3EAP,0
MSH4,0
PER1,132530507
RNF113A,0
KDM6A,0
CLDN3,285621215
FFAR2,0
ZZEF1,0
ASAP2,0
RRP8,129514207
PJA2,0
SIPA1L1,270765515
ARHGAP6,0
PHF1,0
GPR39,0
SEPTIN4,139547607
DYNC1LI2,133651907
PSMD3,0
SART1,253002607
SPINT2,130395307
HSPA12A,129269407
CCP110,0
ADCY6,261852615
CTIF,266224615
PPIP5K2,133155207
MAP3K7,134585107
RIPK2,0
RASA4;RASA4B,0
WDR62,0
PRPF3,131252807
TXNL1,0
TPD52L2,400713122
SYNJ1,0
EIF4G3,132745307
CBFA2T2,260316715
AKR7A2,0
EPB41L2,688447178
TGOLN2,270805015
WIPF1,0
ATP8B1,0
FOXO3,0
SMAD6,0
SGCE,0
LAT,129776107
RGS14,128676547
RNF13,0
AKAP10,0
SYT7,0
DENR,129487307
SPRY2,0
DNPH1,0
CHMP2A,129247107
RGS10,0
BUB3,0
AKAP7,0
ACTN4,0
ACTN4;ACTN1,129986007
ACTN4;ACTN1;ACTN3;ACTN2,134363107
PRKAB2,142142607
STX6,128760517
SYNGR2,130796307
SGTA,0
ENSA,0
ENSA;ARPP19,0
STRN,131837107
RRP9,0
C21orf2,129009447
AKAP8,130229107
ZBTB14,0
NRD1,130799607
CALU,0
AHCYL1,0
KIF1C,0
TYROBP,130621307
FIGF,0
PEX1,0
RAD21,0
TIMM8A,0
KALRN,0
DHX16,268416715
SSSCA1,0
PPP1R12B,0
BNIP3L,394688322
SH3BP5,0
PLIN1,0
BAI3,129388607
MED14,134211707
PCDH7,0
PRPSAP2,0
SMARCA5,0
GPRIN2,0
SPAG9,432330522
SUSD5,0
MGRN1,0
SIPA1L3,0
ZFC3H1,0
TRAK2,0
LZTS3,0
KIAA0556,129142737
AQR,0
MAST3,0
ATP10A,129858507
ZEB2,391882422
MCM3AP,132049607
KIF1B,260430015
KDM1A,0
TBC1D4,128608377
FZD6,0
HBP1,0
PPL,468472622
EVI5,129092267
LY75,0
PLXNC1,165586607
MPZL2,0
ACSL4,0
SNX3,130159507
DOK2,0
STX10,129829707
MGEA5,129019107
ADCY9,0
SORBS3,397974845
EIF4EBP3,0
NEMF,0
GMDS,0
NMT2,0
GREM1,265137195
EIF4E2,0
CCNT2,261282845
SELENOF,0
PDE8A,0
PDE8A;PDE8B,0
PLIN3,131947807
SLC16A7,0
MAFK,0
PRMT3,0
KPNA6,0
UGDH,0
LPXN,0
SNX2,131125007
DPM1,157376607
USO1,134120807
TOM1,132458107
PFKFB2,0
EIF5B,417740262
GAS7,0
BRD4,271196315
OPHN1,0
PPP1R11,0
RNASEH1,0
NBN,0
NOL3,0
DTNB,0
LILRB3,130680607
LILRB5,0
MITF,0
SRGAP2,0
SRGAP2;SRGAP2B;SRGAP2C,129500807
NOS1AP,128865077
IGSF3,0
DENND4B,0
TMCC2,264564315
CBFA2T3,0
LRP4,0
LDB3,0
N4BP1,0
ROCK2,0
CLASP2,128779147
COBL,0
CPNE3,0
ZBED4,0
DEPDC5,0
ATG13,0
OBSL1,0
PHF2,533663230
PHF2;PHF8,0
ZC3H11A,198018461
RAB11FIP3,0
SOCS5,0
NPHP4,130168407
PHACTR2,0
PPP6R2,0
CNOT3,0
ANKRD17,132047707
SIN3B,0
DNAJB6,0
SNN,0
VPS4B,0
VPS4B;VPS4A,0
ENTPD3,0
ZNF217,0
H2AFY,261747625
FLNB,259605675
NCOR1,533125830
VAMP4,154689607
PEX14,130525207
TRIM3,129872107
ULK1,0
SLC43A1,129682307
SEC22B,479365322
DEAF1,0
PRPF40A,261109395
TACC1,131947407
GIGYF1,0
LRCH4,133720407
SAP30,0
MED24,134265007
KATNA1,0
ERN1,0
PSIP1,416572122
SRSF10,720390122
CLDN11,0
TNFRSF21,0
TADA3,0
SF3B1,665425708
WBP4,0
SKAP2,0
PRKRA,305592355
RPS6KA5,0
MYCBP2,531910630
NPM3,0
PRDM1,0
REM1,0
SNRNP200,504310375
OFD1,128678407
TOM1L1,0
RPS6KA4,0
SURF6,0
UTP20,141469607
NUP155,143734607
TCEA3,129839007
PALM,0
GRAP2,132457207
CAPN15,0
BCAR3,0
EIF3G,0
EIF3J,152369607
PPP1R37,0
DGAT1,0
CCNK,0
DYSF,128489047
PIAS1,0
FLOT1,129981407
TRIO,0
MPDZ,263453415
CPD,268364115
SASH3,0
GLRX3,0
RSL1D1,155315607
WFS1,129648607
NEBL,141315607
RNF8,0
PDE5A,262303625
ZFAND5,0
SRP72,135512007
RECQL5,132704007
URI1,0
STK17B,0
ECM2,0
MTA2,131808207
USP1,0
STK10,260161715
PRKD3,0
PRKD3;PRKD1,0
GFPT2,0
TPPP,0
KBTBD11,0
ATP10B,0
TOMM70A,397092215
MYO1D,0
TOX4,131019807
MICAL2,0
KIAA0754,128901657
SUPT7L,131982407
FCHSD2,0
UFL1,0
SORBS2,977000533
TMCC1,133084207
PHF14,130101307
SASH1,130598107
TMEM63A,261641415
FARP2,0
UBXN7,0
SUN1,0
PROSC,128817907
PRPF6,0
PCF11,0
FRYL,0
CDK14,0
GLCE,0
ABLIM3,786639355
KDM4B,0
KDM4B;KDM4E;KDM4C,0
SLCO2B1,141309607
WDR47,0
TRIM37,0
SEC31A,593979822
CEP152,129005417
FAM13A,0
ARHGEF15,0
TJP3,389785622
YIF1A,0
UBR5,129237007
FSBP,0
SCAF4,0
UBE4B,129907507
SCEL,685193868
VAMP5,128974917
RTN3,0
ZNF205,0
EPN2,135628907
STBD1,134539807
ZRANB2,315030515
LUC7L3,0
KIF20A,0
MBD4,0
SBF1,0
KAT7,131085007
ABCC6,0
PDE8B,0
KCNK5,0
VAPB,544889930
SNAPIN,0
MPZL1,401125222
PGLS,0
TACC2,670028538
TRIM16,0
ZBTB7A,140213607
MAP3K6,0
SLU7,265735115
PGM3,130953607
RAPGEF3,128692487
CD2BP2,270156315
MED26,0
ZFYVE9,0
SVIL,900103045
BAG4,0
SLC34A2,0
PARN,137514307
FMNL1,282759315
CLDN7,0
ABCA1,0
SEC24B,0
LPHN2,131321007
CBX6,0
NADK,0
SFT2D2,0
ACSL3,0
POLR1A,0
PCNT,131192507
CNOT4,0
NFATC1,0
ASMTL,133444007
CDS2,430602382
FGFR1OP,271607115
PPP1R3D,0
BRD1,0
POP4,0
HERC2,0
HERC2;HERC2P3,128784327
OXSR1,0
PTBP3,0
STARD3NL,268390215
WIZ,0
DDX58,0
STAU1,0
TMEM50A,128613567
BAG2,0
BAG3,264315415
MAP4K4,0
AIFM1,137215607
LATS1,130901507
TSPAN13,0
ABHD16A,0
C6orf47,128709947
EOMES,0
S1PR4,0
BCL10,0
MOCS2,0
PEX11B,0
PAK4,131527707
CHEK2,0
APBA3,129064667
LDHA,0
ALDH1A1,0
CYB5R3,129640107
PNP,0
ABL1,129014387
EGFR,530777530
PGK1,0
AK1,0
F9,128601137
PLG,0
CA1,0
CA2,0
SERPINC1,133180807
SERPINA1,0
KNG1,211915607
FOS,0
MYC;MYCN,0
PIGR,130185807
HLA-B,0
HLA-DRB1;HLA-DRB3,0
HBD,0
HBD;HBB,0
COL1A1,0
SPTA1,523698930
APOE,0
APOA2,129202407
FGB,0
MBP,130390107
GYPA,425236822
SLC4A1,1851521238
FN1,128642207
AHSG,0
TFRC,0
FTH1,129838907
VTN,0
HMGCR,0
CAT,0
RAF1,0
RAF1;ARAF,134503507
ALDOA,272403515
ANXA1,0
APOB,0
NR3C1,130186507
TK1,0
CD74,0
SEMG1;SEMG2,0
GAPDH,0
ERBB2,523131930
TP53,0
SLC4A2,0
GYPC,270509815
ATP1A1,0
ATP1A1;ATP1A3,0
ATP1A1;ATP1A3;ATP4A;ATP1A2,0
APP,0
HMGN1,393075722
PRKCG;PRKCB,0
SLC25A5;SLC25A4;SLC25A6,130666007
ALPL,0
ALPP;ALPPL2,0
EIF2S1,0
ICAM1,152381607
RPLP2,0
RPLP0;RPLP0P6,277606915
JUN,133551607
JUN;JUND,133004907
SSB,0
PRKCB,0
KRT18,401809882
UROD,0
FYN,129444407
GSN,0
RB1,0
PTMA,134547207
CDK1;CDK3;CDK2,0
ATP5B,0
S100A9,0
S100A6,0
APOA4,0
ENO1,128452047
ENO1;ENO3;ENO2,0
NPM1,423493715
TPM3,129652907
TPM3;TPM1,0
EPHX1,0
NEFM,0
CENPB,0
P4HB,0
FES,0
CSF1R,0
CTSD,0
ANXA2,0
ANXA2;ANXA2P2,1258196258
GP1BA,128892027
CAPN1,0
ADRB2,0
BPGM,0
APRT,0
EPRS,128940397
HNRNPC,432494922
UQCRH,0
YES1,0
LYN,300239115
SFTPB,0
GJB1,0
SP1,128988177
ZFY;ZFX,0
ANXA6,0
NGFR,0
ABCB1,0
SLC3A2,0
NR3C2,0
HSP90AB1;HSP90AB3P,159536607
SRPR,476250822
MME,287413215
PDHA1,135369907
PDHA1;PDHA2,292840215
PTPRC,164447607
MET,0
ADRB1,0
SNRNP70,146043607
HCK,0
ITGA5,0
NFIC,401786422
RPS17,0
ANXA5,0
RPSA,0
IL6R,0
ADRA2A,0
SNRPA,0
HOXD4,0
GSTA2;GSTA1;GSTA3,0
SNRPC,0
LGALS1,0
TPM1,133378307
CLTA,0
ANXA4,132626107
CNP,130912807
CD7,0
HMOX1,0
CSF1,0
PDGFRB,128786367
HNRNPA1,317543215
HNRNPA1;HNRNPA1L2,0
PARP1,0
ALDOC,0
TFPT,260883615
ATXN1L,129454007
POLR2M;GCOM2,128952677
SMIM13,0
RGPD1;RGPD2,0
RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,129701807
HSPA1B;HSPA1A,138859607
HSPA1B;HSPA1A;HSPA6;HSPA7,0
PGBD3,0
GLI3,0
ZBTB48,0
GLI4,0
TROVE2,128544897
RRAS,130165107
ARAF,0
HIST1H1E,313060015
HIST1H1E;HIST1H1B;HIST1H1D;HIST1H1C;HIST1H1A,0
HIST1H1E;HIST1H1D,181478607
SPP1,129805907
PTPRF,0
NR2F6,0
NR2F1,0
MAPT,0
PRKAR1A,168269607
KIT,0
HSPD1,129257607
CLU,0
IRF1,0
HSPA5,0
MAP2,281874115
SLC2A1,302593815
SLC2A3,130159207
EPB41,690284628
PYGB,0
RALA,0
BCR,391377422
ERG,0
TOP1,0
TOP2A,129392507
G6PD,0
ESRRA,0
DMD,515022410
SFTPC,129443507
IGF2R,430101122
SRF,128782147
MS4A1,0
COL6A1,0
COL6A3,0
TPR,391884152
ANXA3,0
BCKDHA,335816215
SKI,0
ACTN1,0
ACE,0
CDH1,128699537
SRC,231772607
XRCC6,128663837
UNG,0
NR2C1,0
GP1BB,592482607
RNH1,130331707
CYBA,0
SCG2,0
CFTR,0
VCAN,273943415
ITGA4,140503607
CEACAM1,0
HLA-A,577195980
HLA-E,128686957
HLA-DRB4,0
LCP1,266184415
PLS3,0
APEH,0
GYS1,0
PRKAR2A,972917822
CCDC130,132514807
CD99,0
PRKCSH,0
HCLS1,128996227
PKM,132469307
HSP90B1,258744715
SLC2A4,0
HNRNPL,128592827
DARS,0
ETS1,0
JUP,0
BRAF,0
PVR,0
PGAM2;PGAM1;PGAM4,128953287
IFNGR1,0
B4GALT1,0
EZR,0
ATF2,137447107
UCHL3,0
FOSL2,143831607
NME1;NME2;NME2P1,132232207
HIVEP1,0
RPS2,128852377
TCF4,0
TCF3,129508407
DSP,355165215
MUC1,390155122
CD44,147625607
ITGB4,257934275
SPN,266697915
CBR1,0
CREB1,130966507
PECAM1,128756367
PPP3CB,0
NCK1,137846407
GCFC2,390605322
HIST1H1B,329882215
HIST1H1D,308927315
HIST1H1C,381088215
POR,0
EPB42,258162295
MGMT,0
ATP2A2,158293607
STMN1,263807505
STMN1;STMN2,0
YBX3,0
YBX3;YBX1;YBX2,0
ZNF22,129146437
ZKSCAN1,0
ZSCAN20,0
HMGA1,275847815
TMEM11,0
IFNAR1,130135407
PRKCA,0
JUNB,258664825
GJA1,138730607
UBTF,0
JUND,0
ATF7,0
PRKACA,138122007
PRKACA;PRKACG;PRKACB,0
DES,272639415
PTPN2,0
CTPS1,131271107
