GeneID,Intensity.LUAD_phos_06N
RBM47,0
E2F8,0
UBA6,0
ESYT2,1238482629
ESYT3,0
MED19,123605325
UHRF1BP1L,130301225
KIAA1598,243668050
LNP1,0
ARHGAP10,0
CCDC64B,121491725
MEX3A,0
C1orf226,124244225
PLEKHG3,241829880
SH3PXD2B,0
FRMD3,0
CXorf23,0
NBAS,0
TESPA1,121009325
KIAA1467,0
DENND3,121441625
SBNO1,0
KLRG2,0
RAB19;RAB43,0
SH3D21,0
XIRP2,0
POTEF;POTEI;POTEJ;ACTB;ACTG1;POTEE;POTEKP,122225825
POTEF;POTEI;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;POTEE,121135425
POTEF;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;ACTBL2;POTEE;POTEKP,280827350
CCDC151,0
CNOT1,0
ARHGEF35,0
ARHGEF35;ARHGEF5,0
BDP1,124705825
CCDC88B,125391725
FAM83G,0
PALM3,1046849403
SOWAHB,0
ZNF316,253611840
TLCD2,0
CCDC69,120235625
WTIP,0
PCNXL2,0
CCDC85C,121072225
PCP4L1,0
TRIM64C,0
BTBD11,0
ZSWIM8,0
ARHGAP32,0
DISP2,0
TBKBP1,121381425
POM121C,0
POM121C;POM121B;POM121,0
POM121C;POM121,0
EFCAB7,0
NEURL1B,0
NCF1C;NCF1;NCF1B,0
FAM171A2,0
WASH4P;WASH1;WASH3P;WASH2P,0
WASH4P;WASH1;WASH3P;WASH2P;WASH6P,0
COL6A5,129719425
MYO1G,0
MYO9A,243234650
SMIM1,722337101
TMEM229A,0
PPP1R3G,0
TMEM238,0
FAM195B,0
NACA,129189125
CNKSR3,0
CNKSR3;IPCEF1,0
AGPS,121459825
KIF2A,0
DDX39A;DDX39B,0
PDLIM1,122690825
MYO1C,365635576
SNAP23,381138076
FXYD1,0
GTPBP1,0
STXBP3,0
ARVCF,374517776
SMAP,441884450
RAB27B;RAB27A,0
AP3B1,411075916
SULT2B1,0
NFKBIE,0
PSMD11,0
MEN1,122904225
CBX4,0
SUPT5H,123163925
DFFA,0
RFXAP,0
HIP1,121861525
CLIC1,0
EIF3F,0
WWP2,124624025
ARNTL,0
PIK3CD,0
PDHX,0
QSOX1,0
FOXN3,0
IPO5,0
EEF2K,0
EML1,0
DNM1L,124970025
PIK3C2A,251229050
LST1,122204025
GOLIM4,0
MEIS1,121482325
ELL2,0
BTN3A1,0
BIN1,255068850
CLDN5,0
KPNA3,142876225
STK25;STK26;STK24,0
BCL9,0
LAD1,243470750
EBAG9,253937225
SDCBP,0
PITPNM1,364225756
MPHOSPH10,378993776
NOP56,388533176
PEX12,0
KPNA4,126975325
NFIB,528628501
ACACB,0
SCD,0
PPAP2A,0
PPAP2B,122203425
ARID1A,372438576
BHLHE40,0
C2CD2L,127139525
FCHO1,0
TRAFD1,141055225
HSPB6,138961225
CIT,0
COPE,126493025
CDC42EP2,0
AP3D1,122981925
ENPP3,0
ABLIM1,1396808129
DVL1,0
DVL1;DVL1P1,0
CHD1,0
CHD2,376758676
STX16,0
EI24,126849125
TP53I11,167270225
KMT2D,1356024049
RGPD8;RGPD5,0
RGPD8;RGPD5;RGPD1;RGPD2,0
RGPD8;RGPD5;RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,123053425
RGPD8;RGPD5;RANBP2;RGPD4;RGPD3,375076396
PDCD5,0
SLC9A3R1,307218450
NRP1,0
TNPO2,0
APOL1,426297676
UNC13B,256656050
RASGRF2,0
SCAMP3,275984450
BACH1,120747055
BCKDK,127654725
IRF6,0
GIPC1,120762695
IKBKB,0
RGS12,124367625
CASK,0
PPP1R12A,900295317
GAK,0
ZNF263,0
HNRNPDL,123140625
XPO1,0
ARHGEF10,389083376
ZNF609,616958427
ZNF646,0
PDZD2,619763027
SPTBN2,0
MAST4,242259350
SEC16A,763719352
PLXNB2,0
AREL1,121060925
KHNYN,0
U2SURP,244535750
SETD1A,524483901
SYNJ2,0
SYNM,675475627
KIAA0355,122300525
MCF2L,249741150
DCLK1,121761325
ARHGEF11,1369834179
FYB,0
TBX3,121673525
SCAMP2,149511225
ARPC1B,122841525
BET1,130717225
TRIM24,257030250
PGRMC2,627855076
CTDSPL,123246025
SMAD9;SMAD1,248146450
RGL2,0
NKRF,0
ZNF185,532610601
CASC3,122186825
RER1,152105225
ATXN7,0
MID1,0
MID1;MID2,0
INPPL1,126660325
SLC16A4,0
HDAC3,136008225
SIGLEC5,0
STX7,378545356
TOX3,0
FOXP2,0
TNRC18,0
SLC16A3,0
SLC31A2,0
ABCC3,0
ABCC4,259178950
ABCC5,0
CD3EAP,0
MSH4,0
PER1,247451350
RNF113A,0
KDM6A,0
CLDN3,122495125
FFAR2,0
ZZEF1,0
ASAP2,122070225
RRP8,0
PJA2,0
SIPA1L1,252010250
ARHGAP6,0
PHF1,0
GPR39,121623525
SEPTIN4,155329225
DYNC1LI2,124342425
PSMD3,0
SART1,195881225
SPINT2,0
HSPA12A,121024725
CCP110,127173725
ADCY6,252137450
CTIF,246261650
PPIP5K2,0
MAP3K7,262338050
RIPK2,120298875
RASA4;RASA4B,0
WDR62,0
PRPF3,132108225
TXNL1,0
TPD52L2,128628125
SYNJ1,131193225
EIF4G3,123614325
CBFA2T2,244280950
AKR7A2,121342325
EPB41L2,753420852
TGOLN2,384641276
WIPF1,0
ATP8B1,0
FOXO3,0
SMAD6,0
SGCE,0
LAT,125820525
RGS14,123576625
RNF13,0
AKAP10,0
SYT7,0
DENR,120384405
SPRY2,122250625
DNPH1,0
CHMP2A,0
RGS10,0
BUB3,0
AKAP7,0
ACTN4,121697825
ACTN4;ACTN1,123110025
ACTN4;ACTN1;ACTN3;ACTN2,247625550
PRKAB2,133542225
STX6,0
SYNGR2,123954525
SGTA,0
ENSA,120629665
ENSA;ARPP19,0
STRN,246729550
RRP9,0
C21orf2,121886725
AKAP8,125263725
ZBTB14,121194925
NRD1,0
CALU,0
AHCYL1,0
KIF1C,247645850
TYROBP,0
FIGF,0
PEX1,123681625
RAD21,0
TIMM8A,0
KALRN,121288225
DHX16,379388876
SSSCA1,0
PPP1R12B,123589825
BNIP3L,530471801
SH3BP5,120856505
PLIN1,0
BAI3,0
MED14,125904525
PCDH7,124283525
PRPSAP2,125838325
SMARCA5,0
GPRIN2,0
SPAG9,892325502
SUSD5,0
MGRN1,0
SIPA1L3,122323625
ZFC3H1,0
TRAK2,0
LZTS3,0
KIAA0556,120826475
AQR,0
MAST3,0
ATP10A,121304925
ZEB2,129198625
MCM3AP,124305725
KIF1B,245240050
KDM1A,123494725
TBC1D4,370927576
FZD6,124390925
HBP1,0
PPL,573025701
EVI5,0
LY75,0
PLXNC1,143687225
MPZL2,0
ACSL4,0
SNX3,0
DOK2,0
STX10,121485625
MGEA5,130203225
ADCY9,242733150
SORBS3,357444950
EIF4EBP3,0
NEMF,246447850
GMDS,0
NMT2,0
GREM1,0
EIF4E2,0
CCNT2,0
SELENOF,0
PDE8A,0
PDE8A;PDE8B,0
PLIN3,122795025
SLC16A7,0
MAFK,0
PRMT3,0
KPNA6,0
UGDH,0
LPXN,121638425
SNX2,241559190
DPM1,127037725
USO1,156813225
TOM1,363699776
PFKFB2,121869625
EIF5B,802098912
GAS7,0
BRD4,263504350
OPHN1,0
PPP1R11,499782901
RNASEH1,121557925
NBN,0
NOL3,0
DTNB,120675465
LILRB3,123368425
LILRB5,124978525
MITF,0
SRGAP2,0
SRGAP2;SRGAP2B;SRGAP2C,122612925
NOS1AP,0
IGSF3,126642925
DENND4B,0
TMCC2,126491325
CBFA2T3,0
LRP4,0
LDB3,0
N4BP1,126480725
ROCK2,0
CLASP2,0
COBL,365877076
CPNE3,0
ZBED4,0
DEPDC5,0
ATG13,122036425
OBSL1,0
PHF2,1142703429
PHF2;PHF8,0
ZC3H11A,120988325
RAB11FIP3,0
SOCS5,0
NPHP4,122032225
PHACTR2,126221025
PPP6R2,121661325
CNOT3,0
ANKRD17,243450550
SIN3B,0
DNAJB6,124813725
SNN,126591825
VPS4B,0
VPS4B;VPS4A,0
ENTPD3,0
ZNF217,0
H2AFY,0
FLNB,248840880
NCOR1,511330901
VAMP4,122454825
PEX14,120629075
TRIM3,122152925
ULK1,0
SLC43A1,123572225
SEC22B,372917225
DEAF1,0
PRPF40A,120809765
TACC1,0
GIGYF1,0
LRCH4,0
SAP30,0
MED24,128344825
KATNA1,0
ERN1,0
PSIP1,576163401
SRSF10,494784450
CLDN11,0
TNFRSF21,0
TADA3,0
SF3B1,1167257829
WBP4,0
SKAP2,120090725
PRKRA,161137225
RPS6KA5,0
MYCBP2,628115127
NPM3,0
PRDM1,0
REM1,121304525
SNRNP200,319527225
OFD1,120330425
TOM1L1,0
RPS6KA4,122355725
SURF6,0
UTP20,138219225
NUP155,129778525
TCEA3,0
PALM,0
GRAP2,121066325
CAPN15,0
BCAR3,0
EIF3G,0
EIF3J,207836225
PPP1R37,0
DGAT1,0
CCNK,124903825
DYSF,0
PIAS1,125758425
FLOT1,0
TRIO,122275325
MPDZ,487667441
CPD,0
SASH3,0
GLRX3,0
RSL1D1,130432225
WFS1,134958225
NEBL,264515250
RNF8,0
PDE5A,132157225
ZFAND5,0
SRP72,130038225
RECQL5,124364225
URI1,0
STK17B,0
ECM2,124041025
MTA2,128960025
USP1,0
STK10,773586952
PRKD3,254894950
PRKD3;PRKD1,255095650
GFPT2,0
TPPP,124958325
KBTBD11,123779625
ATP10B,0
TOMM70A,340187225
MYO1D,0
TOX4,0
MICAL2,0
KIAA0754,122966425
SUPT7L,0
FCHSD2,0
UFL1,120490645
SORBS2,1204375529
TMCC1,131786225
PHF14,258424750
SASH1,1022733503
TMEM63A,244693050
FARP2,121500025
UBXN7,121857825
SUN1,0
PROSC,121992225
PRPF6,121670325
PCF11,363598396
FRYL,245765850
CDK14,120291055
GLCE,122821725
ABLIM3,959258977
KDM4B,0
KDM4B;KDM4E;KDM4C,0
SLCO2B1,265122850
WDR47,121457625
TRIM37,0
SEC31A,716732127
CEP152,121077425
FAM13A,0
ARHGEF15,122273225
TJP3,401678076
YIF1A,0
UBR5,384228196
FSBP,0
SCAF4,135345225
UBE4B,125568925
SCEL,808991052
VAMP5,138464225
RTN3,0
ZNF205,269790450
EPN2,252534990
STBD1,133041225
ZRANB2,531674576
LUC7L3,0
KIF20A,0
MBD4,0
SBF1,0
KAT7,493535201
ABCC6,0
PDE8B,121241425
KCNK5,0
VAPB,497988101
SNAPIN,121065425
MPZL1,245386550
PGLS,0
TACC2,658252657
TRIM16,0
ZBTB7A,260556250
MAP3K6,0
SLU7,264819450
PGM3,121846025
RAPGEF3,120787485
CD2BP2,280093450
MED26,0
ZFYVE9,0
SVIL,1180957919
BAG4,0
SLC34A2,0
PARN,127593025
FMNL1,308330050
CLDN7,0
ABCA1,0
SEC24B,0
LPHN2,374354176
CBX6,0
NADK,0
SFT2D2,0
ACSL3,0
POLR1A,0
PCNT,367869246
CNOT4,0
NFATC1,0
ASMTL,250144150
CDS2,199392225
FGFR1OP,256618450
PPP1R3D,0
BRD1,0
POP4,0
HERC2,0
HERC2;HERC2P3,0
OXSR1,249635880
PTBP3,0
STARD3NL,624705207
WIZ,0
DDX58,120857145
STAU1,0
TMEM50A,121429625
BAG2,0
BAG3,469483676
MAP4K4,0
AIFM1,120676735
LATS1,122532525
TSPAN13,0
ABHD16A,123370825
C6orf47,0
EOMES,0
S1PR4,0
BCL10,0
MOCS2,0
PEX11B,0
PAK4,382678176
CHEK2,0
APBA3,121059125
LDHA,0
ALDH1A1,0
CYB5R3,120345285
PNP,124923425
ABL1,0
EGFR,509061101
PGK1,0
AK1,0
F9,0
PLG,0
CA1,121221725
CA2,0
SERPINC1,163854225
SERPINA1,122634725
KNG1,283320950
FOS,0
MYC;MYCN,0
PIGR,145626225
HLA-B,0
HLA-DRB1;HLA-DRB3,0
HBD,255269650
HBD;HBB,124284125
COL1A1,0
SPTA1,500284501
APOE,0
APOA2,129389025
FGB,121648125
MBP,0
GYPA,1832866352
SLC4A1,1994759527
FN1,187738225
AHSG,128633125
TFRC,0
FTH1,126621525
VTN,0
HMGCR,0
CAT,0
RAF1,0
RAF1;ARAF,138882225
ALDOA,269532450
ANXA1,123533925
APOB,0
NR3C1,370039176
TK1,0
CD74,0
SEMG1;SEMG2,0
GAPDH,0
ERBB2,251276250
TP53,0
SLC4A2,0
GYPC,141921225
ATP1A1,124305025
ATP1A1;ATP1A3,0
ATP1A1;ATP1A3;ATP4A;ATP1A2,0
APP,0
HMGN1,393639976
PRKCG;PRKCB,175482225
SLC25A5;SLC25A4;SLC25A6,0
ALPL,0
ALPP;ALPPL2,120951925
EIF2S1,120475935
ICAM1,134737225
RPLP2,121435825
RPLP0;RPLP0P6,0
JUN,247616520
JUN;JUND,127750025
SSB,0
PRKCB,0
KRT18,247225800
UROD,120595855
FYN,121021325
GSN,0
RB1,122298825
PTMA,127696825
CDK1;CDK3;CDK2,0
ATP5B,0
S100A9,123573325
S100A6,0
APOA4,0
ENO1,121470925
ENO1;ENO3;ENO2,0
NPM1,215371225
TPM3,127186025
TPM3;TPM1,121794725
EPHX1,0
NEFM,122599825
CENPB,0
P4HB,0
FES,0
CSF1R,241783910
CTSD,0
ANXA2,0
ANXA2;ANXA2P2,1101595203
GP1BA,0
CAPN1,0
ADRB2,0
BPGM,0
APRT,0
EPRS,123844925
HNRNPC,537077676
UQCRH,0
YES1,0
LYN,151387225
SFTPB,0
GJB1,0
SP1,123269525
ZFY;ZFX,123256825
ANXA6,119992440
NGFR,0
ABCB1,0
SLC3A2,0
NR3C2,123404325
HSP90AB1;HSP90AB3P,257617225
SRPR,0
MME,290093450
PDHA1,168487225
PDHA1;PDHA2,376716450
PTPRC,242297225
MET,0
ADRB1,0
SNRNP70,123886125
HCK,0
ITGA5,0
NFIC,515009001
RPS17,125340825
ANXA5,0
RPSA,0
IL6R,0
ADRA2A,0
SNRPA,0
HOXD4,0
GSTA2;GSTA1;GSTA3,0
SNRPC,0
LGALS1,121477525
TPM1,266967450
CLTA,0
ANXA4,123499225
CNP,122331225
CD7,0
HMOX1,0
CSF1,121589825
PDGFRB,121169725
HNRNPA1,655061676
HNRNPA1;HNRNPA1L2,0
PARP1,0
ALDOC,0
TFPT,244180050
ATXN1L,370089476
POLR2M;GCOM2,0
SMIM13,129986225
RGPD1;RGPD2,120661345
RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,0
HSPA1B;HSPA1A,129922225
HSPA1B;HSPA1A;HSPA6;HSPA7,0
PGBD3,120888505
GLI3,0
ZBTB48,0
GLI4,0
TROVE2,0
RRAS,121317225
ARAF,122116025
HIST1H1E,123030625
HIST1H1E;HIST1H1B;HIST1H1D;HIST1H1C;HIST1H1A,0
HIST1H1E;HIST1H1D,131433225
SPP1,0
PTPRF,0
NR2F6,0
NR2F1,0
MAPT,0
PRKAR1A,171540225
KIT,122586125
HSPD1,0
CLU,0
IRF1,0
HSPA5,0
MAP2,579901201
SLC2A1,328354050
SLC2A3,0
EPB41,1758802905
PYGB,0
RALA,120259695
BCR,249143850
ERG,0
TOP1,0
TOP2A,0
G6PD,0
ESRRA,0
DMD,507433571
SFTPC,364474506
IGF2R,281299450
SRF,127734725
MS4A1,0
COL6A1,0
COL6A3,123090825
TPR,245025550
ANXA3,0
BCKDHA,466112450
SKI,0
ACTN1,122105625
ACE,0
CDH1,122031925
SRC,778321676
XRCC6,120270585
UNG,0
NR2C1,0
GP1BB,387714850
RNH1,125465025
CYBA,161132225
SCG2,0
CFTR,0
VCAN,424603676
ITGA4,132038225
CEACAM1,0
HLA-A,602516401
HLA-E,0
HLA-DRB4,0
LCP1,284026450
PLS3,120850045
APEH,0
GYS1,133025225
PRKAR2A,1392031676
CCDC130,0
CD99,0
PRKCSH,0
HCLS1,243066360
PKM,121509125
HSP90B1,120929725
SLC2A4,0
HNRNPL,0
DARS,0
ETS1,0
JUP,248899050
BRAF,125278025
PVR,0
PGAM2;PGAM1;PGAM4,121304225
IFNGR1,122058025
B4GALT1,0
EZR,120294135
ATF2,137506225
UCHL3,0
FOSL2,121625925
NME1;NME2;NME2P1,122287625
HIVEP1,0
RPS2,0
TCF4,0
TCF3,121287625
DSP,261992050
MUC1,120979825
CD44,161170225
ITGB4,120638665
SPN,283917050
CBR1,0
CREB1,121778025
PECAM1,243210550
PPP3CB,0
NCK1,261119550
GCFC2,0
HIST1H1B,308716450
HIST1H1D,309010450
HIST1H1C,713230450
POR,0
EPB42,367504776
MGMT,0
ATP2A2,138303225
STMN1,501357501
STMN1;STMN2,0
YBX3,0
