GeneID,Intensity.LUAD_phos_02N
RBM47,0
E2F8,0
UBA6,0
ESYT2,1172486550
ESYT3,0
MED19,0
UHRF1BP1L,366390583
KIAA1598,0
LNP1,0
ARHGAP10,0
CCDC64B,122996394
MEX3A,0
C1orf226,242374418
PLEKHG3,484010867
SH3PXD2B,0
FRMD3,121886994
CXorf23,120647194
NBAS,266818488
TESPA1,239733908
KIAA1467,0
DENND3,0
SBNO1,0
KLRG2,121831094
RAB19;RAB43,0
SH3D21,0
XIRP2,0
POTEF;POTEI;POTEJ;ACTB;ACTG1;POTEE;POTEKP,124014494
POTEF;POTEI;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;POTEE,119800734
POTEF;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;ACTBL2;POTEE;POTEKP,272154798
CCDC151,0
CNOT1,0
ARHGEF35,0
ARHGEF35;ARHGEF5,0
BDP1,119980444
CCDC88B,125418494
FAM83G,0
PALM3,798327156
SOWAHB,0
ZNF316,272752388
TLCD2,121701294
CCDC69,120246494
WTIP,120393024
PCNXL2,0
CCDC85C,0
PCP4L1,0
TRIM64C,0
BTBD11,0
ZSWIM8,0
ARHGAP32,0
DISP2,0
TBKBP1,241330838
POM121C,120818194
POM121C;POM121B;POM121,124140494
POM121C;POM121,0
EFCAB7,0
NEURL1B,0
NCF1C;NCF1;NCF1B,0
FAM171A2,0
WASH4P;WASH1;WASH3P;WASH2P,0
WASH4P;WASH1;WASH3P;WASH2P;WASH6P,0
COL6A5,129176194
MYO1G,0
MYO9A,120344434
SMIM1,472545083
TMEM229A,0
PPP1R3G,0
TMEM238,0
FAM195B,121931994
NACA,0
CNKSR3,0
CNKSR3;IPCEF1,0
AGPS,122158994
KIF2A,0
DDX39A;DDX39B,0
PDLIM1,120009964
MYO1C,391550083
SNAP23,379188683
FXYD1,0
GTPBP1,122767094
STXBP3,121117094
ARVCF,615105512
SMAP,127139094
RAB27B;RAB27A,0
AP3B1,180098694
SULT2B1,0
NFKBIE,0
PSMD11,122394794
MEN1,129195894
CBX4,0
SUPT5H,243433288
DFFA,0
RFXAP,0
HIP1,120028924
CLIC1,0
EIF3F,0
WWP2,124772094
ARNTL,0
PIK3CD,0
PDHX,120928494
QSOX1,0
FOXN3,120348544
IPO5,0
EEF2K,0
EML1,0
DNM1L,124198494
PIK3C2A,376802323
LST1,251237488
GOLIM4,0
MEIS1,141288694
ELL2,0
BTN3A1,0
BIN1,247616088
CLDN5,125100494
KPNA3,244218988
STK25;STK26;STK24,0
BCL9,122892994
LAD1,0
EBAG9,161681694
SDCBP,0
PITPNM1,361036903
MPHOSPH10,120639694
NOP56,506858977
PEX12,951639388
KPNA4,126866294
NFIB,259835488
ACACB,0
SCD,0
PPAP2A,0
PPAP2B,121444894
ARID1A,635601772
BHLHE40,0
C2CD2L,0
FCHO1,0
TRAFD1,126477694
HSPB6,123373594
CIT,0
COPE,124099494
CDC42EP2,120496794
AP3D1,123683594
ENPP3,0
ABLIM1,1988815433
DVL1,0
DVL1;DVL1P1,0
CHD1,0
CHD2,367365783
STX16,0
EI24,250373368
TP53I11,191552694
KMT2D,1243326584
RGPD8;RGPD5,0
RGPD8;RGPD5;RGPD1;RGPD2,0
RGPD8;RGPD5;RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,121277894
RGPD8;RGPD5;RANBP2;RGPD4;RGPD3,0
PDCD5,0
SLC9A3R1,418923913
NRP1,0
TNPO2,0
APOL1,281981388
UNC13B,381578483
RASGRF2,0
SCAMP3,315779388
BACH1,120567294
BCKDK,0
IRF6,0
GIPC1,0
IKBKB,0
RGS12,122282194
CASK,0
PPP1R12A,377245183
GAK,0
ZNF263,0
HNRNPDL,121314294
XPO1,121897994
ARHGEF10,260544488
ZNF609,244588188
ZNF646,0
PDZD2,362021943
SPTBN2,0
MAST4,120632294
SEC16A,1260982584
PLXNB2,0
AREL1,122837794
KHNYN,0
U2SURP,122473694
SETD1A,380781083
SYNJ2,0
SYNM,1215227040
KIAA0355,0
MCF2L,377777583
DCLK1,0
ARHGEF11,1222857254
FYB,0
TBX3,120190274
SCAMP2,301039694
ARPC1B,0
BET1,130680694
TRIM24,122271094
PGRMC2,439586888
CTDSPL,125903194
SMAD9;SMAD1,0
RGL2,0
NKRF,0
ZNF185,399005083
CASC3,0
RER1,265631288
ATXN7,0
MID1,0
MID1;MID2,0
INPPL1,124131494
SLC16A4,0
HDAC3,0
SIGLEC5,0
STX7,151664694
TOX3,0
FOXP2,0
TNRC18,366689383
SLC16A3,124546794
SLC31A2,0
ABCC3,0
ABCC4,259423488
ABCC5,0
CD3EAP,0
MSH4,0
PER1,123309994
RNF113A,0
KDM6A,0
CLDN3,120432484
FFAR2,0
ZZEF1,0
ASAP2,121513094
RRP8,0
PJA2,0
SIPA1L1,253856288
ARHGAP6,0
PHF1,0
GPR39,0
SEPTIN4,137051694
DYNC1LI2,121793494
PSMD3,0
SART1,228989694
SPINT2,0
HSPA12A,124282994
CCP110,0
ADCY6,260278388
CTIF,122793394
PPIP5K2,120324904
MAP3K7,247450988
RIPK2,0
RASA4;RASA4B,0
WDR62,0
PRPF3,143555694
TXNL1,0
TPD52L2,249999288
SYNJ1,0
EIF4G3,120203984
CBFA2T2,243163288
AKR7A2,120619594
EPB41L2,772541766
TGOLN2,377258463
WIPF1,0
ATP8B1,0
FOXO3,0
SMAD6,0
SGCE,0
LAT,120986694
RGS14,122180094
RNF13,0
AKAP10,0
SYT7,0
DENR,121101794
SPRY2,121047394
DNPH1,0
CHMP2A,0
RGS10,0
BUB3,0
AKAP7,0
ACTN4,121176694
ACTN4;ACTN1,0
ACTN4;ACTN1;ACTN3;ACTN2,243639738
PRKAB2,137742694
STX6,120464374
SYNGR2,128088894
SGTA,0
ENSA,0
ENSA;ARPP19,0
STRN,123204694
RRP9,0
C21orf2,0
AKAP8,371910183
ZBTB14,0
NRD1,0
CALU,0
AHCYL1,0
KIF1C,248337388
TYROBP,124245094
FIGF,0
PEX1,247539888
RAD21,123342394
TIMM8A,0
KALRN,0
DHX16,248035988
SSSCA1,0
PPP1R12B,120662294
BNIP3L,692722372
SH3BP5,0
PLIN1,0
BAI3,0
MED14,243442988
PCDH7,0
PRPSAP2,123075494
SMARCA5,120581994
GPRIN2,0
SPAG9,539241767
SUSD5,0
MGRN1,0
SIPA1L3,0
ZFC3H1,121181494
TRAK2,0
LZTS3,0
KIAA0556,0
AQR,0
MAST3,0
ATP10A,121036594
ZEB2,244987588
MCM3AP,125645294
KIF1B,120297984
KDM1A,245137988
TBC1D4,120400654
FZD6,251225488
HBP1,0
PPL,899855206
EVI5,0
LY75,0
PLXNC1,138197694
MPZL2,0
ACSL4,0
SNX3,120656694
DOK2,0
STX10,242277378
MGEA5,120888694
ADCY9,246915888
SORBS3,761382577
EIF4EBP3,0
NEMF,0
GMDS,0
NMT2,0
GREM1,0
EIF4E2,0
CCNT2,0
SELENOF,0
PDE8A,0
PDE8A;PDE8B,0
PLIN3,0
SLC16A7,241224018
MAFK,0
PRMT3,0
KPNA6,0
UGDH,0
LPXN,0
SNX2,244062088
DPM1,140573694
USO1,125858394
TOM1,384828683
PFKFB2,0
EIF5B,635915172
GAS7,250208988
BRD4,264722788
OPHN1,0
PPP1R11,511701977
RNASEH1,0
NBN,0
NOL3,0
DTNB,0
LILRB3,123328994
LILRB5,121962494
MITF,120988294
SRGAP2,0
SRGAP2;SRGAP2B;SRGAP2C,120845394
NOS1AP,0
IGSF3,126700894
DENND4B,0
TMCC2,254772908
CBFA2T3,0
LRP4,121471994
LDB3,0
N4BP1,0
ROCK2,0
CLASP2,120075754
COBL,367041783
CPNE3,138423694
ZBED4,0
DEPDC5,119950594
ATG13,0
OBSL1,0
PHF2,628342192
PHF2;PHF8,0
ZC3H11A,120863394
RAB11FIP3,0
SOCS5,121660494
NPHP4,121098794
PHACTR2,0
PPP6R2,122378894
CNOT3,0
ANKRD17,243313288
SIN3B,125576994
DNAJB6,0
SNN,0
VPS4B,0
VPS4B;VPS4A,0
ENTPD3,0
ZNF217,0
H2AFY,365266583
FLNB,626742832
NCOR1,979514225
VAMP4,126197794
PEX14,248098388
TRIM3,0
ULK1,0
SLC43A1,241122088
SEC22B,356793088
DEAF1,120807994
PRPF40A,614850472
TACC1,246260088
GIGYF1,0
LRCH4,267090688
SAP30,0
MED24,364418893
KATNA1,0
ERN1,0
PSIP1,969585396
SRSF10,403027583
CLDN11,123274194
TNFRSF21,0
TADA3,0
SF3B1,1019286055
WBP4,0
SKAP2,250190088
PRKRA,274512108
RPS6KA5,0
MYCBP2,502766077
NPM3,0
PRDM1,0
REM1,0
SNRNP200,350049694
OFD1,0
TOM1L1,0
RPS6KA4,120674794
SURF6,121258694
UTP20,0
NUP155,265256778
TCEA3,0
PALM,363673483
GRAP2,122414294
CAPN15,0
BCAR3,0
EIF3G,130456694
EIF3J,119710944
PPP1R37,0
DGAT1,0
CCNK,124305694
DYSF,0
PIAS1,124486794
FLOT1,120623694
TRIO,0
MPDZ,120777894
CPD,0
SASH3,0
GLRX3,0
RSL1D1,132474694
WFS1,138425694
NEBL,269638888
RNF8,0
PDE5A,124874794
ZFAND5,120048024
SRP72,126961194
RECQL5,0
URI1,0
STK17B,0
ECM2,0
MTA2,130104694
USP1,0
STK10,249041278
PRKD3,242361588
PRKD3;PRKD1,368607883
GFPT2,0
TPPP,0
KBTBD11,248086888
ATP10B,0
TOMM70A,315749694
MYO1D,0
TOX4,0
MICAL2,0
KIAA0754,121475994
SUPT7L,122977294
FCHSD2,0
UFL1,135104694
SORBS2,2032391057
TMCC1,254514188
PHF14,377222783
SASH1,621965242
TMEM63A,247744388
FARP2,241125718
UBXN7,0
SUN1,121696694
PROSC,120136734
PRPF6,120951494
PCF11,0
FRYL,0
CDK14,0
GLCE,0
ABLIM3,905512960
KDM4B,0
KDM4B;KDM4E;KDM4C,365922583
SLCO2B1,139985694
WDR47,0
TRIM37,0
SEC31A,529245917
CEP152,0
FAM13A,0
ARHGEF15,242713388
TJP3,669818772
YIF1A,0
UBR5,271582278
FSBP,119817514
SCAF4,0
UBE4B,0
SCEL,919000400
VAMP5,132342694
RTN3,0
ZNF205,138678694
EPN2,256677768
STBD1,169562694
ZRANB2,296916388
LUC7L3,0
KIF20A,0
MBD4,0
SBF1,0
KAT7,484967027
ABCC6,0
PDE8B,120572994
KCNK5,0
VAPB,652166972
SNAPIN,122962194
MPZL1,386916483
PGLS,0
TACC2,367944983
TRIM16,0
ZBTB7A,421051583
MAP3K6,120210244
SLU7,131706694
PGM3,0
RAPGEF3,120549294
CD2BP2,346704388
MED26,0
ZFYVE9,0
SVIL,1455516138
BAG4,0
SLC34A2,0
PARN,122794894
FMNL1,492642683
CLDN7,0
ABCA1,121430894
SEC24B,242602328
LPHN2,121679894
CBX6,0
NADK,0
SFT2D2,0
ACSL3,0
POLR1A,119935014
PCNT,488032577
CNOT4,0
NFATC1,0
ASMTL,244143188
CDS2,659792277
FGFR1OP,121218094
PPP1R3D,0
BRD1,121797394
POP4,0
HERC2,0
HERC2;HERC2P3,0
OXSR1,243305488
PTBP3,0
STARD3NL,393833983
WIZ,120237254
DDX58,0
STAU1,0
TMEM50A,120609494
BAG2,0
BAG3,426641713
MAP4K4,122027694
AIFM1,246435888
LATS1,0
TSPAN13,0
ABHD16A,0
C6orf47,242416888
EOMES,0
S1PR4,0
BCL10,0
MOCS2,0
PEX11B,0
PAK4,127813694
CHEK2,0
APBA3,0
LDHA,0
ALDH1A1,0
CYB5R3,119945824
PNP,0
ABL1,0
EGFR,520051277
PGK1,0
AK1,0
F9,120988194
PLG,0
CA1,0
CA2,0
SERPINC1,153521694
SERPINA1,0
KNG1,646533288
FOS,0
MYC;MYCN,0
PIGR,276396888
HLA-B,0
HLA-DRB1;HLA-DRB3,0
HBD,0
HBD;HBB,0
COL1A1,0
SPTA1,243349288
APOE,120363664
APOA2,122667694
FGB,0
MBP,120194254
GYPA,463028683
SLC4A1,929820777
FN1,195240694
AHSG,123606094
TFRC,0
FTH1,270519388
VTN,371020683
HMGCR,0
CAT,127748094
RAF1,0
RAF1;ARAF,140892694
ALDOA,254043888
ANXA1,121258394
APOB,133232694
NR3C1,125092794
TK1,0
CD74,126879394
SEMG1;SEMG2,123381694
GAPDH,120035214
ERBB2,365776193
TP53,0
SLC4A2,380293183
GYPC,122076294
ATP1A1,127691294
ATP1A1;ATP1A3,120452354
ATP1A1;ATP1A3;ATP4A;ATP1A2,123126194
APP,0
HMGN1,379423083
PRKCG;PRKCB,159035694
SLC25A5;SLC25A4;SLC25A6,0
ALPL,122337694
ALPP;ALPPL2,122928694
EIF2S1,0
ICAM1,0
RPLP2,248120088
RPLP0;RPLP0P6,0
JUN,245313388
JUN;JUND,131576694
SSB,0
PRKCB,0
KRT18,186155891
UROD,0
FYN,130587694
GSN,0
RB1,0
PTMA,0
CDK1;CDK3;CDK2,0
ATP5B,0
S100A9,122246294
S100A6,0
APOA4,0
ENO1,0
ENO1;ENO3;ENO2,0
NPM1,195057694
TPM3,135218694
TPM3;TPM1,121980894
EPHX1,120361324
NEFM,0
CENPB,0
P4HB,0
FES,0
CSF1R,0
CTSD,0
ANXA2,0
ANXA2;ANXA2P2,1682330638
GP1BA,0
CAPN1,0
ADRB2,0
BPGM,120085354
APRT,0
EPRS,517995877
HNRNPC,445626083
UQCRH,0
YES1,127621694
LYN,276487488
SFTPB,119830244
GJB1,0
SP1,122523294
ZFY;ZFX,0
ANXA6,0
NGFR,0
ABCB1,0
SLC3A2,0
NR3C2,0
HSP90AB1;HSP90AB3P,174214694
SRPR,135994694
MME,296728388
PDHA1,139086694
PDHA1;PDHA2,272926388
PTPRC,239229694
MET,0
ADRB1,245895188
SNRNP70,0
HCK,0
ITGA5,144314694
NFIC,626218042
RPS17,0
ANXA5,0
RPSA,0
IL6R,0
ADRA2A,0
SNRPA,0
HOXD4,0
GSTA2;GSTA1;GSTA3,0
SNRPC,0
LGALS1,0
TPM1,267889388
CLTA,0
ANXA4,122256794
CNP,121111594
CD7,0
HMOX1,0
CSF1,0
PDGFRB,0
HNRNPA1,343082388
HNRNPA1;HNRNPA1L2,0
PARP1,0
ALDOC,0
TFPT,243703388
ATXN1L,0
POLR2M;GCOM2,120482284
SMIM13,0
RGPD1;RGPD2,0
RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,0
HSPA1B;HSPA1A,125057794
HSPA1B;HSPA1A;HSPA6;HSPA7,0
PGBD3,0
GLI3,0
ZBTB48,0
GLI4,0
TROVE2,0
RRAS,121116894
ARAF,0
HIST1H1E,130672694
HIST1H1E;HIST1H1B;HIST1H1D;HIST1H1C;HIST1H1A,0
HIST1H1E;HIST1H1D,269699694
SPP1,0
PTPRF,0
NR2F6,0
NR2F1,0
MAPT,0
PRKAR1A,151945694
KIT,0
HSPD1,121598494
CLU,131201694
IRF1,0
HSPA5,0
MAP2,265892688
SLC2A1,281123388
SLC2A3,0
EPB41,771612266
PYGB,0
RALA,0
BCR,244582488
ERG,0
TOP1,0
TOP2A,0
G6PD,0
ESRRA,0
DMD,501697677
SFTPC,240617378
IGF2R,298029388
SRF,255933988
MS4A1,0
COL6A1,0
COL6A3,123161294
TPR,370452483
ANXA3,120071254
BCKDHA,535586388
SKI,0
ACTN1,121442394
ACE,120623694
CDH1,121159394
SRC,604105083
XRCC6,0
UNG,0
NR2C1,0
GP1BB,260729694
RNH1,122734194
CYBA,246702778
SCG2,127363194
CFTR,0
VCAN,493326083
ITGA4,131079694
CEACAM1,0
HLA-A,538049780
HLA-E,121053794
HLA-DRB4,0
LCP1,259466788
PLS3,0
APEH,0
GYS1,365788583
PRKAR2A,1031729083
CCDC130,0
CD99,123218994
PRKCSH,0
HCLS1,120531594
PKM,121149094
HSP90B1,119926264
SLC2A4,0
HNRNPL,0
DARS,0
ETS1,0
JUP,242932478
BRAF,122346094
PVR,121276894
PGAM2;PGAM1;PGAM4,0
IFNGR1,0
B4GALT1,0
EZR,246001388
ATF2,381025283
UCHL3,0
FOSL2,0
NME1;NME2;NME2P1,0
HIVEP1,0
RPS2,0
TCF4,0
TCF3,122640994
DSP,442324883
MUC1,251664738
CD44,450302483
ITGB4,120497264
SPN,267743088
CBR1,0
CREB1,125100894
PECAM1,125158394
PPP3CB,122738294
NCK1,136492694
GCFC2,241646988
HIST1H1B,325990388
HIST1H1D,159453694
HIST1H1C,757869388
POR,0
EPB42,241046248
MGMT,121865294
ATP2A2,138325694
STMN1,242017248
STMN1;STMN2,0
YBX3,0
YBX3;YBX1;YBX2,0
ZNF22,179992694
