GeneID,Intensity.LUAD_phos_10T
RBM47,0
E2F8,0
UBA6,0
ESYT2,0
ESYT3,0
MED19,0
UHRF1BP1L,0
KIAA1598,127735853
LNP1,0
ARHGAP10,0
CCDC64B,0
MEX3A,0
C1orf226,0
PLEKHG3,0
SH3PXD2B,0
FRMD3,0
CXorf23,0
NBAS,0
TESPA1,0
KIAA1467,0
DENND3,0
SBNO1,0
KLRG2,0
RAB19;RAB43,0
SH3D21,0
XIRP2,0
POTEF;POTEI;POTEJ;ACTB;ACTG1;POTEE;POTEKP,0
POTEF;POTEI;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;POTEE,0
POTEF;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;ACTBL2;POTEE;POTEKP,0
CCDC151,0
CNOT1,0
ARHGEF35,0
ARHGEF35;ARHGEF5,0
BDP1,0
CCDC88B,0
FAM83G,0
PALM3,259297217
SOWAHB,0
ZNF316,0
TLCD2,0
CCDC69,0
WTIP,0
PCNXL2,0
CCDC85C,0
PCP4L1,0
TRIM64C,0
BTBD11,0
ZSWIM8,0
ARHGAP32,0
DISP2,0
TBKBP1,0
POM121C,0
POM121C;POM121B;POM121,0
POM121C;POM121,0
EFCAB7,0
NEURL1B,126668523
NCF1C;NCF1;NCF1B,0
FAM171A2,0
WASH4P;WASH1;WASH3P;WASH2P,0
WASH4P;WASH1;WASH3P;WASH2P;WASH6P,0
COL6A5,0
MYO1G,0
MYO9A,0
SMIM1,126738443
TMEM229A,0
PPP1R3G,0
TMEM238,0
FAM195B,128739953
NACA,0
CNKSR3,0
CNKSR3;IPCEF1,0
AGPS,0
KIF2A,0
DDX39A;DDX39B,0
PDLIM1,0
MYO1C,0
SNAP23,0
FXYD1,0
GTPBP1,0
STXBP3,0
ARVCF,0
SMAP,133920453
RAB27B;RAB27A,0
AP3B1,415983361
SULT2B1,0
NFKBIE,0
PSMD11,127135663
MEN1,0
CBX4,0
SUPT5H,0
DFFA,0
RFXAP,0
HIP1,0
CLIC1,0
EIF3F,0
WWP2,0
ARNTL,0
PIK3CD,0
PDHX,0
QSOX1,0
FOXN3,0
IPO5,0
EEF2K,0
EML1,0
DNM1L,0
PIK3C2A,0
LST1,0
GOLIM4,128545653
MEIS1,132447153
ELL2,0
BTN3A1,0
BIN1,259537807
CLDN5,0
KPNA3,0
STK25;STK26;STK24,0
BCL9,0
LAD1,0
EBAG9,128012653
SDCBP,0
PITPNM1,0
MPHOSPH10,0
NOP56,130241053
PEX12,0
KPNA4,0
NFIB,0
ACACB,0
SCD,0
PPAP2A,0
PPAP2B,0
ARID1A,127529353
BHLHE40,0
C2CD2L,0
FCHO1,0
TRAFD1,255000297
HSPB6,126811963
CIT,0
COPE,127799653
CDC42EP2,0
AP3D1,126973713
ENPP3,0
ABLIM1,508773165
DVL1,0
DVL1;DVL1P1,0
CHD1,0
CHD2,0
STX16,126325933
EI24,128906553
TP53I11,152685253
KMT2D,0
RGPD8;RGPD5,0
RGPD8;RGPD5;RGPD1;RGPD2,0
RGPD8;RGPD5;RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,127552853
RGPD8;RGPD5;RANBP2;RGPD4;RGPD3,0
PDCD5,0
SLC9A3R1,263704787
NRP1,0
TNPO2,0
APOL1,0
UNC13B,0
RASGRF2,0
SCAMP3,148032253
BACH1,0
BCKDK,0
IRF6,0
GIPC1,0
IKBKB,0
RGS12,0
CASK,0
PPP1R12A,131580453
GAK,0
ZNF263,0
HNRNPDL,0
XPO1,0
ARHGEF10,0
ZNF609,0
ZNF646,0
PDZD2,0
SPTBN2,0
MAST4,0
SEC16A,274589307
PLXNB2,0
AREL1,0
KHNYN,0
U2SURP,0
SETD1A,264059207
SYNJ2,0
SYNM,0
KIAA0355,0
MCF2L,0
DCLK1,258026607
ARHGEF11,0
FYB,0
TBX3,0
SCAMP2,142345253
ARPC1B,0
BET1,127762753
TRIM24,0
PGRMC2,136898253
CTDSPL,0
SMAD9;SMAD1,0
RGL2,0
NKRF,127276753
ZNF185,256242507
CASC3,127371753
RER1,129616253
ATXN7,0
MID1,0
MID1;MID2,0
INPPL1,131473553
SLC16A4,0
HDAC3,0
SIGLEC5,0
STX7,0
TOX3,0
FOXP2,0
TNRC18,0
SLC16A3,134216853
SLC31A2,0
ABCC3,0
ABCC4,0
ABCC5,0
CD3EAP,0
MSH4,0
PER1,126845623
RNF113A,0
KDM6A,0
CLDN3,0
FFAR2,0
ZZEF1,0
ASAP2,0
RRP8,0
PJA2,0
SIPA1L1,128622153
ARHGAP6,0
PHF1,0
GPR39,0
SEPTIN4,0
DYNC1LI2,132686353
PSMD3,127169253
SART1,131232753
SPINT2,0
HSPA12A,0
CCP110,0
ADCY6,0
CTIF,127073423
PPIP5K2,0
MAP3K7,0
RIPK2,0
RASA4;RASA4B,0
WDR62,0
PRPF3,158909253
TXNL1,0
TPD52L2,0
SYNJ1,0
EIF4G3,131375653
CBFA2T2,0
AKR7A2,0
EPB41L2,0
TGOLN2,407143461
WIPF1,0
ATP8B1,0
FOXO3,0
SMAD6,0
SGCE,0
LAT,0
RGS14,0
RNF13,0
AKAP10,0
SYT7,0
DENR,127433453
SPRY2,0
DNPH1,0
CHMP2A,0
RGS10,0
BUB3,0
AKAP7,0
ACTN4,0
ACTN4;ACTN1,0
ACTN4;ACTN1;ACTN3;ACTN2,0
PRKAB2,130801953
STX6,0
SYNGR2,126686233
SGTA,127487853
ENSA,126861803
ENSA;ARPP19,0
STRN,0
RRP9,0
C21orf2,0
AKAP8,0
ZBTB14,0
NRD1,135092353
CALU,0
AHCYL1,0
KIF1C,127377653
TYROBP,0
FIGF,0
PEX1,0
RAD21,0
TIMM8A,126719243
KALRN,0
DHX16,0
SSSCA1,0
PPP1R12B,0
BNIP3L,135909253
SH3BP5,0
PLIN1,0
BAI3,0
MED14,129885753
PCDH7,0
PRPSAP2,128016653
SMARCA5,126711613
GPRIN2,0
SPAG9,127444553
SUSD5,0
MGRN1,0
SIPA1L3,0
ZFC3H1,0
TRAK2,0
LZTS3,0
KIAA0556,126620253
AQR,0
MAST3,0
ATP10A,0
ZEB2,0
MCM3AP,0
KIF1B,126412143
KDM1A,0
TBC1D4,0
FZD6,0
HBP1,0
PPL,268251007
EVI5,0
LY75,0
PLXNC1,139992253
MPZL2,0
ACSL4,0
SNX3,0
DOK2,0
STX10,0
MGEA5,0
ADCY9,0
SORBS3,0
EIF4EBP3,0
NEMF,0
GMDS,130533053
NMT2,0
GREM1,136352253
EIF4E2,0
CCNT2,0
SELENOF,0
PDE8A,0
PDE8A;PDE8B,0
PLIN3,0
SLC16A7,0
MAFK,0
PRMT3,0
KPNA6,0
UGDH,126926743
LPXN,0
SNX2,130300053
DPM1,0
USO1,0
TOM1,126782403
PFKFB2,0
EIF5B,256557107
GAS7,0
BRD4,130688553
OPHN1,0
PPP1R11,0
RNASEH1,0
NBN,0
NOL3,0
DTNB,0
LILRB3,0
LILRB5,0
MITF,0
SRGAP2,0
SRGAP2;SRGAP2B;SRGAP2C,0
NOS1AP,0
IGSF3,0
DENND4B,0
TMCC2,127416953
CBFA2T3,0
LRP4,0
LDB3,0
N4BP1,0
ROCK2,0
CLASP2,0
COBL,0
CPNE3,0
ZBED4,0
DEPDC5,0
ATG13,0
OBSL1,0
PHF2,257942507
PHF2;PHF8,0
ZC3H11A,126960663
RAB11FIP3,0
SOCS5,0
NPHP4,0
PHACTR2,0
PPP6R2,0
CNOT3,0
ANKRD17,0
SIN3B,0
DNAJB6,0
SNN,0
VPS4B,0
VPS4B;VPS4A,0
ENTPD3,0
ZNF217,126832333
H2AFY,0
FLNB,259125407
NCOR1,0
VAMP4,141765253
PEX14,0
TRIM3,0
ULK1,0
SLC43A1,0
SEC22B,254482647
DEAF1,0
PRPF40A,130334553
TACC1,0
GIGYF1,0
LRCH4,135945553
SAP30,0
MED24,126434683
KATNA1,0
ERN1,0
PSIP1,266004607
SRSF10,130579153
CLDN11,0
TNFRSF21,0
TADA3,0
SF3B1,0
WBP4,0
SKAP2,0
PRKRA,135528153
RPS6KA5,0
MYCBP2,127605753
NPM3,0
PRDM1,0
REM1,0
SNRNP200,142771253
OFD1,0
TOM1L1,0
RPS6KA4,0
SURF6,0
UTP20,127037523
NUP155,128550853
TCEA3,0
PALM,0
GRAP2,0
CAPN15,0
BCAR3,0
EIF3G,0
EIF3J,0
PPP1R37,0
DGAT1,0
CCNK,128134553
DYSF,0
PIAS1,0
FLOT1,0
TRIO,0
MPDZ,0
CPD,0
SASH3,0
GLRX3,0
RSL1D1,294513487
WFS1,0
NEBL,0
RNF8,0
PDE5A,0
ZFAND5,0
SRP72,0
RECQL5,128295953
URI1,0
STK17B,0
ECM2,0
MTA2,0
USP1,0
STK10,0
PRKD3,0
PRKD3;PRKD1,135953553
GFPT2,0
TPPP,0
KBTBD11,0
ATP10B,0
TOMM70A,126620683
MYO1D,0
TOX4,0
MICAL2,0
KIAA0754,0
SUPT7L,0
FCHSD2,0
UFL1,133951053
SORBS2,257929387
TMCC1,256220807
PHF14,0
SASH1,0
TMEM63A,0
FARP2,0
UBXN7,0
SUN1,0
PROSC,0
PRPF6,0
PCF11,0
FRYL,0
CDK14,0
GLCE,0
ABLIM3,0
KDM4B,0
KDM4B;KDM4E;KDM4C,0
SLCO2B1,0
WDR47,0
TRIM37,0
SEC31A,177625253
CEP152,0
FAM13A,0
ARHGEF15,0
TJP3,258106297
YIF1A,0
UBR5,133426853
FSBP,0
SCAF4,0
UBE4B,0
SCEL,384862461
VAMP5,0
RTN3,0
ZNF205,0
EPN2,0
STBD1,0
ZRANB2,400965561
LUC7L3,0
KIF20A,0
MBD4,0
SBF1,0
KAT7,127161653
ABCC6,0
PDE8B,0
KCNK5,0
VAPB,0
SNAPIN,128056753
MPZL1,0
PGLS,0
TACC2,128859853
TRIM16,0
ZBTB7A,127231353
MAP3K6,0
SLU7,128183053
PGM3,0
RAPGEF3,0
CD2BP2,180148253
MED26,0
ZFYVE9,0
SVIL,803701623
BAG4,0
SLC34A2,0
PARN,255810807
FMNL1,284950307
CLDN7,128906253
ABCA1,0
SEC24B,0
LPHN2,0
CBX6,0
NADK,0
SFT2D2,255170057
ACSL3,0
POLR1A,0
PCNT,0
CNOT4,0
NFATC1,0
ASMTL,0
CDS2,131435353
FGFR1OP,0
PPP1R3D,0
BRD1,0
POP4,0
HERC2,0
HERC2;HERC2P3,0
OXSR1,0
PTBP3,0
STARD3NL,258252907
WIZ,0
DDX58,0
STAU1,0
TMEM50A,0
BAG2,0
BAG3,0
MAP4K4,0
AIFM1,129600853
LATS1,0
TSPAN13,0
ABHD16A,0
C6orf47,0
EOMES,0
S1PR4,0
BCL10,128348953
MOCS2,0
PEX11B,0
PAK4,0
CHEK2,0
APBA3,0
LDHA,0
ALDH1A1,0
CYB5R3,0
PNP,0
ABL1,0
EGFR,0
PGK1,127537553
AK1,0
F9,0
PLG,0
CA1,0
CA2,0
SERPINC1,131736053
SERPINA1,0
KNG1,0
FOS,0
MYC;MYCN,0
PIGR,271195807
HLA-B,0
HLA-DRB1;HLA-DRB3,0
HBD,0
HBD;HBB,0
COL1A1,0
SPTA1,0
APOE,0
APOA2,0
FGB,0
MBP,0
GYPA,0
SLC4A1,128366853
FN1,152664253
AHSG,0
TFRC,0
FTH1,0
VTN,0
HMGCR,0
CAT,0
RAF1,0
RAF1;ARAF,133658353
ALDOA,128861253
ANXA1,0
APOB,0
NR3C1,0
TK1,0
CD74,0
SEMG1;SEMG2,0
GAPDH,0
ERBB2,0
TP53,0
SLC4A2,0
GYPC,0
ATP1A1,0
ATP1A1;ATP1A3,0
ATP1A1;ATP1A3;ATP4A;ATP1A2,0
APP,0
HMGN1,318888507
PRKCG;PRKCB,0
SLC25A5;SLC25A4;SLC25A6,0
ALPL,0
ALPP;ALPPL2,0
EIF2S1,0
ICAM1,0
RPLP2,0
RPLP0;RPLP0P6,0
JUN,0
JUN;JUND,0
SSB,0
PRKCB,0
KRT18,387611386
UROD,0
FYN,0
GSN,0
RB1,0
PTMA,0
CDK1;CDK3;CDK2,0
ATP5B,0
S100A9,0
S100A6,0
APOA4,0
ENO1,126895793
ENO1;ENO3;ENO2,0
NPM1,156992253
TPM3,127290853
TPM3;TPM1,0
EPHX1,0
NEFM,0
CENPB,0
P4HB,0
FES,0
CSF1R,0
CTSD,0
ANXA2,0
ANXA2;ANXA2P2,400572961
GP1BA,0
CAPN1,0
ADRB2,0
BPGM,0
APRT,0
EPRS,0
HNRNPC,523565531
UQCRH,0
YES1,0
LYN,133304653
SFTPB,0
GJB1,0
SP1,0
ZFY;ZFX,0
ANXA6,0
NGFR,0
ABCB1,0
SLC3A2,0
NR3C2,0
HSP90AB1;HSP90AB3P,355435253
SRPR,0
MME,0
PDHA1,127970653
PDHA1;PDHA2,263143907
PTPRC,128317453
MET,0
ADRB1,0
SNRNP70,128827353
HCK,0
ITGA5,0
NFIC,126911353
RPS17,0
ANXA5,0
RPSA,0
IL6R,0
ADRA2A,0
SNRPA,0
HOXD4,0
GSTA2;GSTA1;GSTA3,0
SNRPC,0
LGALS1,0
TPM1,127409353
CLTA,0
ANXA4,0
CNP,0
CD7,0
HMOX1,0
CSF1,0
PDGFRB,0
HNRNPA1,173329253
HNRNPA1;HNRNPA1L2,0
PARP1,0
ALDOC,0
TFPT,0
ATXN1L,0
POLR2M;GCOM2,0
SMIM13,0
RGPD1;RGPD2,0
RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,0
HSPA1B;HSPA1A,127688153
HSPA1B;HSPA1A;HSPA6;HSPA7,0
PGBD3,0
GLI3,0
ZBTB48,0
GLI4,0
TROVE2,0
RRAS,0
ARAF,0
HIST1H1E,134329853
HIST1H1E;HIST1H1B;HIST1H1D;HIST1H1C;HIST1H1A,126489723
HIST1H1E;HIST1H1D,139795253
SPP1,268608907
PTPRF,0
NR2F6,0
NR2F1,0
MAPT,0
PRKAR1A,150665253
KIT,0
HSPD1,0
CLU,0
IRF1,0
HSPA5,128907953
MAP2,260671637
SLC2A1,0
SLC2A3,0
EPB41,0
PYGB,0
RALA,0
BCR,128618253
ERG,0
TOP1,0
TOP2A,130595153
G6PD,0
ESRRA,0
DMD,0
SFTPC,0
IGF2R,152929253
SRF,0
MS4A1,0
COL6A1,0
COL6A3,0
TPR,0
ANXA3,0
BCKDHA,154546253
SKI,0
ACTN1,0
ACE,0
CDH1,0
SRC,158460253
XRCC6,0
UNG,0
NR2C1,0
GP1BB,0
RNH1,0
CYBA,0
SCG2,0
CFTR,0
VCAN,272820287
ITGA4,0
CEACAM1,0
HLA-A,277145407
HLA-E,0
HLA-DRB4,0
LCP1,270612907
PLS3,0
APEH,0
GYS1,0
PRKAR2A,632577761
CCDC130,0
CD99,0
PRKCSH,0
HCLS1,0
PKM,128665853
HSP90B1,0
SLC2A4,0
HNRNPL,0
DARS,0
ETS1,0
JUP,0
BRAF,129020853
PVR,0
PGAM2;PGAM1;PGAM4,0
IFNGR1,0
B4GALT1,0
EZR,0
ATF2,0
UCHL3,0
FOSL2,0
NME1;NME2;NME2P1,0
HIVEP1,0
RPS2,0
TCF4,0
TCF3,0
DSP,130319753
MUC1,0
CD44,131743753
ITGB4,0
SPN,0
CBR1,0
CREB1,0
PECAM1,0
PPP3CB,0
NCK1,0
GCFC2,0
HIST1H1B,356724607
HIST1H1D,138167253
HIST1H1C,338522507
POR,0
EPB42,0
MGMT,129806253
ATP2A2,134234153
STMN1,128900453
STMN1;STMN2,0
YBX3,0
YBX3;YBX1;YBX2,0
ZNF22,127337453
ZKSCAN1,128299453
ZSCAN20,0
HMGA1,390883461
TMEM11,0
IFNAR1,0
PRKCA,129913153
JUNB,0
GJA1,0
UBTF,0
JUND,0
ATF7,0
PRKACA,0
PRKACA;PRKACG;PRKACB,0
DES,258650107
PTPN2,126961353
CTPS1,0
PFKL,0
IGFBP3,130000753
SPI1,0
TCP1,127245453
PTPN1,0
ARF4,0
PTPRA,0
NELFE,258579007
LAG3,0
PGAM1,126584953
PGAM1;PGAM4,127910053
RCC1,157404253
SDC1,0
LIG1,126878373
XRCC1,354330507
PAM,0
MYL12A;MYL12B;MYL9,0
PLCG1,0
NCL,252970627
ELK1,0
TRIM21,0
TFEB,0
TFE3,0
SLC9A1,381946951
ITIH2,0
NFKB1,0
NCF2,0
TYMP,0
ATP2B1,130153153
ATP2B1;ATP2B2,0
EIF2S2,142318253
CD33,0
TPSB2;TPSAB1;TPSD1,0
CD22,0
RAB4A,0
RAB6A,128896253
MX2,0
LMNB1,0
LMNB1;LMNB2,0
