GeneID,Intensity.LUAD_phos_07N
RBM47,124020907
E2F8,0
UBA6,0
ESYT2,971891151
ESYT3,121911557
MED19,137012907
UHRF1BP1L,133592907
KIAA1598,122850207
LNP1,0
ARHGAP10,0
CCDC64B,505430129
MEX3A,121685717
C1orf226,250324214
PLEKHG3,494646429
SH3PXD2B,0
FRMD3,123359607
CXorf23,0
NBAS,295357814
TESPA1,0
KIAA1467,0
DENND3,0
SBNO1,0
KLRG2,0
RAB19;RAB43,0
SH3D21,0
XIRP2,0
POTEF;POTEI;POTEJ;ACTB;ACTG1;POTEE;POTEKP,125671807
POTEF;POTEI;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;POTEE,122799207
POTEF;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;ACTBL2;POTEE;POTEKP,144976907
CCDC151,122598407
CNOT1,0
ARHGEF35,0
ARHGEF35;ARHGEF5,122374307
BDP1,132313907
CCDC88B,123299707
FAM83G,123203307
PALM3,630643136
SOWAHB,123692607
ZNF316,282213114
TLCD2,0
CCDC69,122001767
WTIP,0
PCNXL2,559376721
CCDC85C,0
PCP4L1,0
TRIM64C,0
BTBD11,0
ZSWIM8,124063607
ARHGAP32,0
DISP2,0
TBKBP1,123190407
POM121C,382903421
POM121C;POM121B;POM121,0
POM121C;POM121,122028817
EFCAB7,122677907
NEURL1B,0
NCF1C;NCF1;NCF1B,0
FAM171A2,124201607
WASH4P;WASH1;WASH3P;WASH2P,0
WASH4P;WASH1;WASH3P;WASH2P;WASH6P,0
COL6A5,129862507
MYO1G,0
MYO9A,0
SMIM1,598232929
TMEM229A,0
PPP1R3G,125267607
TMEM238,124578607
FAM195B,127495707
NACA,156590907
CNKSR3,0
CNKSR3;IPCEF1,122873107
AGPS,126405207
KIF2A,0
DDX39A;DDX39B,0
PDLIM1,123593707
MYO1C,376369291
SNAP23,268295614
FXYD1,0
GTPBP1,0
STXBP3,123856607
ARVCF,383542091
SMAP,175681907
RAB27B;RAB27A,0
AP3B1,145412907
SULT2B1,0
NFKBIE,122766107
PSMD11,0
MEN1,122735607
CBX4,0
SUPT5H,385063921
DFFA,0
RFXAP,121329447
HIP1,122237607
CLIC1,0
EIF3F,0
WWP2,0
ARNTL,127470607
PIK3CD,0
PDHX,0
QSOX1,0
FOXN3,245789514
IPO5,0
EEF2K,0
EML1,0
DNM1L,136277907
PIK3C2A,262602014
LST1,0
GOLIM4,128079807
MEIS1,125297307
ELL2,0
BTN3A1,0
BIN1,504084829
CLDN5,0
