GeneID	RNA.seq_LADC28
DDX11L1	5
WASH7P	1398
MIR6859-1	57
LOC100996442	88
LOC729737	1148
DDX11L17	1
WASH9P	1299
MIR6859-2	50
LOC112268260	26
LOC100132287	625
LOC105378947	1
MIR12136	1572
OR4F16	6
100133331	678
107984841	106
107984847	131
107984849	68
LOC100288069	80
LINC01409	76
FAM87B	19
LINC00115	92
LINC01128	526
FAM41C	0
LOC284600	41
LINC02593	68
LOC107985728	42
SAMD11	428
NOC2L	3664
KLHL17	775
PLEKHN1	289
PERM1	58
HES4	310
ISG15	6586
AGRN	22146
LOC100288175	222
112267874	94
LOC105378948	302
RNF223	43
C1orf159	838
LINC01342	18
MIR200B	35
MIR200A	25
MIR429	73
TTLL10-AS1	21
TTLL10	56
TNFRSF18	1074
TNFRSF4	262
SDF4	5749
B3GALT6	847
C1QTNF12	20
UBE2J2	2002
LINC01786	243
SCNN1D	859
ACAP3	3381
SNORD167	40
PUSL1	542
INTS11	3915
MIR6727	33
CPTP	1370
TAS1R3	114
DVL1	3319
MIR6808	16
MXRA8	1960
AURKAIP1	2991
CCNL2	16274
MRPL20-AS1	1070
MRPL20	2486
107984868	83
ANKRD65	2851
LOC105378585	61
TMEM88B	19
LINC01770	115
LOC107985729	69
VWA1	5246
ATAD3C	819
ATAD3B	1848
ATAD3A	1508
TMEM240	52
SSU72	3157
FNDC10	509
LOC105378586	50
MIB2	3002
MMP23B	147
CDK11B	2966
SLC35E2B	6325
MMP23A	80
CDK11A	2413
SLC35E2A	2694
LOC112268218	463
NADK	4219
GNB1	9784
LOC105378949	2
CALML6	42
TMEM52	161
CFAP74	537
LOC107984872	59
LOC105378589	9
GABRD	289
LOC105378590	0
LOC105378591	0
PRKCZ	1511
PRKCZ-AS1	189
FAAP20	1976
LOC112268219	291
LOC105378593	13
SKI	3339
MORN1	617
LOC100129534	589
RER1	6479
PEX10	1194
PLCH2	98
PANK4	1473
HES5	5
TNFRSF14-AS1	1039
TNFRSF14	2867
LOC100996583	10
PRXL2B	1358
MMEL1	342
MMEL1-AS1	3
TTC34	33
LOC105378598	0
LOC107984904	0
PRDM16-DT	666
PRDM16	1653
LOC105378606	26
LOC107984909	16
LOC105378604	70
ARHGEF16	2022
MEGF6	3842
LOC105378608	6
105378607	0
TPRG1L	1479
WRAP73	1121
TP73	1335
TP73-AS3	8
TP73-AS1	1831
CCDC27	4
SMIM1	147
LRRC47	2173
CEP104	1697
DFFB	335
107984910	13
C1orf174	883
LINC01134	14
AJAP1	9
LOC107984911	0
NPHP4	1077
KCNAB2	1198
CHD5	15
RPL22	13456
107985733	242
RNF207-AS1	12
RNF207	1031
ICMT	4318
LINC00337	7
GPR153	590
ACOT7	1067
HES2	58
ESPN	1497
TNFRSF25	1233
PLEKHG5	1308
NOL9	1068
TAS1R1	13
LOC107984912	1
ZBTB48	1272
KLHL21	1045
LOC107984913	18
PHF13	1011
THAP3	1070
DNAJC11	1630
CAMTA1-DT	27
CAMTA1	1579
LOC105376689	221
VAMP3	4419
PER3	3113
UTS2	104
TNFRSF9	161
PARK7	5931
ERRFI1	4771
LOC107984915	0
LINC01714	0
SLC45A1	20
RERE	5159
RERE-AS1	13
ENO1	67063
MIR6728	17
ENO1-AS1	16
CA6	0
SLC2A5	113
GPR157	571
MIR34AHG	1085
MIR34A	8
LNCTAM34A	132
H6PD	4927
SPSB1	1657
LINC02606	24
