GeneID	RNA.seq_LADC20
DDX11L1	0
WASH7P	560
MIR6859-1	26
LOC100996442	32
LOC729737	216
DDX11L17	0
WASH9P	640
MIR6859-2	30
LOC112268260	20
LOC100132287	228
LOC105378947	3
MIR12136	846
OR4F16	4
100133331	215
107984841	59
107984847	74
107984849	16
LOC100288069	65
LINC01409	52
FAM87B	19
LINC00115	34
LINC01128	299
FAM41C	1
LOC284600	7
LINC02593	11
LOC107985728	7
SAMD11	114
NOC2L	1648
KLHL17	287
PLEKHN1	303
PERM1	42
HES4	42
ISG15	2259
AGRN	8801
LOC100288175	39
112267874	16
LOC105378948	143
RNF223	18
C1orf159	327
LINC01342	0
MIR200B	4
MIR200A	9
MIR429	13
TTLL10-AS1	9
TTLL10	9
TNFRSF18	257
TNFRSF4	253
SDF4	3400
B3GALT6	404
C1QTNF12	11
UBE2J2	972
LINC01786	64
SCNN1D	127
ACAP3	969
SNORD167	6
PUSL1	307
INTS11	1643
MIR6727	11
CPTP	765
TAS1R3	96
DVL1	1483
MIR6808	5
MXRA8	1130
AURKAIP1	1550
CCNL2	6384
MRPL20-AS1	590
MRPL20	1252
107984868	7
ANKRD65	88
LOC105378585	10
TMEM88B	5
LINC01770	85
LOC107985729	80
VWA1	1447
ATAD3C	368
ATAD3B	743
ATAD3A	758
TMEM240	13
SSU72	2066
FNDC10	108
LOC105378586	5
MIB2	1083
MMP23B	72
CDK11B	1711
SLC35E2B	2752
MMP23A	40
CDK11A	1186
SLC35E2A	751
LOC112268218	152
NADK	2431
GNB1	6737
LOC105378949	13
CALML6	18
TMEM52	12
CFAP74	9
LOC107984872	1
LOC105378589	1
GABRD	52
LOC105378590	0
LOC105378591	1
PRKCZ	494
PRKCZ-AS1	36
FAAP20	868
LOC112268219	113
LOC105378593	9
SKI	2832
MORN1	87
LOC100129534	21
RER1	3688
PEX10	567
PLCH2	140
PANK4	580
HES5	0
TNFRSF14-AS1	604
TNFRSF14	2250
LOC100996583	4
PRXL2B	671
MMEL1	108
MMEL1-AS1	2
TTC34	31
LOC105378598	0
LOC107984904	0
PRDM16-DT	25
PRDM16	167
LOC105378606	0
LOC107984909	2
LOC105378604	14
ARHGEF16	612
MEGF6	1905
LOC105378608	9
105378607	0
TPRG1L	1100
WRAP73	628
TP73	171
TP73-AS3	16
TP73-AS1	603
CCDC27	1
SMIM1	62
LRRC47	1195
CEP104	1098
DFFB	184
107984910	6
C1orf174	513
LINC01134	10
AJAP1	22
LOC107984911	0
NPHP4	582
KCNAB2	2310
CHD5	3
RPL22	8573
107985733	164
RNF207-AS1	12
RNF207	350
ICMT	2633
LINC00337	0
GPR153	334
ACOT7	687
HES2	32
ESPN	800
TNFRSF25	415
PLEKHG5	841
NOL9	593
TAS1R1	5
LOC107984912	1
ZBTB48	479
KLHL21	861
LOC107984913	4
PHF13	519
THAP3	608
DNAJC11	896
CAMTA1-DT	11
CAMTA1	780
LOC105376689	93
VAMP3	3014
PER3	704
UTS2	232
TNFRSF9	582
PARK7	4077
ERRFI1	3061
LOC107984915	1
LINC01714	0
SLC45A1	28
RERE	2666
RERE-AS1	9
ENO1	40492
MIR6728	9
ENO1-AS1	11
CA6	0
SLC2A5	622
GPR157	294
MIR34AHG	448
MIR34A	3
LNCTAM34A	17
H6PD	2173
SPSB1	1411
LINC02606	18
SLC25A33	180
TMEM201	303
107985734	9
PIK3CD	1290
PIK3CD-AS1	10
PIK3CD-AS2	86
CLSTN1	4811
CTNNBIP1	1112
LOC105376717	106
LZIC	1083
NMNAT1	204
RBP7	27
UBE4B	1392
KIF1B	1984
105376725	4
PGD	4052
CENPS-CORT	131
CENPS	131
CORT	7
DFFA	1144
PEX14	472
CASZ1	616
LOC105376733	6
C1orf127	48
TARDBP	4822
MASP2	71
SRM	1066
EXOSC10	2150
EXOSC10-AS1	100
MTOR	2014
MTOR-AS1	46
ANGPTL7	2
UBIAD1	594
LOC105376739	0
LOC105376740	0
DISP3	6
112268221	0
FBXO2	202
FBXO44	444
FBXO6	572
MAD2L2	560
DRAXIN	14
AGTRAP	993
C1orf167	357
MTHFR	1194
CLCN6	584
NPPA-AS1	91
NPPA	9
KIAA2013	1639
PLOD1	2885
MFN2	2342
MIIP	637
MIR6729	2
TNFRSF8	48
MIR7846	0
TNFRSF1B	2100
107984917	2
VPS13D	2326
SNORA59A	15
LINC02766	9
DHRS3	1567
MIR6730	2
AADACL4	0
C1orf158	1
LRRC38	1
PDPN	692
PRDM2	1993
KAZN	548
LOC107985467	5
LOC105376759	0
LOC107985469	6
TMEM51-AS1	182
TMEM51	1415
TMEM51-AS2	6
FHAD1	185
FHAD1-AS1	51
LOC101927441	6
EFHD2	2975
CTRC	0
CELA2A	0
CELA2B	19
CASP9	424
DNAJC16	697
AGMAT	28
DDI2	1444
RSC1A1	193
PLEKHM2	2029
SLC25A34	32
SLC25A34-AS1	4
TMEM82	2
FBLIM1	1424
UQCRHL	34
FLJ37453	99
SPEN	2236
ZBTB17	763
SRARP	0
HSPB7	43
CLCNKA	3
CLCNKB	18
FAM131C	0
EPHA2	326
LOC101927479	25
ARHGEF19	686
ANO7L1	75
CPLANE2	69
FBXO42	882
SZRD1	2100
SPATA21	1169
NECAP2	2664
LINC01772	38
CROCCP3	112
RNU1-1	0
LINC01783	2
NBPF1	555
105376794	458
CROCCP2	270
MST1P2	204
LOC107985736	24
RNU1-3	1
ESPNP	6
MST1L	476
LOC112267871	10
LOC105376805	106
CROCC	704
MFAP2	229
LOC105376806	99
ATP13A2	1945
SDHB	1683
PADI2	222
LINC02783	0
PADI1	3
PADI3	0
PADI4	1
PADI6	3
RCC2	2784
ARHGEF10L	1745
ACTL8	0
IGSF21	137
KLHDC7A	211
PAX7	58
ALDH4A1	603
IFFO2	640
UBR4	4913
EMC1-AS1	70
EMC1	1315
MRTO4	741
AKR7L	2
AKR7A3	21
LOC100506730	35
AKR7A2	1046
SLC66A1	351
CAPZB	4478
MICOS10	425
MICOS10-NBL1	1394
RPS14P3	34
NBL1	1196
HTR6	1
TMCO4	663
RNF186	13
OTUD3	426
PLA2G2A	13
PLA2G5	47
PLA2G2D	370
PLA2G2F	0
PLA2G2C	7
UBXN10	92
101928017	21
LOC105376825	12
VWA5B1	4
LINC01141	0
CAMK2N1	95
MUL1	746
FAM43B	0
CDA	86
PINK1	691
MIR6084	30
PINK1-AS	862
DDOST	7722
KIF17	62
SH2D5	1
112268222	1242
HP1BP3	4959
EIF4G3	1981
LOC105376830	10
LOC105376829	4
ECE1	1386
ECE1-AS1	8
NBPF3	317
ALPL	7872
LINC02596	0
RAP1GAP	1441
USP48	2264
LDLRAD2	1029
HSPG2	7482
LINC01635	15
LINC00339	226
CDC42-AS1	7
CDC42	9501
WNT4	20
LOC105376845	3
LOC105376850	0
LOC107985377	1
ZBTB40	1023
EPHA8	0
C1QA	10796
C1QC	14490
C1QB	18962
EPHB2	416
MIR4253	13
KDM1A	1267
LUZP1	933
HTR1D	0
LINC01355	187
HNRNPR	4656
ZNF436	522
ZNF436-AS1	66
TCEA3	2096
ASAP3	671
E2F2	146
LOC101928163	3
LOC105376859	4
ID3	562
MDS2	2
RPL11	13538
ELOA	2486
ELOA-AS1	296
PITHD1	985
LOC105376860	348
LYPLA2	2082
GALE	903
HMGCL	996
LOC105376861	3
FUCA1	3474
CNR2	25
PNRC2	4802
SRSF10	3418
LOC105376863	5
LOC107984931	1
MYOM3	4
IL22RA1	0
IFNLR1	169
LINC02800	0
GRHL3-AS1	6
GRHL3	29
STPG1	157
NIPAL3	1400
RCAN3AS	4
RCAN3	759
NCMAP-DT	53
NCMAP	87
SRRM1	2398
CLIC4	7966
RUNX3	821
107984932	4
RUNX3-AS1	30
SYF2	1668
RSRP1	3152
LOC105376882	3
RHD	47
TMEM50A	2335
RHCE	1456
MACO1	1366
LDLRAP1	890
MAN1C1	263
SELENON	4555
MTFR1L	617
LOC646471	170
AUNIP	183
PAQR7	125
STMN1	2492
MIR3917	241
PAFAH2	551
101928216	3
EXTL1	12
SLC30A2	3
TRIM63	0
PDIK1L	929
FAM110D	36
ZNF593	428
CNKSR1	1209
CATSPER4	5
ZPLD2P	5
CEP85	601
SH3BGRL3	3338
UBXN11	1003
CD52	432
CRYBG2	31
ZNF683	293
DHDDS	1007
DHDDS-AS1	12
HMGN2	8158
RPS6KA1	2350
LOC101928728	9
ARID1A	2651
PIGV	397
ZDHHC18	1228
SFN	2970
GPN2	667
GPATCH3	372
NUDC	2201
NR0B2	134
KDF1	302
TRNP1	43
TENT5B	33
LOC101928391	5
SLC9A1	1393
WDTC1	2082
TMEM222	566
ACTG1P20	37
SYTL1	1357
MAP3K6	1269
FCN3	24
CD164L2	67
GPR3	35
WASF2	4229
LOC105376892	1
AHDC1	981
FGR	923
LINC02574	0
IFI6	7573
FAM76A	356
STX12	2436
PPP1R8	1263
THEMIS2	1789
RPA2	1354
SMPDL3B	2204
XKR8	355
EYA3	764
PTAFR	1937
DNAJC8	2767
ATP5IF1	1031
SESN2	801
MED18	285
PHACTR4	1549
RCC1	1345
SNHG3	485
SNORA73A	18
SNORA73B	16
TRNAU1AP	678
SNHG12	721
SNORD99	19
SNORA61	77
SNORA44	33
SNORA16A	44
RAB42	345
TAF12	774
LINC01715	12
RNU11	0
GMEB1	419
YTHDF2	2797
OPRD1	23
EPB41	3075
TMEM200B	279
SRSF4	2384
MECR	334
PTPRU	356
LOC105378617	10
MATN1	26
MATN1-AS1	54
LAPTM5	26425
MIR4420	5
LOC105378620	34
LINC01778	6
SDC3	3732
PUM1	3094
SNORD103A	10
SNORD103B	10
LOC107984935	0
NKAIN1	4
SNRNP40	992
ZCCHC17	794
FABP3	178
SERINC2	4644
LOC105378625	0
LOC105379772	0
LDC1P	1
LINC01226	5
LOC105378626	11
TINAGL1	204
HCRTR1	225
PEF1	1490
PEF1-AS1	78
105378628	1
COL16A1	855
LOC101929444	18
ADGRB2	47
SPOCD1	116
PTP4A2	7102
KHDRBS1	3585
TMEM39B	472
KPNA6	2398
TXLNA	2855
CCDC28B	82
TMEM234	211
IQCC	83
DCDC2B	60
EIF3I	2396
MTMR9LP	243
FAM167B	59
LCK	628
HDAC1	2174
MARCKSL1	749
LOC105378629	1
TSSK3	120
FAM229A	31
BSDC1	2106
ZBTB8B	2
ZBTB8A	297
LOC102723870	8
ZBTB8OS	489
RBBP4	4093
SYNC	1127
KIAA1522	4241
YARS1	2630
S100PBP	743
FNDC5	85
HPCA	19
TMEM54	532
LOC105378632	5
RNF19B	1772
AK2	5692
AZIN2	205
112268224	17
TRIM62	235
ZNF362	747
A3GALT2	2
PHC2	2134
MIR3605	89
PHC2-AS1	4
ZSCAN20	203
CSMD2	80
105378640	3
LOC105378641	0
LOC105378642	0
GJB5	4
GJB4	1
GJB3	6
GJA4	154
SMIM12	617
DLGAP3	30
GPR199P	74
TMEM35B	828
ZMYM6	1060
ZMYM1	711
LOC105378644	2
SFPQ	8885
ZMYM4	1872
ZMYM4-AS1	52
KIAA0319L	3515
NCDN	942
TFAP2E	70
TFAP2E-AS1	27
PSMB2	3186
C1orf216	332
CLSPN	279
AGO4	1207
AGO1	1011
AGO3	957
TEKT2	12
ADPRS	999
COL8A2	1081
TRAPPC3	1272
MAP7D1	2698
THRAP3	3752
SH3D21	234
EVA1B	331
STK40	1866
LSM10	716
OSCP1	129
MRPS15	1054
CSF3R	1187
GRIK3	196
LINC01137	110
ZC3H12A	620
MIR6732	9
MEAF6	1810
MIR5581	12
LOC105378649	60
SNIP1	633
DNALI1	450
GNL2	1583
RSPO1	8
C1orf109	485
CDCA8	411
EPHA10	505
MANEAL	475
YRDC	344
C1orf122	466
MTF1	829
INPP5B	740
LOC105378651	10
SF3A3	1742
FHL3	328
UTP11	814
POU3F1	44
MIR3659HG	1
LOC105378657	0
RRAGC	961
GJA9-MYCBP	544
MYCBP	534
LOC105378663	1
GJA9	9
RHBDL2	276
LOC105378662	48
AKIRIN1	4798
NDUFS5	5041
MACF1	24235
643314	335
105378950	1
BMP8A	302
OXCT2P1	18
PPIEL	123
PABPC4	12863
PABPC4-AS1	2692
SNORA55	44
HEYL	1058
NT5C1A	6
HPCAL4	94
PPIE	4263
BMP8B	1079
OXCT2	30
LOC101929536	16
105378951	50
LINC02811	34
105378665	10
TRIT1	2209
MYCL	983
MYCL-AS1	91
MFSD2A	9845
CAP1	24352
PPT1	28786
RLF	3265
TMCO2	0
ZMPSTE24	5493
COL9A2	569
107984945	15
SMAP2	4345
ZFP69B	333
ZFP69	401
LOC105378672	12
EXO5	716
ZNF684	467
RIMS3	1205
LOC105378675	20
NFYC-AS1	465
NFYC	3011
KCNQ4	26
CITED4	12
CTPS1	2037
SLFNL1-AS1	484
SLFNL1	141
SCMH1	1876
FOXO6	33
FOXO6-AS1	5
LOC105378678	0
EDN2	25
HIVEP3	775
GUCA2B	0
GUCA2A	2
FOXJ3	2034
RIMKLA	706
ZMYND12	71
CCDC30	575
PPCS	1876
PPIH	556
YBX1	9148
CLDN19	0
P3H1	1049
C1orf50	218
TMEM269-DT	4
TMEM269	11
LOC107984946	0
SVBP	145
ERMAP	518
ZNF691	359
LOC339539	5
SLC2A1	1330
SLC2A1-AS1	5
FAM183A	79
EBNA1BP2	1490
CFAP57	137
LOC105378685	9
TMEM125	2718
C1orf210	407
TIE1	385
MPL	13
LOC105378687	7
CDC20	719
ELOVL1	3249
MIR6734	8
LOC112268225	22
MED8	1561
MED8-AS1	255
SZT2	1736
SZT2-AS1	93
HYI	365
PTPRF	10090
KDM4A	1224
KDM4A-AS1	158
ST3GAL3	322
ARTN	14
LOC105378688	11
LOC101929609	108
IPO13	994
DPH2	851
ATP6V0B	2163
B4GALT2	895
CCDC24	270
SLC6A9	447
LOC107984948	14
KLF17	4
DMAP1	483
ERI3	888
ERI3-IT1	36
RNF220	1114
LOC107984950	398
TMEM53	277
ARMH1	65
LOC105378690	10
RNU5F-1	1
RNU5D-1	0
KIF2C	629
RPS8	19636
SNORD55	21
SNORD46	7
SNORD38A	15
SNORD38B	14
BEST4	16
PLK3	444
DYNLT4	53
BTBD19	97
LOC107984952	7
PTCH2	60
EIF2B3	487
HECTD3	1600
UROD	1295
ZSWIM5	316
LOC105378691	9
LINC01144	9
HPDL	12
MUTYH	316
TOE1	344
TESK2	229
CCDC163	63
MMACHC	1882
PRDX1	7894
AKR1A1	4437
NASP	2562
CCDC17	45
GPBP1L1	3403
RPS15AP10	18
TMEM69	856
IPP	327
MAST2	1266
P3R3URF-PIK3R3	485
PIK3R3	580
LOC101929626	7
TSPAN1	130
POMGNT1	1204
LURAP1	9
RAD54L	191
LRRC41	2136
UQCRH	1430
NSUN4	694
FAAH	479
FAAHP1	5
LINC01398	0
DMBX1	4
MKNK1-AS1	212
MKNK1	1229
MOB3C	667
ATPAF1	1020
EFCAB14-AS1	216
EFCAB14	5066
LOC105378698	26
LOC105378699	4
CYP4B1	616
CYP4Z2P	1
CYP4A11	2
CYP4X1	142
CYP4Z1	6
CYP4A22	1
LOC105378701	20
LINC00853	12
PDZK1IP1	3559
TAL1	49
STIL	400
CMPK1	6258
LINC01389	6
FOXE3	0
FOXD2-AS1	49
FOXD2	28
LINC01738	0
TRABD2B	134
LINC02794	6
SKINT1L	0
SLC5A9	17
SPATA6	335
AGBL4	3
BEND5	56
ELAVL4	34
DMRTA2	104
LOC105378714	2
FAF1	1256
FAF1-AS1	9
CDKN2C	725
LINC01562	0
RNF11	2339
TTC39A	1372
TTC39A-AS1	17
EPS15	3798
EPS15-AS1	23
CALR4P	10
OSBPL9	2504
NRDC	4455
105378721	396
MIR761	16
RAB3B	43
TXNDC12	3067
KTI12	128
BTF3L4	1892
ZFYVE9	129
CC2D1B	1654
ORC1	162
PRPF38A	1320
TUT4	1270
GPX7	398
SHISAL2A	52
COA7	612
ZYG11B	1456
ZYG11A	37
ECHDC2	1470
SCP2	7042
PODN	767
SLC1A7	867
CPT2	845
CZIB	633
MAGOH	518
LOC100507564	19
LRP8	173
LOC105378728	5
LOC105378726	7
LOC105378731	6
105378730	6
LINC02812	22
GLIS1	2
NDC1	1083
YIPF1	1172
DIO1	88
HSPB11	415
LRRC42	571
LDLRAD1	9
TMEM59	10808
TCEANC2	388
CDCP2	1
CYB5RL	293
MRPL37	1651
SSBP3	780
SSBP3-AS1	18
ACOT11	214
FAM151A	50
MROH7-TTC4	329
MROH7	23
TTC4	308
PARS2	130
TTC22	346
LEXM	13
DHCR24	16178
DHCR24-DT	28
TMEM61	3
BSND	0
PCSK9	21
USP24	2664
LOC100507634	15
LINC01767	8
PLPP3	1346
PRKAA2	9
FYB2	8
C8A	0
C8B	0
105378745	0
LOC112267900	1
DAB1	3
LOC107984960	3
OMA1	718
TACSTD2	6293
MYSM1	1676
LOC112268263	6
LOC105378751	13
JUN	4780
LINC01135	12
LOC101926907	57
LINC02777	18
LINC01358	21
FGGY-DT	12
FGGY	225
LOC101926944	4
LOC105378758	0
HOOK1	1941
CYP2J2	229
C1orf87	5
LINC01748	3
LOC101926964	0
LOC105378764	0
NFIA-AS2	4
NFIA	216
NFIA-AS1	0
LOC107984964	0
MGC34796	0
TM2D1	699
PATJ	3139
LOC107984965	1
L1TD1	31
KANK4	9
USP1	1773
DOCK7	1211
ANGPTL3	2
ATG4C	813
LINC00466	0
FOXD3-AS1	4
FOXD3	1
ALG6	494
ITGB3BP	465
LOC102724319	0
EFCAB7	219
DLEU2L	10
PGM1	4507
ROR1	208
ROR1-AS1	14
LOC105378773	0
UBE2U	1
LOC107984966	2
CACHD1	685
RAVER2	460
JAK1	6307
LINC01359	8
MIR3671	3
AK4	253
DNAJC6	39
LOC102724416	0
LEPR	447
LEPROT	3716
PDE4B	968
LOC105378776	1
SGIP1	132
DYNLT5	11
DNAI4	131
MIER1	2042
SLC35D1	649
C1orf141	0
IL23R	11
IL12RB2	68
105378779	7
SERBP1	10287
GADD45A	359
GNG12	5282
LOC105378781	1
GNG12-AS1	49
DIRAS3	197
WLS	2079
RPE65	0
DEPDC1	451
LRRC7	15
LRRC40	770
SRSF11	6024
ANKRD13C	1243
HHLA3	277
HHLA3-AS1	10
CTH	217
PTGER3	35
ZRANB2-AS1	416
ZRANB2	3321
MIR186	55
ZRANB2-AS2	4
LOC105378795	7
NEGR1	58
LOC105378797	0
LOC105378798	0
LRRIQ3	9
FPGT-TNNI3K	95
FPGT	801
TNNI3K	4
105378805	0
ERICH3	22
ERICH3-AS1	2
CRYZ	2159
TYW3	807
LHX8	1
SLC44A5	19
ACADM	1571
DLSTP1	44
RABGGTB	1355
SNORD45C	19
SNORD45A	30
SNORD45B	33
MSH4	5
ST6GALNAC3	72
LOC105378807	0
ST6GALNAC5	221
PIGK	2634
LOC105378808	7
AK5	883
ZZZ3	1571
USP33	1957
MIGA1	706
NEXN-AS1	30
NEXN	1254
FUBP1	3442
DNAJB4	395
GIPC2	26
LOC107984997	19
MGC27382	0
PTGFR	25
IFI44L	1502
IFI44	2453
ADGRL4	546
LOC107984998	0
LOC105378810	0
LINC01781	5
ADGRL2	346
LOC101927434	0
LINC01361	1
107985037	10
LOC105378816	8
LINC01725	1
LOC101927560	0
107985041	1
TTLL7	45
PRKACB	1163
107985046	0
SAMD13	5
UOX	0
DNASE2B	19
RPF1	869
GNG5	2263
SPATA1	128
CTBS	1580
LOC105378819	23
LINC01461	0
SSX2IP	375
LOC102724892	1
LPAR3	49
MCOLN2	468
MCOLN3	75
DNAI3	13
SYDE2	355
C1orf52	1128
BCL10	717
LOC646626	91
DDAH1	3299
107985054	26
CCN1	2490
LOC107985057	5
LOC112268231	5
ZNHIT6	980
COL24A1	86
LINC02795	6
LOC105378825	6
ODF2L	1089
MIR7856	3
CLCA2	20
CLCA1	0
LOC105378827	0
CLCA4	0
CLCA4-AS1	17
CLCA3P	0
SH3GLB1	3525
SELENOF	5988
HS2ST1	1674
LINC01140	43
LMO4	1323
LOC105378833	1
LOC105378839	0
PKN2-AS1	29
PKN2	2289
GTF2B	833
KYAT3	780
RBMXL1	964
GBP3	3537
LOC105378841	37
GBP1	8290
GBP2	7165
LOC112268267	2226
LOC105378842	2
GBP7	4
GBP4	4899
LOC107985076	9
GBP5	5635
GBP6	529
GBP1P1	339
LOC105378844	4
LRRC8B	1220
LRRC8C	1285
LRRC8C-DT	11
LOC107985743	8
101927952	15
LOC107985744	7
LOC101927975	4
LRRC8D	815
GEMIN8P4	27
ZNF326	869
LOC105378849	0
LOC107985088	0
LINC02609	42
LINC02788	1
ZNF644	2347
HFM1	4
CDC7	612
LOC102723436	12
TGFBR3	160
BRDT	737
EPHX4	24
SETSIP	16
BTBD8	35
23285	177
C1orf146	0
GLMN	249
RPAP2	669
GFI1	198
EVI5	919
RPL5	15232
DIPK1A	700
SNORD21	17
SNORA66	14
MTF2	1015
TMED5	6649
CCDC18	559
LOC107985521	1
CCDC18-AS1	485
DR1	2522
FNBP1L	2153
BCAR3	265
BCAR3-AS1	30
LOC102723480	1
723788	7
TRR-TCT1-1	2
DNTTIP2	1665
GCLM	1093
ABCA4	1680
LOC105378858	2
ARHGAP29	1845
ARHGAP29-AS1	0
105378859	3
ABCD3	3663
F3	998
LOC105378861	0
SLC44A3-AS1	134
105378860	0
SLC44A3	474
CNN3	6441
105378862	7
CNN3-DT	121
ALG14	258
LOC105378863	5
TLCD4	348
TLCD4-RWDD3	116
LOC101928118	5
RWDD3	200
PTBP2	413
DPYD	3965
DPYD-AS1	197
LOC105378867	2
MIR137HG	1
SNX7	761
PLPPR5	0
PLPPR4	63
LINC01708	0
PALMD	111
FRRS1	260
AGL	1570
SLC35A3	2436
MFSD14A	2168
SASS6	703
TRMT13	901
LRRC39	157
DBT	962
RTCA-AS1	12
RTCA	884
CDC14A	203
LOC105379827	2
GPR88	9
VCAM1	2686
EXTL2	552
SLC30A7	1448
DPH5	1433
LOC102606465	185
LOC101928334	1
LOC101928370	2
S1PR1	310
COL11A1	4027
LOC101928436	5
RNPC3	807
AMY2B	1949
ACTG1P4	13
AMY2A	3242
AMY1A	41211
AMY1B	26652
LOC105378878	2276
AMY1C	29962
LOC100129138	0
PRMT6	295
NTNG1	8
VAV3	351
LINC02785	10
SLC25A24	1992
NBPF4	0
NBPF6	2
FAM102B	708
HENMT1	213
LOC105378890	2
PRPF38B	2309
STXBP3	1451
LOC105378891	0
AKNAD1	1
GPSM2	1339
CLCC1	1298
WDR47	442
TAF13	504
TMEM167B-DT	4
TMEM167B	2435
SCARNA2	3
C1orf194	17
ELAPOR1	8065
SARS1	3497
CELSR2	407
PSRC1	181
MYBPHL	363
SORT1	3581
PSMA5	2570
SYPL2	2
ATXN7L2	182
CYB561D1	474
AMIGO1	76
GNAI3	3342
GNAT2	14
AMPD2	1503
GSTM4	177
GSTM2	237
GSTM1	40
GSTM5	18
GSTM3	172
EPS8L3	0
CSF1	3260
AHCYL1	5015
STRIP1	762
ALX3	66
UBL4B	1
SLC6A17	14
LINC02586	4
KCNC4	123
RBM15-AS1	18
RBM15	396
SLC16A4	141
LAMTOR5	1229
LAMTOR5-AS1	9
PROK1	1
CYMP	30
CYMP-AS1	19
KCNA10	0
KCNA2	107
LOC107985174	9
KCNA3	835
LOC105378901	6
CD53	5001
LRIF1	618
DRAM2	1647
CEPT1	1449
DENND2D	1389
107985180	2
CHI3L2	1524
CHIAP2	53
CHIA	88
PIFO	128
OVGP1	36
WDR77	808
ATP5PB	3550
C1orf162	1088
TMIGD3	311
ADORA3	451
RAP1A	3171
LINC01160	18
LOC107985184	42
INKA2	125
INKA2-AS1	2
LOC101928718	2
DDX20	719
KCND3	37
LINC01750	1
LINC02884	18
CTTNBP2NL	1079
WNT2B	94
ST7L	481
CAPZA1	6410
MOV10	2222
RHOC	1892
PPM1J	39
TAFA3	1
LINC01356	5
LINC01357	4
SLC16A1	547
AKR7A2P1	1
SLC16A1-AS1	10
LOC107985189	4
LRIG2-DT	5
LRIG2	643
LOC643441	39
MAGI3	2202
PHTF1	538
RSBN1	910
AP4B1-AS1	233
PTPN22	1117
BCL2L15	266
AP4B1	460
