GeneID	RNA.seq_LADC19
DDX11L1	7
WASH7P	1137
MIR6859-1	43
LOC100996442	48
LOC729737	740
DDX11L17	1
WASH9P	1255
MIR6859-2	30
LOC112268260	96
LOC100132287	498
LOC105378947	6
MIR12136	2553
OR4F16	2
100133331	506
107984841	74
107984847	88
107984849	19
LOC100288069	77
LINC01409	39
FAM87B	40
LINC00115	103
LINC01128	602
FAM41C	0
LOC284600	3
LINC02593	4
LOC107985728	2
SAMD11	363
NOC2L	5337
KLHL17	1250
PLEKHN1	509
PERM1	84
HES4	989
ISG15	5102
AGRN	40845
LOC100288175	151
112267874	72
LOC105378948	419
RNF223	306
C1orf159	965
LINC01342	0
MIR200B	55
MIR200A	54
MIR429	95
TTLL10-AS1	9
TTLL10	46
TNFRSF18	997
TNFRSF4	183
SDF4	12820
B3GALT6	1502
C1QTNF12	42
UBE2J2	2910
LINC01786	214
SCNN1D	500
ACAP3	5542
SNORD167	31
PUSL1	1245
INTS11	5030
MIR6727	22
CPTP	2668
TAS1R3	1203
DVL1	5924
MIR6808	32
MXRA8	7222
AURKAIP1	4256
CCNL2	15940
MRPL20-AS1	1153
MRPL20	2652
107984868	17
ANKRD65	1905
LOC105378585	177
TMEM88B	63
LINC01770	306
LOC107985729	176
VWA1	9171
ATAD3C	546
ATAD3B	2242
ATAD3A	2067
TMEM240	48
SSU72	4884
FNDC10	505
LOC105378586	64
MIB2	4915
MMP23B	383
CDK11B	3977
SLC35E2B	4189
MMP23A	235
CDK11A	2908
SLC35E2A	1385
LOC112268218	454
NADK	4942
GNB1	14939
LOC105378949	6
CALML6	21
TMEM52	70
CFAP74	12
LOC107984872	1
LOC105378589	6
GABRD	20
LOC105378590	0
LOC105378591	0
PRKCZ	1820
PRKCZ-AS1	120
FAAP20	2234
LOC112268219	241
LOC105378593	21
SKI	5010
MORN1	409
LOC100129534	132
RER1	7437
PEX10	1467
PLCH2	631
PANK4	1712
HES5	11
TNFRSF14-AS1	1119
TNFRSF14	4190
LOC100996583	9
PRXL2B	1404
MMEL1	426
MMEL1-AS1	2
TTC34	87
LOC105378598	9
LOC107984904	1
PRDM16-DT	115
PRDM16	330
