GeneID	RNA-seq_normal_lung46
DDX11L1	6
WASH7P	2233
MIR6859-1	23
LOC100996442	43
LOC729737	1127
DDX11L17	1
WASH9P	1979
MIR6859-2	10
LOC112268260	12
LOC100132287	767
LOC105378947	2
MIR12136	2055
OR4F16	3
100133331	589
107984841	36
107984847	72
107984849	24
LOC100288069	42
LINC01409	23
FAM87B	10
LINC00115	23
LINC01128	744
FAM41C	36
LOC284600	7
LINC02593	120
LOC107985728	24
SAMD11	664
NOC2L	2940
KLHL17	419
PLEKHN1	67
PERM1	33
HES4	1898
ISG15	6842
AGRN	15381
LOC100288175	24
112267874	43
LOC105378948	102
RNF223	82
C1orf159	680
LINC01342	7
MIR200B	15
MIR200A	22
MIR429	26
TTLL10-AS1	121
TTLL10	606
TNFRSF18	108
TNFRSF4	376
SDF4	7460
B3GALT6	1207
C1QTNF12	81
UBE2J2	2484
LINC01786	121
SCNN1D	370
ACAP3	2522
SNORD167	12
PUSL1	444
INTS11	3860
MIR6727	13
CPTP	1223
TAS1R3	139
DVL1	4236
MIR6808	8
MXRA8	4392
AURKAIP1	3832
CCNL2	8140
MRPL20-AS1	1094
MRPL20	3380
107984868	49
ANKRD65	1590
LOC105378585	120
TMEM88B	14
LINC01770	150
LOC107985729	55
VWA1	5090
ATAD3C	590
ATAD3B	1844
ATAD3A	1151
TMEM240	127
SSU72	4833
FNDC10	426
LOC105378586	54
MIB2	5407
MMP23B	1307
CDK11B	2796
SLC35E2B	2167
MMP23A	841
CDK11A	2674
SLC35E2A	2119
LOC112268218	325
NADK	2987
GNB1	11132
LOC105378949	13
CALML6	25
TMEM52	38
CFAP74	422
LOC107984872	13
LOC105378589	12
GABRD	106
LOC105378590	1
LOC105378591	3
PRKCZ	4579
PRKCZ-AS1	304
FAAP20	3476
LOC112268219	304
LOC105378593	31
SKI	5713
MORN1	608
LOC100129534	117
RER1	5062
PEX10	1392
PLCH2	451
PANK4	836
HES5	8
TNFRSF14-AS1	1042
TNFRSF14	4414
LOC100996583	31
PRXL2B	1027
MMEL1	268
MMEL1-AS1	14
TTC34	118
LOC105378598	26
LOC107984904	1
PRDM16-DT	597
PRDM16	941
LOC105378606	5
LOC107984909	6
LOC105378604	56
ARHGEF16	894
MEGF6	4742
LOC105378608	6
105378607	5
TPRG1L	3682
WRAP73	733
TP73	445
TP73-AS3	0
TP73-AS1	1833
CCDC27	3
SMIM1	245
LRRC47	2668
CEP104	1353
DFFB	291
107984910	15
C1orf174	761
LINC01134	8
AJAP1	110
LOC107984911	5
NPHP4	934
KCNAB2	1936
CHD5	35
RPL22	24481
107985733	161
RNF207-AS1	62
RNF207	548
ICMT	2897
LINC00337	3
GPR153	1412
ACOT7	1127
HES2	147
ESPN	478
TNFRSF25	677
PLEKHG5	1010
NOL9	1222
TAS1R1	31
LOC107984912	2
ZBTB48	1322
KLHL21	1509
LOC107984913	1
PHF13	794
THAP3	1032
DNAJC11	1262
CAMTA1-DT	15
CAMTA1	1354
LOC105376689	94
VAMP3	5934
PER3	556
UTS2	157
TNFRSF9	77
PARK7	7023
ERRFI1	5218
LOC107984915	0
LINC01714	20
SLC45A1	45
RERE	4091
RERE-AS1	18
ENO1	23516
MIR6728	3
ENO1-AS1	15
CA6	2
SLC2A5	39
GPR157	952
MIR34AHG	305
MIR34A	4
LNCTAM34A	51
H6PD	5107
SPSB1	779
LINC02606	50
SLC25A33	745
TMEM201	561
107985734	51
PIK3CD	1603
PIK3CD-AS1	11
PIK3CD-AS2	68
CLSTN1	5765
CTNNBIP1	3545
LOC105376717	179
LZIC	1780
NMNAT1	570
RBP7	361
UBE4B	1558
KIF1B	1844
105376725	15
PGD	3849
CENPS-CORT	258
CENPS	290
CORT	25
DFFA	2092
PEX14	1195
CASZ1	2253
LOC105376733	12
C1orf127	93
TARDBP	5069
MASP2	274
SRM	1199
EXOSC10	2812
EXOSC10-AS1	40
MTOR	1525
MTOR-AS1	15
ANGPTL7	285
UBIAD1	944
LOC105376739	66
LOC105376740	43
DISP3	10
112268221	0
FBXO2	639
FBXO44	1375
FBXO6	906
MAD2L2	748
DRAXIN	18
AGTRAP	2132
C1orf167	669
MTHFR	3095
CLCN6	1075
NPPA-AS1	153
NPPA	64
KIAA2013	3438
PLOD1	2809
MFN2	5168
MIIP	1456
MIR6729	4
TNFRSF8	65
MIR7846	19
TNFRSF1B	2945
107984917	18
VPS13D	2535
SNORA59A	3
LINC02766	17
DHRS3	3976
MIR6730	9
AADACL4	6
C1orf158	343
LRRC38	0
PDPN	2510
PRDM2	1954
KAZN	1247
LOC107985467	6
LOC105376759	0
LOC107985469	8
TMEM51-AS1	346
TMEM51	862
TMEM51-AS2	11
FHAD1	700
FHAD1-AS1	33
LOC101927441	45
EFHD2	5623
CTRC	20
CELA2A	12
CELA2B	44
CASP9	1012
DNAJC16	629
AGMAT	65
DDI2	1398
RSC1A1	75
PLEKHM2	4505
SLC25A34	256
SLC25A34-AS1	18
TMEM82	1
FBLIM1	1819
UQCRHL	138
FLJ37453	408
SPEN	2485
ZBTB17	1647
SRARP	0
HSPB7	442
CLCNKA	26
CLCNKB	79
FAM131C	3
EPHA2	4148
LOC101927479	134
ARHGEF19	1075
ANO7L1	139
CPLANE2	222
FBXO42	1452
SZRD1	3395
SPATA21	2293
NECAP2	3621
LINC01772	80
CROCCP3	390
RNU1-1	1
LINC01783	16
NBPF1	980
105376794	728
CROCCP2	614
MST1P2	305
LOC107985736	22
RNU1-3	1
ESPNP	7
MST1L	589
LOC112267871	13
LOC105376805	638
CROCC	3912
MFAP2	643
LOC105376806	146
ATP13A2	1780
SDHB	2107
PADI2	128
LINC02783	0
PADI1	5
PADI3	1
PADI4	67
PADI6	0
RCC2	2784
ARHGEF10L	1707
ACTL8	0
IGSF21	71
KLHDC7A	352
PAX7	1
ALDH4A1	666
IFFO2	1296
UBR4	4060
EMC1-AS1	43
EMC1	1380
MRTO4	1377
AKR7L	21
AKR7A3	79
LOC100506730	131
AKR7A2	2329
SLC66A1	930
CAPZB	7860
MICOS10	2535
MICOS10-NBL1	12418
RPS14P3	81
NBL1	11783
HTR6	8
TMCO4	1281
RNF186	0
OTUD3	972
PLA2G2A	157
PLA2G5	297
PLA2G2D	131
PLA2G2F	0
PLA2G2C	4
UBXN10	1423
101928017	14
LOC105376825	223
VWA5B1	35
LINC01141	0
CAMK2N1	5268
MUL1	1486
FAM43B	17
CDA	85
PINK1	2686
MIR6084	206
PINK1-AS	2740
DDOST	6561
KIF17	398
SH2D5	7
112268222	2327
HP1BP3	4306
EIF4G3	1668
LOC105376830	13
LOC105376829	1
ECE1	3964
ECE1-AS1	10
NBPF3	418
ALPL	4833
LINC02596	13
RAP1GAP	3086
USP48	2257
LDLRAD2	3714
HSPG2	9292
LINC01635	8
LINC00339	650
CDC42-AS1	44
CDC42	12751
WNT4	424
LOC105376845	41
LOC105376850	4
LOC107985377	35
ZBTB40	1886
EPHA8	0
C1QA	23225
C1QC	13417
C1QB	16129
EPHB2	246
MIR4253	6
KDM1A	2224
LUZP1	1082
HTR1D	1
LINC01355	103
HNRNPR	5001
ZNF436	592
ZNF436-AS1	106
TCEA3	3062
ASAP3	1918
E2F2	33
LOC101928163	0
LOC105376859	11
ID3	5700
MDS2	26
RPL11	51304
ELOA	2432
ELOA-AS1	325
PITHD1	2200
LOC105376860	216
LYPLA2	2307
GALE	2060
HMGCL	1482
LOC105376861	2
FUCA1	2770
CNR2	5
PNRC2	4692
SRSF10	4616
LOC105376863	10
LOC107984931	0
MYOM3	12
IL22RA1	98
IFNLR1	328
LINC02800	0
GRHL3-AS1	0
GRHL3	13
STPG1	656
NIPAL3	1840
RCAN3AS	27
RCAN3	963
NCMAP-DT	52
NCMAP	607
SRRM1	3676
CLIC4	7694
RUNX3	809
107984932	7
RUNX3-AS1	18
SYF2	2869
RSRP1	2824
LOC105376882	3
RHD	42
TMEM50A	2826
RHCE	1560
MACO1	1336
LDLRAP1	2243
MAN1C1	1182
SELENON	4571
MTFR1L	1577
LOC646471	196
AUNIP	293
PAQR7	878
STMN1	2814
MIR3917	153
PAFAH2	941
101928216	4
EXTL1	61
SLC30A2	2
TRIM63	9
PDIK1L	415
FAM110D	629
ZNF593	939
CNKSR1	1337
CATSPER4	1
ZPLD2P	25
CEP85	379
SH3BGRL3	6034
UBXN11	4250
CD52	3254
CRYBG2	62
ZNF683	103
DHDDS	888
DHDDS-AS1	31
HMGN2	13147
RPS6KA1	3933
LOC101928728	22
ARID1A	2928
PIGV	725
ZDHHC18	1370
SFN	681
GPN2	1402
GPATCH3	614
NUDC	6166
NR0B2	190
KDF1	538
TRNP1	772
TENT5B	1122
LOC101928391	8
SLC9A1	2307
WDTC1	3750
TMEM222	1796
ACTG1P20	30
SYTL1	1844
MAP3K6	1721
FCN3	2097
CD164L2	504
GPR3	154
WASF2	5102
LOC105376892	24
AHDC1	1366
FGR	1675
LINC02574	6
IFI6	19158
FAM76A	755
STX12	3525
PPP1R8	1473
THEMIS2	2468
RPA2	1948
SMPDL3B	551
XKR8	498
EYA3	813
PTAFR	1369
DNAJC8	4386
ATP5IF1	4201
SESN2	535
MED18	484
PHACTR4	2350
RCC1	801
SNHG3	692
SNORA73A	2
SNORA73B	6
TRNAU1AP	965
SNHG12	484
SNORD99	14
SNORA61	49
SNORA44	51
SNORA16A	26
RAB42	113
TAF12	898
LINC01715	18
RNU11	1
GMEB1	812
YTHDF2	3419
OPRD1	10
EPB41	1952
TMEM200B	919
SRSF4	5006
MECR	663
PTPRU	3011
LOC105378617	96
MATN1	18
MATN1-AS1	60
LAPTM5	14551
MIR4420	4
LOC105378620	52
LINC01778	10
SDC3	2899
PUM1	2753
SNORD103A	1
