GeneID	RNA-seq_normal_lung40
DDX11L1	5
WASH7P	1256
MIR6859-1	25
LOC100996442	23
LOC729737	1527
DDX11L17	1
WASH9P	1994
MIR6859-2	14
LOC112268260	16
LOC100132287	662
LOC105378947	0
MIR12136	2996
OR4F16	3
100133331	431
107984841	17
107984847	16
107984849	5
LOC100288069	14
LINC01409	13
FAM87B	2
LINC00115	4
LINC01128	328
FAM41C	5
LOC284600	3
LINC02593	54
LOC107985728	7
SAMD11	535
NOC2L	1865
KLHL17	321
PLEKHN1	80
PERM1	29
HES4	1186
ISG15	1523
AGRN	6975
LOC100288175	25
112267874	52
LOC105378948	67
RNF223	48
C1orf159	517
LINC01342	7
MIR200B	4
MIR200A	4
MIR429	15
TTLL10-AS1	27
TTLL10	78
TNFRSF18	191
TNFRSF4	275
SDF4	6342
B3GALT6	1042
C1QTNF12	28
UBE2J2	1593
LINC01786	44
SCNN1D	190
ACAP3	1644
SNORD167	8
PUSL1	470
INTS11	2794
MIR6727	8
CPTP	964
TAS1R3	93
DVL1	2207
MIR6808	3
MXRA8	1821
AURKAIP1	3716
CCNL2	4667
MRPL20-AS1	1054
MRPL20	2843
107984868	19
ANKRD65	868
LOC105378585	45
TMEM88B	16
LINC01770	161
LOC107985729	24
VWA1	5129
ATAD3C	557
ATAD3B	1447
ATAD3A	697
TMEM240	80
SSU72	3974
FNDC10	485
LOC105378586	23
MIB2	3294
MMP23B	593
CDK11B	1678
SLC35E2B	1124
MMP23A	377
CDK11A	823
SLC35E2A	407
LOC112268218	323
NADK	1524
GNB1	5932
LOC105378949	22
CALML6	13
TMEM52	35
CFAP74	76
LOC107984872	0
LOC105378589	3
GABRD	37
LOC105378590	0
LOC105378591	0
PRKCZ	3100
PRKCZ-AS1	173
FAAP20	3555
LOC112268219	185
LOC105378593	21
SKI	1880
MORN1	156
LOC100129534	44
RER1	3499
PEX10	979
PLCH2	80
PANK4	525
HES5	10
TNFRSF14-AS1	429
TNFRSF14	3172
LOC100996583	13
PRXL2B	500
MMEL1	143
MMEL1-AS1	7
TTC34	29
LOC105378598	4
LOC107984904	1
PRDM16-DT	439
PRDM16	482
LOC105378606	8
LOC107984909	1
LOC105378604	9
ARHGEF16	627
MEGF6	3867
LOC105378608	3
105378607	2
TPRG1L	2171
WRAP73	504
TP73	118
TP73-AS3	3
TP73-AS1	733
CCDC27	8
SMIM1	318
LRRC47	1521
CEP104	616
DFFB	143
107984910	13
C1orf174	452
LINC01134	8
AJAP1	13
LOC107984911	0
NPHP4	425
KCNAB2	2498
CHD5	11
RPL22	22013
107985733	60
RNF207-AS1	35
RNF207	340
ICMT	1812
LINC00337	0
GPR153	479
ACOT7	1037
HES2	54
ESPN	115
TNFRSF25	334
PLEKHG5	469
NOL9	711
TAS1R1	11
LOC107984912	1
ZBTB48	1200
KLHL21	731
LOC107984913	11
PHF13	396
THAP3	1040
DNAJC11	697
CAMTA1-DT	23
CAMTA1	862
LOC105376689	43
VAMP3	3551
PER3	544
UTS2	36
TNFRSF9	41
PARK7	5719
ERRFI1	3158
LOC107984915	3
LINC01714	0
SLC45A1	27
RERE	2419
RERE-AS1	20
ENO1	22061
MIR6728	0
ENO1-AS1	8
CA6	0
SLC2A5	150
GPR157	414
MIR34AHG	146
MIR34A	0
LNCTAM34A	22
H6PD	2409
SPSB1	932
LINC02606	20
SLC25A33	394
TMEM201	230
107985734	15
PIK3CD	596
PIK3CD-AS1	1
PIK3CD-AS2	52
CLSTN1	2820
CTNNBIP1	2144
LOC105376717	84
LZIC	934
NMNAT1	347
RBP7	366
UBE4B	768
KIF1B	924
105376725	2
PGD	4192
CENPS-CORT	164
CENPS	227
CORT	6
DFFA	1112
PEX14	880
CASZ1	780
LOC105376733	4
C1orf127	48
TARDBP	2811
MASP2	126
SRM	1150
EXOSC10	1488
EXOSC10-AS1	9
MTOR	657
MTOR-AS1	1
ANGPTL7	100
UBIAD1	472
LOC105376739	2
LOC105376740	0
DISP3	1
112268221	1
FBXO2	780
FBXO44	929
FBXO6	398
MAD2L2	606
DRAXIN	5
AGTRAP	1571
C1orf167	450
MTHFR	1954
CLCN6	514
NPPA-AS1	46
NPPA	35
KIAA2013	2241
PLOD1	2034
MFN2	2265
MIIP	1163
MIR6729	2
TNFRSF8	26
MIR7846	2
TNFRSF1B	1708
107984917	0
VPS13D	1414
SNORA59A	2
LINC02766	7
DHRS3	4179
MIR6730	13
AADACL4	0
C1orf158	35
LRRC38	5
PDPN	1814
PRDM2	838
KAZN	408
LOC107985467	6
LOC105376759	1
LOC107985469	0
TMEM51-AS1	132
TMEM51	411
TMEM51-AS2	5
FHAD1	166
FHAD1-AS1	20
LOC101927441	14
EFHD2	3553
CTRC	6
CELA2A	9
CELA2B	46
CASP9	534
DNAJC16	357
AGMAT	38
DDI2	585
RSC1A1	26
PLEKHM2	2622
SLC25A34	136
SLC25A34-AS1	10
TMEM82	5
FBLIM1	575
UQCRHL	115
FLJ37453	306
SPEN	760
ZBTB17	1238
SRARP	0
HSPB7	225
CLCNKA	10
CLCNKB	37
FAM131C	13
EPHA2	898
LOC101927479	30
ARHGEF19	625
ANO7L1	86
CPLANE2	99
FBXO42	759
SZRD1	1847
SPATA21	1404
NECAP2	2636
LINC01772	53
CROCCP3	231
RNU1-1	1
LINC01783	1
NBPF1	294
105376794	201
CROCCP2	182
MST1P2	256
LOC107985736	11
RNU1-3	0
ESPNP	5
MST1L	337
LOC112267871	1
LOC105376805	519
CROCC	1498
MFAP2	252
LOC105376806	43
ATP13A2	1121
SDHB	1499
PADI2	62
LINC02783	0
PADI1	0
PADI3	0
PADI4	114
PADI6	1
RCC2	1395
ARHGEF10L	1086
ACTL8	0
IGSF21	51
KLHDC7A	90
PAX7	0
ALDH4A1	383
IFFO2	521
UBR4	2164
EMC1-AS1	22
EMC1	927
MRTO4	1566
AKR7L	9
AKR7A3	30
LOC100506730	64
AKR7A2	1749
SLC66A1	622
CAPZB	5312
MICOS10	2405
MICOS10-NBL1	7446
RPS14P3	88
NBL1	6870
HTR6	5
TMCO4	704
RNF186	0
OTUD3	311
PLA2G2A	441
PLA2G5	183
PLA2G2D	43
PLA2G2F	0
PLA2G2C	6
UBXN10	339
101928017	43
LOC105376825	35
VWA5B1	12
LINC01141	0
CAMK2N1	1793
MUL1	952
FAM43B	37
CDA	119
PINK1	1851
MIR6084	82
PINK1-AS	2424
DDOST	4659
KIF17	162
SH2D5	7
112268222	1162
HP1BP3	1518
EIF4G3	708
LOC105376830	2
LOC105376829	2
ECE1	2141
ECE1-AS1	5
NBPF3	121
ALPL	10518
LINC02596	7
RAP1GAP	3231
USP48	958
LDLRAD2	2457
HSPG2	3843
LINC01635	11
LINC00339	383
CDC42-AS1	35
CDC42	6795
WNT4	292
LOC105376845	52
LOC105376850	3
LOC107985377	24
ZBTB40	690
EPHA8	2
C1QA	36932
C1QC	22049
C1QB	32995
EPHB2	102
MIR4253	0
KDM1A	1332
LUZP1	258
HTR1D	0
LINC01355	128
HNRNPR	1928
ZNF436	248
ZNF436-AS1	50
TCEA3	2629
ASAP3	970
E2F2	8
LOC101928163	0
LOC105376859	1
ID3	4061
MDS2	5
RPL11	54122
ELOA	1671
ELOA-AS1	152
PITHD1	1417
LOC105376860	86
LYPLA2	1887
GALE	1517
HMGCL	1468
LOC105376861	0
FUCA1	2200
CNR2	5
PNRC2	2064
SRSF10	1706
LOC105376863	14
LOC107984931	1
MYOM3	8
IL22RA1	37
IFNLR1	166
LINC02800	0
GRHL3-AS1	1
GRHL3	1
STPG1	179
NIPAL3	882
