GeneID	RNA-seq_normal_lung17
DDX11L1	5
WASH7P	771
MIR6859-1	11
LOC100996442	91
LOC729737	909
DDX11L17	1
WASH9P	921
MIR6859-2	6
LOC112268260	8
LOC100132287	367
LOC105378947	3
MIR12136	620
OR4F16	7
100133331	315
107984841	52
107984847	109
107984849	40
LOC100288069	80
LINC01409	24
FAM87B	26
LINC00115	30
LINC01128	558
FAM41C	4
LOC284600	5
LINC02593	101
LOC107985728	103
SAMD11	418
NOC2L	1775
KLHL17	285
PLEKHN1	39
PERM1	19
HES4	914
ISG15	1549
AGRN	12921
LOC100288175	10
112267874	7
LOC105378948	34
RNF223	10
C1orf159	388
LINC01342	1
MIR200B	2
MIR200A	5
MIR429	2
TTLL10-AS1	6
TTLL10	30
TNFRSF18	59
TNFRSF4	201
SDF4	7259
B3GALT6	1058
C1QTNF12	18
UBE2J2	1591
LINC01786	61
SCNN1D	98
ACAP3	1991
SNORD167	18
PUSL1	290
INTS11	2195
MIR6727	11
CPTP	880
TAS1R3	39
DVL1	2954
MIR6808	3
MXRA8	4525
AURKAIP1	1935
CCNL2	5199
MRPL20-AS1	677
MRPL20	1612
107984868	22
ANKRD65	680
LOC105378585	63
TMEM88B	5
LINC01770	86
LOC107985729	49
VWA1	5977
ATAD3C	467
ATAD3B	1230
ATAD3A	810
TMEM240	69
SSU72	2937
FNDC10	326
LOC105378586	44
MIB2	2841
MMP23B	769
CDK11B	1685
SLC35E2B	1495
MMP23A	471
CDK11A	1016
SLC35E2A	750
LOC112268218	292
NADK	3721
GNB1	15284
LOC105378949	49
CALML6	2
TMEM52	8
CFAP74	14
LOC107984872	0
LOC105378589	6
GABRD	81
LOC105378590	1
LOC105378591	2
PRKCZ	2174
PRKCZ-AS1	82
FAAP20	1420
LOC112268219	117
LOC105378593	11
SKI	7841
MORN1	148
LOC100129534	79
RER1	3480
PEX10	799
PLCH2	351
PANK4	966
HES5	2
TNFRSF14-AS1	742
TNFRSF14	3505
LOC100996583	6
PRXL2B	733
MMEL1	159
MMEL1-AS1	0
TTC34	38
LOC105378598	0
LOC107984904	0
PRDM16-DT	194
PRDM16	694
LOC105378606	1
LOC107984909	0
LOC105378604	2
ARHGEF16	425
MEGF6	5107
LOC105378608	22
105378607	2
TPRG1L	2219
WRAP73	614
TP73	42
TP73-AS3	2
TP73-AS1	1277
CCDC27	9
SMIM1	113
LRRC47	1674
CEP104	1769
DFFB	260
107984910	2
C1orf174	612
LINC01134	4
AJAP1	13
LOC107984911	0
NPHP4	669
KCNAB2	2795
CHD5	13
RPL22	11912
107985733	87
RNF207-AS1	9
RNF207	290
ICMT	3354
LINC00337	4
GPR153	1821
ACOT7	755
HES2	49
ESPN	88
TNFRSF25	412
PLEKHG5	1259
NOL9	654
TAS1R1	18
LOC107984912	1
ZBTB48	849
KLHL21	1700
LOC107984913	13
PHF13	914
THAP3	599
DNAJC11	1115
CAMTA1-DT	4
CAMTA1	1262
LOC105376689	53
VAMP3	4832
PER3	501
UTS2	111
TNFRSF9	323
PARK7	4750
ERRFI1	7542
LOC107984915	0
LINC01714	1
SLC45A1	103
RERE	5970
RERE-AS1	12
ENO1	15734
MIR6728	5
ENO1-AS1	5
CA6	0
SLC2A5	71
GPR157	802
MIR34AHG	338
MIR34A	3
LNCTAM34A	29
H6PD	6705
SPSB1	1588
LINC02606	68
SLC25A33	695
TMEM201	539
107985734	12
PIK3CD	2126
PIK3CD-AS1	3
PIK3CD-AS2	25
CLSTN1	5338
CTNNBIP1	2265
LOC105376717	161
LZIC	1162
NMNAT1	436
RBP7	360
UBE4B	1964
KIF1B	2334
105376725	2
PGD	4244
CENPS-CORT	115
CENPS	116
CORT	6
DFFA	1887
PEX14	925
CASZ1	2356
LOC105376733	8
C1orf127	17
TARDBP	5227
MASP2	84
SRM	1554
EXOSC10	1702
EXOSC10-AS1	86
MTOR	2025
MTOR-AS1	34
ANGPTL7	45
UBIAD1	641
LOC105376739	0
LOC105376740	1
DISP3	8
112268221	4
FBXO2	167
FBXO44	629
FBXO6	526
MAD2L2	590
DRAXIN	27
AGTRAP	1512
C1orf167	690
MTHFR	2519
CLCN6	1145
NPPA-AS1	152
NPPA	19
KIAA2013	2594
PLOD1	3007
MFN2	4404
MIIP	745
MIR6729	3
TNFRSF8	73
MIR7846	106
TNFRSF1B	5805
107984917	9
VPS13D	3947
SNORA59A	16
LINC02766	13
DHRS3	1972
MIR6730	5
AADACL4	0
C1orf158	5
LRRC38	0
PDPN	1431
PRDM2	2122
KAZN	1385
LOC107985467	7
LOC105376759	8
LOC107985469	2
TMEM51-AS1	166
TMEM51	545
TMEM51-AS2	0
FHAD1	86
FHAD1-AS1	18
LOC101927441	11
EFHD2	5675
CTRC	11
CELA2A	10
CELA2B	51
CASP9	650
DNAJC16	707
AGMAT	20
DDI2	1426
RSC1A1	193
PLEKHM2	4055
SLC25A34	105
SLC25A34-AS1	11
TMEM82	1
FBLIM1	2280
UQCRHL	69
FLJ37453	308
SPEN	4222
ZBTB17	1396
SRARP	0
HSPB7	454
CLCNKA	2
CLCNKB	29
FAM131C	3
EPHA2	3995
LOC101927479	72
ARHGEF19	439
ANO7L1	51
CPLANE2	131
FBXO42	1058
SZRD1	4463
SPATA21	2482
NECAP2	3312
LINC01772	36
CROCCP3	181
RNU1-1	0
LINC01783	1
NBPF1	1216
105376794	375
CROCCP2	332
MST1P2	218
LOC107985736	19
RNU1-3	0
ESPNP	1
MST1L	394
LOC112267871	5
LOC105376805	231
CROCC	1392
MFAP2	461
LOC105376806	105
ATP13A2	1856
SDHB	1595
PADI2	297
LINC02783	0
PADI1	0
PADI3	0
PADI4	253
PADI6	3
RCC2	2929
ARHGEF10L	1553
ACTL8	0
IGSF21	95
KLHDC7A	62
PAX7	0
ALDH4A1	833
IFFO2	1813
UBR4	4636
EMC1-AS1	78
EMC1	1388
MRTO4	892
AKR7L	12
AKR7A3	25
LOC100506730	78
AKR7A2	1310
SLC66A1	453
CAPZB	9209
MICOS10	1345
MICOS10-NBL1	8802
RPS14P3	15
NBL1	8473
HTR6	0
TMCO4	839
RNF186	1
OTUD3	633
PLA2G2A	3886
PLA2G5	439
PLA2G2D	10
PLA2G2F	0
PLA2G2C	2
UBXN10	295
101928017	21
LOC105376825	6
VWA5B1	31
LINC01141	3
CAMK2N1	4630
MUL1	1094
FAM43B	35
CDA	322
PINK1	2085
MIR6084	244
PINK1-AS	1914
DDOST	6984
KIF17	253
SH2D5	3
112268222	1609
HP1BP3	6181
EIF4G3	3021
LOC105376830	1
