GeneID	RNA-seq_normal_lung39
DDX11L1	4
WASH7P	1206
MIR6859-1	29
LOC100996442	52
LOC729737	737
DDX11L17	6
WASH9P	1422
MIR6859-2	15
LOC112268260	19
LOC100132287	503
LOC105378947	2
MIR12136	1562
OR4F16	5
100133331	424
107984841	71
107984847	72
107984849	29
LOC100288069	34
LINC01409	16
FAM87B	4
LINC00115	21
LINC01128	577
FAM41C	16
LOC284600	2
LINC02593	18
LOC107985728	32
SAMD11	361
NOC2L	1912
KLHL17	273
PLEKHN1	31
PERM1	8
HES4	1073
ISG15	1713
AGRN	11439
LOC100288175	25
112267874	49
LOC105378948	74
RNF223	40
C1orf159	440
LINC01342	7
MIR200B	14
MIR200A	9
MIR429	12
TTLL10-AS1	115
TTLL10	429
TNFRSF18	47
TNFRSF4	183
SDF4	5427
B3GALT6	876
C1QTNF12	25
UBE2J2	1547
LINC01786	43
SCNN1D	186
ACAP3	1845
SNORD167	23
PUSL1	347
INTS11	2567
MIR6727	8
CPTP	927
TAS1R3	89
DVL1	2886
MIR6808	4
MXRA8	2546
AURKAIP1	2254
CCNL2	6167
MRPL20-AS1	884
MRPL20	1935
107984868	39
ANKRD65	894
LOC105378585	61
TMEM88B	2
LINC01770	67
LOC107985729	32
VWA1	3226
ATAD3C	504
ATAD3B	1177
ATAD3A	694
TMEM240	88
SSU72	3249
FNDC10	235
LOC105378586	30
MIB2	3062
MMP23B	672
CDK11B	2043
SLC35E2B	3229
MMP23A	469
CDK11A	1853
SLC35E2A	1240
LOC112268218	304
NADK	2340
GNB1	11034
LOC105378949	21
CALML6	17
TMEM52	19
CFAP74	307
LOC107984872	7
LOC105378589	3
GABRD	55
LOC105378590	2
LOC105378591	9
PRKCZ	3747
PRKCZ-AS1	277
FAAP20	2336
LOC112268219	175
LOC105378593	30
SKI	5274
MORN1	331
LOC100129534	75
RER1	3680
PEX10	1088
PLCH2	234
PANK4	670
HES5	8
TNFRSF14-AS1	575
TNFRSF14	2993
LOC100996583	11
PRXL2B	756
MMEL1	204
MMEL1-AS1	7
TTC34	62
LOC105378598	24
LOC107984904	1
PRDM16-DT	394
PRDM16	742
LOC105378606	3
LOC107984909	2
LOC105378604	36
ARHGEF16	536
MEGF6	3275
LOC105378608	3
105378607	6
TPRG1L	2593
WRAP73	493
TP73	268
TP73-AS3	1
TP73-AS1	1287
CCDC27	4
SMIM1	91
LRRC47	1923
CEP104	1228
DFFB	211
107984910	19
C1orf174	681
LINC01134	4
AJAP1	33
LOC107984911	0
NPHP4	683
KCNAB2	2466
CHD5	23
RPL22	14828
107985733	114
RNF207-AS1	19
RNF207	385
ICMT	2382
LINC00337	1
GPR153	1037
ACOT7	928
HES2	79
ESPN	201
TNFRSF25	295
PLEKHG5	692
NOL9	893
TAS1R1	31
LOC107984912	9
ZBTB48	767
KLHL21	1437
LOC107984913	17
PHF13	658
THAP3	773
DNAJC11	1064
CAMTA1-DT	14
CAMTA1	906
LOC105376689	65
VAMP3	4421
PER3	568
UTS2	31
TNFRSF9	23
PARK7	4332
ERRFI1	3755
LOC107984915	0
LINC01714	4
SLC45A1	53
RERE	3410
RERE-AS1	4
ENO1	15864
MIR6728	38
ENO1-AS1	17
CA6	0
SLC2A5	35
GPR157	908
MIR34AHG	273
MIR34A	2
LNCTAM34A	40
H6PD	4262
SPSB1	904
LINC02606	46
SLC25A33	488
TMEM201	448
107985734	20
PIK3CD	1275
PIK3CD-AS1	2
PIK3CD-AS2	20
CLSTN1	4893
CTNNBIP1	2507
LOC105376717	122
LZIC	1183
NMNAT1	332
RBP7	125
UBE4B	1295
KIF1B	1858
105376725	16
PGD	3869
CENPS-CORT	148
CENPS	168
CORT	13
DFFA	1653
PEX14	1135
CASZ1	1957
LOC105376733	8
C1orf127	33
TARDBP	4071
MASP2	187
SRM	885
EXOSC10	2150
EXOSC10-AS1	49
MTOR	1439
MTOR-AS1	22
ANGPTL7	294
UBIAD1	657
LOC105376739	14
LOC105376740	12
DISP3	4
112268221	0
FBXO2	341
FBXO44	794
FBXO6	497
MAD2L2	452
DRAXIN	27
AGTRAP	1321
C1orf167	528
MTHFR	1960
CLCN6	981
NPPA-AS1	138
NPPA	64
KIAA2013	2371
PLOD1	2139
MFN2	4018
MIIP	726
MIR6729	3
TNFRSF8	100
MIR7846	35
TNFRSF1B	2710
107984917	5
VPS13D	2612
SNORA59A	8
LINC02766	22
DHRS3	2417
MIR6730	2
AADACL4	0
C1orf158	121
LRRC38	0
PDPN	2852
PRDM2	1522
KAZN	1181
LOC107985467	0
LOC105376759	3
LOC107985469	2
TMEM51-AS1	275
TMEM51	542
TMEM51-AS2	1
FHAD1	415
FHAD1-AS1	29
LOC101927441	48
EFHD2	4462
CTRC	10
CELA2A	4
CELA2B	44
CASP9	762
DNAJC16	584
AGMAT	39
DDI2	1290
RSC1A1	75
PLEKHM2	3230
SLC25A34	156
SLC25A34-AS1	9
TMEM82	0
FBLIM1	759
UQCRHL	71
FLJ37453	278
SPEN	2326
ZBTB17	1163
SRARP	0
HSPB7	336
CLCNKA	16
CLCNKB	26
FAM131C	0
EPHA2	2167
LOC101927479	101
ARHGEF19	604
ANO7L1	89
CPLANE2	124
FBXO42	1034
SZRD1	2721
SPATA21	1780
NECAP2	2965
LINC01772	56
CROCCP3	301
RNU1-1	0
LINC01783	25
NBPF1	866
105376794	641
CROCCP2	490
MST1P2	232
LOC107985736	19
RNU1-3	0
ESPNP	2
MST1L	354
LOC112267871	15
LOC105376805	288
CROCC	2329
MFAP2	211
LOC105376806	44
ATP13A2	1374
SDHB	1461
PADI2	71
LINC02783	0
PADI1	0
PADI3	0
PADI4	41
PADI6	0
RCC2	2738
ARHGEF10L	1344
ACTL8	0
IGSF21	45
KLHDC7A	234
PAX7	0
ALDH4A1	455
IFFO2	760
UBR4	3894
EMC1-AS1	45
EMC1	1427
MRTO4	943
AKR7L	19
AKR7A3	45
LOC100506730	110
AKR7A2	1487
SLC66A1	687
CAPZB	6918
MICOS10	1769
MICOS10-NBL1	7888
RPS14P3	46
NBL1	7462
HTR6	5
TMCO4	881
RNF186	5
OTUD3	654
PLA2G2A	90
PLA2G5	155
PLA2G2D	37
PLA2G2F	0
PLA2G2C	4
UBXN10	697
101928017	11
LOC105376825	100
VWA5B1	17
LINC01141	1
CAMK2N1	3777
MUL1	1248
FAM43B	24
CDA	88
PINK1	2088
MIR6084	164
PINK1-AS	2031
DDOST	4608
KIF17	559
SH2D5	8
112268222	1693
HP1BP3	3837
EIF4G3	1674
LOC105376830	7
LOC105376829	6
ECE1	3820
ECE1-AS1	12
NBPF3	166
ALPL	3147
LINC02596	7
RAP1GAP	1720
USP48	1536
LDLRAD2	2716
HSPG2	8594
LINC01635	5
LINC00339	392
CDC42-AS1	24
CDC42	9694
WNT4	179
LOC105376845	48
LOC105376850	0
LOC107985377	15
ZBTB40	1697
EPHA8	1
C1QA	14071
C1QC	8095
C1QB	12329
EPHB2	132
MIR4253	1
KDM1A	1512
LUZP1	1078
HTR1D	3
LINC01355	129
HNRNPR	3274
ZNF436	582
ZNF436-AS1	90
TCEA3	1626
ASAP3	1409
E2F2	28
LOC101928163	0
LOC105376859	12
ID3	4618
MDS2	11
RPL11	31156
ELOA	1914
ELOA-AS1	231
PITHD1	1544
LOC105376860	144
LYPLA2	1546
GALE	1127
HMGCL	1126
