GeneID	RNA-seq_LADC17
DDX11L1	14
WASH7P	1422
MIR6859-1	53
LOC100996442	41
LOC729737	1498
DDX11L17	16
WASH9P	1750
MIR6859-2	54
LOC112268260	24
LOC100132287	806
LOC105378947	3
MIR12136	1090
OR4F16	9
100133331	804
107984841	48
107984847	86
107984849	26
LOC100288069	65
LINC01409	25
FAM87B	9
LINC00115	177
LINC01128	525
FAM41C	0
LOC284600	17
LINC02593	62
LOC107985728	58
SAMD11	557
NOC2L	4480
KLHL17	1423
PLEKHN1	1707
PERM1	287
HES4	1204
ISG15	3028
AGRN	43842
LOC100288175	202
112267874	74
LOC105378948	247
RNF223	276
C1orf159	1220
LINC01342	1
MIR200B	32
MIR200A	32
MIR429	119
TTLL10-AS1	6
TTLL10	38
TNFRSF18	1920
TNFRSF4	341
SDF4	9972
B3GALT6	1862
C1QTNF12	93
UBE2J2	2163
LINC01786	136
SCNN1D	545
ACAP3	8038
SNORD167	38
PUSL1	1380
INTS11	5695
MIR6727	21
CPTP	3299
TAS1R3	1036
DVL1	11188
MIR6808	69
MXRA8	32954
AURKAIP1	3133
CCNL2	12835
MRPL20-AS1	984
MRPL20	1804
107984868	23
ANKRD65	2795
LOC105378585	90
TMEM88B	13
LINC01770	498
LOC107985729	339
VWA1	5083
ATAD3C	215
ATAD3B	4347
ATAD3A	4103
TMEM240	171
SSU72	3734
FNDC10	2066
LOC105378586	194
MIB2	5317
MMP23B	2547
CDK11B	2973
SLC35E2B	1227
MMP23A	2126
CDK11A	1716
SLC35E2A	819
LOC112268218	525
NADK	4449
GNB1	9929
LOC105378949	45
CALML6	50
TMEM52	74
CFAP74	27
LOC107984872	14
LOC105378589	13
GABRD	71
LOC105378590	0
LOC105378591	0
PRKCZ	632
PRKCZ-AS1	82
FAAP20	1458
LOC112268219	231
LOC105378593	17
SKI	6703
MORN1	455
LOC100129534	130
RER1	7024
PEX10	1321
PLCH2	1633
PANK4	1520
HES5	24
TNFRSF14-AS1	1146
TNFRSF14	6595
LOC100996583	20
PRXL2B	901
MMEL1	212
MMEL1-AS1	1
TTC34	55
LOC105378598	0
LOC107984904	1
PRDM16-DT	9
PRDM16	97
LOC105378606	0
LOC107984909	1
LOC105378604	10
ARHGEF16	1479
MEGF6	2274
LOC105378608	5
105378607	0
TPRG1L	2312
WRAP73	1781
TP73	281
TP73-AS3	6
TP73-AS1	1371
CCDC27	8
SMIM1	151
LRRC47	2453
CEP104	1888
DFFB	350
107984910	16
C1orf174	1417
LINC01134	70
AJAP1	10
LOC107984911	0
NPHP4	920
KCNAB2	1907
CHD5	15
RPL22	7254
107985733	184
RNF207-AS1	33
RNF207	2128
ICMT	3553
LINC00337	44
GPR153	2193
ACOT7	910
HES2	246
ESPN	1613
TNFRSF25	1648
PLEKHG5	2856
NOL9	558
TAS1R1	1
LOC107984912	0
ZBTB48	980
KLHL21	2653
LOC107984913	5
PHF13	925
THAP3	1279
DNAJC11	1939
CAMTA1-DT	13
CAMTA1	689
LOC105376689	67
VAMP3	2294
PER3	635
UTS2	196
TNFRSF9	110
PARK7	4628
ERRFI1	2445
LOC107984915	3
LINC01714	0
SLC45A1	55
RERE	3344
RERE-AS1	5
ENO1	32523
MIR6728	7
ENO1-AS1	10
CA6	1
SLC2A5	452
GPR157	327
MIR34AHG	472
MIR34A	10
LNCTAM34A	98
H6PD	4129
SPSB1	1882
LINC02606	18
SLC25A33	484
TMEM201	1029
107985734	54
PIK3CD	1482
PIK3CD-AS1	3
PIK3CD-AS2	16
CLSTN1	14579
CTNNBIP1	983
LOC105376717	157
LZIC	609
NMNAT1	267
RBP7	259
UBE4B	2035
KIF1B	1344
105376725	1
PGD	2918
CENPS-CORT	266
CENPS	260
CORT	30
DFFA	2146
PEX14	950
CASZ1	466
LOC105376733	0
C1orf127	37
TARDBP	3648
MASP2	67
SRM	2559
EXOSC10	2962
EXOSC10-AS1	86
MTOR	2882
MTOR-AS1	42
ANGPTL7	4
UBIAD1	737
LOC105376739	0
LOC105376740	0
DISP3	8
112268221	0
FBXO2	624
FBXO44	1496
FBXO6	655
MAD2L2	887
DRAXIN	48
AGTRAP	2377
C1orf167	210
MTHFR	897
CLCN6	1307
NPPA-AS1	187
NPPA	36
KIAA2013	3906
PLOD1	10301
MFN2	3531
MIIP	1566
MIR6729	14
TNFRSF8	79
MIR7846	6
TNFRSF1B	1881
107984917	3
VPS13D	1249
SNORA59A	14
LINC02766	0
DHRS3	633
MIR6730	2
AADACL4	0
C1orf158	0
LRRC38	5
PDPN	1630
PRDM2	1372
KAZN	427
LOC107985467	0
LOC105376759	0
LOC107985469	0
TMEM51-AS1	106
TMEM51	1275
TMEM51-AS2	2
FHAD1	140
FHAD1-AS1	58
LOC101927441	20
EFHD2	6324
CTRC	14
CELA2A	1
CELA2B	11
CASP9	471
DNAJC16	1055
AGMAT	255
DDI2	1089
RSC1A1	241
PLEKHM2	4409
SLC25A34	265
SLC25A34-AS1	21
TMEM82	0
FBLIM1	3146
UQCRHL	36
FLJ37453	214
SPEN	1738
ZBTB17	2937
SRARP	0
HSPB7	86
CLCNKA	159
CLCNKB	19
FAM131C	13
EPHA2	5658
LOC101927479	62
ARHGEF19	2112
ANO7L1	62
CPLANE2	98
FBXO42	1245
SZRD1	3440
SPATA21	2171
NECAP2	2877
LINC01772	64
CROCCP3	145
RNU1-1	3
LINC01783	4
NBPF1	748
105376794	926
CROCCP2	612
MST1P2	1035
LOC107985736	10
RNU1-3	1
ESPNP	84
MST1L	489
LOC112267871	8
LOC105376805	287
CROCC	1390
MFAP2	2474
LOC105376806	822
ATP13A2	2197
SDHB	2023
PADI2	269
LINC02783	4
PADI1	10
PADI3	0
PADI4	3
PADI6	1
RCC2	6254
ARHGEF10L	3324
ACTL8	1989
IGSF21	423
KLHDC7A	1
PAX7	0
ALDH4A1	307
IFFO2	738
UBR4	5082
EMC1-AS1	158
EMC1	4149
MRTO4	1355
AKR7L	50
AKR7A3	111
LOC100506730	177
AKR7A2	1643
SLC66A1	1641
CAPZB	10813
MICOS10	831
MICOS10-NBL1	6221
RPS14P3	53
NBL1	5877
HTR6	13
TMCO4	1498
RNF186	0
OTUD3	802
PLA2G2A	96
PLA2G5	87
PLA2G2D	18
PLA2G2F	313
PLA2G2C	2
UBXN10	129
101928017	9
LOC105376825	8
VWA5B1	16
LINC01141	7
CAMK2N1	1443
MUL1	1273
FAM43B	63
CDA	2091
PINK1	2356
MIR6084	64
PINK1-AS	3077
DDOST	17822
KIF17	111
SH2D5	118
112268222	935
HP1BP3	3848
EIF4G3	2167
LOC105376830	3
LOC105376829	2
ECE1	5291
ECE1-AS1	15
NBPF3	185
ALPL	267
LINC02596	0
RAP1GAP	159
USP48	1424
LDLRAD2	4897
HSPG2	16942
LINC01635	1
LINC00339	202
CDC42-AS1	3
CDC42	5008
WNT4	29
LOC105376845	1
LOC105376850	0
LOC107985377	0
ZBTB40	1025
EPHA8	1
C1QA	8320
C1QC	12873
C1QB	15611
EPHB2	3187
MIR4253	68
KDM1A	2293
LUZP1	1180
HTR1D	60
LINC01355	84
HNRNPR	2801
ZNF436	652
ZNF436-AS1	59
TCEA3	157
ASAP3	632
E2F2	109
LOC101928163	3
LOC105376859	12
ID3	4219
MDS2	6
RPL11	12215
ELOA	1394
ELOA-AS1	139
PITHD1	1519
LOC105376860	280
LYPLA2	2131
GALE	4941
HMGCL	894
LOC105376861	3
FUCA1	3377
CNR2	1
PNRC2	1576
SRSF10	1584
LOC105376863	0
LOC107984931	4
MYOM3	32
IL22RA1	15
IFNLR1	60
LINC02800	0
GRHL3-AS1	9
GRHL3	53
STPG1	267
NIPAL3	474
RCAN3AS	7
RCAN3	421
NCMAP-DT	15
NCMAP	4
SRRM1	2312
CLIC4	2449
RUNX3	458
107984932	0
RUNX3-AS1	50
SYF2	917
RSRP1	2409
LOC105376882	6
RHD	31
TMEM50A	1639
RHCE	1073
MACO1	718
LDLRAP1	1373
MAN1C1	495
SELENON	5637
MTFR1L	1021
LOC646471	347
AUNIP	373
PAQR7	1262
STMN1	4540
MIR3917	482
PAFAH2	495
101928216	21
EXTL1	56
SLC30A2	48
TRIM63	0
PDIK1L	120
FAM110D	51
ZNF593	664
CNKSR1	1856
CATSPER4	31
ZPLD2P	12
CEP85	491
SH3BGRL3	6463
UBXN11	1745
CD52	184
CRYBG2	267
ZNF683	298
DHDDS	1272
DHDDS-AS1	18
HMGN2	6965
RPS6KA1	1353
LOC101928728	38
ARID1A	3164
PIGV	451
ZDHHC18	1705
SFN	3761
GPN2	892
GPATCH3	430
NUDC	3287
NR0B2	0
KDF1	771
TRNP1	63
TENT5B	233
LOC101928391	10
SLC9A1	2393
WDTC1	2810
TMEM222	1082
ACTG1P20	36
SYTL1	4093
MAP3K6	1514
FCN3	75
CD164L2	1
GPR3	64
WASF2	3470
LOC105376892	0
AHDC1	974
FGR	458
LINC02574	3
IFI6	6751
FAM76A	253
STX12	964
PPP1R8	921
THEMIS2	1559
RPA2	1210
SMPDL3B	567
XKR8	379
EYA3	801
PTAFR	832
DNAJC8	2465
ATP5IF1	1567
SESN2	445
MED18	234
PHACTR4	889
RCC1	1299
SNHG3	477
SNORA73A	17
SNORA73B	24
TRNAU1AP	365
SNHG12	876
SNORD99	40
SNORA61	99
SNORA44	34
SNORA16A	69
RAB42	189
TAF12	561
LINC01715	7
RNU11	0
GMEB1	398
YTHDF2	1557
OPRD1	9
EPB41	847
TMEM200B	797
SRSF4	2699
MECR	623
PTPRU	1818
LOC105378617	1
MATN1	45
MATN1-AS1	107
LAPTM5	16089
MIR4420	4
LOC105378620	9
LINC01778	0
SDC3	2239
PUM1	1893
SNORD103A	17
SNORD103B	9
LOC107984935	4
NKAIN1	0
SNRNP40	1006
ZCCHC17	669
FABP3	139
SERINC2	2430
LOC105378625	39
LOC105379772	50
LDC1P	21
LINC01226	41
LOC105378626	83
TINAGL1	4935
HCRTR1	168
PEF1	1364
PEF1-AS1	126
105378628	12
COL16A1	7904
LOC101929444	133
ADGRB2	279
SPOCD1	348
PTP4A2	4700
KHDRBS1	3116
TMEM39B	920
KPNA6	2117
TXLNA	2689
CCDC28B	306
TMEM234	808
IQCC	232
DCDC2B	248
EIF3I	4708
MTMR9LP	671
FAM167B	184
LCK	262
HDAC1	3490
MARCKSL1	3199
LOC105378629	6
TSSK3	88
FAM229A	114
BSDC1	2517
ZBTB8B	16
ZBTB8A	411
LOC102723870	17
ZBTB8OS	616
RBBP4	2717
SYNC	489
KIAA1522	5851
YARS1	2119
S100PBP	753
FNDC5	38
HPCA	63
TMEM54	1527
LOC105378632	5
RNF19B	1684
AK2	3720
AZIN2	389
112268224	9
TRIM62	440
ZNF362	1812
A3GALT2	13
PHC2	4322
MIR3605	130
PHC2-AS1	0
ZSCAN20	186
CSMD2	157
105378640	0
LOC105378641	0
LOC105378642	5
GJB5	264
GJB4	11
GJB3	1265
GJA4	550
SMIM12	905
DLGAP3	153
GPR199P	114
TMEM35B	611
ZMYM6	437
ZMYM1	166
LOC105378644	0
SFPQ	6517
ZMYM4	857
ZMYM4-AS1	4
KIAA0319L	2592
NCDN	1168
TFAP2E	185
TFAP2E-AS1	13
PSMB2	3941
C1orf216	355
CLSPN	321
AGO4	635
AGO1	959
AGO3	495
TEKT2	48
ADPRS	1000
COL8A2	2156
TRAPPC3	1410
MAP7D1	6020
THRAP3	3119
SH3D21	343
EVA1B	1151
STK40	2809
LSM10	727
OSCP1	252
MRPS15	1473
CSF3R	835
GRIK3	7
LINC01137	120
ZC3H12A	1674
MIR6732	21
MEAF6	1182
MIR5581	1
LOC105378649	41
SNIP1	353
DNALI1	85
GNL2	1748
RSPO1	16
C1orf109	443
CDCA8	660
EPHA10	424
MANEAL	1118
YRDC	709
