GeneID	RNA-seq_LADC27
DDX11L1	1
WASH7P	884
MIR6859-1	31
LOC100996442	22
LOC729737	1089
DDX11L17	3
WASH9P	997
MIR6859-2	11
LOC112268260	25
LOC100132287	491
LOC105378947	3
MIR12136	1014
OR4F16	5
100133331	528
107984841	66
107984847	72
107984849	29
LOC100288069	27
LINC01409	13
FAM87B	10
LINC00115	42
LINC01128	402
FAM41C	1
LOC284600	5
LINC02593	27
LOC107985728	12
SAMD11	284
NOC2L	2874
KLHL17	277
PLEKHN1	298
PERM1	53
HES4	579
ISG15	6693
AGRN	22949
LOC100288175	74
112267874	34
LOC105378948	103
RNF223	99
C1orf159	522
LINC01342	0
MIR200B	2
MIR200A	5
MIR429	12
TTLL10-AS1	71
TTLL10	242
TNFRSF18	262
TNFRSF4	258
SDF4	8554
B3GALT6	1081
C1QTNF12	6
UBE2J2	2156
LINC01786	39
SCNN1D	161
ACAP3	1988
SNORD167	5
PUSL1	676
INTS11	2845
MIR6727	12
CPTP	2333
TAS1R3	50
DVL1	3488
MIR6808	4
MXRA8	1626
AURKAIP1	3106
CCNL2	3684
MRPL20-AS1	940
MRPL20	2117
107984868	20
ANKRD65	1367
LOC105378585	56
TMEM88B	29
LINC01770	118
LOC107985729	50
VWA1	9585
ATAD3C	171
ATAD3B	983
ATAD3A	1438
TMEM240	32
SSU72	3802
FNDC10	920
LOC105378586	99
MIB2	2506
MMP23B	211
CDK11B	2252
SLC35E2B	2621
MMP23A	105
CDK11A	1599
SLC35E2A	902
LOC112268218	462
NADK	4631
GNB1	11370
LOC105378949	14
CALML6	8
TMEM52	49
CFAP74	249
LOC107984872	11
LOC105378589	0
GABRD	7
LOC105378590	3
LOC105378591	1
PRKCZ	1799
PRKCZ-AS1	48
FAAP20	1880
LOC112268219	153
LOC105378593	7
SKI	4299
MORN1	276
LOC100129534	92
RER1	5166
PEX10	1222
PLCH2	398
PANK4	934
HES5	1
TNFRSF14-AS1	910
TNFRSF14	3502
LOC100996583	27
PRXL2B	1633
MMEL1	363
MMEL1-AS1	1
TTC34	64
LOC105378598	10
LOC107984904	1
PRDM16-DT	207
PRDM16	825
LOC105378606	0
LOC107984909	6
LOC105378604	45
ARHGEF16	902
MEGF6	2718
LOC105378608	5
105378607	0
TPRG1L	2591
WRAP73	919
TP73	375
TP73-AS3	1
TP73-AS1	792
CCDC27	2
SMIM1	232
LRRC47	1882
CEP104	1274
DFFB	193
107984910	6
C1orf174	721
LINC01134	10
AJAP1	33
LOC107984911	3
NPHP4	715
KCNAB2	3002
CHD5	9
RPL22	9843
107985733	64
RNF207-AS1	27
RNF207	428
ICMT	3487
LINC00337	10
GPR153	497
ACOT7	788
HES2	47
ESPN	497
TNFRSF25	372
PLEKHG5	519
NOL9	549
TAS1R1	26
LOC107984912	8
ZBTB48	1053
KLHL21	1504
LOC107984913	6
PHF13	669
THAP3	1059
DNAJC11	1342
CAMTA1-DT	12
CAMTA1	965
LOC105376689	44
VAMP3	4779
PER3	746
UTS2	151
TNFRSF9	493
PARK7	5215
ERRFI1	4161
LOC107984915	0
LINC01714	0
SLC45A1	50
RERE	4163
RERE-AS1	12
ENO1	60151
MIR6728	11
ENO1-AS1	25
CA6	0
SLC2A5	400
GPR157	553
MIR34AHG	326
MIR34A	6
LNCTAM34A	26
H6PD	3028
SPSB1	864
LINC02606	27
SLC25A33	500
TMEM201	517
107985734	11
PIK3CD	1718
PIK3CD-AS1	10
PIK3CD-AS2	55
CLSTN1	6938
CTNNBIP1	3450
LOC105376717	275
LZIC	1014
NMNAT1	351
RBP7	35
UBE4B	1540
KIF1B	1373
105376725	2
PGD	5474
CENPS-CORT	246
CENPS	245
CORT	15
DFFA	1249
PEX14	905
CASZ1	1384
LOC105376733	10
C1orf127	110
TARDBP	3355
MASP2	64
SRM	1992
EXOSC10	2227
EXOSC10-AS1	67
MTOR	2017
MTOR-AS1	32
ANGPTL7	37
UBIAD1	663
LOC105376739	15
LOC105376740	2
DISP3	55
112268221	3
FBXO2	765
FBXO44	1018
FBXO6	790
MAD2L2	783
DRAXIN	25
AGTRAP	1717
C1orf167	348
MTHFR	1277
CLCN6	591
NPPA-AS1	115
NPPA	19
KIAA2013	3654
PLOD1	4866
MFN2	3836
MIIP	1036
MIR6729	7
TNFRSF8	58
MIR7846	60
TNFRSF1B	4664
107984917	7
VPS13D	2256
SNORA59A	4
LINC02766	8
DHRS3	3405
MIR6730	3
AADACL4	0
C1orf158	102
LRRC38	3
PDPN	816
PRDM2	1610
KAZN	706
LOC107985467	0
LOC105376759	0
LOC107985469	0
TMEM51-AS1	193
TMEM51	1642
TMEM51-AS2	2
FHAD1	470
FHAD1-AS1	45
LOC101927441	14
EFHD2	6271
CTRC	1
CELA2A	4
CELA2B	33
CASP9	713
DNAJC16	625
AGMAT	66
DDI2	1650
RSC1A1	141
PLEKHM2	3765
SLC25A34	117
SLC25A34-AS1	10
TMEM82	7
FBLIM1	2670
UQCRHL	62
FLJ37453	137
SPEN	2017
ZBTB17	1325
SRARP	2
HSPB7	75
CLCNKA	14
CLCNKB	30
FAM131C	2
EPHA2	2610
LOC101927479	68
ARHGEF19	1384
ANO7L1	110
CPLANE2	190
FBXO42	1173
SZRD1	3118
SPATA21	1949
NECAP2	3618
LINC01772	23
CROCCP3	114
RNU1-1	0
LINC01783	4
NBPF1	1062
105376794	314
CROCCP2	416
MST1P2	110
LOC107985736	9
RNU1-3	0
ESPNP	6
MST1L	215
LOC112267871	6
LOC105376805	178
CROCC	1746
MFAP2	240
LOC105376806	92
ATP13A2	4581
SDHB	2346
PADI2	689
LINC02783	0
PADI1	7
PADI3	3
PADI4	54
PADI6	2
RCC2	5027
ARHGEF10L	2207
ACTL8	0
IGSF21	88
KLHDC7A	857
PAX7	56
ALDH4A1	969
IFFO2	795
UBR4	4541
EMC1-AS1	78
EMC1	1434
MRTO4	921
AKR7L	17
AKR7A3	38
LOC100506730	175
AKR7A2	2544
SLC66A1	911
CAPZB	9668
MICOS10	590
MICOS10-NBL1	3160
RPS14P3	52
NBL1	2883
HTR6	11
TMCO4	1777
RNF186	6
OTUD3	265
PLA2G2A	15
PLA2G5	71
PLA2G2D	312
PLA2G2F	1
PLA2G2C	15
UBXN10	754
101928017	17
LOC105376825	48
VWA5B1	5
LINC01141	0
CAMK2N1	1212
MUL1	1478
FAM43B	3
CDA	43
PINK1	2061
MIR6084	113
PINK1-AS	2043
DDOST	9075
KIF17	205
SH2D5	1
112268222	886
HP1BP3	2681
EIF4G3	2136
LOC105376830	2
LOC105376829	6
ECE1	7435
ECE1-AS1	8
NBPF3	440
ALPL	3753
LINC02596	0
RAP1GAP	1883
USP48	1600
LDLRAD2	2092
HSPG2	8046
LINC01635	9
LINC00339	297
CDC42-AS1	11
CDC42	9582
WNT4	333
LOC105376845	13
LOC105376850	1
LOC107985377	0
ZBTB40	977
EPHA8	2
C1QA	19153
C1QC	28358
C1QB	29161
EPHB2	1256
MIR4253	30
KDM1A	2030
LUZP1	852
HTR1D	16
LINC01355	109
HNRNPR	3049
ZNF436	466
ZNF436-AS1	53
TCEA3	1868
ASAP3	1241
E2F2	115
LOC101928163	2
LOC105376859	17
ID3	2597
MDS2	13
RPL11	20630
ELOA	2096
ELOA-AS1	305
PITHD1	1761
LOC105376860	526
LYPLA2	3191
GALE	2152
HMGCL	1750
LOC105376861	1
FUCA1	8298
CNR2	44
PNRC2	2737
SRSF10	2205
LOC105376863	3
LOC107984931	2
MYOM3	8
IL22RA1	66
IFNLR1	219
LINC02800	0
GRHL3-AS1	8
GRHL3	96
STPG1	594
NIPAL3	1268
RCAN3AS	7
RCAN3	937
NCMAP-DT	89
NCMAP	481
SRRM1	2155
CLIC4	3205
RUNX3	1662
107984932	3
RUNX3-AS1	44
SYF2	1856
RSRP1	2456
LOC105376882	1
RHD	44
TMEM50A	2601
RHCE	1663
MACO1	1181
LDLRAP1	1937
MAN1C1	657
SELENON	6960
MTFR1L	1062
LOC646471	176
AUNIP	295
PAQR7	462
STMN1	3495
MIR3917	396
PAFAH2	945
101928216	5
EXTL1	19
SLC30A2	8
TRIM63	3
PDIK1L	294
FAM110D	128
ZNF593	790
CNKSR1	1184
CATSPER4	0
ZPLD2P	6
CEP85	459
SH3BGRL3	8775
UBXN11	2136
CD52	1094
CRYBG2	72
ZNF683	107
DHDDS	1199
DHDDS-AS1	6
HMGN2	9612
RPS6KA1	4967
LOC101928728	17
ARID1A	3874
PIGV	713
ZDHHC18	1573
SFN	3569
GPN2	1002
GPATCH3	441
NUDC	4581
NR0B2	31
KDF1	668
TRNP1	316
TENT5B	735
LOC101928391	13
SLC9A1	3314
WDTC1	3868
TMEM222	1852
ACTG1P20	9
SYTL1	3536
MAP3K6	2715
FCN3	1868
CD164L2	323
GPR3	57
WASF2	4785
LOC105376892	10
AHDC1	1896
FGR	2108
LINC02574	3
IFI6	16303
FAM76A	343
STX12	2388
PPP1R8	1296
THEMIS2	3203
RPA2	1401
SMPDL3B	1243
XKR8	596
EYA3	813
PTAFR	2107
DNAJC8	3227
ATP5IF1	2429
SESN2	1909
MED18	318
PHACTR4	1640
RCC1	1868
SNHG3	646
SNORA73A	7
SNORA73B	6
TRNAU1AP	907
SNHG12	622
SNORD99	10
SNORA61	39
SNORA44	24
SNORA16A	16
RAB42	558
TAF12	925
LINC01715	4
RNU11	0
GMEB1	420
YTHDF2	2742
OPRD1	17
EPB41	2577
TMEM200B	578
SRSF4	3644
MECR	594
PTPRU	2592
LOC105378617	22
MATN1	35
MATN1-AS1	53
LAPTM5	31924
MIR4420	11
LOC105378620	19
LINC01778	6
SDC3	6274
PUM1	2477
SNORD103A	3
SNORD103B	3
LOC107984935	5
NKAIN1	0
SNRNP40	1051
ZCCHC17	792
FABP3	364
SERINC2	6173
LOC105378625	0
LOC105379772	2
LDC1P	0
LINC01226	1
LOC105378626	23
TINAGL1	2302
HCRTR1	359
PEF1	2549
PEF1-AS1	173
105378628	10
COL16A1	982
LOC101929444	54
ADGRB2	279
SPOCD1	108
PTP4A2	8690
KHDRBS1	3681
TMEM39B	893
KPNA6	2453
TXLNA	3212
CCDC28B	132
TMEM234	376
IQCC	112
DCDC2B	146
EIF3I	4885
MTMR9LP	375
FAM167B	331
LCK	641
HDAC1	3568
MARCKSL1	6856
LOC105378629	3
TSSK3	126
FAM229A	124
BSDC1	2943
ZBTB8B	3
ZBTB8A	287
LOC102723870	13
ZBTB8OS	602
RBBP4	3200
SYNC	879
KIAA1522	7311
YARS1	5872
S100PBP	783
FNDC5	68
HPCA	66
TMEM54	2181
LOC105378632	6
RNF19B	2043
AK2	4144
AZIN2	155
112268224	2
TRIM62	378
ZNF362	1484
A3GALT2	8
PHC2	5715
MIR3605	187
PHC2-AS1	2
ZSCAN20	124
CSMD2	11
105378640	0
LOC105378641	0
LOC105378642	3
GJB5	28
GJB4	19
GJB3	58
GJA4	439
SMIM12	990
DLGAP3	75
GPR199P	66
TMEM35B	1037
ZMYM6	649
ZMYM1	201
LOC105378644	5
SFPQ	7773
ZMYM4	1542
ZMYM4-AS1	12
KIAA0319L	4301
NCDN	1566
TFAP2E	195
TFAP2E-AS1	26
PSMB2	3211
C1orf216	338
CLSPN	225
AGO4	1095
AGO1	1092
AGO3	622
TEKT2	333
ADPRS	1600
COL8A2	485
TRAPPC3	1709
MAP7D1	7279
THRAP3	4000
SH3D21	393
EVA1B	906
STK40	4278
LSM10	1118
OSCP1	533
MRPS15	1565
CSF3R	3347
GRIK3	5
LINC01137	190
ZC3H12A	1664
MIR6732	10
MEAF6	2282
MIR5581	2
LOC105378649	31
SNIP1	422
DNALI1	733
GNL2	1685
RSPO1	162
C1orf109	393
CDCA8	374
EPHA10	503
MANEAL	1203
YRDC	630
C1orf122	1922
MTF1	606
INPP5B	650
LOC105378651	9
SF3A3	2365
FHL3	570
UTP11	929
POU3F1	40
MIR3659HG	3
LOC105378657	4
RRAGC	1427
GJA9-MYCBP	455
MYCBP	445
LOC105378663	5
GJA9	9
RHBDL2	316
LOC105378662	53
AKIRIN1	1983
NDUFS5	2169
MACF1	11384
643314	87
105378950	0
BMP8A	123
OXCT2P1	15
PPIEL	161
PABPC4	5499
PABPC4-AS1	879
SNORA55	2
HEYL	872
NT5C1A	1
HPCAL4	27
PPIE	1602
BMP8B	123
OXCT2	11
LOC101929536	5
105378951	7
LINC02811	4
105378665	3
TRIT1	520
MYCL	388
MYCL-AS1	40
MFSD2A	1892
CAP1	8916
PPT1	14252
RLF	665
TMCO2	1
ZMPSTE24	1655
COL9A2	864
107984945	7
SMAP2	3517
ZFP69B	65
ZFP69	177
LOC105378672	15
EXO5	200
ZNF684	64
RIMS3	250
LOC105378675	0
NFYC-AS1	168
NFYC	2190
KCNQ4	59
CITED4	243
CTPS1	843
SLFNL1-AS1	183
SLFNL1	90
SCMH1	1057
FOXO6	564
FOXO6-AS1	6
LOC105378678	12
EDN2	283
HIVEP3	723
GUCA2B	0
GUCA2A	1
FOXJ3	1378
RIMKLA	332
ZMYND12	149
CCDC30	791
PPCS	2003
PPIH	547
YBX1	13954
CLDN19	0
P3H1	1452
C1orf50	380
TMEM269-DT	1
TMEM269	7
LOC107984946	4
SVBP	343
ERMAP	864
ZNF691	390
LOC339539	6
SLC2A1	3150
SLC2A1-AS1	12
FAM183A	214
EBNA1BP2	1912
CFAP57	286
LOC105378685	32
TMEM125	5450
C1orf210	871
TIE1	1747
MPL	39
LOC105378687	12
CDC20	822
ELOVL1	4277
MIR6734	5
LOC112268225	15
MED8	1334
MED8-AS1	233
SZT2	2011
SZT2-AS1	159
HYI	851
PTPRF	13048
KDM4A	1558
KDM4A-AS1	247
ST3GAL3	279
ARTN	10
LOC105378688	18
LOC101929609	94
IPO13	1388
DPH2	717
ATP6V0B	4074
B4GALT2	1372
CCDC24	609
SLC6A9	2687
LOC107984948	8
KLF17	10
DMAP1	1128
ERI3	1644
ERI3-IT1	26
RNF220	1382
LOC107984950	527
TMEM53	457
ARMH1	132
LOC105378690	16
RNU5F-1	1
RNU5D-1	0
KIF2C	423
RPS8	22299
SNORD55	44
SNORD46	7
SNORD38A	9
SNORD38B	14
BEST4	105
PLK3	1163
DYNLT4	184
BTBD19	75
LOC107984952	16
PTCH2	59
EIF2B3	545
HECTD3	2333
UROD	2277
ZSWIM5	349
LOC105378691	16
LINC01144	16
HPDL	13
MUTYH	519
TOE1	462
TESK2	173
CCDC163	45
MMACHC	2116
PRDX1	8540
AKR1A1	4981
NASP	3105
CCDC17	976
GPBP1L1	3457
RPS15AP10	9
TMEM69	594
IPP	236
MAST2	1791
P3R3URF-PIK3R3	831
PIK3R3	885
LOC101929626	3
TSPAN1	4934
POMGNT1	2521
LURAP1	12
RAD54L	147
LRRC41	3370
UQCRH	2083
NSUN4	778
FAAH	912
FAAHP1	19
LINC01398	1
DMBX1	12
MKNK1-AS1	316
MKNK1	1721
MOB3C	1078
ATPAF1	1224
