GeneID	RNA-seq_normal_lung41
DDX11L1	3
WASH7P	830
MIR6859-1	27
LOC100996442	80
LOC729737	1098
DDX11L17	2
WASH9P	968
MIR6859-2	13
LOC112268260	20
LOC100132287	550
LOC105378947	7
MIR12136	546
OR4F16	8
100133331	437
107984841	99
107984847	148
107984849	49
LOC100288069	78
LINC01409	22
FAM87B	9
LINC00115	24
LINC01128	483
FAM41C	5
LOC284600	5
LINC02593	41
LOC107985728	41
SAMD11	264
NOC2L	1481
KLHL17	204
PLEKHN1	28
PERM1	11
HES4	601
ISG15	867
AGRN	8669
LOC100288175	12
112267874	26
LOC105378948	41
RNF223	27
C1orf159	301
LINC01342	2
MIR200B	0
MIR200A	6
MIR429	6
TTLL10-AS1	32
TTLL10	75
TNFRSF18	43
TNFRSF4	152
SDF4	4420
B3GALT6	560
C1QTNF12	23
UBE2J2	1198
LINC01786	56
SCNN1D	136
ACAP3	1720
SNORD167	16
PUSL1	249
INTS11	1962
MIR6727	13
CPTP	701
TAS1R3	273
DVL1	2420
MIR6808	9
MXRA8	3032
AURKAIP1	1439
CCNL2	5421
MRPL20-AS1	515
MRPL20	1161
107984868	9
ANKRD65	308
LOC105378585	28
TMEM88B	1
LINC01770	58
LOC107985729	20
VWA1	2593
ATAD3C	279
ATAD3B	883
ATAD3A	547
TMEM240	58
SSU72	1985
FNDC10	160
LOC105378586	16
MIB2	2661
MMP23B	544
CDK11B	1822
SLC35E2B	2589
MMP23A	307
CDK11A	1272
SLC35E2A	1004
LOC112268218	218
NADK	2173
GNB1	10394
LOC105378949	17
CALML6	7
TMEM52	20
CFAP74	122
LOC107984872	6
LOC105378589	3
GABRD	64
LOC105378590	2
LOC105378591	1
PRKCZ	2692
PRKCZ-AS1	185
FAAP20	1382
LOC112268219	164
LOC105378593	11
SKI	5253
MORN1	166
LOC100129534	51
RER1	2606
PEX10	570
PLCH2	304
PANK4	724
HES5	5
TNFRSF14-AS1	569
TNFRSF14	2560
LOC100996583	19
PRXL2B	774
MMEL1	209
MMEL1-AS1	0
TTC34	49
LOC105378598	6
LOC107984904	1
PRDM16-DT	266
PRDM16	748
LOC105378606	2
LOC107984909	1
LOC105378604	19
ARHGEF16	358
MEGF6	4108
LOC105378608	10
105378607	3
TPRG1L	1857
WRAP73	471
TP73	108
TP73-AS3	0
TP73-AS1	1154
CCDC27	6
SMIM1	66
LRRC47	1465
CEP104	1239
DFFB	223
107984910	8
C1orf174	497
LINC01134	6
AJAP1	163
LOC107984911	2
NPHP4	748
KCNAB2	2039
CHD5	43
RPL22	10249
107985733	56
RNF207-AS1	6
RNF207	303
ICMT	2126
LINC00337	0
GPR153	1143
ACOT7	518
HES2	59
ESPN	80
TNFRSF25	231
PLEKHG5	671
NOL9	735
TAS1R1	11
LOC107984912	2
ZBTB48	645
KLHL21	1130
LOC107984913	14
PHF13	506
THAP3	589
DNAJC11	793
CAMTA1-DT	3
CAMTA1	881
LOC105376689	85
VAMP3	3649
PER3	452
UTS2	38
TNFRSF9	28
PARK7	3038
ERRFI1	12029
LOC107984915	0
LINC01714	2
SLC45A1	127
RERE	6617
RERE-AS1	20
ENO1	10923
MIR6728	1
ENO1-AS1	5
CA6	0
SLC2A5	27
GPR157	652
MIR34AHG	164
MIR34A	4
LNCTAM34A	20
H6PD	3476
SPSB1	1454
LINC02606	43
SLC25A33	343
TMEM201	379
107985734	7
PIK3CD	823
PIK3CD-AS1	4
PIK3CD-AS2	23
CLSTN1	4143
CTNNBIP1	2181
LOC105376717	120
LZIC	892
NMNAT1	235
RBP7	77
UBE4B	1312
KIF1B	1813
105376725	3
PGD	2106
CENPS-CORT	95
CENPS	99
CORT	9
DFFA	1312
PEX14	723
CASZ1	2071
LOC105376733	10
C1orf127	22
TARDBP	4287
MASP2	122
SRM	745
EXOSC10	1606
EXOSC10-AS1	55
MTOR	1705
MTOR-AS1	41
ANGPTL7	111
UBIAD1	501
LOC105376739	8
LOC105376740	1
DISP3	15
112268221	1
FBXO2	202
FBXO44	664
FBXO6	330
MAD2L2	345
DRAXIN	26
AGTRAP	1085
C1orf167	455
MTHFR	1727
CLCN6	829
NPPA-AS1	132
NPPA	25
KIAA2013	1779
PLOD1	2082
MFN2	3263
MIIP	531
MIR6729	2
TNFRSF8	79
MIR7846	44
TNFRSF1B	2575
107984917	2
VPS13D	3311
SNORA59A	18
LINC02766	8
DHRS3	2613
MIR6730	4
AADACL4	0
C1orf158	34
LRRC38	13
PDPN	1309
PRDM2	1922
KAZN	1099
LOC107985467	6
LOC105376759	5
LOC107985469	3
TMEM51-AS1	195
TMEM51	588
TMEM51-AS2	4
FHAD1	182
FHAD1-AS1	13
LOC101927441	19
EFHD2	2716
CTRC	4
CELA2A	6
CELA2B	24
CASP9	502
DNAJC16	634
AGMAT	13
DDI2	1273
RSC1A1	128
PLEKHM2	3042
SLC25A34	95
SLC25A34-AS1	9
TMEM82	1
FBLIM1	1164
UQCRHL	39
FLJ37453	235
SPEN	3218
ZBTB17	1124
SRARP	2
HSPB7	408
CLCNKA	7
CLCNKB	6
FAM131C	3
EPHA2	1018
LOC101927479	34
ARHGEF19	338
ANO7L1	61
CPLANE2	112
FBXO42	1081
SZRD1	2233
SPATA21	1240
NECAP2	1986
LINC01772	63
CROCCP3	301
RNU1-1	1
LINC01783	5
NBPF1	977
105376794	687
CROCCP2	449
MST1P2	163
LOC107985736	21
RNU1-3	0
ESPNP	0
MST1L	269
LOC112267871	10
LOC105376805	127
CROCC	1969
MFAP2	245
LOC105376806	63
ATP13A2	1227
SDHB	1077
PADI2	113
LINC02783	0
PADI1	2
PADI3	0
PADI4	85
PADI6	3
RCC2	1849
ARHGEF10L	1058
ACTL8	0
IGSF21	66
KLHDC7A	88
PAX7	0
ALDH4A1	418
IFFO2	789
UBR4	4578
EMC1-AS1	50
EMC1	1262
MRTO4	574
AKR7L	9
AKR7A3	28
LOC100506730	70
AKR7A2	1012
SLC66A1	434
CAPZB	5405
MICOS10	1094
MICOS10-NBL1	6456
RPS14P3	43
NBL1	6199
HTR6	2
TMCO4	510
RNF186	0
OTUD3	469
PLA2G2A	205
PLA2G5	220
PLA2G2D	15
PLA2G2F	0
PLA2G2C	3
UBXN10	434
101928017	10
LOC105376825	14
VWA5B1	47
LINC01141	1
CAMK2N1	3988
MUL1	845
FAM43B	23
CDA	93
PINK1	1689
MIR6084	169
PINK1-AS	1469
DDOST	3655
KIF17	632
SH2D5	4
112268222	1449
HP1BP3	5031
EIF4G3	1701
LOC105376830	9
LOC105376829	6
ECE1	6083
ECE1-AS1	13
NBPF3	206
ALPL	5692
LINC02596	16
RAP1GAP	1809
USP48	1838
LDLRAD2	2132
HSPG2	12578
LINC01635	7
LINC00339	247
CDC42-AS1	25
CDC42	7067
WNT4	92
LOC105376845	15
LOC105376850	0
LOC107985377	6
ZBTB40	1567
EPHA8	1
C1QA	8293
C1QC	6931
C1QB	8570
EPHB2	130
MIR4253	3
KDM1A	1477
LUZP1	1372
HTR1D	5
LINC01355	112
HNRNPR	3312
ZNF436	491
ZNF436-AS1	39
TCEA3	646
ASAP3	1098
E2F2	22
LOC101928163	1
LOC105376859	16
ID3	3604
MDS2	5
RPL11	19152
ELOA	2070
ELOA-AS1	244
PITHD1	1136
LOC105376860	107
LYPLA2	907
GALE	498
HMGCL	784
LOC105376861	0
FUCA1	1511
CNR2	8
PNRC2	3554
SRSF10	2830
LOC105376863	2
LOC107984931	1
MYOM3	20
IL22RA1	27
IFNLR1	286
LINC02800	2
GRHL3-AS1	2
GRHL3	11
STPG1	279
NIPAL3	1546
RCAN3AS	5
RCAN3	706
NCMAP-DT	50
NCMAP	288
SRRM1	2828
CLIC4	11376
RUNX3	1053
107984932	3
RUNX3-AS1	33
SYF2	1561
RSRP1	2502
LOC105376882	3
RHD	38
TMEM50A	1748
RHCE	910
MACO1	878
LDLRAP1	1365
MAN1C1	814
SELENON	4414
MTFR1L	823
LOC646471	206
AUNIP	142
PAQR7	385
STMN1	1031
MIR3917	76
PAFAH2	565
101928216	4
EXTL1	26
SLC30A2	7
TRIM63	75
PDIK1L	270
FAM110D	225
ZNF593	341
CNKSR1	513
CATSPER4	7
ZPLD2P	12
CEP85	321
SH3BGRL3	2902
UBXN11	1652
CD52	1512
CRYBG2	49
ZNF683	30
DHDDS	550
DHDDS-AS1	14
HMGN2	6418
RPS6KA1	2161
LOC101928728	11
ARID1A	3410
PIGV	422
ZDHHC18	879
SFN	309
GPN2	909
GPATCH3	346
NUDC	2339
NR0B2	47
KDF1	245
TRNP1	613
TENT5B	1375
LOC101928391	10
SLC9A1	1879
WDTC1	2757
TMEM222	1001
ACTG1P20	39
SYTL1	951
MAP3K6	4502
FCN3	8882
CD164L2	67
GPR3	78
WASF2	7842
LOC105376892	28
AHDC1	2162
FGR	2333
LINC02574	2
IFI6	3358
FAM76A	747
STX12	3474
PPP1R8	901
THEMIS2	1557
RPA2	974
SMPDL3B	376
XKR8	319
EYA3	790
PTAFR	792
DNAJC8	2280
ATP5IF1	1304
SESN2	319
MED18	272
PHACTR4	2039
RCC1	424
SNHG3	283
SNORA73A	4
SNORA73B	10
TRNAU1AP	504
SNHG12	505
SNORD99	17
SNORA61	53
