GeneID	RNA-seq_normal_lung27
DDX11L1	7
WASH7P	1828
MIR6859-1	19
LOC100996442	28
LOC729737	1964
DDX11L17	1
WASH9P	2257
MIR6859-2	6
LOC112268260	29
LOC100132287	940
LOC105378947	3
MIR12136	3081
OR4F16	1
100133331	778
107984841	25
107984847	26
107984849	15
LOC100288069	12
LINC01409	10
FAM87B	14
LINC00115	10
LINC01128	666
FAM41C	18
LOC284600	9
LINC02593	62
LOC107985728	3
SAMD11	688
NOC2L	2380
KLHL17	270
PLEKHN1	145
PERM1	45
HES4	3451
ISG15	6180
AGRN	11480
LOC100288175	52
112267874	84
LOC105378948	110
RNF223	32
C1orf159	607
LINC01342	1
MIR200B	1
MIR200A	8
MIR429	9
TTLL10-AS1	13
TTLL10	115
TNFRSF18	235
TNFRSF4	524
SDF4	9294
B3GALT6	1443
C1QTNF12	83
UBE2J2	2323
LINC01786	34
SCNN1D	343
ACAP3	2422
SNORD167	7
PUSL1	620
INTS11	3598
MIR6727	13
CPTP	1290
TAS1R3	137
DVL1	3118
MIR6808	5
MXRA8	4216
AURKAIP1	4954
CCNL2	4957
MRPL20-AS1	1143
MRPL20	3375
107984868	25
ANKRD65	745
LOC105378585	74
TMEM88B	50
LINC01770	172
LOC107985729	30
VWA1	7092
ATAD3C	1126
ATAD3B	2190
ATAD3A	1351
TMEM240	137
SSU72	5948
FNDC10	643
LOC105378586	38
MIB2	5060
MMP23B	1231
CDK11B	2630
SLC35E2B	1416
MMP23A	725
CDK11A	2015
SLC35E2A	633
LOC112268218	660
NADK	2718
GNB1	9615
LOC105378949	47
CALML6	36
TMEM52	53
CFAP74	20
LOC107984872	0
LOC105378589	0
GABRD	45
LOC105378590	1
LOC105378591	6
PRKCZ	3036
PRKCZ-AS1	99
FAAP20	3914
LOC112268219	244
LOC105378593	26
SKI	3570
MORN1	190
LOC100129534	52
RER1	4414
PEX10	1250
PLCH2	127
PANK4	525
HES5	13
TNFRSF14-AS1	629
TNFRSF14	4954
LOC100996583	24
PRXL2B	944
MMEL1	386
MMEL1-AS1	2
TTC34	35
LOC105378598	0
LOC107984904	0
PRDM16-DT	337
PRDM16	393
LOC105378606	8
LOC107984909	0
LOC105378604	11
ARHGEF16	773
MEGF6	3722
LOC105378608	4
105378607	4
TPRG1L	2668
WRAP73	650
TP73	68
TP73-AS3	0
TP73-AS1	786
CCDC27	3
SMIM1	351
LRRC47	1846
CEP104	687
DFFB	115
107984910	16
C1orf174	428
LINC01134	8
AJAP1	100
LOC107984911	0
NPHP4	526
KCNAB2	2008
CHD5	10
RPL22	18038
107985733	114
RNF207-AS1	13
RNF207	296
ICMT	1648
LINC00337	7
GPR153	1059
ACOT7	806
HES2	19
ESPN	122
TNFRSF25	559
PLEKHG5	570
NOL9	759
TAS1R1	40
LOC107984912	7
ZBTB48	1350
KLHL21	1350
LOC107984913	7
PHF13	885
THAP3	979
DNAJC11	816
CAMTA1-DT	16
CAMTA1	1532
LOC105376689	50
VAMP3	4828
PER3	519
UTS2	91
TNFRSF9	184
PARK7	6477
ERRFI1	9857
LOC107984915	0
LINC01714	1
SLC45A1	70
RERE	2926
RERE-AS1	10
ENO1	33437
MIR6728	60
ENO1-AS1	9
CA6	0
SLC2A5	106
GPR157	617
MIR34AHG	125
MIR34A	0
LNCTAM34A	19
H6PD	3397
SPSB1	2977
LINC02606	39
SLC25A33	1190
TMEM201	489
107985734	38
PIK3CD	1284
PIK3CD-AS1	5
PIK3CD-AS2	55
CLSTN1	3780
CTNNBIP1	2647
LOC105376717	149
LZIC	988
NMNAT1	359
RBP7	161
UBE4B	825
KIF1B	1329
105376725	4
PGD	3699
CENPS-CORT	137
CENPS	157
CORT	20
DFFA	1325
PEX14	1030
CASZ1	1484
LOC105376733	4
C1orf127	65
TARDBP	3415
MASP2	117
SRM	1585
EXOSC10	1919
EXOSC10-AS1	11
MTOR	898
MTOR-AS1	7
ANGPTL7	148
UBIAD1	616
LOC105376739	0
LOC105376740	0
DISP3	2
112268221	0
FBXO2	301
FBXO44	1113
FBXO6	642
MAD2L2	1362
DRAXIN	22
AGTRAP	2374
C1orf167	435
MTHFR	2545
CLCN6	550
NPPA-AS1	75
NPPA	74
KIAA2013	3223
PLOD1	3391
MFN2	3240
MIIP	1435
MIR6729	8
TNFRSF8	103
MIR7846	17
TNFRSF1B	5327
107984917	37
VPS13D	1703
SNORA59A	10
LINC02766	6
DHRS3	4202
MIR6730	12
AADACL4	5
C1orf158	0
LRRC38	0
PDPN	1830
PRDM2	1208
KAZN	915
LOC107985467	2
LOC105376759	4
LOC107985469	0
TMEM51-AS1	344
TMEM51	1112
TMEM51-AS2	1
FHAD1	69
FHAD1-AS1	24
LOC101927441	21
EFHD2	6766
CTRC	33
CELA2A	30
CELA2B	103
CASP9	811
DNAJC16	401
AGMAT	49
DDI2	688
RSC1A1	68
PLEKHM2	4467
SLC25A34	225
SLC25A34-AS1	22
TMEM82	1
FBLIM1	1201
UQCRHL	111
FLJ37453	232
SPEN	1241
ZBTB17	1822
SRARP	0
HSPB7	130
CLCNKA	61
CLCNKB	82
FAM131C	4
EPHA2	5515
LOC101927479	74
ARHGEF19	1082
ANO7L1	131
CPLANE2	175
FBXO42	804
SZRD1	2897
SPATA21	2195
NECAP2	3201
LINC01772	26
CROCCP3	130
RNU1-1	0
LINC01783	0
NBPF1	646
105376794	210
CROCCP2	246
MST1P2	260
LOC107985736	19
RNU1-3	0
ESPNP	3
MST1L	574
LOC112267871	4
LOC105376805	321
CROCC	1816
MFAP2	886
LOC105376806	179
ATP13A2	2588
SDHB	1578
PADI2	512
LINC02783	0
PADI1	0
PADI3	0
PADI4	296
PADI6	0
RCC2	2197
ARHGEF10L	1013
ACTL8	0
IGSF21	119
KLHDC7A	62
PAX7	33
ALDH4A1	630
IFFO2	543
UBR4	2988
EMC1-AS1	24
EMC1	1200
MRTO4	1491
AKR7L	10
AKR7A3	40
LOC100506730	48
AKR7A2	1719
SLC66A1	711
CAPZB	7443
MICOS10	2233
MICOS10-NBL1	10081
RPS14P3	101
NBL1	9542
HTR6	1
TMCO4	811
RNF186	0
OTUD3	485
PLA2G2A	334
PLA2G5	203
PLA2G2D	48
PLA2G2F	0
PLA2G2C	15
UBXN10	319
101928017	65
LOC105376825	34
VWA5B1	7
LINC01141	1
CAMK2N1	3091
MUL1	1187
FAM43B	86
CDA	256
PINK1	2180
MIR6084	138
PINK1-AS	2646
DDOST	5038
KIF17	424
SH2D5	4
112268222	1400
HP1BP3	1853
EIF4G3	1007
LOC105376830	2
LOC105376829	4
ECE1	8026
ECE1-AS1	15
NBPF3	209
ALPL	8655
LINC02596	3
RAP1GAP	1625
USP48	991
LDLRAD2	3812
HSPG2	5941
LINC01635	4
LINC00339	330
CDC42-AS1	46
CDC42	9243
WNT4	296
LOC105376845	55
LOC105376850	0
LOC107985377	3
ZBTB40	840
EPHA8	0
C1QA	26088
C1QC	13361
C1QB	18345
EPHB2	420
MIR4253	1
KDM1A	1464
LUZP1	1065
HTR1D	30
LINC01355	26
HNRNPR	2391
ZNF436	306
ZNF436-AS1	35
TCEA3	2173
ASAP3	992
E2F2	55
LOC101928163	0
LOC105376859	10
ID3	3647
MDS2	5
RPL11	42455
ELOA	1603
ELOA-AS1	158
PITHD1	1589
LOC105376860	156
LYPLA2	2718
GALE	1341
HMGCL	1455
LOC105376861	4
FUCA1	2274
CNR2	20
PNRC2	3458
SRSF10	1922
LOC105376863	13
LOC107984931	3
MYOM3	8
IL22RA1	40
IFNLR1	348
LINC02800	3
GRHL3-AS1	2
GRHL3	24
STPG1	314
NIPAL3	1076
RCAN3AS	4
RCAN3	399
NCMAP-DT	17
NCMAP	392
SRRM1	1677
CLIC4	4460
RUNX3	1254
107984932	10
RUNX3-AS1	14
SYF2	1570
RSRP1	1179
LOC105376882	5
RHD	27
TMEM50A	1763
RHCE	1206
MACO1	1124
LDLRAP1	1483
MAN1C1	885
SELENON	5124
MTFR1L	1147
LOC646471	59
AUNIP	166
PAQR7	577
STMN1	2680
MIR3917	122
PAFAH2	499
101928216	1
