GeneID	RNA-seq_normal_lung23
DDX11L1	5
WASH7P	1544
MIR6859-1	43
LOC100996442	56
LOC729737	1855
DDX11L17	3
WASH9P	1761
MIR6859-2	16
LOC112268260	10
LOC100132287	857
LOC105378947	2
MIR12136	1621
OR4F16	7
100133331	642
107984841	128
107984847	195
107984849	23
LOC100288069	64
LINC01409	29
FAM87B	14
LINC00115	73
LINC01128	678
FAM41C	21
LOC284600	304
LINC02593	96
LOC107985728	56
SAMD11	456
NOC2L	2069
KLHL17	283
PLEKHN1	56
PERM1	20
HES4	1099
ISG15	1621
AGRN	10803
LOC100288175	21
112267874	25
LOC105378948	56
RNF223	62
C1orf159	590
LINC01342	9
MIR200B	14
MIR200A	12
MIR429	25
TTLL10-AS1	100
TTLL10	280
TNFRSF18	119
TNFRSF4	315
SDF4	6441
B3GALT6	964
C1QTNF12	68
UBE2J2	1861
LINC01786	73
SCNN1D	217
ACAP3	2257
SNORD167	14
PUSL1	461
INTS11	3055
MIR6727	17
CPTP	1139
TAS1R3	88
DVL1	3652
MIR6808	7
MXRA8	2941
AURKAIP1	2794
CCNL2	7021
MRPL20-AS1	997
MRPL20	2445
107984868	15
ANKRD65	935
LOC105378585	56
TMEM88B	5
LINC01770	118
LOC107985729	29
VWA1	3711
ATAD3C	559
ATAD3B	1539
ATAD3A	831
TMEM240	92
SSU72	3960
FNDC10	283
LOC105378586	26
MIB2	4249
MMP23B	707
CDK11B	2668
SLC35E2B	2378
MMP23A	413
CDK11A	1877
SLC35E2A	1099
LOC112268218	305
NADK	2594
GNB1	11916
LOC105378949	36
CALML6	18
TMEM52	33
CFAP74	180
LOC107984872	9
LOC105378589	2
GABRD	34
LOC105378590	2
LOC105378591	4
PRKCZ	4188
PRKCZ-AS1	239
FAAP20	2858
LOC112268219	195
LOC105378593	37
SKI	3774
MORN1	281
LOC100129534	81
RER1	4003
PEX10	1076
PLCH2	195
PANK4	895
HES5	27
TNFRSF14-AS1	851
TNFRSF14	4267
LOC100996583	25
PRXL2B	987
MMEL1	307
MMEL1-AS1	6
TTC34	59
LOC105378598	27
LOC107984904	2
PRDM16-DT	429
PRDM16	612
LOC105378606	0
LOC107984909	2
LOC105378604	18
ARHGEF16	601
MEGF6	3156
LOC105378608	0
105378607	10
TPRG1L	2957
WRAP73	608
TP73	161
TP73-AS3	1
TP73-AS1	1143
CCDC27	0
SMIM1	150
LRRC47	1964
CEP104	1094
DFFB	201
107984910	11
C1orf174	618
LINC01134	7
AJAP1	120
LOC107984911	0
NPHP4	647
KCNAB2	2140
CHD5	33
RPL22	17919
107985733	36
RNF207-AS1	7
RNF207	375
ICMT	2362
LINC00337	1
GPR153	822
ACOT7	843
HES2	65
ESPN	220
TNFRSF25	417
PLEKHG5	889
NOL9	848
TAS1R1	18
LOC107984912	0
ZBTB48	1034
KLHL21	1194
LOC107984913	6
PHF13	961
THAP3	894
DNAJC11	984
CAMTA1-DT	16
CAMTA1	1283
LOC105376689	87
VAMP3	5222
PER3	337
UTS2	82
TNFRSF9	69
PARK7	5871
ERRFI1	10096
LOC107984915	0
LINC01714	5
SLC45A1	56
RERE	5015
RERE-AS1	35
ENO1	19601
MIR6728	3
ENO1-AS1	5
CA6	0
SLC2A5	11
GPR157	776
MIR34AHG	199
MIR34A	3
LNCTAM34A	16
H6PD	4482
SPSB1	1450
LINC02606	49
SLC25A33	656
TMEM201	383
107985734	11
PIK3CD	1474
PIK3CD-AS1	5
PIK3CD-AS2	49
CLSTN1	4254
CTNNBIP1	3333
LOC105376717	205
LZIC	1139
NMNAT1	360
RBP7	178
UBE4B	1135
KIF1B	2034
105376725	9
PGD	3973
CENPS-CORT	186
CENPS	208
CORT	19
DFFA	1732
PEX14	1119
CASZ1	1999
LOC105376733	16
C1orf127	47
TARDBP	5559
MASP2	149
SRM	995
EXOSC10	2290
EXOSC10-AS1	25
MTOR	1220
MTOR-AS1	20
ANGPTL7	470
UBIAD1	522
LOC105376739	18
LOC105376740	19
DISP3	11
112268221	0
FBXO2	616
FBXO44	1158
FBXO6	657
MAD2L2	694
DRAXIN	18
AGTRAP	2008
C1orf167	527
MTHFR	2184
CLCN6	832
NPPA-AS1	123
NPPA	55
KIAA2013	2889
PLOD1	2425
MFN2	4430
MIIP	1037
MIR6729	3
TNFRSF8	103
MIR7846	34
TNFRSF1B	3320
107984917	8
VPS13D	2485
SNORA59A	13
LINC02766	20
DHRS3	2836
MIR6730	4
AADACL4	0
C1orf158	94
LRRC38	2
PDPN	1971
PRDM2	1524
KAZN	1089
LOC107985467	3
LOC105376759	1
LOC107985469	0
TMEM51-AS1	289
TMEM51	783
TMEM51-AS2	10
FHAD1	283
FHAD1-AS1	22
LOC101927441	32
EFHD2	4510
CTRC	10
CELA2A	12
CELA2B	33
CASP9	664
DNAJC16	529
AGMAT	20
DDI2	853
RSC1A1	55
PLEKHM2	3879
SLC25A34	147
SLC25A34-AS1	13
TMEM82	12
FBLIM1	1218
UQCRHL	83
FLJ37453	294
SPEN	2232
ZBTB17	1797
SRARP	1
HSPB7	360
CLCNKA	19
CLCNKB	30
FAM131C	1
EPHA2	1922
LOC101927479	87
ARHGEF19	434
ANO7L1	85
CPLANE2	183
FBXO42	933
SZRD1	2690
SPATA21	1744
NECAP2	3717
LINC01772	68
CROCCP3	339
RNU1-1	0
LINC01783	9
NBPF1	602
105376794	491
CROCCP2	379
MST1P2	311
LOC107985736	53
RNU1-3	0
ESPNP	1
MST1L	674
LOC112267871	12
LOC105376805	384
CROCC	2613
MFAP2	279
LOC105376806	68
ATP13A2	1576
SDHB	1713
PADI2	301
LINC02783	0
PADI1	0
PADI3	0
PADI4	352
PADI6	4
RCC2	2143
ARHGEF10L	1175
ACTL8	0
IGSF21	81
KLHDC7A	116
PAX7	0
ALDH4A1	508
IFFO2	682
UBR4	3551
EMC1-AS1	41
EMC1	1330
MRTO4	1068
AKR7L	15
AKR7A3	37
LOC100506730	103
AKR7A2	1778
SLC66A1	678
CAPZB	6999
MICOS10	2103
MICOS10-NBL1	7910
RPS14P3	79
NBL1	7350
HTR6	9
TMCO4	960
RNF186	0
OTUD3	623
PLA2G2A	20
PLA2G5	328
PLA2G2D	27
PLA2G2F	0
PLA2G2C	2
UBXN10	685
101928017	17
LOC105376825	30
VWA5B1	8
LINC01141	0
CAMK2N1	3523
MUL1	1310
FAM43B	10
CDA	255
PINK1	2733
MIR6084	227
PINK1-AS	2617
DDOST	5190
KIF17	699
SH2D5	4
112268222	1798
HP1BP3	3592
EIF4G3	1519
LOC105376830	7
LOC105376829	4
ECE1	5120
ECE1-AS1	15
NBPF3	282
ALPL	9341
LINC02596	0
RAP1GAP	2587
USP48	1586
LDLRAD2	2773
HSPG2	7183
LINC01635	11
LINC00339	652
CDC42-AS1	56
CDC42	10314
WNT4	162
LOC105376845	27
LOC105376850	0
LOC107985377	13
ZBTB40	1237
EPHA8	0
C1QA	13651
C1QC	7560
C1QB	7562
EPHB2	173
MIR4253	2
KDM1A	2031
LUZP1	924
HTR1D	12
LINC01355	231
HNRNPR	3740
ZNF436	514
ZNF436-AS1	101
TCEA3	1559
ASAP3	1455
E2F2	21
LOC101928163	1
LOC105376859	8
ID3	3145
MDS2	13
RPL11	37286
ELOA	2052
ELOA-AS1	288
PITHD1	1518
LOC105376860	153
LYPLA2	1755
GALE	1274
HMGCL	1516
LOC105376861	0
FUCA1	1511
CNR2	31
PNRC2	4652
SRSF10	2927
LOC105376863	4
LOC107984931	2
MYOM3	9
IL22RA1	59
IFNLR1	516
LINC02800	0
GRHL3-AS1	1
GRHL3	12
STPG1	435
NIPAL3	1486
RCAN3AS	21
RCAN3	756
NCMAP-DT	68
NCMAP	434
SRRM1	2914
CLIC4	7404
RUNX3	1029
107984932	3
RUNX3-AS1	17
SYF2	2345
RSRP1	3487
LOC105376882	2
RHD	73
TMEM50A	2419
RHCE	1376
MACO1	875
LDLRAP1	1343
MAN1C1	784
SELENON	4852
MTFR1L	1230
LOC646471	196
AUNIP	219
PAQR7	569
STMN1	2017
MIR3917	127
PAFAH2	657
101928216	2
EXTL1	10
SLC30A2	2
TRIM63	44
PDIK1L	362
FAM110D	637
ZNF593	664
CNKSR1	817
CATSPER4	3
ZPLD2P	15
CEP85	287
SH3BGRL3	5310
UBXN11	3150
CD52	3241
CRYBG2	400
ZNF683	88
DHDDS	680
DHDDS-AS1	17
HMGN2	10081
RPS6KA1	3679
LOC101928728	24
ARID1A	2511
PIGV	498
ZDHHC18	1471
SFN	1270
GPN2	1257
GPATCH3	463
NUDC	4406
NR0B2	148
KDF1	470
TRNP1	1163
TENT5B	3385
LOC101928391	38
SLC9A1	2003
WDTC1	3057
TMEM222	1500
ACTG1P20	28
SYTL1	1632
MAP3K6	4517
FCN3	16926
CD164L2	227
GPR3	48
WASF2	6585
LOC105376892	34
AHDC1	1218
FGR	2743
LINC02574	3
IFI6	4259
FAM76A	611
STX12	4137
PPP1R8	1181
THEMIS2	2284
RPA2	1447
SMPDL3B	361
XKR8	439
EYA3	754
PTAFR	1429
DNAJC8	3651
ATP5IF1	2741
SESN2	380
MED18	543
PHACTR4	1783
RCC1	501
SNHG3	468
SNORA73A	8
SNORA73B	5
TRNAU1AP	736
SNHG12	733
SNORD99	17
SNORA61	86
SNORA44	42
SNORA16A	37
RAB42	69
TAF12	630
LINC01715	22
RNU11	1
GMEB1	526
YTHDF2	2182
OPRD1	11
EPB41	2111
TMEM200B	792
SRSF4	4171
MECR	412
PTPRU	1998
LOC105378617	103
MATN1	11
MATN1-AS1	36
LAPTM5	14030
MIR4420	4
LOC105378620	36
LINC01778	7
SDC3	3239
PUM1	1987
SNORD103A	8
SNORD103B	2
LOC107984935	4
NKAIN1	2
SNRNP40	838
ZCCHC17	1166
FABP3	209
SERINC2	1422
LOC105378625	0
LOC105379772	0
LDC1P	0
LINC01226	0
LOC105378626	33
TINAGL1	3272
HCRTR1	321
PEF1	3664
PEF1-AS1	113
105378628	0
COL16A1	2152
LOC101929444	38
ADGRB2	64
SPOCD1	142
PTP4A2	6718
KHDRBS1	4007
TMEM39B	588
KPNA6	2333
TXLNA	2274
CCDC28B	125
TMEM234	565
IQCC	164
DCDC2B	234
EIF3I	3923
MTMR9LP	1030
FAM167B	492
LCK	440
HDAC1	2775
MARCKSL1	1612
LOC105378629	5
TSSK3	320
FAM229A	273
BSDC1	2745
ZBTB8B	20
ZBTB8A	740
LOC102723870	12
ZBTB8OS	684
RBBP4	2811
SYNC	1214
KIAA1522	2700
YARS1	2205
S100PBP	863
FNDC5	54
HPCA	68
TMEM54	1409
LOC105378632	1
RNF19B	1207
AK2	3453
AZIN2	155
112268224	5
TRIM62	191
ZNF362	1271
A3GALT2	9
PHC2	7785
MIR3605	186
PHC2-AS1	2
ZSCAN20	89
CSMD2	33
105378640	0
LOC105378641	1
LOC105378642	6
GJB5	20
GJB4	7
GJB3	94
GJA4	449
SMIM12	1349
DLGAP3	23
GPR199P	155
TMEM35B	1670
ZMYM6	643
ZMYM1	348
LOC105378644	3
SFPQ	8888
ZMYM4	1172
ZMYM4-AS1	11
KIAA0319L	3585
NCDN	768
TFAP2E	187
TFAP2E-AS1	31
PSMB2	2777
C1orf216	685
CLSPN	24
AGO4	1785
AGO1	999
AGO3	950
TEKT2	331
ADPRS	1456
COL8A2	302
TRAPPC3	1820
MAP7D1	8014
THRAP3	4643
SH3D21	401
EVA1B	1858
STK40	3341
LSM10	756
OSCP1	555
MRPS15	1515
CSF3R	7309
GRIK3	8
LINC01137	142
ZC3H12A	1351
MIR6732	7
MEAF6	2298
MIR5581	1
LOC105378649	44
SNIP1	620
DNALI1	1367
GNL2	1822
RSPO1	333
C1orf109	342
CDCA8	32
EPHA10	9
MANEAL	166
YRDC	548
C1orf122	1304
MTF1	600
INPP5B	1138
LOC105378651	21
SF3A3	2121
FHL3	530
UTP11	940
POU3F1	15
MIR3659HG	3
LOC105378657	10
RRAGC	1305
GJA9-MYCBP	508
MYCBP	499
LOC105378663	1
GJA9	4
RHBDL2	26
LOC105378662	4
AKIRIN1	2519
NDUFS5	3351
MACF1	20641
643314	75
105378950	3
BMP8A	184
OXCT2P1	23
PPIEL	254
PABPC4	3289
PABPC4-AS1	355
SNORA55	5
HEYL	1130
NT5C1A	0
HPCAL4	182
PPIE	1643
BMP8B	133
OXCT2	17
LOC101929536	13
105378951	11
LINC02811	4
105378665	1
TRIT1	488
MYCL	212
MYCL-AS1	8
MFSD2A	7308
CAP1	6267
PPT1	8280
RLF	827
TMCO2	5
ZMPSTE24	1623
COL9A2	430
107984945	10
SMAP2	3907
ZFP69B	33
ZFP69	114
LOC105378672	7
EXO5	211
ZNF684	102
RIMS3	328
LOC105378675	5
NFYC-AS1	106
NFYC	1534
KCNQ4	61
CITED4	970
CTPS1	671
SLFNL1-AS1	246
SLFNL1	154
SCMH1	1295
FOXO6	114
FOXO6-AS1	19
LOC105378678	6
EDN2	234
HIVEP3	646
GUCA2B	21
GUCA2A	46
FOXJ3	1534
RIMKLA	602
ZMYND12	85
CCDC30	495
PPCS	1588
PPIH	800
YBX1	18195
CLDN19	0
P3H1	753
C1orf50	321
TMEM269-DT	4
TMEM269	7
LOC107984946	7
SVBP	384
ERMAP	723
ZNF691	290
LOC339539	1
SLC2A1	301
SLC2A1-AS1	10
FAM183A	308
EBNA1BP2	1510
CFAP57	275
LOC105378685	19
TMEM125	6860
C1orf210	423
TIE1	4591
MPL	50
LOC105378687	36
CDC20	39
ELOVL1	3298
MIR6734	6
LOC112268225	12
MED8	1019
MED8-AS1	180
