GeneID	RNA-seq_LADC35
DDX11L1	3
WASH7P	754
MIR6859-1	38
LOC100996442	46
LOC729737	403
DDX11L17	0
WASH9P	900
MIR6859-2	35
LOC112268260	27
LOC100132287	299
LOC105378947	1
MIR12136	967
OR4F16	4
100133331	315
107984841	31
107984847	36
107984849	13
LOC100288069	35
LINC01409	33
FAM87B	8
LINC00115	89
LINC01128	470
FAM41C	1
LOC284600	3
LINC02593	62
LOC107985728	35
SAMD11	335
NOC2L	2348
KLHL17	368
PLEKHN1	367
PERM1	76
HES4	119
ISG15	2565
AGRN	12408
LOC100288175	36
112267874	16
LOC105378948	54
RNF223	75
C1orf159	375
LINC01342	2
MIR200B	6
MIR200A	6
MIR429	49
TTLL10-AS1	1
TTLL10	2
TNFRSF18	208
TNFRSF4	282
SDF4	4229
B3GALT6	622
C1QTNF12	11
UBE2J2	1191
LINC01786	22
SCNN1D	96
ACAP3	1254
SNORD167	12
PUSL1	402
INTS11	2564
MIR6727	15
CPTP	966
TAS1R3	61
DVL1	3461
MIR6808	7
MXRA8	7032
AURKAIP1	1750
CCNL2	8796
MRPL20-AS1	763
MRPL20	1977
107984868	9
ANKRD65	289
LOC105378585	24
TMEM88B	1
LINC01770	86
LOC107985729	43
VWA1	2299
ATAD3C	32
ATAD3B	995
ATAD3A	956
TMEM240	61
SSU72	2118
FNDC10	283
LOC105378586	17
MIB2	1559
MMP23B	391
CDK11B	1592
SLC35E2B	4077
MMP23A	318
CDK11A	1088
SLC35E2A	1470
LOC112268218	391
NADK	3351
GNB1	10891
LOC105378949	0
CALML6	6
TMEM52	38
CFAP74	2
LOC107984872	0
LOC105378589	11
GABRD	63
LOC105378590	0
LOC105378591	0
PRKCZ	749
PRKCZ-AS1	75
FAAP20	1147
LOC112268219	148
LOC105378593	3
SKI	3682
MORN1	77
LOC100129534	46
RER1	4458
PEX10	799
PLCH2	169
PANK4	779
HES5	1
TNFRSF14-AS1	339
TNFRSF14	1944
LOC100996583	5
PRXL2B	747
MMEL1	201
MMEL1-AS1	5
TTC34	10
LOC105378598	1
LOC107984904	0
PRDM16-DT	90
PRDM16	1393
LOC105378606	2
LOC107984909	8
LOC105378604	25
ARHGEF16	894
MEGF6	4200
LOC105378608	33
105378607	0
TPRG1L	1778
WRAP73	547
TP73	135
TP73-AS3	1
TP73-AS1	1056
CCDC27	2
SMIM1	93
LRRC47	1596
CEP104	1286
DFFB	221
107984910	1
C1orf174	553
LINC01134	2
AJAP1	39
LOC107984911	0
NPHP4	353
KCNAB2	734
CHD5	2
RPL22	15643
107985733	55
RNF207-AS1	15
RNF207	186
ICMT	4662
LINC00337	2
GPR153	856
ACOT7	431
HES2	40
ESPN	436
TNFRSF25	224
PLEKHG5	280
NOL9	790
TAS1R1	1
LOC107984912	1
ZBTB48	660
KLHL21	1266
LOC107984913	12
PHF13	753
THAP3	863
DNAJC11	939
CAMTA1-DT	13
CAMTA1	1358
LOC105376689	120
VAMP3	3971
PER3	3199
UTS2	136
TNFRSF9	110
PARK7	5229
ERRFI1	8811
LOC107984915	1
LINC01714	9
SLC45A1	62
RERE	3851
RERE-AS1	11
ENO1	65785
MIR6728	6
ENO1-AS1	14
CA6	0
SLC2A5	264
GPR157	274
MIR34AHG	291
MIR34A	3
LNCTAM34A	19
H6PD	3287
SPSB1	2876
LINC02606	40
SLC25A33	409
TMEM201	442
107985734	21
PIK3CD	676
PIK3CD-AS1	0
PIK3CD-AS2	110
CLSTN1	6525
CTNNBIP1	2646
LOC105376717	235
LZIC	1232
NMNAT1	366
RBP7	33
UBE4B	1650
KIF1B	2415
105376725	14
PGD	6323
CENPS-CORT	175
CENPS	181
CORT	10
DFFA	1338
PEX14	631
CASZ1	1321
LOC105376733	0
C1orf127	13
TARDBP	5304
MASP2	109
SRM	1291
EXOSC10	1825
EXOSC10-AS1	55
MTOR	1880
MTOR-AS1	24
ANGPTL7	0
UBIAD1	723
LOC105376739	0
LOC105376740	0
DISP3	154
112268221	7
FBXO2	69
FBXO44	775
FBXO6	551
MAD2L2	804
DRAXIN	55
AGTRAP	941
C1orf167	216
MTHFR	819
CLCN6	555
NPPA-AS1	98
NPPA	9
KIAA2013	2181
PLOD1	3802
MFN2	3173
MIIP	689
MIR6729	1
TNFRSF8	26
MIR7846	0
TNFRSF1B	932
107984917	0
VPS13D	1587
SNORA59A	3
LINC02766	5
DHRS3	1273
MIR6730	1
AADACL4	0
C1orf158	0
LRRC38	1
PDPN	1110
PRDM2	2737
KAZN	616
LOC107985467	4
LOC105376759	2
LOC107985469	0
TMEM51-AS1	83
TMEM51	635
TMEM51-AS2	3
FHAD1	77
FHAD1-AS1	14
LOC101927441	11
EFHD2	1834
CTRC	2
CELA2A	4
CELA2B	16
CASP9	479
DNAJC16	756
AGMAT	33
DDI2	2088
RSC1A1	181
PLEKHM2	2593
SLC25A34	80
SLC25A34-AS1	3
TMEM82	2
FBLIM1	2566
UQCRHL	50
FLJ37453	173
SPEN	2221
ZBTB17	1097
SRARP	0
HSPB7	191
CLCNKA	28
CLCNKB	19
FAM131C	0
EPHA2	957
LOC101927479	22
ARHGEF19	1400
ANO7L1	61
CPLANE2	113
FBXO42	1239
SZRD1	2804
SPATA21	1843
NECAP2	2206
LINC01772	37
CROCCP3	222
RNU1-1	0
LINC01783	1
NBPF1	1067
105376794	537
CROCCP2	372
MST1P2	53
LOC107985736	16
RNU1-3	0
ESPNP	15
MST1L	56
LOC112267871	4
LOC105376805	189
CROCC	1298
MFAP2	2739
LOC105376806	1100
ATP13A2	1640
SDHB	1752
PADI2	198
LINC02783	7
PADI1	107
PADI3	2
PADI4	0
PADI6	1
RCC2	4897
ARHGEF10L	1876
ACTL8	0
IGSF21	168
KLHDC7A	646
PAX7	4303
ALDH4A1	443
IFFO2	1029
UBR4	5430
EMC1-AS1	99
EMC1	2206
MRTO4	1055
AKR7L	98
AKR7A3	536
LOC100506730	237
AKR7A2	2089
SLC66A1	627
CAPZB	7410
MICOS10	831
MICOS10-NBL1	8858
RPS14P3	57
NBL1	8539
HTR6	4
TMCO4	1401
RNF186	10
OTUD3	429
PLA2G2A	60
PLA2G5	61
PLA2G2D	50
PLA2G2F	1
PLA2G2C	6
UBXN10	336
101928017	32
LOC105376825	21
VWA5B1	0
LINC01141	1
CAMK2N1	933
MUL1	1207
FAM43B	8
CDA	37
PINK1	1729
MIR6084	41
PINK1-AS	1795
DDOST	7721
KIF17	55
SH2D5	38
112268222	1357
HP1BP3	3777
EIF4G3	2664
LOC105376830	1
LOC105376829	2
ECE1	5948
ECE1-AS1	6
NBPF3	434
ALPL	590
LINC02596	0
RAP1GAP	5486
USP48	2666
LDLRAD2	3209
HSPG2	11113
LINC01635	11
LINC00339	343
CDC42-AS1	9
CDC42	11186
WNT4	138
LOC105376845	5
LOC105376850	0
LOC107985377	0
ZBTB40	922
EPHA8	0
C1QA	3660
C1QC	4428
C1QB	4218
EPHB2	845
MIR4253	15
KDM1A	2410
LUZP1	1374
HTR1D	59
LINC01355	345
HNRNPR	4997
ZNF436	1333
ZNF436-AS1	115
TCEA3	1501
ASAP3	1002
E2F2	109
LOC101928163	5
LOC105376859	5
ID3	986
MDS2	3
RPL11	24750
ELOA	1744
ELOA-AS1	280
PITHD1	1403
LOC105376860	321
LYPLA2	2181
GALE	1574
HMGCL	1112
LOC105376861	0
FUCA1	2919
CNR2	14
PNRC2	4715
SRSF10	5020
LOC105376863	15
LOC107984931	3
MYOM3	30
IL22RA1	12
IFNLR1	75
LINC02800	2
GRHL3-AS1	13
GRHL3	27
STPG1	162
NIPAL3	1517
RCAN3AS	1
RCAN3	1072
NCMAP-DT	114
NCMAP	522
SRRM1	3345
CLIC4	10495
RUNX3	347
107984932	0
RUNX3-AS1	29
SYF2	2092
RSRP1	3732
LOC105376882	11
RHD	31
TMEM50A	2722
RHCE	1676
MACO1	1841
LDLRAP1	1175
MAN1C1	370
SELENON	3935
MTFR1L	1123
LOC646471	183
AUNIP	285
PAQR7	292
STMN1	3329
MIR3917	311
PAFAH2	782
101928216	3
EXTL1	36
SLC30A2	7
TRIM63	5
PDIK1L	1165
FAM110D	23
ZNF593	593
CNKSR1	969
CATSPER4	0
ZPLD2P	1
CEP85	626
SH3BGRL3	3473
UBXN11	572
CD52	258
CRYBG2	212
ZNF683	56
DHDDS	1165
DHDDS-AS1	8
HMGN2	7707
RPS6KA1	2268
LOC101928728	13
ARID1A	4110
PIGV	374
ZDHHC18	1637
SFN	4694
GPN2	1012
GPATCH3	360
NUDC	2492
NR0B2	1
KDF1	580
TRNP1	157
TENT5B	375
LOC101928391	1
SLC9A1	1415
WDTC1	1888
TMEM222	1157
ACTG1P20	27
SYTL1	955
MAP3K6	2953
FCN3	32
CD164L2	18
GPR3	31
WASF2	5397
LOC105376892	1
AHDC1	2116
FGR	305
LINC02574	1
IFI6	6157
FAM76A	611
STX12	2617
PPP1R8	1554
THEMIS2	852
RPA2	1467
SMPDL3B	1616
XKR8	381
EYA3	889
PTAFR	561
DNAJC8	3059
ATP5IF1	2063
SESN2	487
MED18	425
PHACTR4	2256
RCC1	2061
SNHG3	591
SNORA73A	7
SNORA73B	16
TRNAU1AP	829
SNHG12	855
SNORD99	41
SNORA61	105
SNORA44	24
SNORA16A	27
RAB42	192
TAF12	836
LINC01715	6
RNU11	1
GMEB1	554
YTHDF2	3548
OPRD1	7
EPB41	2628
TMEM200B	925
SRSF4	3434
MECR	598
PTPRU	3261
LOC105378617	4
MATN1	31
MATN1-AS1	45
LAPTM5	6531
MIR4420	0
LOC105378620	5
LINC01778	2
SDC3	3620
PUM1	3849
SNORD103A	14
SNORD103B	10
LOC107984935	1
NKAIN1	5
SNRNP40	1150
ZCCHC17	1045
FABP3	271
SERINC2	4267
LOC105378625	3
LOC105379772	4
LDC1P	7
LINC01226	12
LOC105378626	7
TINAGL1	347
HCRTR1	252
PEF1	1945
PEF1-AS1	105
105378628	7
COL16A1	3005
LOC101929444	49
ADGRB2	220
SPOCD1	104
PTP4A2	8284
KHDRBS1	4130
TMEM39B	519
KPNA6	2711
TXLNA	3612
CCDC28B	124
TMEM234	274
IQCC	121
DCDC2B	73
EIF3I	4874
MTMR9LP	337
FAM167B	83
LCK	194
HDAC1	3278
MARCKSL1	3742
LOC105378629	3
TSSK3	90
FAM229A	22
BSDC1	2538
ZBTB8B	7
ZBTB8A	757
LOC102723870	8
ZBTB8OS	554
RBBP4	5408
SYNC	1781
KIAA1522	7477
YARS1	2792
S100PBP	859
FNDC5	31
HPCA	63
TMEM54	1406
LOC105378632	0
RNF19B	1657
AK2	6208
AZIN2	450
112268224	2
TRIM62	226
ZNF362	1312
A3GALT2	3
PHC2	6023
MIR3605	172
PHC2-AS1	0
ZSCAN20	250
CSMD2	279
105378640	0
LOC105378641	0
LOC105378642	2
GJB5	45
GJB4	1
GJB3	118
GJA4	242
SMIM12	899
DLGAP3	25
GPR199P	94
TMEM35B	974
ZMYM6	1027
ZMYM1	613
LOC105378644	1
SFPQ	8995
ZMYM4	2769
ZMYM4-AS1	40
KIAA0319L	3358
NCDN	1549
TFAP2E	226
TFAP2E-AS1	12
PSMB2	2651
C1orf216	562
CLSPN	230
AGO4	1183
AGO1	1240
AGO3	1112
TEKT2	25
ADPRS	1071
COL8A2	7526
TRAPPC3	1782
MAP7D1	3770
THRAP3	4533
SH3D21	609
EVA1B	556
STK40	2252
LSM10	698
OSCP1	95
MRPS15	869
CSF3R	180
GRIK3	26
LINC01137	150
ZC3H12A	610
MIR6732	12
MEAF6	2503
MIR5581	6
LOC105378649	74
SNIP1	895
DNALI1	160
GNL2	2266
RSPO1	16
C1orf109	757
CDCA8	247
EPHA10	483
MANEAL	837
YRDC	510
C1orf122	680
MTF1	634
INPP5B	500
LOC105378651	9
SF3A3	2496
FHL3	679
UTP11	1080
POU3F1	46
MIR3659HG	12
LOC105378657	0
RRAGC	1183
GJA9-MYCBP	462
MYCBP	448
LOC105378663	6
GJA9	14
RHBDL2	119
LOC105378662	30
AKIRIN1	1455
NDUFS5	2416
MACF1	10876
643314	96
105378950	1
BMP8A	887
OXCT2P1	71
PPIEL	199
PABPC4	3408
PABPC4-AS1	644
SNORA55	3
HEYL	477
NT5C1A	0
HPCAL4	8
PPIE	1610
BMP8B	345
OXCT2	38
LOC101929536	3
105378951	1
LINC02811	0
105378665	0
TRIT1	648
MYCL	275
MYCL-AS1	17
MFSD2A	304
CAP1	8662
PPT1	8281
RLF	1287
TMCO2	4
ZMPSTE24	3404
COL9A2	581
107984945	1
SMAP2	1059
ZFP69B	108
ZFP69	222
LOC105378672	3
EXO5	230
ZNF684	170
RIMS3	347
LOC105378675	13
NFYC-AS1	176
NFYC	1518
KCNQ4	61
CITED4	18
CTPS1	573
SLFNL1-AS1	177
SLFNL1	38
SCMH1	1208
FOXO6	154
FOXO6-AS1	4
LOC105378678	0
EDN2	166
HIVEP3	266
GUCA2B	0
GUCA2A	0
FOXJ3	2272
RIMKLA	284
ZMYND12	57
CCDC30	576
PPCS	2384
PPIH	508
YBX1	12441
CLDN19	0
P3H1	1763
C1orf50	339
TMEM269-DT	5
TMEM269	8
LOC107984946	3
SVBP	308
ERMAP	647
ZNF691	417
LOC339539	0
SLC2A1	3053
SLC2A1-AS1	16
FAM183A	17
EBNA1BP2	1273
CFAP57	11
LOC105378685	1
TMEM125	2043
C1orf210	340
TIE1	364
MPL	15
LOC105378687	7
CDC20	364
ELOVL1	3308
MIR6734	13
LOC112268225	16
MED8	1319
MED8-AS1	213
SZT2	1342
SZT2-AS1	107
HYI	568
PTPRF	14364
KDM4A	1571
KDM4A-AS1	223
ST3GAL3	249
ARTN	30
LOC105378688	37
LOC101929609	93
IPO13	892
DPH2	659
ATP6V0B	3119
B4GALT2	2400
CCDC24	229
SLC6A9	310
LOC107984948	2
KLF17	9
DMAP1	732
ERI3	1212
ERI3-IT1	22
RNF220	1379
LOC107984950	408
TMEM53	386
ARMH1	23
LOC105378690	6
