GeneID	RNA-seq_normal_lung24
DDX11L1	7
WASH7P	784
MIR6859-1	22
LOC100996442	77
LOC729737	1458
DDX11L17	10
WASH9P	926
MIR6859-2	12
LOC112268260	24
LOC100132287	633
LOC105378947	8
MIR12136	1043
OR4F16	10
100133331	479
107984841	105
107984847	124
107984849	43
LOC100288069	96
LINC01409	29
FAM87B	16
LINC00115	31
LINC01128	507
FAM41C	3
LOC284600	3
LINC02593	56
LOC107985728	54
SAMD11	282
NOC2L	1715
KLHL17	474
PLEKHN1	57
PERM1	8
HES4	1253
ISG15	1209
AGRN	14377
LOC100288175	31
112267874	34
LOC105378948	60
RNF223	67
C1orf159	553
LINC01342	3
MIR200B	6
MIR200A	1
MIR429	6
TTLL10-AS1	206
TTLL10	503
TNFRSF18	40
TNFRSF4	147
SDF4	5404
B3GALT6	747
C1QTNF12	28
UBE2J2	1537
LINC01786	63
SCNN1D	142
ACAP3	2463
SNORD167	21
PUSL1	363
INTS11	2696
MIR6727	17
CPTP	1085
TAS1R3	79
DVL1	4463
MIR6808	11
MXRA8	1554
AURKAIP1	1992
CCNL2	6009
MRPL20-AS1	620
MRPL20	1355
107984868	21
ANKRD65	1085
LOC105378585	59
TMEM88B	8
LINC01770	100
LOC107985729	39
VWA1	2790
ATAD3C	535
ATAD3B	1265
ATAD3A	699
TMEM240	57
SSU72	3125
FNDC10	222
LOC105378586	41
MIB2	3213
MMP23B	506
CDK11B	2684
SLC35E2B	2939
MMP23A	285
CDK11A	1817
SLC35E2A	1007
LOC112268218	329
NADK	3089
GNB1	15498
LOC105378949	33
CALML6	28
TMEM52	38
CFAP74	607
LOC107984872	28
LOC105378589	2
GABRD	14
LOC105378590	4
LOC105378591	14
PRKCZ	5188
PRKCZ-AS1	282
FAAP20	2267
LOC112268219	127
LOC105378593	22
SKI	7345
MORN1	412
LOC100129534	114
RER1	3301
PEX10	883
PLCH2	678
PANK4	1034
HES5	11
TNFRSF14-AS1	1004
TNFRSF14	3810
LOC100996583	13
PRXL2B	1170
MMEL1	285
MMEL1-AS1	1
TTC34	146
LOC105378598	91
LOC107984904	11
PRDM16-DT	503
PRDM16	1228
LOC105378606	3
LOC107984909	4
LOC105378604	27
ARHGEF16	821
MEGF6	4848
LOC105378608	3
105378607	3
TPRG1L	2656
WRAP73	607
TP73	569
TP73-AS3	5
TP73-AS1	1385
CCDC27	3
SMIM1	79
LRRC47	1973
CEP104	1976
DFFB	250
107984910	7
C1orf174	576
LINC01134	14
AJAP1	213
LOC107984911	16
NPHP4	1029
KCNAB2	2605
CHD5	16
RPL22	9996
107985733	89
RNF207-AS1	18
RNF207	450
ICMT	2992
LINC00337	0
GPR153	879
ACOT7	1265
HES2	198
ESPN	561
TNFRSF25	290
PLEKHG5	936
NOL9	709
TAS1R1	5
LOC107984912	0
ZBTB48	828
KLHL21	1747
LOC107984913	9
PHF13	877
THAP3	676
DNAJC11	1069
CAMTA1-DT	4
CAMTA1	1041
LOC105376689	60
VAMP3	4637
PER3	858
UTS2	5
TNFRSF9	44
PARK7	3784
ERRFI1	5055
LOC107984915	0
LINC01714	3
SLC45A1	73
RERE	5710
RERE-AS1	6
ENO1	15478
MIR6728	2
ENO1-AS1	10
CA6	0
SLC2A5	17
GPR157	967
MIR34AHG	289
MIR34A	1
LNCTAM34A	35
H6PD	5428
SPSB1	1061
LINC02606	23
SLC25A33	379
TMEM201	424
107985734	6
PIK3CD	1558
PIK3CD-AS1	1
PIK3CD-AS2	36
CLSTN1	5285
CTNNBIP1	3105
LOC105376717	184
LZIC	1167
NMNAT1	354
RBP7	55
UBE4B	1650
KIF1B	2507
105376725	5
PGD	4168
CENPS-CORT	178
CENPS	205
CORT	13
DFFA	1740
PEX14	1411
CASZ1	4343
LOC105376733	16
C1orf127	20
TARDBP	5058
MASP2	60
SRM	793
EXOSC10	2017
EXOSC10-AS1	62
MTOR	2189
MTOR-AS1	51
ANGPTL7	86
UBIAD1	641
LOC105376739	16
LOC105376740	15
DISP3	10
112268221	1
FBXO2	260
FBXO44	710
FBXO6	583
MAD2L2	507
DRAXIN	38
AGTRAP	1511
C1orf167	501
MTHFR	1881
CLCN6	1333
NPPA-AS1	205
NPPA	37
KIAA2013	2672
PLOD1	1901
MFN2	5139
