GeneID	RNA-seq_LADC49
DDX11L1	4
WASH7P	1759
MIR6859-1	108
LOC100996442	238
LOC729737	11171
DDX11L17	1
WASH9P	1854
MIR6859-2	57
LOC112268260	214
LOC100132287	3042
LOC105378947	28
MIR12136	1260
OR4F16	14
100133331	1759
107984841	169
107984847	337
107984849	141
LOC100288069	97
LINC01409	28
FAM87B	14
LINC00115	132
LINC01128	554
FAM41C	3
LOC284600	17
LINC02593	59
LOC107985728	21
SAMD11	373
NOC2L	2404
KLHL17	690
PLEKHN1	190
PERM1	39
HES4	399
ISG15	6357
AGRN	6699
LOC100288175	48
112267874	11
LOC105378948	53
RNF223	9
C1orf159	720
LINC01342	11
MIR200B	3
MIR200A	1
MIR429	11
TTLL10-AS1	2
TTLL10	18
TNFRSF18	199
TNFRSF4	422
SDF4	4330
B3GALT6	617
C1QTNF12	19
UBE2J2	1694
LINC01786	61
SCNN1D	352
ACAP3	2026
SNORD167	7
PUSL1	506
INTS11	2713
MIR6727	27
CPTP	923
TAS1R3	186
DVL1	1910
MIR6808	13
MXRA8	2343
AURKAIP1	2468
CCNL2	9443
MRPL20-AS1	658
MRPL20	2231
107984868	58
ANKRD65	2359
LOC105378585	69
TMEM88B	2
LINC01770	245
LOC107985729	118
VWA1	2980
ATAD3C	53
ATAD3B	1459
ATAD3A	1232
TMEM240	25
SSU72	2696
FNDC10	481
LOC105378586	22
MIB2	2502
MMP23B	269
CDK11B	2429
SLC35E2B	4022
MMP23A	189
CDK11A	1900
SLC35E2A	1061
LOC112268218	361
NADK	2925
GNB1	10275
LOC105378949	10
CALML6	25
TMEM52	109
CFAP74	2
LOC107984872	0
LOC105378589	9
GABRD	63
LOC105378590	0
LOC105378591	4
PRKCZ	856
PRKCZ-AS1	83
FAAP20	1674
LOC112268219	163
LOC105378593	7
SKI	1905
MORN1	98
LOC100129534	52
RER1	4239
PEX10	697
PLCH2	41
PANK4	1125
HES5	0
TNFRSF14-AS1	636
TNFRSF14	3190
LOC100996583	18
PRXL2B	938
MMEL1	212
MMEL1-AS1	1
TTC34	18
LOC105378598	0
LOC107984904	0
PRDM16-DT	19
PRDM16	79
LOC105378606	1
LOC107984909	1
LOC105378604	9
ARHGEF16	2167
MEGF6	2952
LOC105378608	26
105378607	0
TPRG1L	885
WRAP73	1243
TP73	711
TP73-AS3	4
TP73-AS1	1007
CCDC27	6
SMIM1	64
LRRC47	1919
CEP104	1159
DFFB	256
107984910	12
C1orf174	830
LINC01134	1
AJAP1	12
LOC107984911	0
NPHP4	563
KCNAB2	1186
CHD5	4
RPL22	9705
107985733	77
RNF207-AS1	6
RNF207	356
ICMT	3477
LINC00337	28
GPR153	216
ACOT7	1032
HES2	14
ESPN	783
TNFRSF25	1772
PLEKHG5	2319
NOL9	688
TAS1R1	3
LOC107984912	0
ZBTB48	1020
KLHL21	531
LOC107984913	11
PHF13	802
THAP3	1020
DNAJC11	1447
CAMTA1-DT	10
CAMTA1	867
LOC105376689	16
VAMP3	2864
PER3	1363
UTS2	4
TNFRSF9	195
PARK7	6497
ERRFI1	1744
LOC107984915	3
LINC01714	0
SLC45A1	58
RERE	4411
RERE-AS1	10
ENO1	96892
MIR6728	8
ENO1-AS1	12
CA6	2
SLC2A5	887
GPR157	275
MIR34AHG	425
MIR34A	0
LNCTAM34A	47
H6PD	1584
SPSB1	1401
LINC02606	15
SLC25A33	417
TMEM201	650
107985734	43
PIK3CD	857
PIK3CD-AS1	1
PIK3CD-AS2	27
CLSTN1	5155
CTNNBIP1	1330
LOC105376717	143
LZIC	1451
NMNAT1	300
RBP7	72
UBE4B	1160
KIF1B	1348
105376725	1
PGD	4404
CENPS-CORT	292
CENPS	299
CORT	10
DFFA	1135
PEX14	1007
CASZ1	1092
LOC105376733	1
C1orf127	142
TARDBP	6374
MASP2	84
SRM	1687
EXOSC10	2851
EXOSC10-AS1	69
MTOR	2111
MTOR-AS1	41
ANGPTL7	15
UBIAD1	881
LOC105376739	0
LOC105376740	0
DISP3	611
112268221	17
FBXO2	52
