GeneID	RNA-seq_normal_lung30
DDX11L1	3
WASH7P	927
MIR6859-1	31
LOC100996442	63
LOC729737	783
DDX11L17	0
WASH9P	1120
MIR6859-2	17
LOC112268260	16
LOC100132287	504
LOC105378947	2
MIR12136	757
OR4F16	6
100133331	465
107984841	118
107984847	137
107984849	28
LOC100288069	95
LINC01409	40
FAM87B	11
LINC00115	32
LINC01128	496
FAM41C	4
LOC284600	3
LINC02593	49
LOC107985728	46
SAMD11	357
NOC2L	1570
KLHL17	285
PLEKHN1	71
PERM1	14
HES4	722
ISG15	3072
AGRN	7171
LOC100288175	17
112267874	19
LOC105378948	48
RNF223	32
C1orf159	348
LINC01342	1
MIR200B	8
MIR200A	7
MIR429	12
TTLL10-AS1	5
TTLL10	28
TNFRSF18	68
TNFRSF4	206
SDF4	4574
B3GALT6	582
C1QTNF12	38
UBE2J2	1106
LINC01786	57
SCNN1D	117
ACAP3	1422
SNORD167	12
PUSL1	256
INTS11	1674
MIR6727	13
CPTP	587
TAS1R3	60
DVL1	1710
MIR6808	4
MXRA8	1888
AURKAIP1	1522
CCNL2	5599
MRPL20-AS1	579
MRPL20	1357
107984868	20
ANKRD65	618
LOC105378585	37
TMEM88B	3
LINC01770	64
LOC107985729	39
VWA1	3053
ATAD3C	344
ATAD3B	928
ATAD3A	554
TMEM240	24
SSU72	2302
FNDC10	310
LOC105378586	52
MIB2	1881
MMP23B	294
CDK11B	1836
SLC35E2B	2311
MMP23A	152
CDK11A	1523
SLC35E2A	887
LOC112268218	226
NADK	2305
GNB1	9951
LOC105378949	9
CALML6	3
TMEM52	12
CFAP74	4
LOC107984872	0
LOC105378589	5
GABRD	8
LOC105378590	1
LOC105378591	0
PRKCZ	2197
PRKCZ-AS1	146
FAAP20	1255
LOC112268219	149
LOC105378593	16
SKI	5217
MORN1	133
LOC100129534	49
RER1	2730
PEX10	644
PLCH2	170
PANK4	699
HES5	6
TNFRSF14-AS1	636
TNFRSF14	2420
LOC100996583	9
PRXL2B	534
MMEL1	139
MMEL1-AS1	5
TTC34	33
LOC105378598	1
LOC107984904	0
PRDM16-DT	344
PRDM16	722
LOC105378606	4
LOC107984909	2
LOC105378604	13
ARHGEF16	436
MEGF6	3094
LOC105378608	6
105378607	4
TPRG1L	1778
WRAP73	408
TP73	34
TP73-AS3	0
TP73-AS1	851
CCDC27	0
SMIM1	62
LRRC47	1418
CEP104	987
DFFB	175
107984910	11
C1orf174	535
LINC01134	7
AJAP1	17
LOC107984911	0
NPHP4	624
KCNAB2	3611
CHD5	14
RPL22	11171
107985733	87
RNF207-AS1	10
RNF207	268
ICMT	2077
LINC00337	1
GPR153	674
ACOT7	850
HES2	33
ESPN	33
TNFRSF25	224
PLEKHG5	480
NOL9	693
TAS1R1	6
LOC107984912	0
ZBTB48	609
KLHL21	1156
LOC107984913	12
PHF13	621
THAP3	498
DNAJC11	838
CAMTA1-DT	11
CAMTA1	725
LOC105376689	25
VAMP3	3722
PER3	273
UTS2	7
TNFRSF9	174
PARK7	3427
ERRFI1	2282
LOC107984915	0
LINC01714	1
SLC45A1	28
RERE	2763
RERE-AS1	11
ENO1	19809
MIR6728	2
ENO1-AS1	3
CA6	4
SLC2A5	89
GPR157	1012
MIR34AHG	373
MIR34A	2
LNCTAM34A	29
H6PD	4533
SPSB1	1797
LINC02606	26
SLC25A33	327
TMEM201	316
107985734	14
PIK3CD	1280
PIK3CD-AS1	9
PIK3CD-AS2	27
CLSTN1	3374
CTNNBIP1	1535
LOC105376717	113
LZIC	884
NMNAT1	300
RBP7	201
UBE4B	1213
KIF1B	1896
105376725	18
PGD	4864
CENPS-CORT	110
CENPS	124
CORT	8
DFFA	1073
PEX14	966
CASZ1	1434
LOC105376733	18
C1orf127	32
TARDBP	3924
MASP2	176
SRM	656
EXOSC10	1565
EXOSC10-AS1	40
MTOR	1591
MTOR-AS1	30
ANGPTL7	39
UBIAD1	583
LOC105376739	1
LOC105376740	0
DISP3	7
112268221	0
FBXO2	281
FBXO44	594
FBXO6	518
MAD2L2	404
DRAXIN	30
AGTRAP	1228
C1orf167	484
MTHFR	1863
CLCN6	862
NPPA-AS1	146
NPPA	27
KIAA2013	1609
PLOD1	1894
MFN2	3390
MIIP	741
MIR6729	3
TNFRSF8	83
MIR7846	43
TNFRSF1B	3455
107984917	8
VPS13D	2688
SNORA59A	11
LINC02766	62
DHRS3	1740
MIR6730	3
AADACL4	2
C1orf158	0
LRRC38	0
PDPN	1006
PRDM2	1830
KAZN	583
LOC107985467	1
LOC105376759	2
LOC107985469	0
TMEM51-AS1	99
TMEM51	522
TMEM51-AS2	6
FHAD1	236
FHAD1-AS1	32
LOC101927441	26
EFHD2	5718
CTRC	9
CELA2A	4
CELA2B	24
CASP9	690
DNAJC16	531
AGMAT	27
DDI2	1283
RSC1A1	110
PLEKHM2	3040
SLC25A34	93
SLC25A34-AS1	8
TMEM82	0
FBLIM1	820
UQCRHL	50
FLJ37453	177
SPEN	2687
ZBTB17	1016
SRARP	0
HSPB7	235
CLCNKA	5
CLCNKB	22
FAM131C	1
EPHA2	1665
LOC101927479	59
ARHGEF19	289
ANO7L1	52
CPLANE2	78
FBXO42	922
SZRD1	2348
SPATA21	1434
NECAP2	3049
LINC01772	75
CROCCP3	234
RNU1-1	0
LINC01783	4
NBPF1	565
105376794	377
CROCCP2	243
MST1P2	189
LOC107985736	16
RNU1-3	0
ESPNP	6
MST1L	368
LOC112267871	17
LOC105376805	309
CROCC	1122
MFAP2	193
LOC105376806	42
ATP13A2	1475
SDHB	1247
PADI2	194
LINC02783	0
PADI1	0
PADI3	0
PADI4	40
PADI6	0
RCC2	2921
ARHGEF10L	2502
ACTL8	0
IGSF21	5
KLHDC7A	124
PAX7	0
ALDH4A1	387
IFFO2	1061
UBR4	5019
EMC1-AS1	63
EMC1	1427
MRTO4	756
AKR7L	14
AKR7A3	26
LOC100506730	61
AKR7A2	1005
SLC66A1	520
CAPZB	5392
MICOS10	1134
MICOS10-NBL1	4960
RPS14P3	60
NBL1	4691
HTR6	4
TMCO4	716
RNF186	0
OTUD3	742
PLA2G2A	298
PLA2G5	74
PLA2G2D	144
PLA2G2F	0
PLA2G2C	7
UBXN10	273
101928017	11
LOC105376825	14
VWA5B1	10
LINC01141	0
CAMK2N1	2189
MUL1	1018
FAM43B	34
CDA	109
PINK1	1456
MIR6084	115
PINK1-AS	1411
DDOST	4087
KIF17	113
SH2D5	6
112268222	1373
HP1BP3	4095
EIF4G3	2012
LOC105376830	13
LOC105376829	8
ECE1	4090
ECE1-AS1	10
NBPF3	104
ALPL	7724
LINC02596	4
RAP1GAP	2083
USP48	1798
LDLRAD2	1470
HSPG2	7370
LINC01635	5
LINC00339	299
CDC42-AS1	15
CDC42	9294
WNT4	188
LOC105376845	24
LOC105376850	1
LOC107985377	16
ZBTB40	1450
EPHA8	0
C1QA	20445
C1QC	10437
C1QB	15815
EPHB2	130
MIR4253	4
KDM1A	1469
LUZP1	1360
HTR1D	0
LINC01355	217
HNRNPR	3500
ZNF436	561
ZNF436-AS1	61
TCEA3	917
ASAP3	855
E2F2	57
LOC101928163	3
LOC105376859	11
ID3	2807
MDS2	9
RPL11	23106
ELOA	1739
ELOA-AS1	209
PITHD1	1042
LOC105376860	169
LYPLA2	1297
GALE	1279
HMGCL	1054
LOC105376861	4
FUCA1	2733
CNR2	63
PNRC2	3340
SRSF10	3163
LOC105376863	22
LOC107984931	7
MYOM3	14
IL22RA1	12
IFNLR1	412
LINC02800	2
GRHL3-AS1	1
GRHL3	6
STPG1	275
NIPAL3	1427
RCAN3AS	3
RCAN3	907
NCMAP-DT	75
NCMAP	441
SRRM1	2872
CLIC4	8118
RUNX3	975
107984932	6
RUNX3-AS1	29
SYF2	1639
RSRP1	2365
LOC105376882	0
RHD	44
TMEM50A	2116
RHCE	1153
MACO1	829
LDLRAP1	976
MAN1C1	1232
SELENON	5479
MTFR1L	778
LOC646471	223
AUNIP	155
PAQR7	350
STMN1	1470
MIR3917	100
PAFAH2	587
101928216	2
EXTL1	17
SLC30A2	7
TRIM63	8
PDIK1L	440
FAM110D	538
ZNF593	331
CNKSR1	500
CATSPER4	1
ZPLD2P	15
CEP85	384
SH3BGRL3	6598
UBXN11	3858
CD52	4428
CRYBG2	44
ZNF683	92
DHDDS	759
DHDDS-AS1	24
HMGN2	6789
RPS6KA1	3144
LOC101928728	14
ARID1A	2732
PIGV	352
ZDHHC18	1071
SFN	2880
GPN2	1057
GPATCH3	352
NUDC	1850
NR0B2	118
KDF1	250
TRNP1	248
TENT5B	337
LOC101928391	9
SLC9A1	2044
WDTC1	2635
TMEM222	972
ACTG1P20	38
SYTL1	903
MAP3K6	1124
FCN3	2014
CD164L2	30
GPR3	64
WASF2	4594
LOC105376892	2
AHDC1	620
FGR	3444
LINC02574	4
IFI6	6033
FAM76A	438
STX12	3267
PPP1R8	938
THEMIS2	5334
RPA2	1009
SMPDL3B	762
XKR8	275
EYA3	698
PTAFR	2933
DNAJC8	2365
ATP5IF1	1458
SESN2	510
MED18	433
PHACTR4	1373
RCC1	490
SNHG3	433
SNORA73A	11
SNORA73B	10
TRNAU1AP	509
SNHG12	617
SNORD99	12
SNORA61	57
SNORA44	44
SNORA16A	48
RAB42	156
TAF12	508
LINC01715	5
RNU11	1
GMEB1	508
YTHDF2	2185
OPRD1	11
EPB41	1885
TMEM200B	382
SRSF4	2877
MECR	286
PTPRU	1400
LOC105378617	100
MATN1	26
MATN1-AS1	42
LAPTM5	30153
MIR4420	9
LOC105378620	59
LINC01778	1
SDC3	2388
PUM1	2240
SNORD103A	8
SNORD103B	4
LOC107984935	1
NKAIN1	0
SNRNP40	670
ZCCHC17	737
FABP3	267
SERINC2	1211
LOC105378625	0
LOC105379772	0
LDC1P	0
LINC01226	3
LOC105378626	38
TINAGL1	2361
HCRTR1	165
PEF1	1688
PEF1-AS1	73
105378628	2
COL16A1	1233
LOC101929444	12
ADGRB2	31
SPOCD1	712
PTP4A2	5797
KHDRBS1	3546
TMEM39B	452
KPNA6	2162
TXLNA	2211
CCDC28B	129
TMEM234	286
IQCC	99
DCDC2B	96
EIF3I	2735
MTMR9LP	521
FAM167B	176
LCK	383
HDAC1	2326
MARCKSL1	1413
LOC105378629	6
TSSK3	270
FAM229A	138
BSDC1	2100
ZBTB8B	2
ZBTB8A	407
LOC102723870	4
ZBTB8OS	585
RBBP4	2483
SYNC	1010
KIAA1522	2576
YARS1	1874
S100PBP	592
FNDC5	60
HPCA	34
TMEM54	741
LOC105378632	1
RNF19B	1894
AK2	3002
AZIN2	103
112268224	9
TRIM62	245
ZNF362	1015
A3GALT2	11
PHC2	2847
MIR3605	87
PHC2-AS1	0
ZSCAN20	107
CSMD2	22
105378640	0
LOC105378641	12
LOC105378642	5
GJB5	2
GJB4	0
GJB3	14
GJA4	883
SMIM12	975
DLGAP3	27
GPR199P	160
TMEM35B	1048
ZMYM6	896
ZMYM1	336
LOC105378644	0
SFPQ	8825
ZMYM4	1162
ZMYM4-AS1	22
KIAA0319L	2664
NCDN	628
TFAP2E	178
TFAP2E-AS1	56
PSMB2	2330
C1orf216	514
CLSPN	50
AGO4	1764
AGO1	1110
AGO3	1334
TEKT2	22
ADPRS	968
COL8A2	1008
TRAPPC3	1373
MAP7D1	5313
THRAP3	4176
SH3D21	293
EVA1B	758
STK40	3130
LSM10	580
OSCP1	196
MRPS15	897
CSF3R	4449
GRIK3	7
LINC01137	127
ZC3H12A	904
MIR6732	5
MEAF6	1428
MIR5581	10
