GeneID	RNA-seq_normal_lung33
DDX11L1	12
WASH7P	1936
MIR6859-1	51
LOC100996442	84
LOC729737	2255
DDX11L17	7
WASH9P	1901
MIR6859-2	21
LOC112268260	23
LOC100132287	918
LOC105378947	2
MIR12136	2508
OR4F16	7
100133331	746
107984841	146
107984847	170
107984849	48
LOC100288069	78
LINC01409	41
FAM87B	8
LINC00115	48
LINC01128	514
FAM41C	11
LOC284600	6
LINC02593	68
LOC107985728	45
SAMD11	433
NOC2L	2333
KLHL17	548
PLEKHN1	56
PERM1	9
HES4	1201
ISG15	2368
AGRN	12953
LOC100288175	31
112267874	26
LOC105378948	105
RNF223	49
C1orf159	600
LINC01342	12
MIR200B	12
MIR200A	16
MIR429	22
TTLL10-AS1	56
TTLL10	155
TNFRSF18	172
TNFRSF4	473
SDF4	7165
B3GALT6	1066
C1QTNF12	67
UBE2J2	1955
LINC01786	96
SCNN1D	276
ACAP3	2787
SNORD167	23
PUSL1	376
INTS11	3406
MIR6727	17
CPTP	1090
TAS1R3	102
DVL1	3606
MIR6808	11
MXRA8	2891
AURKAIP1	2817
CCNL2	9754
MRPL20-AS1	1060
MRPL20	2521
107984868	22
ANKRD65	909
LOC105378585	81
TMEM88B	8
LINC01770	118
LOC107985729	30
VWA1	3492
ATAD3C	764
ATAD3B	1833
ATAD3A	854
TMEM240	87
SSU72	3637
FNDC10	311
LOC105378586	39
MIB2	4332
MMP23B	686
CDK11B	2688
SLC35E2B	3178
MMP23A	403
CDK11A	2278
SLC35E2A	2537
LOC112268218	372
NADK	2963
GNB1	13269
LOC105378949	25
CALML6	26
TMEM52	27
CFAP74	54
LOC107984872	2
LOC105378589	0
GABRD	38
LOC105378590	3
LOC105378591	3
PRKCZ	3767
PRKCZ-AS1	304
FAAP20	2643
LOC112268219	256
LOC105378593	35
SKI	4827
MORN1	254
LOC100129534	96
RER1	4296
PEX10	1146
PLCH2	353
PANK4	1005
HES5	4
TNFRSF14-AS1	1222
TNFRSF14	5947
LOC100996583	23
PRXL2B	1181
MMEL1	324
MMEL1-AS1	3
TTC34	65
LOC105378598	4
LOC107984904	1
PRDM16-DT	552
PRDM16	687
LOC105378606	8
LOC107984909	4
LOC105378604	11
ARHGEF16	595
MEGF6	4002
LOC105378608	10
105378607	8
TPRG1L	2831
WRAP73	683
TP73	102
TP73-AS3	1
TP73-AS1	1561
CCDC27	13
SMIM1	182
LRRC47	2144
CEP104	1393
DFFB	361
107984910	17
C1orf174	799
LINC01134	12
AJAP1	173
LOC107984911	0
NPHP4	858
KCNAB2	4161
CHD5	22
RPL22	19947
107985733	147
RNF207-AS1	19
RNF207	562
ICMT	2556
LINC00337	1
GPR153	1209
ACOT7	1156
HES2	161
ESPN	174
TNFRSF25	735
PLEKHG5	1110
NOL9	1019
TAS1R1	11
LOC107984912	3
ZBTB48	1219
KLHL21	1400
LOC107984913	22
PHF13	579
THAP3	1050
DNAJC11	1261
CAMTA1-DT	12
CAMTA1	1605
LOC105376689	202
VAMP3	6037
PER3	737
UTS2	107
TNFRSF9	75
PARK7	5574
ERRFI1	7056
LOC107984915	0
LINC01714	0
SLC45A1	74
RERE	5273
RERE-AS1	36
ENO1	18308
MIR6728	1
ENO1-AS1	12
CA6	2
SLC2A5	59
GPR157	887
MIR34AHG	394
MIR34A	3
LNCTAM34A	42
H6PD	4957
SPSB1	627
LINC02606	49
SLC25A33	272
TMEM201	512
107985734	29
PIK3CD	2175
PIK3CD-AS1	10
PIK3CD-AS2	40
CLSTN1	5040
CTNNBIP1	2979
LOC105376717	168
LZIC	1522
NMNAT1	534
RBP7	114
UBE4B	1686
KIF1B	2035
105376725	13
PGD	5654
CENPS-CORT	164
CENPS	172
CORT	22
DFFA	2098
PEX14	1506
CASZ1	2362
LOC105376733	19
C1orf127	58
TARDBP	5860
MASP2	258
SRM	1064
EXOSC10	2528
EXOSC10-AS1	40
MTOR	1884
MTOR-AS1	24
ANGPTL7	146
UBIAD1	665
LOC105376739	1
LOC105376740	5
DISP3	21
112268221	1
FBXO2	198
FBXO44	1202
FBXO6	788
MAD2L2	704
DRAXIN	42
AGTRAP	2177
C1orf167	633
MTHFR	2641
CLCN6	1207
NPPA-AS1	175
NPPA	45
KIAA2013	2640
PLOD1	3155
MFN2	4556
MIIP	1306
MIR6729	3
TNFRSF8	100
MIR7846	45
TNFRSF1B	3792
107984917	19
VPS13D	2923
SNORA59A	24
LINC02766	46
DHRS3	3098
MIR6730	12
AADACL4	0
C1orf158	32
LRRC38	1
PDPN	1782
PRDM2	2028
KAZN	1172
LOC107985467	5
LOC105376759	0
LOC107985469	1
TMEM51-AS1	268
TMEM51	733
TMEM51-AS2	12
FHAD1	175
FHAD1-AS1	27
LOC101927441	43
EFHD2	6353
CTRC	11
CELA2A	31
CELA2B	77
CASP9	623
DNAJC16	658
AGMAT	32
DDI2	1477
RSC1A1	94
PLEKHM2	4320
SLC25A34	175
SLC25A34-AS1	15
TMEM82	9
FBLIM1	963
UQCRHL	99
FLJ37453	361
SPEN	2662
ZBTB17	1796
SRARP	0
HSPB7	188
CLCNKA	16
CLCNKB	54
FAM131C	0
EPHA2	994
LOC101927479	43
ARHGEF19	621
ANO7L1	104
CPLANE2	171
FBXO42	1344
SZRD1	2809
SPATA21	1794
NECAP2	4917
LINC01772	175
CROCCP3	522
RNU1-1	2
LINC01783	9
NBPF1	1292
105376794	829
CROCCP2	555
MST1P2	251
LOC107985736	39
RNU1-3	1
ESPNP	6
MST1L	528
LOC112267871	15
LOC105376805	426
CROCC	2918
MFAP2	257
LOC105376806	50
ATP13A2	2146
SDHB	1848
PADI2	292
LINC02783	0
PADI1	0
PADI3	0
PADI4	118
PADI6	0
RCC2	3156
ARHGEF10L	2425
ACTL8	0
IGSF21	80
KLHDC7A	135
PAX7	0
ALDH4A1	497
IFFO2	807
UBR4	4980
EMC1-AS1	55
EMC1	1813
MRTO4	927
AKR7L	21
AKR7A3	51
LOC100506730	128
AKR7A2	1466
SLC66A1	572
CAPZB	7974
MICOS10	2261
MICOS10-NBL1	7784
RPS14P3	49
NBL1	7073
HTR6	6
TMCO4	1136
RNF186	0
OTUD3	717
PLA2G2A	20
PLA2G5	284
PLA2G2D	343
PLA2G2F	1
PLA2G2C	11
UBXN10	214
101928017	25
LOC105376825	18
VWA5B1	12
LINC01141	1
CAMK2N1	3158
MUL1	1391
FAM43B	3
CDA	97
PINK1	2545
MIR6084	192
PINK1-AS	2594
DDOST	5786
KIF17	544
SH2D5	8
112268222	2144
HP1BP3	5119
EIF4G3	1915
LOC105376830	12
LOC105376829	5
ECE1	5415
ECE1-AS1	9
NBPF3	368
ALPL	6945
LINC02596	19
RAP1GAP	2137
USP48	2488
LDLRAD2	2832
HSPG2	9210
LINC01635	12
LINC00339	886
CDC42-AS1	84
CDC42	12049
WNT4	203
LOC105376845	25
LOC105376850	2
LOC107985377	30
ZBTB40	2096
EPHA8	0
C1QA	28812
C1QC	17290
C1QB	26025
EPHB2	193
MIR4253	1
KDM1A	2123
LUZP1	1477
HTR1D	17
LINC01355	404
HNRNPR	4067
ZNF436	585
ZNF436-AS1	109
TCEA3	2285
ASAP3	1741
E2F2	44
LOC101928163	1
LOC105376859	18
ID3	3663
MDS2	8
RPL11	41488
ELOA	2443
ELOA-AS1	306
PITHD1	1741
LOC105376860	188
LYPLA2	1817
GALE	1327
HMGCL	1503
LOC105376861	0
FUCA1	2364
CNR2	41
PNRC2	4613
SRSF10	3802
LOC105376863	2
LOC107984931	2
MYOM3	10
IL22RA1	45
IFNLR1	467
LINC02800	1
GRHL3-AS1	1
GRHL3	8
STPG1	351
NIPAL3	1987
RCAN3AS	7
RCAN3	934
NCMAP-DT	71
NCMAP	431
SRRM1	3602
CLIC4	9094
RUNX3	1660
107984932	1
RUNX3-AS1	52
SYF2	2497
RSRP1	5034
LOC105376882	15
RHD	87
TMEM50A	2670
RHCE	1410
MACO1	1220
LDLRAP1	2146
MAN1C1	1086
SELENON	6683
MTFR1L	1317
LOC646471	279
AUNIP	199
PAQR7	657
STMN1	2583
MIR3917	150
PAFAH2	861
101928216	4
EXTL1	35
SLC30A2	8
TRIM63	76
PDIK1L	379
FAM110D	289
ZNF593	500
CNKSR1	941
CATSPER4	3
ZPLD2P	26
CEP85	423
SH3BGRL3	7722
UBXN11	4715
CD52	5489
CRYBG2	122
ZNF683	265
DHDDS	872
DHDDS-AS1	28
HMGN2	11116
RPS6KA1	4609
LOC101928728	16
ARID1A	3417
PIGV	591
ZDHHC18	1504
SFN	320
GPN2	1445
GPATCH3	513
NUDC	3688
NR0B2	93
KDF1	351
TRNP1	499
TENT5B	1454
LOC101928391	26
SLC9A1	2762
WDTC1	3582
TMEM222	1609
ACTG1P20	44
SYTL1	1907
MAP3K6	4038
FCN3	11167
CD164L2	74
GPR3	36
WASF2	7751
LOC105376892	69
AHDC1	1720
FGR	3655
LINC02574	3
IFI6	6483
FAM76A	643
STX12	4062
PPP1R8	1292
THEMIS2	3872
RPA2	1758
SMPDL3B	500
XKR8	562
EYA3	980
PTAFR	2520
DNAJC8	3685
ATP5IF1	2713
SESN2	641
MED18	689
PHACTR4	2905
RCC1	625
SNHG3	522
SNORA73A	5
SNORA73B	5
TRNAU1AP	813
SNHG12	716
SNORD99	21
SNORA61	77
SNORA44	48
SNORA16A	33
RAB42	180
TAF12	778
LINC01715	16
RNU11	2
GMEB1	607
YTHDF2	2320
OPRD1	19
EPB41	2584
TMEM200B	790
SRSF4	4294
MECR	603
PTPRU	2034
LOC105378617	89
MATN1	18
MATN1-AS1	54
LAPTM5	23032
MIR4420	4
LOC105378620	46
LINC01778	4
SDC3	3692
PUM1	2984
SNORD103A	14
SNORD103B	9
LOC107984935	4
NKAIN1	1
SNRNP40	959
ZCCHC17	1128
FABP3	408
SERINC2	1906
LOC105378625	0
LOC105379772	0
LDC1P	0
LINC01226	7
LOC105378626	60
TINAGL1	3316
HCRTR1	239
PEF1	2949
PEF1-AS1	127
105378628	10
COL16A1	2425
LOC101929444	29
ADGRB2	36
SPOCD1	628
PTP4A2	7055
KHDRBS1	4586
TMEM39B	698
KPNA6	2549
TXLNA	2621
CCDC28B	181
TMEM234	550
IQCC	156
DCDC2B	171
EIF3I	3989
MTMR9LP	1546
FAM167B	362
LCK	1270
HDAC1	3247
MARCKSL1	2690
LOC105378629	11
TSSK3	456
FAM229A	339
BSDC1	2988
ZBTB8B	11
ZBTB8A	759
LOC102723870	8
ZBTB8OS	957
RBBP4	3494
SYNC	1551
KIAA1522	2892
YARS1	2257
S100PBP	1238
FNDC5	95
HPCA	81
TMEM54	1283
LOC105378632	0
RNF19B	1549
AK2	3817
AZIN2	217
112268224	13
TRIM62	243
ZNF362	1766
A3GALT2	0
PHC2	6159
MIR3605	137
PHC2-AS1	3
ZSCAN20	200
CSMD2	31
105378640	1
LOC105378641	2
LOC105378642	8
GJB5	6
GJB4	3
GJB3	23
GJA4	730
SMIM12	1148
DLGAP3	34
GPR199P	230
TMEM35B	1889
ZMYM6	1107
ZMYM1	625
LOC105378644	6
SFPQ	11188
ZMYM4	1730
ZMYM4-AS1	14
KIAA0319L	4198
NCDN	897
TFAP2E	361
TFAP2E-AS1	78
PSMB2	3009
C1orf216	621
CLSPN	47
AGO4	2249
AGO1	1471
AGO3	1552
TEKT2	103
ADPRS	1511
COL8A2	564
TRAPPC3	1957
MAP7D1	7975
THRAP3	5122
SH3D21	714
EVA1B	1922
STK40	3075
LSM10	859
OSCP1	369
MRPS15	1579
CSF3R	5851
GRIK3	1
LINC01137	166
ZC3H12A	669
MIR6732	4
MEAF6	2216
MIR5581	3
LOC105378649	42
SNIP1	609
DNALI1	791
GNL2	1598
RSPO1	373
C1orf109	448
CDCA8	60
EPHA10	36
MANEAL	157
YRDC	439
C1orf122	1090
MTF1	630
INPP5B	1609
LOC105378651	36
SF3A3	2375
FHL3	283
UTP11	765
POU3F1	21
MIR3659HG	5
LOC105378657	10
RRAGC	1419
GJA9-MYCBP	438
MYCBP	427
LOC105378663	5
GJA9	11
RHBDL2	51
LOC105378662	11
AKIRIN1	2182
NDUFS5	3941
MACF1	26519
643314	234
105378950	4
BMP8A	275
OXCT2P1	30
PPIEL	423
PABPC4	3803
PABPC4-AS1	470
SNORA55	7
HEYL	872
NT5C1A	0
HPCAL4	70
PPIE	1750
BMP8B	249
OXCT2	24
LOC101929536	23
105378951	14
LINC02811	12
105378665	3
TRIT1	584
MYCL	336
MYCL-AS1	19
MFSD2A	6704
CAP1	7804
PPT1	10796
RLF	779
TMCO2	13
ZMPSTE24	1748
COL9A2	680
107984945	29
SMAP2	3718
ZFP69B	50
ZFP69	220
LOC105378672	41
EXO5	307
ZNF684	173
RIMS3	344
LOC105378675	6
NFYC-AS1	222
NFYC	1920
KCNQ4	75
CITED4	679
CTPS1	726
SLFNL1-AS1	257
SLFNL1	170
SCMH1	1317
FOXO6	106
FOXO6-AS1	36
LOC105378678	5
EDN2	20
HIVEP3	848
GUCA2B	12
GUCA2A	28
FOXJ3	2238
RIMKLA	688
ZMYND12	91
CCDC30	433
PPCS	1910
PPIH	1014
YBX1	21676
CLDN19	1
P3H1	1124
C1orf50	339
TMEM269-DT	5
TMEM269	15
LOC107984946	7
SVBP	525
ERMAP	1047
ZNF691	484
LOC339539	2
SLC2A1	358
SLC2A1-AS1	5
FAM183A	100
EBNA1BP2	1415
CFAP57	100
LOC105378685	8
TMEM125	7258
C1orf210	563
TIE1	4569
MPL	53
LOC105378687	32
CDC20	89
ELOVL1	3675
MIR6734	8
LOC112268225	17
MED8	1122
MED8-AS1	164
SZT2	3770
SZT2-AS1	153
HYI	1804
PTPRF	8646
KDM4A	1787
KDM4A-AS1	218
ST3GAL3	700
ARTN	26
LOC105378688	26
LOC101929609	68
IPO13	950
DPH2	606
ATP6V0B	4202
B4GALT2	771
CCDC24	348
SLC6A9	533
LOC107984948	15
KLF17	35
DMAP1	1541
ERI3	1399
ERI3-IT1	56
RNF220	2076
LOC107984950	499
TMEM53	412
ARMH1	217
LOC105378690	21
RNU5F-1	1
RNU5D-1	0
KIF2C	97
RPS8	36151
SNORD55	34
SNORD46	9
SNORD38A	28
SNORD38B	35
BEST4	19
PLK3	677
DYNLT4	150
BTBD19	261
LOC107984952	60
PTCH2	111
EIF2B3	781
HECTD3	2015
UROD	2642
ZSWIM5	299
LOC105378691	18
LINC01144	18
HPDL	7
MUTYH	655
TOE1	422
TESK2	312
CCDC163	23
MMACHC	2448
PRDX1	7706
AKR1A1	3794
NASP	2713
CCDC17	226
GPBP1L1	4168
RPS15AP10	15
TMEM69	554
IPP	369
MAST2	1740
P3R3URF-PIK3R3	1029
PIK3R3	1111
LOC101929626	3
TSPAN1	811
POMGNT1	2564
LURAP1	46
RAD54L	141
LRRC41	2149
UQCRH	3430
NSUN4	816
FAAH	1283
FAAHP1	61
LINC01398	0
DMBX1	0
MKNK1-AS1	249
MKNK1	2319
MOB3C	1379
ATPAF1	1072
EFCAB14-AS1	79
EFCAB14	5220
LOC105378698	4
LOC105378699	3
CYP4B1	20165
CYP4Z2P	160
CYP4A11	19
CYP4X1	445
CYP4Z1	111
CYP4A22	25
LOC105378701	8
LINC00853	35
PDZK1IP1	1392
