GeneID	RNA-seq_normal_lung50
DDX11L1	3
WASH7P	1331
MIR6859-1	23
LOC100996442	50
LOC729737	892
DDX11L17	6
WASH9P	1399
MIR6859-2	9
LOC112268260	14
LOC100132287	566
LOC105378947	2
MIR12136	1225
OR4F16	8
100133331	459
107984841	72
107984847	82
107984849	32
LOC100288069	55
LINC01409	26
FAM87B	14
LINC00115	30
LINC01128	511
FAM41C	21
LOC284600	2
LINC02593	61
LOC107985728	34
SAMD11	564
NOC2L	2229
KLHL17	271
PLEKHN1	40
PERM1	8
HES4	834
ISG15	1035
AGRN	12301
LOC100288175	13
112267874	32
LOC105378948	44
RNF223	40
C1orf159	399
LINC01342	11
MIR200B	17
MIR200A	10
MIR429	27
TTLL10-AS1	146
TTLL10	439
TNFRSF18	56
TNFRSF4	319
SDF4	6227
B3GALT6	1044
C1QTNF12	15
UBE2J2	1575
LINC01786	73
SCNN1D	210
ACAP3	1599
SNORD167	18
PUSL1	396
INTS11	2653
MIR6727	13
CPTP	1047
TAS1R3	91
DVL1	2781
MIR6808	8
MXRA8	3117
AURKAIP1	2282
CCNL2	5023
MRPL20-AS1	902
MRPL20	2210
107984868	53
ANKRD65	1373
LOC105378585	111
TMEM88B	7
LINC01770	112
LOC107985729	46
VWA1	4344
ATAD3C	514
ATAD3B	1314
ATAD3A	850
TMEM240	81
SSU72	3527
FNDC10	357
LOC105378586	65
MIB2	3199
MMP23B	647
CDK11B	1909
SLC35E2B	1559
MMP23A	391
CDK11A	1096
SLC35E2A	906
LOC112268218	256
NADK	2333
GNB1	10414
LOC105378949	30
CALML6	17
TMEM52	41
CFAP74	811
LOC107984872	27
LOC105378589	0
GABRD	42
LOC105378590	3
LOC105378591	2
PRKCZ	3044
PRKCZ-AS1	146
FAAP20	2035
LOC112268219	214
LOC105378593	24
SKI	5346
MORN1	591
LOC100129534	144
RER1	3857
PEX10	1006
PLCH2	325
PANK4	727
HES5	7
TNFRSF14-AS1	634
TNFRSF14	2721
LOC100996583	14
PRXL2B	774
MMEL1	163
MMEL1-AS1	9
TTC34	161
LOC105378598	29
LOC107984904	0
PRDM16-DT	465
PRDM16	928
LOC105378606	3
LOC107984909	4
LOC105378604	51
ARHGEF16	554
MEGF6	3566
LOC105378608	8
105378607	5
TPRG1L	2803
WRAP73	576
TP73	601
TP73-AS3	1
TP73-AS1	1282
CCDC27	15
SMIM1	176
LRRC47	2153
CEP104	1455
DFFB	268
107984910	9
C1orf174	548
LINC01134	11
AJAP1	54
LOC107984911	3
NPHP4	830
KCNAB2	2433
CHD5	29
RPL22	18124
107985733	128
RNF207-AS1	25
RNF207	429
ICMT	2734
LINC00337	3
GPR153	1144
ACOT7	874
HES2	195
ESPN	430
TNFRSF25	316
PLEKHG5	746
NOL9	868
TAS1R1	26
LOC107984912	6
ZBTB48	991
KLHL21	1546
LOC107984913	12
PHF13	598
THAP3	793
DNAJC11	1022
CAMTA1-DT	12
CAMTA1	854
LOC105376689	50
VAMP3	4380
PER3	454
UTS2	65
TNFRSF9	21
PARK7	5291
ERRFI1	3468
LOC107984915	1
LINC01714	2
SLC45A1	29
RERE	3748
RERE-AS1	6
ENO1	19541
MIR6728	3
ENO1-AS1	11
CA6	0
SLC2A5	24
GPR157	989
MIR34AHG	226
MIR34A	3
LNCTAM34A	49
H6PD	4392
SPSB1	802
LINC02606	24
SLC25A33	453
TMEM201	506
107985734	26
PIK3CD	1128
PIK3CD-AS1	2
PIK3CD-AS2	30
CLSTN1	5981
CTNNBIP1	1991
LOC105376717	120
LZIC	1304
NMNAT1	383
RBP7	156
UBE4B	1438
KIF1B	1838
105376725	8
PGD	3845
CENPS-CORT	219
CENPS	243
CORT	26
DFFA	1921
PEX14	1224
CASZ1	1747
LOC105376733	29
C1orf127	58
TARDBP	3857
MASP2	202
SRM	1028
EXOSC10	1955
EXOSC10-AS1	52
MTOR	1617
MTOR-AS1	28
ANGPTL7	217
UBIAD1	728
LOC105376739	62
LOC105376740	37
DISP3	2
112268221	0
FBXO2	349
FBXO44	669
FBXO6	466
MAD2L2	316
DRAXIN	15
AGTRAP	1426
C1orf167	456
MTHFR	1776
CLCN6	938
NPPA-AS1	159
NPPA	51
KIAA2013	2667
PLOD1	2466
MFN2	3849
MIIP	772
MIR6729	3
TNFRSF8	43
MIR7846	24
TNFRSF1B	2039
107984917	4
VPS13D	2755
SNORA59A	8
LINC02766	11
DHRS3	2769
MIR6730	9
AADACL4	0
C1orf158	376
LRRC38	2
PDPN	2096
PRDM2	1759
KAZN	1155
LOC107985467	2
LOC105376759	1
LOC107985469	7
TMEM51-AS1	213
TMEM51	603
TMEM51-AS2	2
FHAD1	871
FHAD1-AS1	33
LOC101927441	47
EFHD2	4422
CTRC	15
CELA2A	42
CELA2B	90
CASP9	870
DNAJC16	798
AGMAT	17
DDI2	1371
RSC1A1	91
PLEKHM2	3048
SLC25A34	115
SLC25A34-AS1	9
TMEM82	2
FBLIM1	958
UQCRHL	76
FLJ37453	314
SPEN	2591
ZBTB17	1010
SRARP	0
HSPB7	275
CLCNKA	29
CLCNKB	40
FAM131C	1
EPHA2	3024
LOC101927479	54
ARHGEF19	799
ANO7L1	93
CPLANE2	217
FBXO42	1125
SZRD1	2864
SPATA21	1781
NECAP2	3284
LINC01772	79
CROCCP3	342
RNU1-1	0
LINC01783	34
NBPF1	1043
105376794	962
CROCCP2	692
MST1P2	328
LOC107985736	28
RNU1-3	0
ESPNP	15
MST1L	670
LOC112267871	22
LOC105376805	275
CROCC	2924
MFAP2	259
LOC105376806	62
ATP13A2	1490
SDHB	1569
PADI2	144
LINC02783	0
PADI1	1
PADI3	2
PADI4	9
PADI6	6
RCC2	2653
ARHGEF10L	1796
ACTL8	0
IGSF21	42
KLHDC7A	407
PAX7	0
ALDH4A1	581
IFFO2	1466
UBR4	4059
EMC1-AS1	62
EMC1	1471
MRTO4	968
AKR7L	27
AKR7A3	39
LOC100506730	130
AKR7A2	1867
SLC66A1	634
CAPZB	6419
MICOS10	1792
MICOS10-NBL1	7848
RPS14P3	44
NBL1	7459
HTR6	3
TMCO4	961
RNF186	0
OTUD3	1048
PLA2G2A	717
PLA2G5	183
PLA2G2D	105
PLA2G2F	0
PLA2G2C	0
UBXN10	1890
101928017	20
LOC105376825	199
VWA5B1	22
LINC01141	3
CAMK2N1	3914
MUL1	1334
FAM43B	17
CDA	36
PINK1	1958
MIR6084	167
PINK1-AS	1954
DDOST	5869
KIF17	297
SH2D5	2
112268222	1773
HP1BP3	4281
EIF4G3	1818
LOC105376830	8
LOC105376829	3
ECE1	3299
ECE1-AS1	7
NBPF3	288
ALPL	5510
LINC02596	5
RAP1GAP	2443
USP48	1828
LDLRAD2	2390
HSPG2	9690
LINC01635	6
LINC00339	371
CDC42-AS1	24
CDC42	10014
WNT4	296
LOC105376845	59
LOC105376850	6
LOC107985377	27
ZBTB40	1692
EPHA8	0
C1QA	22065
C1QC	12925
C1QB	13391
EPHB2	335
MIR4253	7
KDM1A	2080
LUZP1	943
HTR1D	0
LINC01355	66
HNRNPR	4085
ZNF436	429
ZNF436-AS1	61
TCEA3	1867
ASAP3	1507
E2F2	44
LOC101928163	1
LOC105376859	7
ID3	3743
MDS2	13
RPL11	36180
ELOA	2487
ELOA-AS1	317
PITHD1	1509
LOC105376860	213
LYPLA2	1755
GALE	1452
HMGCL	1277
LOC105376861	2
FUCA1	2284
CNR2	10
PNRC2	3869
SRSF10	3378
LOC105376863	4
LOC107984931	1
MYOM3	4
IL22RA1	72
IFNLR1	380
LINC02800	1
GRHL3-AS1	7
GRHL3	14
STPG1	716
NIPAL3	1724
RCAN3AS	19
RCAN3	1195
NCMAP-DT	84
NCMAP	785
SRRM1	3004
CLIC4	6401
RUNX3	477
107984932	1
RUNX3-AS1	14
SYF2	2116
RSRP1	1929
LOC105376882	0
RHD	22
TMEM50A	2407
RHCE	1311
MACO1	1023
LDLRAP1	1549
MAN1C1	946
SELENON	5107
MTFR1L	1153
LOC646471	221
AUNIP	202
PAQR7	684
STMN1	1893
MIR3917	142
PAFAH2	768
101928216	1
EXTL1	14
SLC30A2	3
TRIM63	12
PDIK1L	440
FAM110D	350
ZNF593	586
CNKSR1	1002
CATSPER4	0
ZPLD2P	31
CEP85	370
SH3BGRL3	4894
UBXN11	3669
CD52	2732
CRYBG2	47
ZNF683	49
DHDDS	778
DHDDS-AS1	11
HMGN2	10699
RPS6KA1	3383
LOC101928728	32
ARID1A	2964
PIGV	587
ZDHHC18	913
SFN	386
GPN2	1130
GPATCH3	423
NUDC	4523
NR0B2	185
KDF1	454
TRNP1	685
TENT5B	941
LOC101928391	13
SLC9A1	2152
WDTC1	3482
TMEM222	1321
ACTG1P20	27
SYTL1	1152
MAP3K6	832
FCN3	337
CD164L2	555
GPR3	85
WASF2	5273
LOC105376892	7
AHDC1	1123
FGR	1116
LINC02574	2
IFI6	3801
FAM76A	575
STX12	2563
PPP1R8	1283
THEMIS2	2482
RPA2	1663
SMPDL3B	454
XKR8	393
EYA3	634
PTAFR	1571
DNAJC8	3097
ATP5IF1	2839
SESN2	522
MED18	479
PHACTR4	1855
RCC1	762
SNHG3	507
SNORA73A	6
SNORA73B	1
TRNAU1AP	637
SNHG12	395
SNORD99	11
SNORA61	39
SNORA44	25
SNORA16A	11
RAB42	120
TAF12	625
LINC01715	10
RNU11	3
GMEB1	625
YTHDF2	2355
OPRD1	15
EPB41	1682
TMEM200B	593
SRSF4	3021
MECR	535
PTPRU	3217
LOC105378617	168
MATN1	32
MATN1-AS1	45
LAPTM5	14741
MIR4420	9
LOC105378620	72
LINC01778	1
SDC3	2460
PUM1	2665
SNORD103A	4
SNORD103B	2
LOC107984935	4
NKAIN1	0
SNRNP40	782
ZCCHC17	817
FABP3	100
SERINC2	1076
LOC105378625	0
LOC105379772	1
LDC1P	0
LINC01226	0
LOC105378626	30
TINAGL1	1805
HCRTR1	231
PEF1	2366
PEF1-AS1	108
105378628	8
COL16A1	2353
LOC101929444	65
ADGRB2	127
SPOCD1	115
PTP4A2	5846
KHDRBS1	4570
TMEM39B	624
KPNA6	2296
TXLNA	2558
CCDC28B	121
TMEM234	569
IQCC	146
DCDC2B	401
EIF3I	3793
MTMR9LP	631
FAM167B	344
LCK	307
HDAC1	3152
MARCKSL1	2055
LOC105378629	4
TSSK3	298
FAM229A	202
BSDC1	2552
ZBTB8B	5
ZBTB8A	530
LOC102723870	13
ZBTB8OS	610
RBBP4	3039
SYNC	1199
KIAA1522	4474
YARS1	1765
