GeneID	RNA-seq_normal_lung18
DDX11L1	8
WASH7P	1655
MIR6859-1	36
LOC100996442	51
LOC729737	568
DDX11L17	14
WASH9P	1789
MIR6859-2	28
LOC112268260	13
LOC100132287	671
LOC105378947	5
MIR12136	2232
OR4F16	5
100133331	572
107984841	69
107984847	64
107984849	20
LOC100288069	73
LINC01409	52
FAM87B	12
LINC00115	69
LINC01128	786
FAM41C	0
LOC284600	6
LINC02593	334
LOC107985728	200
SAMD11	802
NOC2L	2352
KLHL17	472
PLEKHN1	32
PERM1	10
HES4	1595
ISG15	2123
AGRN	12054
LOC100288175	15
112267874	17
LOC105378948	43
RNF223	18
C1orf159	630
LINC01342	4
MIR200B	2
MIR200A	1
MIR429	7
TTLL10-AS1	44
TTLL10	155
TNFRSF18	169
TNFRSF4	708
SDF4	7109
B3GALT6	954
C1QTNF12	56
UBE2J2	1870
LINC01786	114
SCNN1D	175
ACAP3	3017
SNORD167	27
PUSL1	366
INTS11	3504
MIR6727	13
CPTP	1160
TAS1R3	76
DVL1	3343
MIR6808	10
MXRA8	4751
AURKAIP1	2328
CCNL2	11465
MRPL20-AS1	1029
MRPL20	2602
107984868	13
ANKRD65	495
LOC105378585	59
TMEM88B	7
LINC01770	116
LOC107985729	43
VWA1	5289
ATAD3C	234
ATAD3B	1493
ATAD3A	815
TMEM240	117
SSU72	3236
FNDC10	162
LOC105378586	20
MIB2	3803
MMP23B	960
CDK11B	2799
SLC35E2B	2862
MMP23A	575
CDK11A	2273
SLC35E2A	1877
LOC112268218	331
NADK	2780
GNB1	14453
LOC105378949	22
CALML6	27
TMEM52	13
CFAP74	69
LOC107984872	4
LOC105378589	12
GABRD	121
LOC105378590	2
LOC105378591	0
PRKCZ	2091
PRKCZ-AS1	155
FAAP20	1996
LOC112268219	223
LOC105378593	25
SKI	5746
MORN1	211
LOC100129534	98
RER1	4238
PEX10	1047
PLCH2	242
PANK4	1195
HES5	29
TNFRSF14-AS1	1069
TNFRSF14	5746
LOC100996583	35
PRXL2B	2002
MMEL1	547
MMEL1-AS1	11
TTC34	84
LOC105378598	1
LOC107984904	0
PRDM16-DT	306
PRDM16	501
LOC105378606	1
LOC107984909	5
LOC105378604	15
ARHGEF16	261
MEGF6	4489
LOC105378608	22
105378607	4
TPRG1L	3081
WRAP73	680
TP73	104
TP73-AS3	4
TP73-AS1	1782
CCDC27	3
SMIM1	69
LRRC47	2165
CEP104	1245
DFFB	494
107984910	20
C1orf174	939
LINC01134	7
AJAP1	111
LOC107984911	0
NPHP4	784
KCNAB2	2730
CHD5	16
RPL22	21649
107985733	126
RNF207-AS1	15
RNF207	397
ICMT	2537
LINC00337	2
GPR153	1618
ACOT7	626
HES2	78
ESPN	220
TNFRSF25	1055
PLEKHG5	2035
NOL9	1231
TAS1R1	18
LOC107984912	3
ZBTB48	1072
KLHL21	1602
LOC107984913	24
PHF13	686
THAP3	1112
DNAJC11	1290
CAMTA1-DT	15
CAMTA1	1674
LOC105376689	129
VAMP3	8260
PER3	2253
UTS2	113
TNFRSF9	17
PARK7	6372
ERRFI1	1972
LOC107984915	0
LINC01714	1
SLC45A1	107
RERE	5215
RERE-AS1	16
ENO1	15935
MIR6728	1
ENO1-AS1	13
CA6	0
SLC2A5	57
GPR157	1055
MIR34AHG	445
MIR34A	7
LNCTAM34A	40
H6PD	5044
SPSB1	1017
LINC02606	94
SLC25A33	438
TMEM201	641
107985734	39
PIK3CD	1598
PIK3CD-AS1	4
PIK3CD-AS2	31
CLSTN1	4877
CTNNBIP1	2193
LOC105376717	133
LZIC	1621
NMNAT1	673
RBP7	763
UBE4B	1675
KIF1B	2013
105376725	12
PGD	3251
CENPS-CORT	139
CENPS	142
CORT	17
DFFA	2475
PEX14	1160
CASZ1	3136
LOC105376733	7
C1orf127	26
TARDBP	7042
MASP2	285
SRM	1334
EXOSC10	2877
EXOSC10-AS1	56
MTOR	1826
MTOR-AS1	35
ANGPTL7	155
UBIAD1	789
LOC105376739	9
LOC105376740	3
DISP3	5
112268221	3
FBXO2	160
FBXO44	1297
FBXO6	664
MAD2L2	953
DRAXIN	34
AGTRAP	1576
C1orf167	558
MTHFR	2364
CLCN6	1231
NPPA-AS1	166
NPPA	47
KIAA2013	2942
PLOD1	3001
MFN2	4165
MIIP	1081
MIR6729	1
TNFRSF8	188
MIR7846	55
TNFRSF1B	4528
107984917	31
VPS13D	2914
SNORA59A	17
LINC02766	33
DHRS3	3243
MIR6730	13
AADACL4	0
C1orf158	32
LRRC38	7
PDPN	1374
PRDM2	1993
KAZN	1764
LOC107985467	6
LOC105376759	7
LOC107985469	0
TMEM51-AS1	374
TMEM51	814
TMEM51-AS2	0
FHAD1	111
FHAD1-AS1	16
LOC101927441	44
EFHD2	4417
CTRC	30
CELA2A	8
CELA2B	17
CASP9	711
DNAJC16	730
AGMAT	33
DDI2	1654
RSC1A1	91
PLEKHM2	4539
SLC25A34	288
SLC25A34-AS1	15
TMEM82	4
FBLIM1	3216
UQCRHL	88
FLJ37453	415
SPEN	2604
ZBTB17	1741
SRARP	1
HSPB7	626
CLCNKA	25
CLCNKB	24
FAM131C	3
EPHA2	1793
LOC101927479	79
ARHGEF19	459
ANO7L1	99
CPLANE2	140
FBXO42	1319
SZRD1	3132
SPATA21	1894
NECAP2	5229
LINC01772	142
CROCCP3	559
RNU1-1	1
LINC01783	11
NBPF1	1391
105376794	1211
CROCCP2	752
MST1P2	128
LOC107985736	28
RNU1-3	2
ESPNP	3
MST1L	290
LOC112267871	14
LOC105376805	314
CROCC	2802
MFAP2	659
LOC105376806	163
ATP13A2	1976
SDHB	1880
PADI2	241
LINC02783	0
PADI1	3
PADI3	2
PADI4	91
PADI6	4
RCC2	3027
ARHGEF10L	1753
ACTL8	0
IGSF21	105
KLHDC7A	159
PAX7	0
ALDH4A1	554
IFFO2	825
UBR4	4224
EMC1-AS1	88
EMC1	1465
MRTO4	1350
AKR7L	30
AKR7A3	57
LOC100506730	150
AKR7A2	1573
SLC66A1	656
CAPZB	9280
MICOS10	2146
MICOS10-NBL1	12407
RPS14P3	117
NBL1	11876
HTR6	7
TMCO4	776
RNF186	0
OTUD3	717
PLA2G2A	460
PLA2G5	481
PLA2G2D	152
PLA2G2F	0
PLA2G2C	5
UBXN10	238
101928017	9
LOC105376825	13
VWA5B1	11
LINC01141	1
CAMK2N1	5721
MUL1	1204
FAM43B	20
CDA	189
PINK1	2450
MIR6084	228
PINK1-AS	2350
DDOST	6271
KIF17	706
SH2D5	6
112268222	2197
HP1BP3	5669
EIF4G3	2225
LOC105376830	17
LOC105376829	4
ECE1	10685
ECE1-AS1	17
NBPF3	267
ALPL	1116
LINC02596	0
RAP1GAP	780
USP48	2646
LDLRAD2	5544
HSPG2	21397
LINC01635	20
LINC00339	638
CDC42-AS1	28
CDC42	11819
WNT4	158
LOC105376845	13
LOC105376850	0
LOC107985377	8
ZBTB40	1876
EPHA8	0
C1QA	13344
C1QC	9110
C1QB	11068
EPHB2	234
MIR4253	1
KDM1A	2222
LUZP1	2469
HTR1D	21
LINC01355	485
HNRNPR	5430
ZNF436	1226
ZNF436-AS1	176
TCEA3	1233
ASAP3	1662
E2F2	31
LOC101928163	1
LOC105376859	15
ID3	7551
MDS2	18
RPL11	39475
ELOA	1701
ELOA-AS1	263
PITHD1	2123
LOC105376860	188
LYPLA2	1735
GALE	690
HMGCL	1611
LOC105376861	2
FUCA1	2368
CNR2	38
PNRC2	5490
SRSF10	4325
LOC105376863	0
LOC107984931	3
MYOM3	45
IL22RA1	16
IFNLR1	187
LINC02800	1
GRHL3-AS1	8
GRHL3	4
STPG1	381
NIPAL3	1277
RCAN3AS	4
RCAN3	537
NCMAP-DT	53
NCMAP	155
SRRM1	4069
CLIC4	15644
RUNX3	720
107984932	0
RUNX3-AS1	21
SYF2	3129
RSRP1	5090
LOC105376882	0
RHD	63
TMEM50A	3009
RHCE	1660
MACO1	1180
LDLRAP1	1746
MAN1C1	1279
SELENON	6113
MTFR1L	1524
LOC646471	317
AUNIP	292
PAQR7	762
STMN1	2556
MIR3917	169
PAFAH2	723
101928216	8
EXTL1	24
SLC30A2	3
TRIM63	55
PDIK1L	632
FAM110D	1816
ZNF593	471
CNKSR1	438
CATSPER4	0
ZPLD2P	15
CEP85	377
SH3BGRL3	5329
UBXN11	2342
CD52	1913
CRYBG2	41
ZNF683	146
DHDDS	839
DHDDS-AS1	27
HMGN2	11084
RPS6KA1	2955
LOC101928728	22
ARID1A	3139
PIGV	579
ZDHHC18	1336
SFN	257
GPN2	1620
GPATCH3	638
NUDC	3777
NR0B2	91
KDF1	136
TRNP1	502
TENT5B	496
LOC101928391	40
SLC9A1	1645
WDTC1	2922
TMEM222	1624
ACTG1P20	44
SYTL1	1051
MAP3K6	4374
FCN3	5248
CD164L2	60
GPR3	55
WASF2	7323
LOC105376892	36
AHDC1	1916
FGR	2505
LINC02574	3
IFI6	7241
FAM76A	666
STX12	4112
PPP1R8	1790
THEMIS2	1869
RPA2	2224
SMPDL3B	274
XKR8	401
EYA3	1087
PTAFR	1572
DNAJC8	4178
ATP5IF1	2832
SESN2	467
MED18	684
PHACTR4	3063
RCC1	576
SNHG3	590
SNORA73A	6
SNORA73B	11
TRNAU1AP	955
SNHG12	712
SNORD99	13
SNORA61	84
SNORA44	39
SNORA16A	32
RAB42	236
TAF12	904
LINC01715	16
RNU11	4
GMEB1	690
YTHDF2	2172
OPRD1	20
EPB41	2135
TMEM200B	1078
SRSF4	4968
MECR	622
PTPRU	1280
LOC105378617	25
MATN1	18
MATN1-AS1	56
LAPTM5	13369
MIR4420	0
LOC105378620	9
LINC01778	7
SDC3	4365
PUM1	3265
SNORD103A	10
SNORD103B	4
LOC107984935	3
NKAIN1	0
SNRNP40	1167
ZCCHC17	1377
FABP3	493
SERINC2	1165
LOC105378625	0
LOC105379772	0
LDC1P	0
LINC01226	1
LOC105378626	142
TINAGL1	8274
HCRTR1	307
PEF1	3151
PEF1-AS1	165
105378628	3
COL16A1	4367
LOC101929444	39
ADGRB2	80
SPOCD1	162
PTP4A2	6389
KHDRBS1	5377
TMEM39B	966
KPNA6	2644
TXLNA	2641
CCDC28B	274
TMEM234	590
IQCC	161
DCDC2B	166
EIF3I	4766
MTMR9LP	3153
FAM167B	970
LCK	791
HDAC1	4872
MARCKSL1	4790
LOC105378629	26
TSSK3	499
FAM229A	383
BSDC1	3040
ZBTB8B	1
ZBTB8A	968
LOC102723870	10
ZBTB8OS	702
RBBP4	3761
SYNC	1496
KIAA1522	2131
YARS1	1944
S100PBP	1395
FNDC5	46
HPCA	43
TMEM54	728
LOC105378632	1
RNF19B	1337
AK2	4317
AZIN2	319
112268224	4
TRIM62	279
ZNF362	1758
A3GALT2	0
PHC2	4028
MIR3605	133
PHC2-AS1	0
ZSCAN20	296
CSMD2	26
105378640	0
LOC105378641	0
LOC105378642	9
GJB5	3
GJB4	1
GJB3	22
GJA4	2049
SMIM12	1339
DLGAP3	32
GPR199P	304
TMEM35B	2337
ZMYM6	1136
ZMYM1	677
LOC105378644	1
SFPQ	11882
ZMYM4	1935
ZMYM4-AS1	23
KIAA0319L	3436
NCDN	988
TFAP2E	243
TFAP2E-AS1	53
PSMB2	3657
C1orf216	760
CLSPN	36
AGO4	2540
AGO1	1480
AGO3	1768
TEKT2	130
ADPRS	1119
COL8A2	549
TRAPPC3	2036
MAP7D1	7015
THRAP3	5314
SH3D21	573
EVA1B	2703
STK40	2792
LSM10	989
OSCP1	273
MRPS15	1317
CSF3R	2374
GRIK3	39
LINC01137	164
ZC3H12A	572
MIR6732	2
MEAF6	2627
MIR5581	6
LOC105378649	40
SNIP1	777
DNALI1	741
GNL2	1442
RSPO1	478
C1orf109	666
CDCA8	39
EPHA10	25
MANEAL	179
YRDC	513
C1orf122	1413
MTF1	730
INPP5B	1580
LOC105378651	42
SF3A3	3160
FHL3	661
UTP11	910
POU3F1	8
MIR3659HG	3
LOC105378657	2
RRAGC	1369
GJA9-MYCBP	364
MYCBP	362
LOC105378663	0
GJA9	2
RHBDL2	45
LOC105378662	15
AKIRIN1	1904
NDUFS5	3230
MACF1	22511
643314	278
105378950	0
BMP8A	337
OXCT2P1	27
PPIEL	331
PABPC4	4603
PABPC4-AS1	582
SNORA55	8
HEYL	2352
NT5C1A	2
HPCAL4	116
PPIE	1913
BMP8B	239
OXCT2	28
LOC101929536	9
105378951	15
LINC02811	6
105378665	1
TRIT1	787
MYCL	304
MYCL-AS1	28
MFSD2A	602
CAP1	7549
PPT1	9641
RLF	997
TMCO2	0
ZMPSTE24	1908
COL9A2	299
107984945	6
SMAP2	1916
ZFP69B	65
ZFP69	197
LOC105378672	14
