GeneID	RNA-seq_LADC25
DDX11L1	1
WASH7P	846
MIR6859-1	47
LOC100996442	90
LOC729737	1600
DDX11L17	0
WASH9P	856
MIR6859-2	31
LOC112268260	30
LOC100132287	807
LOC105378947	5
MIR12136	633
OR4F16	10
100133331	584
107984841	191
107984847	322
107984849	102
LOC100288069	128
LINC01409	89
FAM87B	28
LINC00115	160
LINC01128	949
FAM41C	4
LOC284600	275
LINC02593	106
LOC107985728	74
SAMD11	335
NOC2L	2475
KLHL17	492
PLEKHN1	664
PERM1	134
HES4	106
ISG15	1197
AGRN	15261
LOC100288175	162
112267874	53
LOC105378948	400
RNF223	44
C1orf159	541
LINC01342	0
MIR200B	9
MIR200A	13
MIR429	22
TTLL10-AS1	31
TTLL10	96
TNFRSF18	289
TNFRSF4	249
SDF4	4414
B3GALT6	371
C1QTNF12	26
UBE2J2	1265
LINC01786	122
SCNN1D	239
ACAP3	1761
SNORD167	15
PUSL1	461
INTS11	2690
MIR6727	16
CPTP	1069
TAS1R3	40
DVL1	3052
MIR6808	11
MXRA8	1736
AURKAIP1	1800
CCNL2	9734
MRPL20-AS1	700
MRPL20	1782
107984868	22
ANKRD65	1225
LOC105378585	43
TMEM88B	7
LINC01770	160
LOC107985729	108
VWA1	4886
ATAD3C	470
ATAD3B	1748
ATAD3A	964
TMEM240	23
SSU72	2808
FNDC10	801
LOC105378586	49
MIB2	2032
MMP23B	159
CDK11B	1907
SLC35E2B	2519
MMP23A	116
CDK11A	1011
SLC35E2A	1621
LOC112268218	236
NADK	3354
GNB1	8583
LOC105378949	22
CALML6	56
TMEM52	88
CFAP74	147
LOC107984872	15
LOC105378589	0
GABRD	50
LOC105378590	3
LOC105378591	2
PRKCZ	1187
PRKCZ-AS1	108
FAAP20	1152
LOC112268219	179
LOC105378593	31
SKI	4250
MORN1	361
LOC100129534	122
RER1	4060
PEX10	825
PLCH2	127
PANK4	909
HES5	4
TNFRSF14-AS1	946
TNFRSF14	3398
LOC100996583	15
PRXL2B	1089
MMEL1	195
MMEL1-AS1	8
TTC34	80
LOC105378598	4
LOC107984904	0
PRDM16-DT	277
PRDM16	1690
LOC105378606	7
LOC107984909	9
LOC105378604	38
ARHGEF16	1013
MEGF6	3612
LOC105378608	24
105378607	8
TPRG1L	1725
WRAP73	746
TP73	458
TP73-AS3	7
TP73-AS1	993
CCDC27	5
SMIM1	180
LRRC47	1543
CEP104	1471
DFFB	217
107984910	15
C1orf174	630
LINC01134	2
AJAP1	20
LOC107984911	0
NPHP4	571
KCNAB2	968
CHD5	11
RPL22	10978
107985733	213
RNF207-AS1	25
RNF207	851
ICMT	3000
LINC00337	0
GPR153	462
ACOT7	408
HES2	47
ESPN	552
TNFRSF25	809
PLEKHG5	898
NOL9	606
TAS1R1	45
LOC107984912	5
ZBTB48	936
KLHL21	1287
LOC107984913	16
PHF13	1192
THAP3	779
DNAJC11	1094
CAMTA1-DT	13
CAMTA1	1545
LOC105376689	167
VAMP3	3910
PER3	2285
UTS2	164
TNFRSF9	551
PARK7	5178
ERRFI1	8052
LOC107984915	0
LINC01714	12
SLC45A1	19
RERE	5093
RERE-AS1	15
ENO1	58002
MIR6728	12
ENO1-AS1	11
CA6	4
SLC2A5	259
GPR157	696
MIR34AHG	712
MIR34A	5
LNCTAM34A	84
H6PD	3620
SPSB1	2925
LINC02606	26
SLC25A33	448
TMEM201	460
107985734	13
PIK3CD	843
PIK3CD-AS1	0
PIK3CD-AS2	79
CLSTN1	6407
CTNNBIP1	1973
LOC105376717	185
LZIC	1086
NMNAT1	342
RBP7	19
UBE4B	1430
KIF1B	2188
105376725	9
PGD	2514
CENPS-CORT	231
CENPS	236
CORT	19
DFFA	1424
PEX14	718
CASZ1	2363
LOC105376733	2
C1orf127	30
TARDBP	6009
MASP2	138
SRM	840
EXOSC10	1956
EXOSC10-AS1	86
MTOR	1974
MTOR-AS1	37
ANGPTL7	18
UBIAD1	548
LOC105376739	4
LOC105376740	3
DISP3	5
112268221	0
FBXO2	616
FBXO44	1156
FBXO6	687
MAD2L2	757
DRAXIN	15
AGTRAP	1029
C1orf167	447
MTHFR	1660
CLCN6	768
NPPA-AS1	126
NPPA	18
KIAA2013	1953
PLOD1	4638
MFN2	3752
MIIP	582
MIR6729	1
TNFRSF8	26
MIR7846	0
TNFRSF1B	2475
107984917	1
VPS13D	3117
SNORA59A	25
LINC02766	6
DHRS3	2888
MIR6730	5
AADACL4	1
C1orf158	63
LRRC38	1
PDPN	526
PRDM2	2883
KAZN	768
LOC107985467	4
LOC105376759	0
LOC107985469	1
TMEM51-AS1	196
TMEM51	985
TMEM51-AS2	4
FHAD1	269
FHAD1-AS1	26
LOC101927441	31
EFHD2	2564
CTRC	1
CELA2A	2
CELA2B	18
CASP9	547
DNAJC16	740
AGMAT	15
DDI2	2146
RSC1A1	244
PLEKHM2	2490
SLC25A34	68
SLC25A34-AS1	6
TMEM82	2
FBLIM1	1257
UQCRHL	49
FLJ37453	160
SPEN	3346
ZBTB17	1120
SRARP	0
HSPB7	145
CLCNKA	64
CLCNKB	89
FAM131C	11
EPHA2	3134
LOC101927479	92
ARHGEF19	2164
ANO7L1	359
CPLANE2	192
FBXO42	1159
SZRD1	2603
SPATA21	1529
NECAP2	2400
LINC01772	67
CROCCP3	357
RNU1-1	1
LINC01783	12
NBPF1	623
105376794	730
CROCCP2	347
MST1P2	759
LOC107985736	30
RNU1-3	0
ESPNP	122
MST1L	1618
LOC112267871	31
LOC105376805	168
CROCC	1551
MFAP2	457
LOC105376806	196
ATP13A2	1881
SDHB	1633
PADI2	542
LINC02783	0
PADI1	1
PADI3	0
PADI4	29
PADI6	0
RCC2	4296
ARHGEF10L	2086
ACTL8	0
IGSF21	50
KLHDC7A	364
PAX7	166
ALDH4A1	302
IFFO2	2099
UBR4	5354
EMC1-AS1	109
EMC1	1803
MRTO4	730
AKR7L	32
AKR7A3	74
LOC100506730	136
AKR7A2	1154
SLC66A1	566
CAPZB	5849
MICOS10	725
MICOS10-NBL1	2033
RPS14P3	39
NBL1	1735
HTR6	0
TMCO4	1165
RNF186	1
OTUD3	825
PLA2G2A	6
PLA2G5	13
PLA2G2D	129
PLA2G2F	1
PLA2G2C	16
UBXN10	1177
101928017	56
LOC105376825	37
VWA5B1	6
LINC01141	1
CAMK2N1	720
MUL1	1100
FAM43B	1
CDA	152
PINK1	1449
MIR6084	50
PINK1-AS	1385
DDOST	6632
KIF17	85
SH2D5	11
112268222	1609
HP1BP3	6111
EIF4G3	2366
LOC105376830	1
LOC105376829	11
ECE1	5529
ECE1-AS1	18
NBPF3	386
ALPL	9651
LINC02596	0
RAP1GAP	2826
USP48	2548
LDLRAD2	3103
HSPG2	19006
LINC01635	10
LINC00339	311
CDC42-AS1	14
CDC42	12554
WNT4	566
LOC105376845	47
LOC105376850	2
LOC107985377	12
ZBTB40	1027
EPHA8	3
C1QA	2792
C1QC	3776
C1QB	2505
EPHB2	690
MIR4253	18
KDM1A	2313
LUZP1	1321
HTR1D	12
LINC01355	235
HNRNPR	4549
ZNF436	605
ZNF436-AS1	60
TCEA3	3085
ASAP3	1901
E2F2	79
LOC101928163	2
LOC105376859	9
ID3	1064
MDS2	9
RPL11	19032
ELOA	2565
ELOA-AS1	342
PITHD1	1227
LOC105376860	355
LYPLA2	2099
GALE	1652
HMGCL	1482
LOC105376861	8
FUCA1	6584
CNR2	5
PNRC2	4224
SRSF10	4797
LOC105376863	13
LOC107984931	1
MYOM3	2
IL22RA1	22
IFNLR1	214
LINC02800	1
GRHL3-AS1	24
GRHL3	57
STPG1	357
NIPAL3	1702
RCAN3AS	11
RCAN3	892
NCMAP-DT	91
NCMAP	785
SRRM1	4184
CLIC4	6430
RUNX3	1083
107984932	8
RUNX3-AS1	62
SYF2	1536
RSRP1	4392
LOC105376882	3
RHD	30
TMEM50A	2796
RHCE	1731
MACO1	1355
LDLRAP1	2031
MAN1C1	562
SELENON	6084
MTFR1L	1005
LOC646471	369
AUNIP	238
PAQR7	467
STMN1	1957
MIR3917	217
PAFAH2	646
101928216	6
EXTL1	11
SLC30A2	4
TRIM63	51
PDIK1L	792
FAM110D	345
ZNF593	587
CNKSR1	1347
CATSPER4	5
ZPLD2P	10
CEP85	565
SH3BGRL3	3158
UBXN11	1117
CD52	393
CRYBG2	74
ZNF683	26
DHDDS	1038
DHDDS-AS1	21
HMGN2	7852
RPS6KA1	2793
LOC101928728	14
ARID1A	3464
PIGV	539
ZDHHC18	1265
SFN	5440
GPN2	993
GPATCH3	324
NUDC	3003
NR0B2	72
KDF1	528
TRNP1	265
TENT5B	222
LOC101928391	13
SLC9A1	2829
WDTC1	3110
TMEM222	983
ACTG1P20	39
SYTL1	2036
MAP3K6	2143
FCN3	503
CD164L2	339
GPR3	178
WASF2	4482
LOC105376892	5
AHDC1	2666
FGR	764
LINC02574	2
IFI6	5586
FAM76A	586
STX12	3278
PPP1R8	1202
THEMIS2	1367
RPA2	1315
SMPDL3B	814
XKR8	322
EYA3	835
PTAFR	683
DNAJC8	2807
ATP5IF1	1549
SESN2	962
MED18	160
PHACTR4	1850
RCC1	2057
SNHG3	708
SNORA73A	25
SNORA73B	43
TRNAU1AP	991
SNHG12	1179
SNORD99	26
SNORA61	130
SNORA44	55
SNORA16A	79
RAB42	188
TAF12	984
LINC01715	13
RNU11	0
GMEB1	433
YTHDF2	3602
OPRD1	22
EPB41	3426
TMEM200B	427
SRSF4	4088
MECR	491
PTPRU	2482
LOC105378617	2
MATN1	32
MATN1-AS1	91
LAPTM5	9882
MIR4420	6
LOC105378620	20
LINC01778	5
SDC3	3942
PUM1	3693
SNORD103A	31
SNORD103B	25
LOC107984935	4
NKAIN1	3
SNRNP40	763
ZCCHC17	1254
FABP3	358
SERINC2	7144
LOC105378625	1
LOC105379772	0
LDC1P	0
LINC01226	0
LOC105378626	34
TINAGL1	1320
HCRTR1	354
PEF1	2511
PEF1-AS1	125
105378628	4
COL16A1	1413
LOC101929444	30
ADGRB2	317
SPOCD1	85
PTP4A2	7827
KHDRBS1	3800
TMEM39B	610
KPNA6	3741
TXLNA	3911
CCDC28B	188
TMEM234	543
IQCC	214
DCDC2B	176
EIF3I	3940
MTMR9LP	495
FAM167B	181
LCK	235
HDAC1	2810
MARCKSL1	3364
LOC105378629	4
TSSK3	230
FAM229A	37
BSDC1	3588
ZBTB8B	21
ZBTB8A	391
LOC102723870	4
ZBTB8OS	378
RBBP4	4095
SYNC	1185
KIAA1522	8377
YARS1	3568
S100PBP	911
FNDC5	55
HPCA	42
TMEM54	1194
LOC105378632	3
RNF19B	2698
AK2	5967
AZIN2	396
112268224	10
TRIM62	331
ZNF362	827
A3GALT2	12
PHC2	3985
MIR3605	158
PHC2-AS1	10
ZSCAN20	112
CSMD2	20
105378640	0
LOC105378641	0
LOC105378642	3
GJB5	7
GJB4	1
GJB3	17
GJA4	281
SMIM12	919
DLGAP3	21
GPR199P	148
TMEM35B	1141
ZMYM6	874
ZMYM1	498
LOC105378644	0
SFPQ	8774
ZMYM4	1959
ZMYM4-AS1	43
KIAA0319L	5581
NCDN	1349
TFAP2E	226
TFAP2E-AS1	29
PSMB2	2918
C1orf216	340
CLSPN	158
AGO4	1311
AGO1	1254
AGO3	1165
TEKT2	546
ADPRS	1312
COL8A2	742
TRAPPC3	2005
MAP7D1	4419
THRAP3	4847
SH3D21	506
EVA1B	320
STK40	3338
LSM10	607
OSCP1	348
MRPS15	1087
CSF3R	1074
GRIK3	0
LINC01137	206
ZC3H12A	2953
MIR6732	33
MEAF6	2814
MIR5581	14
LOC105378649	61
SNIP1	674
DNALI1	1444
GNL2	2264
RSPO1	40
C1orf109	526
CDCA8	132
EPHA10	454
MANEAL	274
YRDC	393
C1orf122	542
MTF1	806
